League,Season,Team,Sequence,n,n1,n2,k,k1,k2,c1,c2,c3,n1*,c1*,n2*,c2*
Bundesliga,2001,Schalke 04,"[0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0]",27,14,13,18,9,9,1.4758492050635257,1.6465663139247086,1.287001287001287,2.0,53.09698487868233,2.0,53.09698487868233
Bundesliga,2001,St Pauli,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",24,12,12,4,1,3,1.1430898010584611,1.158293339793587,1.0405827263267429,7.0,12.518565248374014,7.0,12.518565248374014
Bundesliga,2001,Stuttgart,"[0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1]",23,12,11,13,7,6,1.7780854752345217,2.339846425731408,1.6556291390728477,10.0,3.448196316287576,10.0,3.448196316287576
Bundesliga,2001,Werder Bremen,"[0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0]",29,15,14,17,11,6,5.656916997835949,20.85893760147531,10.117361392148927,14.0,20.85893760147531,14.0,20.85893760147531
Bundesliga,2001,Wolfsburg,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1]",27,14,13,13,7,6,1.8045361146662608,2.376436250286031,1.7857142857142858,11.0,2.4499781008658443,11.0,2.4499781008658443
Bundesliga,2002,Bayern Munich,"[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0]",26,13,13,21,11,10,2.1288119673002748,3.232288800021739,2.0366598778004072,1.0,54.615040857657654,1.0,54.615040857657654
Bundesliga,2002,Bielefeld,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0]",21,11,10,8,4,4,1.470549240397932,1.760448810825132,1.3531799729364005,4.0,24.63063427353697,4.0,24.63063427353697
Bundesliga,2002,Bochum,"[1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1]",24,12,12,12,6,6,1.6318725099601594,2.0,1.4792899408284024,9.0,2.970488289473696,9.0,2.970488289473696
Bundesliga,2002,Cottbus,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]",24,12,12,6,2,4,1.187146070227026,1.2090279954402507,1.0683760683760684,8.0,6.302974375068753,8.0,6.302974375068753
Bundesliga,2002,Dortmund,"[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1]",19,10,9,14,8,6,2.2927280807201136,3.9223879312857126,2.2522522522522523,8.0,5.795434090242541,8.0,5.795434090242541
Bundesliga,2002,Hamburg,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",22,11,11,14,5,9,1.0531781055261438,1.0396415907676635,1.0090817356205852,1.0,1.2813100989214867,1.0,1.2813100989214867
Bundesliga,2002,Hannover,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1]",25,13,12,12,4,8,1.0587861151518532,1.037707234546176,1.0111223458038423,4.0,1.869836374865996,4.0,1.869836374865996
Bundesliga,2002,Hansa Rostock,"[1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0]",25,13,12,10,5,5,1.503287936727688,1.770193161216196,1.408450704225352,1.0,4.942460347071589,1.0,4.942460347071589
Bundesliga,2002,Hertha,"[0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1]",27,14,13,15,7,8,1.316508931008271,1.3760742381167328,1.1947431302270013,4.0,10.947056382203126,4.0,10.947056382203126
Bundesliga,2002,Kaiserslautern,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0]",24,12,12,10,2,8,1.0209910634453736,1.006533901196204,1.0,2.0,9.43870155947348,2.0,9.43870155947348
