type,league,season,team,sequence,n,c1,c2,c3,n1*,c1*,n2*,c2*,n3*,c3*
soccer_ternary,Premier_League,2012,Everton,"[3, 3, 0, 1, 3, 3, 1, 1, 1, 1, 3, 0, 1, 1, 1, 3, 1, 3, 3, 0, 3, 1, 1, 3, 1, 0, 0, 3, 3, 3, 1, 3, 1, 0, 3, 1, 3, 0]",38,,,2.331002331002331,,,,,1,5.9171597633136095
soccer_ternary,Premier_League,2012,Fulham,"[3, 0, 0, 3, 3, 0, 1, 3, 1, 1, 1, 0, 0, 1, 0, 3, 0, 0, 1, 0, 3, 1, 0, 3, 0, 1, 3, 1, 3, 3, 0, 1, 0, 0, 0, 0, 0, 3]",38,,,1.6474464579901154,,,,,8,10.989010989010989
soccer_ternary,Premier_League,2012,Liverpool,"[0, 1, 0, 1, 0, 3, 1, 3, 1, 1, 1, 3, 1, 0, 3, 3, 0, 3, 0, 3, 3, 0, 3, 1, 1, 0, 3, 3, 3, 0, 3, 1, 1, 1, 3, 1, 3, 3]",38,,,1.0649627263045793,,,,,9,1.3774104683195592
soccer_ternary,Premier_League,2012,Man City,"[3, 1, 3, 1, 1, 3, 3, 3, 3, 1, 3, 3, 1, 3, 1, 0, 3, 3, 0, 3, 3, 3, 3, 1, 1, 0, 3, 3, 0, 3, 3, 3, 0, 3, 1, 3, 3, 0]",38,,,1.8726591760299625,,,,,1,5.847953216374269
soccer_ternary,Premier_League,2012,Man United,"[0, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 0, 3, 1, 3, 1, 0, 3, 1]",38,,,2.570694087403599,,,,,8,47.61904761904762
soccer_ternary,Premier_League,2012,Newcastle,"[3, 0, 1, 1, 3, 1, 0, 1, 3, 1, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 1, 0, 3, 3, 0, 3, 0, 3, 0, 0, 3, 0, 1, 0, 1, 3, 0]",38,,,1.6286644951140066,,,,,6,2.717391304347826
soccer_ternary,Premier_League,2012,Norwich,"[0, 1, 1, 1, 0, 0, 0, 3, 1, 3, 1, 3, 1, 1, 3, 3, 3, 0, 0, 0, 0, 1, 0, 1, 1, 1, 3, 0, 1, 1, 0, 1, 0, 3, 0, 0, 3, 3]",38,,,3.7313432835820897,,,,,19,3.6363636363636362
soccer_ternary,Premier_League,2012,QPR,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 3, 0, 0, 0, 3, 1, 1, 1, 1, 0, 0, 3, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0]",38,,,1.183431952662722,,,,,9,12.658227848101266
soccer_ternary,Premier_League,2012,Reading,"[1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 3, 3, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3, 0, 0]",38,,,1.0940919037199124,,,,,13,10.309278350515465
soccer_ternary,Premier_League,2012,Southampton,"[0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 1, 3, 3, 1, 0, 3, 0, 1, 1, 1, 3, 1, 1, 0, 1, 3, 0, 0, 1, 3, 3, 3, 1, 1, 0, 0, 1, 1]",38,,,1.1363636363636365,,,,,6,4.149377593360996
soccer_ternary,Premier_League,2012,Stoke,"[1, 1, 1, 1, 0, 3, 1, 0, 1, 0, 3, 1, 3, 3, 3, 1, 1, 1, 3, 1, 0, 0, 0, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 3, 3, 1, 0, 1]",38,,,47.61904761904762,,,,,19,23.80952380952381
soccer_ternary,Premier_League,2012,Sunderland,"[1, 1, 1, 1, 3, 0, 1, 1, 0, 0, 3, 0, 1, 0, 0, 3, 0, 3, 3, 0, 0, 3, 3, 1, 0, 0, 0, 1, 0, 1, 0, 0, 3, 3, 0, 1, 1, 0]",38,,,3.6101083032490973,,,,,14,7.246376811594203
soccer_ternary,Premier_League,2012,Swansea,"[3, 3, 1, 0, 0, 0, 1, 3, 0, 1, 1, 3, 1, 3, 3, 0, 0, 1, 1, 3, 1, 1, 3, 1, 0, 3, 0, 3, 0, 0, 0, 1, 1, 0, 1, 3, 0, 0]",38,,,2.6666666666666665,,,,,10,24.390243902439025
soccer_ternary,Premier_League,2012,Tottenham,"[0, 1, 1, 3, 3, 3, 3, 0, 3, 0, 0, 0, 3, 3, 3, 0, 3, 1, 3, 3, 3, 1, 1, 1, 3, 3, 3, 3, 0, 0, 3, 1, 3, 1, 3, 1, 3, 3]",38,,,1.1990407673860912,,,,,10,2.293577981651376
soccer_ternary,Premier_League,2012,West Brom,"[3, 1, 3, 0, 3, 1, 3, 0, 0, 3, 3, 3, 3, 0, 0, 0, 1, 3, 3, 0, 0, 0, 1, 0, 0, 3, 3, 0, 3, 1, 0, 0, 1, 3, 0, 0, 0, 1]",38,,,45.45454545454545,,,,,19,40.0
soccer_ternary,Premier_League,2012,West Ham,"[3, 0, 3, 1, 1, 3, 0, 3, 0, 1, 3, 1, 0, 0, 3, 0, 1, 0, 0, 3, 0, 1, 0, 0, 3, 0, 0, 3, 0, 3, 1, 1, 1, 3, 0, 1, 0, 3]",38,,,1.9455252918287937,,,,,18,2.7472527472527473
soccer_ternary,Premier_League,2012,Wigan,"[0, 3, 1, 0, 0, 0, 1, 0, 3, 3, 0, 0, 3, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 1, 1, 0, 3, 0, 3, 3, 1, 0, 0, 1, 3, 0, 0, 1]",38,,,1.1890606420927468,,,,,3,3.0211480362537766
soccer_ternary,Premier_League,2013,Arsenal,"[0, 3, 3, 3, 3, 3, 1, 3, 3, 3, 0, 3, 3, 3, 1, 0, 1, 3, 3, 3, 3, 3, 1, 3, 0, 1, 3, 0, 3, 0, 1, 1, 0, 3, 3, 3, 3, 3]",38,,,3.484320557491289,,,,,14,8.928571428571429
soccer_ternary,Premier_League,2013,Aston Villa,"[3, 0, 0, 0, 3, 3, 1, 0, 0, 1, 3, 1, 1, 3, 0, 0, 0, 0, 1, 3, 0, 1, 3, 0, 0, 1, 0, 3, 3, 0, 0, 0, 0, 1, 0, 3, 0, 0]",38,,,2.1367521367521367,,,,,9,15.151515151515152
soccer_ternary,Premier_League,2013,Cardiff,"[0, 3, 1, 1, 0, 3, 0, 0, 1, 3, 0, 1, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 3, 0, 1, 0, 0, 3, 0, 0, 1, 0, 3, 1, 0, 0, 0]",38,,,4.065040650406504,,,,,3,5.405405405405405
soccer_ternary,Premier_League,2013,Chelsea,"[3, 3, 1, 0, 3, 1, 3, 3, 3, 0, 1, 3, 3, 3, 0, 3, 1, 3, 3, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 0, 3, 0, 3, 3, 0, 3, 1, 3]",38,,,1.5797788309636651,,,,,9,5.405405405405405
soccer_ternary,Premier_League,2013,Crystal Palace,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 3, 3, 0, 0, 3, 0, 1, 0, 3, 3, 0, 3, 0, 1, 0, 1, 0, 3, 3, 3, 3, 3, 0, 1, 1]",38,,,1.0559662090813093,,,,,3,3.7735849056603774
soccer_ternary,Premier_League,2013,Everton,"[1, 1, 1, 3, 3, 3, 0, 3, 3, 1, 1, 1, 3, 3, 1, 3, 3, 0, 3, 1, 3, 1, 0, 3, 0, 0, 3, 3, 3, 3, 3, 3, 3, 0, 3, 0, 0, 3]",38,,,2.150537634408602,,,,,5,8.264462809917354
soccer_ternary,Premier_League,2013,Fulham,"[3, 0, 0, 1, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 3, 0, 0, 0, 0, 1, 0, 1, 0, 0, 3, 0, 0, 3, 3, 0, 1, 0, 1]",38,,,1.7699115044247788,,,,,4,3.401360544217687
soccer_ternary,Premier_League,2013,Hull,"[0, 3, 0, 1, 3, 3, 1, 0, 0, 3, 0, 0, 3, 0, 1, 1, 1, 0, 3, 0, 0, 0, 0, 1, 3, 0, 3, 0, 0, 3, 0, 0, 3, 0, 1, 0, 0, 0]",38,,,7.352941176470588,,,,,5,7.352941176470588
soccer_ternary,Premier_League,2013,Liverpool,"[3, 3, 3, 1, 0, 3, 3, 1, 3, 0, 3, 1, 0, 3, 3, 3, 3, 0, 0, 3, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 1, 3]",38,,,1.0416666666666667,,,,,3,5.05050505050505
soccer_ternary,Premier_League,2013,Man City,"[3, 0, 3, 1, 3, 0, 3, 3, 0, 3, 0, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 0, 1, 3, 3, 3, 3, 1, 3, 0, 1, 3, 3, 3, 3, 3]",38,,,1.3192612137203166,,,,,15,2.1367521367521367
soccer_ternary,Premier_League,2013,Man United,"[3, 1, 0, 3, 0, 0, 3, 1, 3, 3, 3, 1, 1, 0, 0, 3, 3, 3, 3, 0, 3, 0, 3, 0, 1, 1, 3, 3, 0, 3, 0, 3, 3, 0, 3, 0, 3, 1]",38,,,2.7548209366391183,,,,,19,2.840909090909091
soccer_ternary,Premier_League,2013,Newcastle,"[0, 1, 3, 3, 0, 0, 3, 1, 0, 3, 3, 3, 3, 0, 3, 1, 3, 3, 0, 0, 0, 3, 1, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0]",38,,,33.333333333333336,,,,,8,38.46153846153846
soccer_ternary,Premier_League,2013,Norwich,"[1, 0, 3, 0, 0, 3, 0, 0, 1, 0, 3, 0, 3, 0, 3, 1, 1, 0, 0, 1, 0, 3, 1, 0, 1, 0, 3, 0, 1, 0, 3, 0, 0, 0, 0, 0, 1, 0]",38,,,3.4364261168384878,,,,,7,19.607843137254903
soccer_ternary,Premier_League,2013,Southampton,"[3, 1, 0, 1, 3, 3, 3, 1, 3, 1, 3, 0, 0, 0, 1, 1, 0, 3, 0, 0, 3, 1, 1, 3, 1, 3, 0, 0, 3, 3, 0, 3, 0, 0, 1, 3, 3, 1]",38,,,1.5527950310559007,,,,,6,2.178649237472767
soccer_ternary,Premier_League,2013,Stoke,"[0, 3, 3, 1, 0, 0, 0, 1, 0, 1, 1, 3, 0, 1, 3, 1, 3, 0, 0, 1, 0, 0, 0, 3, 1, 1, 0, 3, 1, 3, 3, 3, 0, 3, 1, 0, 3, 3]",38,,,1.1363636363636365,,,,,6,1.2062726176115801
soccer_ternary,Premier_League,2013,Sunderland,"[0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 1, 0, 0, 1, 1, 3, 1, 0, 3, 1, 3, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3, 3, 3, 3, 0]",38,,,1.0834236186348862,,,,,1,1.8832391713747645
soccer_ternary,Premier_League,2013,Swansea,"[0, 0, 3, 1, 3, 0, 0, 3, 1, 0, 1, 3, 0, 3, 1, 1, 0, 0, 1, 0, 0, 0, 3, 0, 3, 1, 0, 1, 0, 0, 1, 3, 0, 0, 3, 3, 0, 3]",38,,,1.8083182640144666,,,,,19,1.8484288354898337
soccer_ternary,Premier_League,2013,Tottenham,"[3, 3, 0, 3, 3, 1, 0, 3, 3, 1, 0, 0, 1, 3, 3, 0, 3, 1, 3, 3, 3, 3, 0, 1, 3, 3, 0, 3, 0, 0, 3, 0, 3, 1, 3, 3, 0, 3]",38,,,1.7182130584192439,,,,,16,3.690036900369004
soccer_ternary,Premier_League,2013,West Brom,"[0, 1, 0, 1, 3, 3, 1, 1, 0, 3, 1, 1, 0, 0, 0, 0, 1, 1, 1, 3, 0, 1, 0, 1, 0, 1, 1, 0, 3, 0, 1, 3, 1, 0, 3, 0, 0, 0]",38,,,1.8083182640144666,,,,,3,17.54385964912281
soccer_ternary,Premier_League,2013,West Ham,"[3, 1, 0, 1, 0, 0, 3, 0, 1, 1, 0, 0, 3, 0, 0, 1, 0, 0, 1, 0, 3, 0, 1, 3, 3, 3, 3, 0, 0, 0, 3, 3, 0, 0, 0, 0, 3, 0]",38,,,1.0857763300760044,,,,,6,7.092198581560283
soccer_ternary,Premier_League,2014,Arsenal,"[3, 1, 1, 1, 3, 1, 0, 1, 3, 3, 0, 0, 3, 3, 0, 3, 1, 3, 3, 0, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 0, 1, 1, 3]",38,,,1.1261261261261262,,,,,4,6.666666666666667
soccer_ternary,Premier_League,2014,Aston Villa,"[3, 1, 3, 3, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3, 3, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 1, 3, 0, 3, 3, 0, 0]",38,,,3.1055900621118013,,,,,2,3.7037037037037037
soccer_ternary,Premier_League,2014,Burnley,"[0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 3, 3, 1, 1, 0, 3, 0, 0, 1, 1, 3, 0, 0, 1, 0, 1, 0, 0, 3, 0, 1, 0, 0, 0, 0, 3, 1, 3]",38,,,1.6313213703099512,,,,,17,2.7624309392265194
soccer_ternary,Premier_League,2014,Chelsea,"[3, 3, 3, 3, 1, 3, 3, 3, 1, 3, 3, 3, 1, 3, 0, 3, 3, 3, 1, 0, 3, 3, 1, 3, 3, 1, 3, 1, 3, 3, 3, 3, 1, 3, 3, 1, 0, 3]",38,,,3.4246575342465753,,,,,3,9.174311926605505
soccer_ternary,Premier_League,2014,Crystal Palace,"[0, 0, 1, 1, 3, 3, 0, 0, 1, 0, 0, 3, 1, 0, 1, 1, 0, 0, 1, 1, 3, 3, 0, 3, 1, 0, 3, 0, 3, 3, 3, 3, 0, 0, 0, 0, 3, 3]",38,,,1.0235414534288638,,,,,6,2.9585798816568047
soccer_ternary,Premier_League,2014,Everton,"[1, 1, 0, 3, 0, 1, 0, 3, 3, 1, 1, 3, 0, 1, 0, 3, 0, 0, 0, 0, 1, 1, 3, 1, 0, 1, 0, 0, 3, 3, 3, 1, 3, 3, 0, 0, 3, 0]",38,,,1.2706480304955527,,,,,4,3.7735849056603774
soccer_ternary,Premier_League,2014,Hull,"[3, 1, 0, 1, 1, 0, 3, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 3, 0, 3, 0, 0, 0, 1, 3, 3, 0, 1, 1, 0, 0, 0, 3, 3, 0, 0, 0, 1]",38,,,1.3888888888888888,,,,,4,5.181347150259067
soccer_ternary,Premier_League,2014,Leicester,"[1, 0, 1, 3, 3, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 1, 3, 0, 0, 0, 0, 1, 0, 1, 0, 3, 3, 3, 3, 0, 3, 3, 1, 3]",38,,,1.017293997965412,,,,,2,1.091703056768559
soccer_ternary,Premier_League,2014,Liverpool,"[3, 0, 3, 0, 0, 1, 3, 3, 1, 0, 0, 0, 3, 3, 1, 0, 1, 3, 3, 1, 3, 3, 3, 1, 3, 3, 3, 3, 3, 0, 0, 3, 1, 0, 3, 1, 0, 0]",38,,,1.2594458438287153,,,,,9,20.833333333333332
soccer_ternary,Premier_League,2014,Man City,"[3, 3, 0, 1, 1, 3, 3, 3, 0, 3, 1, 3, 3, 3, 3, 3, 3, 3, 1, 3, 1, 0, 1, 1, 3, 3, 0, 3, 0, 3, 0, 0, 3, 3, 3, 3, 3, 3]",38,,,4.651162790697675,,,,,18,7.352941176470588
soccer_ternary,Premier_League,2014,Man United,"[0, 1, 1, 3, 0, 3, 3, 1, 1, 0, 3, 3, 3, 3, 3, 3, 1, 3, 1, 1, 0, 3, 3, 1, 3, 0, 3, 3, 3, 3, 3, 3, 0, 0, 0, 3, 1, 1]",38,,,2.197802197802198,,,,,6,27.77777777777778
soccer_ternary,Premier_League,2014,Newcastle,"[0, 1, 1, 0, 1, 0, 1, 3, 3, 3, 3, 3, 0, 1, 3, 0, 0, 0, 3, 1, 0, 0, 3, 1, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3]",38,,,19.23076923076923,,,,,11,45.45454545454545
soccer_ternary,Premier_League,2014,QPR,"[0, 0, 3, 0, 1, 0, 0, 0, 3, 0, 1, 0, 3, 0, 3, 0, 3, 0, 1, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 1, 0, 1, 0, 0, 3, 0]",38,,,3.952569169960474,,,,,18,4.149377593360996
soccer_ternary,Premier_League,2014,Southampton,"[0, 1, 3, 3, 3, 3, 0, 3, 3, 3, 3, 1, 0, 0, 0, 0, 3, 3, 1, 3, 3, 3, 0, 3, 1, 0, 0, 3, 1, 3, 0, 3, 0, 1, 0, 0, 3, 0]",38,,,3.0120481927710845,,,,,14,18.181818181818183
soccer_ternary,Premier_League,2014,Stoke,"[0, 1, 3, 0, 1, 3, 0, 3, 0, 1, 3, 0, 0, 0, 3, 1, 0, 3, 3, 1, 0, 3, 3, 1, 0, 3, 3, 3, 0, 0, 0, 1, 3, 1, 0, 3, 1, 3]",38,,,1.3812154696132597,,,,,10,3.1446540880503147
soccer_ternary,Premier_League,2014,Sunderland,"[1, 1, 0, 1, 1, 1, 3, 0, 0, 3, 1, 1, 1, 0, 1, 1, 3, 0, 1, 0, 0, 0, 3, 1, 0, 1, 0, 1, 0, 0, 3, 0, 1, 3, 3, 1, 1, 0]",38,,,2.314814814814815,,,,,1,2.8011204481792715
soccer_ternary,Premier_League,2014,Swansea,"[3, 3, 3, 0, 0, 1, 1, 0, 3, 1, 3, 0, 1, 3, 0, 0, 3, 3, 0, 1, 1, 0, 3, 1, 0, 3, 3, 0, 0, 3, 3, 1, 0, 3, 3, 3, 0, 0]",38,,,1.757469244288225,,,,,2,8.0
soccer_ternary,Premier_League,2014,Tottenham,"[3, 3, 0, 1, 0, 1, 3, 0, 0, 3, 0, 3, 3, 0, 1, 3, 3, 3, 1, 3, 0, 3, 3, 3, 0, 1, 3, 3, 0, 3, 1, 0, 3, 1, 0, 0, 3, 3]",38,,,1.5698587127158556,,,,,10,3.6101083032490973
soccer_ternary,Premier_League,2014,West Brom,"[1, 1, 0, 0, 3, 3, 0, 1, 1, 3, 0, 0, 0, 0, 1, 3, 0, 0, 0, 1, 3, 1, 0, 1, 3, 1, 3, 0, 3, 0, 0, 0, 3, 1, 3, 1, 3, 0]",38,,,1.0845986984815619,,,,,1,2.3923444976076556
soccer_ternary,Premier_League,2014,West Ham,"[0, 3, 0, 1, 3, 0, 3, 3, 3, 1, 1, 0, 3, 3, 3, 1, 3, 0, 0, 1, 1, 3, 0, 1, 1, 1, 0, 0, 0, 3, 0, 1, 0, 1, 3, 0, 0, 0]",38,,,26.867275658248253,,,,,16,65.01950585175553
soccer_ternary,Premier_League,2015,Arsenal,"[0, 3, 1, 3, 3, 0, 3, 3, 3, 3, 3, 1, 0, 1, 3, 3, 3, 0, 3, 3, 1, 1, 0, 1, 3, 3, 0, 0, 1, 3, 3, 1, 1, 3, 1, 3, 1, 3]",38,,,4.566210045662101,,,,,18,6.329113924050633
soccer_ternary,Premier_League,2015,Aston Villa,"[3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 3, 1, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",38,,,1.5822784810126582,,,,,13,37.03703703703704
soccer_ternary,Premier_League,2015,Bournemouth,"[0, 0, 3, 1, 0, 3, 0, 1, 0, 0, 0, 0, 1, 1, 3, 3, 3, 1, 0, 1, 0, 3, 1, 3, 0, 0, 1, 3, 3, 3, 0, 0, 3, 0, 0, 0, 1, 0]",38,,,1.5267175572519085,,,,,8,13.157894736842104
soccer_ternary,Premier_League,2015,Chelsea,"[1, 0, 3, 0, 0, 3, 1, 0, 3, 0, 0, 0, 3, 1, 0, 0, 3, 1, 1, 3, 1, 1, 3, 1, 1, 3, 3, 3, 1, 1, 3, 0, 0, 3, 1, 0, 1, 1]",38,,,1.0695187165775402,,,,,7,5.555555555555555
soccer_ternary,Premier_League,2015,Crystal Palace,"[3, 0, 3, 3, 0, 0, 3, 3, 0, 0, 1, 3, 0, 3, 1, 3, 3, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 3, 1, 1, 0, 0, 3, 0]",38,,,132.9787234042553,,,,,19,128.53470437017995
soccer_ternary,Premier_League,2015,Everton,"[1, 3, 0, 1, 3, 1, 3, 1, 0, 0, 3, 1, 3, 1, 1, 1, 0, 3, 0, 1, 1, 1, 0, 3, 3, 0, 3, 0, 0, 0, 1, 1, 1, 0, 3, 0, 0, 3]",38,,,3.125,,,,,11,7.407407407407407
soccer_ternary,Premier_League,2015,Leicester,"[3, 3, 1, 1, 3, 1, 0, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3, 0, 1, 1, 3, 1, 3, 3, 3, 0, 3, 1, 3, 3, 3, 3, 3, 1, 3, 1, 3, 1]",38,,,1.4005602240896358,,,,,5,3.1847133757961785
soccer_ternary,Premier_League,2015,Liverpool,"[3, 3, 1, 0, 0, 1, 3, 1, 1, 1, 3, 0, 3, 3, 0, 1, 0, 3, 3, 0, 1, 0, 3, 0, 1, 3, 3, 3, 0, 1, 3, 3, 3, 1, 0, 3, 1, 1]",38,,,1.7605633802816902,,,,,5,3.2467532467532467
soccer_ternary,Premier_League,2015,Man City,"[3, 3, 3, 3, 3, 0, 0, 3, 3, 1, 3, 1, 0, 3, 0, 3, 0, 3, 1, 3, 1, 3, 1, 3, 0, 0, 0, 3, 1, 0, 3, 3, 3, 1, 3, 0, 1, 1]",38,,,3.8314176245210727,,,,,3,10.75268817204301
soccer_ternary,Premier_League,2015,Man United,"[3, 3, 1, 0, 3, 3, 3, 0, 3, 1, 1, 3, 3, 1, 1, 0, 0, 0, 1, 3, 1, 3, 0, 3, 1, 0, 3, 3, 0, 3, 3, 0, 3, 3, 1, 3, 0, 3]",38,,,1.2755102040816326,,,,,2,1.8691588785046729
soccer_ternary,Premier_League,2015,Newcastle,"[1, 0, 1, 0, 0, 0, 1, 0, 3, 0, 1, 3, 0, 0, 3, 3, 1, 0, 0, 0, 1, 3, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 3, 1, 1, 3, 1, 3]",38,,,1.3812154696132597,,,,,13,1.669449081803005
soccer_ternary,Premier_League,2015,Norwich,"[0, 3, 1, 0, 3, 1, 1, 0, 0, 0, 0, 3, 0, 1, 0, 1, 3, 0, 3, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 3, 3, 0, 0, 0, 0, 3, 0]",38,,,3.90625,,,,,18,9.433962264150944
soccer_ternary,Premier_League,2015,Southampton,"[1, 0, 1, 3, 1, 0, 3, 3, 1, 1, 3, 3, 0, 0, 1, 0, 0, 3, 0, 0, 3, 3, 3, 1, 3, 3, 0, 0, 1, 3, 3, 0, 3, 1, 3, 3, 3, 3]",38,,,1.02880658436214,,,,,12,1.2048192771084338
soccer_ternary,Premier_League,2015,Stoke,"[0, 1, 1, 0, 0, 1, 3, 3, 3, 0, 1, 3, 3, 0, 3, 1, 0, 3, 3, 0, 3, 1, 0, 0, 0, 3, 3, 3, 1, 0, 3, 1, 0, 0, 0, 1, 0, 3]",38,,,4.405286343612334,,,,,7,8.695652173913043
soccer_ternary,Premier_League,2015,Sunderland,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 3, 0, 0, 3, 3, 0, 0, 0, 0, 0, 3, 3, 0, 1, 0, 1, 3, 0, 1, 1, 1, 1, 0, 3, 1, 1, 3, 3, 1]",38,,,1.0141987829614605,,,,,1,1.3245033112582782
soccer_ternary,Premier_League,2015,Swansea,"[1, 3, 1, 3, 0, 1, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 1, 3, 1, 0, 0, 3, 3, 1, 1, 0, 0, 3, 3, 0, 3, 1, 3, 0, 0, 3, 3, 1]",38,,,1.1441647597254005,,,,,1,1.4705882352941178
soccer_ternary,Premier_League,2015,Tottenham,"[0, 1, 1, 1, 3, 3, 3, 1, 1, 3, 3, 1, 3, 1, 1, 0, 3, 3, 3, 1, 0, 3, 3, 3, 3, 3, 3, 0, 1, 3, 3, 1, 3, 3, 1, 1, 0, 0]",38,,,1.8140260494140696,,,,,4,53.27650506126798
soccer_ternary,Premier_League,2015,Watford,"[1, 1, 1, 0, 3, 3, 0, 1, 0, 3, 3, 0, 0, 3, 3, 3, 3, 1, 0, 0, 0, 0, 3, 1, 0, 3, 1, 0, 0, 0, 0, 1, 3, 0, 3, 0, 0, 1]",38,,,13.513513513513514,,,,,19,15.873015873015873
soccer_ternary,Premier_League,2015,West Brom,"[0, 1, 0, 3, 1, 3, 0, 0, 3, 3, 0, 0, 3, 1, 1, 1, 0, 0, 3, 3, 1, 0, 1, 1, 0, 3, 3, 1, 3, 0, 1, 0, 0, 0, 1, 0, 1, 1]",38,,,2.4330900243309004,,,,,9,27.77777777777778
soccer_ternary,Premier_League,2015,West Ham,"[3, 0, 0, 3, 3, 3, 1, 1, 3, 3, 0, 1, 0, 1, 1, 1, 1, 1, 3, 3, 3, 0, 1, 3, 0, 1, 3, 3, 3, 1, 1, 1, 1, 3, 3, 0, 3, 0]",38,,,1.3245033112582782,,,,,1,4.310344827586207
soccer_ternary,Premier_League,2016,Arsenal,"[0, 1, 3, 3, 3, 3, 3, 3, 1, 3, 1, 1, 3, 3, 3, 0, 0, 3, 3, 1, 3, 3, 0, 0, 3, 0, 0, 1, 3, 0, 3, 3, 0, 3, 3, 3, 3, 3]",38,,,3.215434083601286,,,,,16,4.694835680751174
soccer_ternary,Premier_League,2016,Bournemouth,"[0, 0, 1, 3, 0, 3, 1, 3, 1, 0, 0, 3, 0, 3, 0, 3, 0, 0, 3, 1, 0, 1, 0, 0, 0, 0, 1, 3, 3, 1, 1, 0, 0, 3, 3, 1, 3, 1]",38,,,2.262443438914027,,,,,19,2.2522522522522523
soccer_ternary,Premier_League,2016,Burnley,"[0, 3, 0, 1, 0, 3, 0, 0, 3, 1, 3, 0, 0, 0, 3, 0, 0, 3, 3, 0, 3, 0, 3, 0, 1, 1, 0, 0, 1, 0, 3, 1, 0, 0, 3, 1, 0, 0]",38,,,3.802281368821293,,,,,15,7.6923076923076925
soccer_ternary,Premier_League,2016,Chelsea,"[3, 3, 3, 1, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 1, 3, 1, 3, 3, 3, 0, 3, 3, 0, 3, 3, 3, 3, 3, 3]",38,,,3.289473684210526,,,,,19,3.048780487804878
soccer_ternary,Premier_League,2016,Crystal Palace,"[0, 0, 1, 3, 3, 3, 1, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 3, 3, 3, 3, 0, 3, 1, 3, 0, 0, 0, 3, 0]",38,,,1.145475372279496,,,,,5,3.6101083032490973
soccer_ternary,Premier_League,2016,Everton,"[1, 3, 3, 3, 3, 0, 1, 1, 0, 3, 0, 1, 0, 1, 0, 3, 0, 3, 1, 3, 3, 3, 1, 3, 1, 3, 0, 3, 3, 0, 1, 3, 3, 1, 0, 0, 3, 0]",38,,,1.2269938650306749,,,,,4,8.264462809917354
soccer_ternary,Premier_League,2016,Hull,"[3, 3, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 1, 0, 0, 0, 1, 0, 3, 0, 1, 3, 0, 1, 0, 3, 0, 3, 3, 0, 0, 3, 1, 0, 0, 0]",38,,,1.1441647597254005,,,,,3,5.4945054945054945
