League,Season,Team,Sequence,n,n1,n2,k,k1,k2,c1,c2,c3
Bundesliga,2021,Augsburg,"[0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1]",26,13,13,10,4,6,1.2421188280651394,1.2659130648831014,1.122334455667789
Bundesliga,2021,Bayern Munich,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]",29,15,14,24,13,11,2.2527862547980755,3.5451928949507465,2.237136465324385
Bundesliga,2021,Bielefeld,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",21,11,10,5,4,1,3.6776396062731793,12.772883833285094,5.58659217877095
Bundesliga,2021,Bochum,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0]",28,14,14,12,6,6,1.6379481654980252,2.0,1.524390243902439
Bundesliga,2021,Dortmund,"[1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1]",31,16,15,22,11,11,1.4833409599852136,1.6376604709033058,1.3297872340425532
Bundesliga,2021,Ein Frankfurt,"[0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]",22,11,11,10,7,3,5.467065821916066,23.049926461234183,10.063399416322834
Bundesliga,2021,FC Koln,"[1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0]",24,12,12,14,7,7,1.643725067944255,2.0,1.51285930408472
Bundesliga,2021,Freiburg,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0]",24,12,12,15,8,7,2.041997230671358,2.9704882894736944,1.996007984031936
Bundesliga,2021,Greuther Furth,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",25,13,12,3,0,3,1.048671638251262,1.0280848614195104,1.0
Bundesliga,2021,Hertha,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]",28,14,14,9,6,3,3.414243374684537,8.898170404005489,4.901960784313726
Bundesliga,2021,Hoffenheim,"[1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",27,14,13,13,9,4,6.071891208297265,24.51456861068925,11.307100859339664
Bundesliga,2021,Leverkusen,"[1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1]",27,14,13,19,9,10,1.2668993463503269,1.3092630452820975,1.1507479861910241
Bundesliga,2021,MGladbach,"[0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1]",25,13,12,12,5,7,1.1869577653597851,1.190775755267861,1.1061946902654867
Bundesliga,2021,Mainz,"[1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1]",27,14,13,13,7,6,1.8045361146662608,2.376436250286031,1.7064846416382253
Bundesliga,2021,RB Leipzig,"[0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",27,14,13,17,7,10,1.0954068871666387,1.0797723095043374,1.0204081632653061
Bundesliga,2021,Stuttgart,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",22,11,11,7,4,3,1.9367303716156414,3.0905171041813846,2.0120724346076457
Bundesliga,2021,Union Berlin,"[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1]",25,13,12,16,9,7,2.2428629049510174,3.5048840568790505,2.1551724137931036
Bundesliga,2021,Wolfsburg,"[1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1]",28,14,14,12,6,6,1.6379481654980252,2.0,1.5360983102918586
Bundesliga,2022,Augsburg,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]",27,14,13,9,5,4,1.8114671956806268,2.5466317660905053,1.8148820326678765
Bundesliga,2022,Bayern Munich,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",26,13,13,21,12,9,4.358980661132917,14.76242900266488,6.024096385542169
Bundesliga,2022,Bochum,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1]",29,15,14,10,5,5,1.5243442158298037,1.8063123857418013,1.4771048744460857
Bundesliga,2022,Dortmund,"[1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",29,15,14,22,9,13,1.0213561402897722,1.0197874604144903,1.0060362173038229
Bundesliga,2022,Ein Frankfurt,"[0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]",23,12,11,13,8,5,3.045442276422052,6.550520181328769,3.7037037037037037
Bundesliga,2022,FC Koln,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0]",22,11,11,10,5,5,1.6093503924934975,2.0,1.5313935681470139
Bundesliga,2022,Freiburg,"[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0]",26,13,13,17,9,8,2.050675732872643,2.940441787201651,1.876172607879925
Bundesliga,2022,Hertha,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",26,13,13,7,3,4,1.345455675609176,1.490743003650105,1.2422360248447204
Bundesliga,2022,Hoffenheim,"[0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1]",28,14,14,10,5,5,1.6159647757861433,2.0,1.5015015015015014
Bundesliga,2022,Leverkusen,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",26,13,13,14,6,8,1.255166117708699,1.275023464644205,1.1534025374855825
Bundesliga,2022,MGladbach,"[1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1]",24,12,12,11,6,5,1.9867909498578886,2.932355002629788,1.9193857965451055
Bundesliga,2022,Mainz,"[1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",24,12,12,12,5,7,1.2404603270745003,1.261205955414189,1.1337868480725624
Bundesliga,2022,RB Leipzig,"[0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",28,14,14,20,10,10,1.6668659918797977,2.0,1.485884101040119
Bundesliga,2022,Schalke 04,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0]",24,12,12,7,2,5,1.1174262611548593,1.097631304329303,1.027749229188078
Bundesliga,2022,Stuttgart,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1]",22,11,11,7,3,4,1.3368665744895294,1.4783505468574414,1.2048192771084338
Bundesliga,2022,Union Berlin,"[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1]",26,13,13,18,9,9,1.6581246534155312,2.0,1.51285930408472
Bundesliga,2022,Werder Bremen,"[1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",28,14,14,10,6,4,2.4956263855575216,4.648755263783786,2.9239766081871346
Bundesliga,2022,Wolfsburg,"[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",24,12,12,13,8,5,3.567255163229085,9.129735089970096,5.025125628140704
Bundesliga,2023,Augsburg,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]",25,13,12,10,5,5,1.503287936727688,1.770193161216196,1.392757660167131
Bundesliga,2023,Bayern Munich,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0]",31,16,15,23,14,9,5.9990911038878485,24.892212448695425,10.969723562966212
Bundesliga,2023,Bochum,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",22,11,11,7,4,3,1.9367303716156414,3.0905171041813846,2.1367521367521367
Bundesliga,2023,Darmstadt,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",26,13,13,3,2,1,1.8261136463109904,3.7084108024514855,1.9880715705765408
Bundesliga,2023,Dortmund,"[1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1]",25,13,12,18,10,8,2.2463342016918695,3.5195074581232078,2.320185614849188
Bundesliga,2023,Ein Frankfurt,"[1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0]",20,10,10,11,6,5,2.0177749493992296,3.062341080606125,1.968503937007874
Bundesliga,2023,FC Koln,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",22,11,11,5,2,3,1.2924968664422045,1.4398117926016154,1.2019230769230769
Bundesliga,2023,Freiburg,"[1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]",25,13,12,11,7,4,3.033829299860689,6.623806683184078,3.7037037037037037
Bundesliga,2023,Heidenheim,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1]",22,11,11,10,3,7,1.0692668512262187,1.0453516251747186,1.0131712259371835
Bundesliga,2023,Hoffenheim,"[0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1]",27,14,13,13,7,6,1.8045361146662608,2.376436250286031,1.7793594306049823
Bundesliga,2023,Leverkusen,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",28,14,14,28,14,14,1.0,,1.0
Bundesliga,2023,MGladbach,"[0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0]",21,11,10,7,4,3,1.7880632267441845,2.6407726868231305,1.7825311942959001
Bundesliga,2023,Mainz,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1]",20,10,10,7,1,6,1.0267196399000071,1.0096300136722172,1.002004008016032
Bundesliga,2023,RB Leipzig,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",26,13,13,19,10,9,2.0832218290208626,3.0377264526688816,1.949317738791423
Bundesliga,2023,Stuttgart,"[1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",30,15,15,23,11,12,1.3969282162711942,1.4992327223211641,1.2468827930174564
Bundesliga,2023,Union Berlin,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]",28,14,14,9,4,5,1.3819950543360615,1.5217617602932303,1.2936610608020698
Bundesliga,2023,Werder Bremen,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1]",25,13,12,11,5,6,1.312366537696454,1.3903095941809698,1.2077294685990339
Bundesliga,2023,Wolfsburg,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0]",27,14,13,10,6,4,2.2799905565484173,3.8777810582059935,2.4752475247524752
Bundesliga,2024,Augsburg,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0]",24,12,12,11,4,7,1.1407915843460017,1.123005238046899,1.0548523206751055
Bundesliga,2024,Bayern Munich,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",27,14,13,25,13,12,1.5815225649569464,2.0908247390999124,1.3623978201634876
Bundesliga,2024,Bochum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",26,13,13,5,1,4,1.0945174921125358,1.0726615919185754,1.0204081632653061
Bundesliga,2024,Dortmund,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]",28,14,14,17,7,10,1.1570622831436264,1.14005537587158,1.0695187165775402
Bundesliga,2024,Ein Frankfurt,"[0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1]",25,13,12,17,9,8,1.7603977362480616,2.2452062810280946,1.5923566878980893
Bundesliga,2024,Freiburg,"[1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0]",27,14,13,16,8,8,1.4988137311976597,1.6896655883305112,1.4005602240896358
Bundesliga,2024,Heidenheim,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0]",29,15,14,8,4,4,1.510027862632342,1.8326720868116895,1.4144271570014144
Bundesliga,2024,Hoffenheim,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",23,12,11,7,3,4,1.2820079862218985,1.3832121067883727,1.1750881316098707
Bundesliga,2024,Holstein Kiel,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0]",27,14,13,6,2,4,1.1651185618719728,1.1787545769411427,1.0729613733905579
Bundesliga,2024,Leverkusen,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]",22,11,11,19,10,9,2.2007985533640975,3.7423183447116575,2.2123893805309733
Bundesliga,2024,M'gladbach,"[0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]",16,8,8,6,4,2,2.704639355163728,6.629110930717097,3.3783783783783785
Bundesliga,2024,MGladbach,"[0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1]",12,6,6,7,2,5,1.041016478200768,1.0411149729363274,1.0040160642570282
Bundesliga,2024,Mainz,"[0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1]",24,12,12,14,8,6,2.6331808739613374,4.906459000638235,2.840909090909091
Bundesliga,2024,RB Leipzig,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0]",22,11,11,13,8,5,3.746162999985622,10.346769726499527,5.555555555555555
Bundesliga,2024,St Pauli,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",26,13,13,8,4,4,1.584677267025257,2.0,1.4970059880239521
Bundesliga,2024,Stuttgart,"[0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]",26,13,13,14,9,5,4.952093938005713,17.303747393331143,8.415383320710259
Bundesliga,2024,Union Berlin,"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1]",23,12,11,10,4,6,1.174158679023041,1.1801632941294171,1.0905125408942202
Bundesliga,2024,Werder Bremen,"[1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1]",25,13,12,14,7,7,1.491683348287143,1.6968541310991798,1.3458950201884252
Bundesliga,2024,Wolfsburg,"[0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1]",24,12,12,11,6,5,1.9867909498578886,2.932355002629788,1.9801980198019802
Premier_League,2000,Arsenal,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0]",28,14,14,20,10,10,1.6668659918797977,2.0,1.5552099533437014
Premier_League,2000,Aston Villa,"[0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]",23,12,11,13,7,6,1.7780854752345217,2.339846425731408,1.6891891891891893
Premier_League,2000,Bradford,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",27,14,13,5,2,3,1.26353190974014,1.3858205225840645,1.1933174224343674
Premier_League,2000,Charlton,"[1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0]",28,14,14,14,6,8,1.2689954302532724,1.2900660638831267,1.1286681715575622
Premier_League,2000,Chelsea,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1]",28,14,14,17,7,10,1.1570622831436264,1.14005537587158,1.0672358591248665
Premier_League,2000,Coventry,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]",28,14,14,8,4,4,1.5855812118384875,2.0,1.4749262536873156
Premier_League,2000,Derby,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1]",26,13,13,10,4,6,1.2421188280651394,1.2659130648831014,1.1415525114155252
Premier_League,2000,Everton,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0]",29,15,14,11,6,5,1.8172633910426899,2.462670581832049,1.7889087656529516
Premier_League,2000,Ipswich,"[0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1]",32,16,16,20,10,10,1.6855781975741024,2.0,1.597444089456869
Premier_League,2000,Leeds,"[1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",30,15,15,20,7,13,1.0197953445319419,1.0101707790000722,1.0030090270812437
Premier_League,2000,Leicester,"[1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",32,16,16,14,10,4,9.802523807247915,61.52058338109255,27.367268746579093
Premier_League,2000,Liverpool,"[1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1]",29,15,14,20,9,11,1.1650387502133732,1.1628164841583333,1.0729613733905579
Premier_League,2000,Man City,"[0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]",28,14,14,8,4,4,1.5855812118384875,2.0,1.4903129657228018
Premier_League,2000,Man United,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0]",30,15,15,24,13,11,2.8422180015290257,5.535406238226226,3.278688524590164
Premier_League,2000,Middlesbrough,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1]",23,12,11,9,2,7,1.0260986643835954,1.0106794299506638,1.002004008016032
Premier_League,2000,Newcastle,"[0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1]",29,15,14,14,8,6,2.2392671791806773,3.492564201602757,2.4630541871921183
Premier_League,2000,Southampton,"[0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1]",28,14,14,14,6,8,1.2689954302532724,1.2900660638831267,1.146788990825688
Premier_League,2000,Sunderland,"[1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1]",26,13,13,15,8,7,2.0240247325146057,2.892688477065093,2.0661157024793386
Premier_League,2000,Tottenham,"[1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1]",28,14,14,13,7,6,1.9895619021522117,2.837933762005624,2.1052631578947367
Premier_League,2000,West Ham,"[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",26,13,13,10,7,3,5.035065225419199,18.71542646747687,8.789663355893468
Premier_League,2001,Arsenal,"[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",29,15,14,26,12,14,1.0,1.0401448584420148,1.0
Premier_League,2001,Aston Villa,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]",24,12,12,12,7,5,2.5825977301387137,4.828396632130076,3.0395136778115504
Premier_League,2001,Blackburn,"[0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",28,14,14,12,5,7,1.2628830120791827,1.2861808449421503,1.124859392575928
Premier_League,2001,Bolton,"[1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0]",25,13,12,9,5,4,1.8045939709170182,2.5330520271144654,1.7889087656529516
Premier_League,2001,Charlton,"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]",24,12,12,10,6,4,2.5534582227681693,4.906459000638238,2.898550724637681
Premier_League,2001,Chelsea,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0]",25,13,12,17,9,8,1.7603977362480616,2.2452062810280946,1.550387596899225
Premier_League,2001,Derby,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",32,16,16,8,5,3,2.4692143901991512,4.828396632130076,3.134796238244514
Premier_League,2001,Everton,"[1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]",28,14,14,11,6,5,1.9683259886695428,2.862086060341679,1.9646365422396856
Premier_League,2001,Fulham,"[0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",24,12,12,10,7,3,5.219315448873108,20.472933077115478,9.298000929800093
Premier_League,2001,Ipswich,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",29,15,14,9,4,5,1.3267542937818892,1.4272484050108833,1.2165450121654502
Premier_League,2001,Leeds,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",26,13,13,18,11,7,5.505114790724586,22.423430531569778,9.994003597841296
Premier_League,2001,Leicester,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",25,13,12,5,3,2,1.7910049511836112,2.9030923568024134,1.7730496453900708
