League,Season,Team,Sequence,n,n1,n2,k,k1,k2,c1,c2,c3
Bundesliga,2000,Bayern Munich,"[1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1]",28,14,14,19,9,10,1.4142084474522654,1.5217617602932305,1.2330456226880395
Bundesliga,2000,Bochum,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",28,14,14,7,5,2,3.557103300669816,10.50253231719744,4.975124378109452
Bundesliga,2000,Cottbus,"[0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1]",31,16,15,12,6,6,1.5401026560662618,1.79604172854337,1.443001443001443
Bundesliga,2000,Dortmund,"[1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1]",24,12,12,16,7,9,1.221184094120891,1.239523109694232,1.1185682326621924
Bundesliga,2000,Ein Frankfurt,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",29,15,14,10,6,4,2.2783586204333575,3.863889620287177,2.4330900243309004
Bundesliga,2000,FC Koln,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]",24,12,12,12,7,5,2.5825977301387137,4.828396632130076,3.0120481927710845
Bundesliga,2000,Freiburg,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1]",24,12,12,15,6,9,1.12808850362943,1.1147670582566984,1.0548523206751055
Bundesliga,2000,Hamburg,"[0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0]",23,12,11,10,5,5,1.4888918213567126,1.7463541946265306,1.364256480218281
Bundesliga,2000,Hansa Rostock,"[0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0]",27,14,13,12,6,6,1.5175105332061893,1.759386916159739,1.3869625520110958
Bundesliga,2000,Hertha,"[0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1]",32,16,16,18,9,9,1.6806258940555632,2.0,1.51285930408472
Bundesliga,2000,Kaiserslautern,"[0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]",29,15,14,15,9,6,2.8927652183629156,5.619271194285363,3.236245954692557
Bundesliga,2000,Leverkusen,"[1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1]",28,14,14,17,9,8,2.0327100704732444,2.8620860603416816,2.032520325203252
Bundesliga,2000,Munich 1860,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0]",26,13,13,12,6,6,1.63540341789661,2.0,1.545595054095827
Bundesliga,2000,Schalke 04,"[1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1]",26,13,13,18,9,9,1.6581246534155312,2.0,1.4880952380952381
Bundesliga,2000,Stuttgart,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0]",23,12,11,9,4,5,1.294771086918406,1.3810708078069203,1.1750881316098707
Bundesliga,2000,Unterhaching,"[0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]",23,12,11,8,5,3,2.3169831150268667,4.263807401259858,2.5
Bundesliga,2000,Werder Bremen,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1]",26,13,13,15,6,9,1.14894499498751,1.1323123378609816,1.0559662090813093
Bundesliga,2000,Wolfsburg,"[0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0]",23,12,11,12,7,5,2.2658448587424314,3.7257172078854355,2.3640661938534278
Bundesliga,2001,Bayern Munich,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",26,13,13,20,10,10,1.6489719930562854,2.0,1.4970059880239521
Bundesliga,2001,Cottbus,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0]",26,13,13,9,3,6,1.1404595918962377,1.1212023997753857,1.0471204188481675
Bundesliga,2001,Dortmund,"[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1]",27,14,13,21,11,10,1.7313070044652699,2.1786232127604483,1.557632398753894
Bundesliga,2001,FC Koln,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]",26,13,13,7,3,4,1.345455675609176,1.490743003650105,1.2285012285012284
Bundesliga,2001,Freiburg,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",25,13,12,7,5,2,3.2926615611315295,8.877048632583316,4.587155963302752
Bundesliga,2001,Hamburg,"[0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0]",24,12,12,10,4,6,1.233447599421348,1.2559863036669832,1.122334455667789
Bundesliga,2001,Hansa Rostock,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]",27,14,13,9,5,4,1.8114671956806268,2.5466317660905053,1.757469244288225
Bundesliga,2001,Hertha,"[0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0]",27,14,13,18,9,9,1.4758492050635255,1.6465663139247086,1.3623978201634876
Bundesliga,2001,Kaiserslautern,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0]",29,15,14,17,11,6,5.656916997835949,20.85893760147531,10.058338362502514
Bundesliga,2001,Leverkusen,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",28,14,14,21,12,9,3.8689898428937823,10.502532317197415,4.901960784313726
Bundesliga,2001,MGladbach,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0]",22,11,11,9,3,6,1.1247651807459151,1.1069888345665397,1.0298661174047374
Bundesliga,2001,Munich 1860,"[0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1]",29,15,14,15,8,7,1.8069284951620663,2.332250535873808,1.7094017094017093
Bundesliga,2001,Nurnberg,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]",30,15,15,10,3,7,1.0967697479454057,1.0645858982458871,1.02880658436214
Bundesliga,2001,Schalke 04,"[0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0]",27,14,13,18,9,9,1.4758492050635255,1.6465663139247086,1.287001287001287
Bundesliga,2001,St Pauli,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",24,12,12,4,1,3,1.1430898010584611,1.158293339793587,1.0405827263267429
Bundesliga,2001,Stuttgart,"[0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1]",23,12,11,13,7,6,1.7780854752345217,2.339846425731408,1.6556291390728477
Bundesliga,2001,Werder Bremen,"[0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0]",29,15,14,17,11,6,5.656916997835949,20.85893760147531,10.117361392148927
Bundesliga,2001,Wolfsburg,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1]",27,14,13,13,7,6,1.8045361146662608,2.376436250286031,1.7857142857142858
Bundesliga,2002,Bayern Munich,"[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0]",26,13,13,21,11,10,2.1288119673002748,3.232288800021739,2.0366598778004072
Bundesliga,2002,Bielefeld,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0]",21,11,10,8,4,4,1.4705492403979321,1.760448810825132,1.3531799729364005
Bundesliga,2002,Bochum,"[1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1]",24,12,12,12,6,6,1.6318725099601594,2.0,1.4792899408284024
Bundesliga,2002,Cottbus,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]",24,12,12,6,2,4,1.187146070227026,1.2090279954402507,1.0683760683760684
Bundesliga,2002,Dortmund,"[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1]",19,10,9,14,8,6,2.2927280807201136,3.9223879312857126,2.2522522522522523
Bundesliga,2002,Hamburg,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",22,11,11,14,5,9,1.0531781055261438,1.0396415907676637,1.0090817356205852
Bundesliga,2002,Hannover,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1]",25,13,12,12,4,8,1.0587861151518532,1.037707234546176,1.0111223458038423
Bundesliga,2002,Hansa Rostock,"[1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0]",25,13,12,10,5,5,1.503287936727688,1.770193161216196,1.408450704225352
Bundesliga,2002,Hertha,"[0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1]",27,14,13,15,7,8,1.316508931008271,1.3760742381167328,1.1947431302270013
Bundesliga,2002,Kaiserslautern,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0]",24,12,12,10,2,8,1.0209910634453736,1.006533901196204,1.0
Bundesliga,2002,Leverkusen,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1]",25,13,12,10,5,5,1.503287936727688,1.770193161216196,1.3679890560875514
Bundesliga,2002,MGladbach,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1]",23,12,11,10,5,5,1.4888918213567126,1.7463541946265306,1.3623978201634876
Bundesliga,2002,Munich 1860,"[0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0]",23,12,11,11,7,4,3.0723288004779326,6.848083641913098,3.875968992248062
Bundesliga,2002,Nurnberg,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",26,13,13,7,5,2,3.60271151593285,10.82839615446654,5.025125628140704
Bundesliga,2002,Schalke 04,"[1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1]",20,10,10,11,7,4,3.8231750823624497,11.26571093720506,5.05050505050505
Bundesliga,2002,Stuttgart,"[0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1]",24,12,12,16,8,8,1.6476491652327578,2.0,1.4771048744460857
Bundesliga,2002,Werder Bremen,"[0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0]",28,14,14,16,10,6,4.803973456066435,15.793988527051958,8.019889325527307
Bundesliga,2002,Wolfsburg,"[0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0]",24,12,12,12,6,6,1.6318725099601594,2.0,1.5220700152207
Bundesliga,2003,Bayern Munich,"[1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1]",15,8,7,12,7,5,2.362484502101667,4.570824168435551,2.197802197802198
Bundesliga,2003,Bochum,"[0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1]",14,7,7,9,4,5,1.285058825967541,1.4054805499345742,1.1286681715575622
Bundesliga,2003,Dortmund,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1]",17,9,8,10,5,5,1.41102340158278,1.6280270076080123,1.2903225806451613
Bundesliga,2003,Ein Frankfurt,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1]",17,9,8,5,3,2,1.764476625984921,2.830336698222467,1.7985611510791366
Bundesliga,2003,FC Koln,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",19,10,9,4,3,1,2.4687786902230946,6.3843318405493,3.0211480362537766
Bundesliga,2003,Freiburg,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0]",19,10,9,6,3,3,1.443446282474708,1.7793198438707436,1.3513513513513513
Bundesliga,2003,Hamburg,"[0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1]",16,8,8,9,5,4,2.025236268514512,3.25576651572519,1.941747572815534
Bundesliga,2003,Hannover,"[1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0]",15,8,7,6,4,2,2.3814967230605095,5.024813540419161,2.849002849002849
Bundesliga,2003,Hansa Rostock,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0]",17,9,8,5,1,4,1.0565380539430196,1.0411288969783878,1.0070493454179255
Bundesliga,2003,Hertha,"[0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1]",13,7,6,6,2,4,1.0838088891114326,1.0926474909767443,1.0224948875255624
Bundesliga,2003,Kaiserslautern,"[0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]",19,10,9,8,4,4,1.4535527617057926,1.7311137178256986,1.3717421124828533
Bundesliga,2003,Leverkusen,"[1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",18,9,9,13,6,7,1.3132297262630732,1.4272716628881084,1.179245283018868
Bundesliga,2003,MGladbach,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]",17,9,8,7,3,4,1.2382635024407562,1.3208690124394369,1.1299435028248588
Bundesliga,2003,Munich 1860,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]",18,9,9,6,4,2,2.651266163793101,6.302974375068753,3.236245954692557
Bundesliga,2003,Schalke 04,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0]",15,8,7,9,6,3,3.4507508833922254,9.761149845648184,4.310344827586207
Bundesliga,2003,Stuttgart,"[1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]",17,9,8,13,7,6,1.6800657081999102,2.24015499177463,1.4684287812041117
Bundesliga,2003,Werder Bremen,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",15,8,7,14,7,7,1.0,1.1997036310207658,1.0
Bundesliga,2003,Wolfsburg,"[1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1]",19,10,9,8,5,3,2.323474621408479,4.324072538095866,2.525252525252525
Bundesliga,2004,Bayern Munich,"[1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",29,15,14,24,12,12,1.3829090659031402,1.5196980469249557,1.2453300124533002
Bundesliga,2004,Bielefeld,"[0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0]",27,14,13,11,7,4,3.004756359851972,6.460827370308542,3.937007874015748
Bundesliga,2004,Bochum,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1]",26,13,13,9,3,6,1.1404595918962377,1.1212023997753857,1.0416666666666667
Bundesliga,2004,Dortmund,"[0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1]",24,12,12,15,5,10,1.0300064063629293,1.0178194646175127,1.0070493454179255
Bundesliga,2004,Freiburg,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25,13,12,3,3,0,4.636688648466324,26.290349888404165,7.9936051159072745
Bundesliga,2004,Hamburg,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0]",31,16,15,16,8,8,1.536836202224237,1.7433214000368964,1.4104372355430184
Bundesliga,2004,Hannover,"[0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1]",28,14,14,13,8,5,3.3492437066346437,7.824018803295653,4.3478260869565215
Bundesliga,2004,Hansa Rostock,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0]",25,13,12,7,2,5,1.0973483252439795,1.0774044319505338,1.0214504596527068
Bundesliga,2004,Hertha,"[0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",21,11,10,15,8,7,1.7294266340001494,2.2469229507104775,1.5723270440251573
Bundesliga,2004,Kaiserslautern,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",28,14,14,12,6,6,1.6379481654980252,2.0,1.5432098765432098
Bundesliga,2004,Leverkusen,"[1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1]",25,13,12,16,8,8,1.4708481968310905,1.6522935832009673,1.3280212483399734
Bundesliga,2004,MGladbach,"[0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0]",22,11,11,8,4,4,1.5818429472822768,2.0,1.4367816091954022
Bundesliga,2004,Mainz,"[0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1]",27,14,13,12,6,6,1.5175105332061893,1.759386916159739,1.4903129657228018
Bundesliga,2004,Nurnberg,"[1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0]",26,13,13,10,6,4,2.521191968354289,4.760627558633163,3.1446540880503147
Bundesliga,2004,Schalke 04,"[0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1]",31,16,15,20,11,9,2.2146543254239877,3.274057671838239,2.178649237472767
Bundesliga,2004,Stuttgart,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0]",27,14,13,17,10,7,2.9423240739360157,5.805456874013267,3.5587188612099645
Bundesliga,2004,Werder Bremen,"[1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1]",29,15,14,18,9,9,1.5045342972249258,1.6836809411641154,1.321003963011889
Bundesliga,2004,Wolfsburg,"[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1]",31,16,15,15,9,6,2.862765580742819,5.47058459211256,3.6101083032490973
Bundesliga,2005,Bayern Munich,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1]",25,13,12,22,12,10,2.3179676404647673,4.079306397635297,2.092050209205021
Bundesliga,2005,Bielefeld,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]",27,14,13,10,5,5,1.5148471428733075,1.7898317226824547,1.4064697609001406
Bundesliga,2005,Dortmund,"[0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1]",21,11,10,11,5,6,1.271809969845994,1.337842294670583,1.1534025374855825
Bundesliga,2005,Duisburg,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",22,11,11,5,2,3,1.2924968664422045,1.4398117926016154,1.1682242990654206
Bundesliga,2005,Ein Frankfurt,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",25,13,12,9,6,3,3.123826759304197,7.381478532763724,4.016064257028113
Bundesliga,2005,FC Koln,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1]",25,13,12,7,3,4,1.2910484283133583,1.3969029727520257,1.1862396204033214
Bundesliga,2005,Hamburg,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0]",29,15,14,21,12,9,2.960677196808087,5.812522545340308,3.5587188612099645
Bundesliga,2005,Hannover,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]",17,9,8,7,5,2,3.4329514965551176,9.932847280100495,4.8076923076923075
Bundesliga,2005,Hertha,"[1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0]",22,11,11,12,7,5,2.641091910859272,5.104581978565195,2.932551319648094
Bundesliga,2005,Kaiserslautern,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1]",25,13,12,8,2,6,1.0570945176071416,1.032944012405063,1.0121457489878543
Bundesliga,2005,Leverkusen,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1]",24,12,12,14,5,9,1.0719642326915546,1.0513533321374784,1.0141987829614605
Bundesliga,2005,MGladbach,"[0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",22,11,11,10,6,4,2.595532227374539,5.104581978565192,3.215434083601286
Bundesliga,2005,Mainz,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1]",23,12,11,9,4,5,1.294771086918406,1.3810708078069203,1.160092807424594
Bundesliga,2005,Nurnberg,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1]",26,13,13,12,4,8,1.0893016695204993,1.061335592111114,1.0245901639344261
Bundesliga,2005,Schalke 04,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1]",21,11,10,16,9,7,2.280991489170337,3.806679779244293,2.192982456140351
Bundesliga,2005,Stuttgart,"[0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0]",18,9,9,9,5,4,2.0,3.137983956620695,1.9841269841269842
Bundesliga,2005,Werder Bremen,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1]",27,14,13,21,11,10,1.7313070044652699,2.1786232127604483,1.5600624024960998
Bundesliga,2005,Wolfsburg,"[1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",21,11,10,7,4,3,1.7880632267441845,2.6407726868231305,1.7921146953405018
Bundesliga,2006,Aachen,"[0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",27,14,13,9,5,4,1.8114671956806268,2.5466317660905053,1.8315018315018314
