,League,Season,Team,Sequence,n,n1,n2,k,k1,k2,c1,c2,c3
763,Premier_League,2015,Southampton,"[0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",29,15,14,18,7,11,1.0580269137100597,1.0399460889896046,1.0235414534288638
764,Premier_League,2015,Stoke,"[0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1]",29,15,14,14,8,6,2.2392671791806773,3.492564201602757,2.4390243902439024
765,Premier_League,2015,Sunderland,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1]",26,13,13,9,3,6,1.1404595918962377,1.1212023997753857,1.0471204188481675
766,Premier_League,2015,Swansea,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]",27,14,13,12,4,8,1.0689553436212915,1.044374195426154,1.015228426395939
767,Premier_League,2015,Tottenham,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0]",25,13,12,19,10,9,1.7308507224448817,2.1967338249334194,1.5313935681470139
768,Premier_League,2015,Watford,"[0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",29,15,14,12,8,4,4.083455123877158,11.358749492184556,5.681818181818182
769,Premier_League,2015,West Brom,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",25,13,12,10,5,5,1.503287936727688,1.770193161216196,1.3793103448275863
770,Premier_League,2015,West Ham,"[1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0]",24,12,12,16,8,8,1.6476491652327578,2.0,1.5432098765432098
771,Premier_League,2016,Arsenal,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1]",32,16,16,23,13,10,3.5713133228949046,8.396836156385978,4.739336492890995
772,Premier_League,2016,Bournemouth,"[0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1]",28,14,14,12,6,6,1.6379481654980252,2.0,1.5600624024960998
773,Premier_League,2016,Burnley,"[0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",31,16,15,11,6,5,1.8232794953008047,2.473584629491664,1.8796992481203008
774,Premier_League,2016,Chelsea,"[1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]",35,18,17,30,16,14,2.24114546229291,3.443775437325638,2.1141649048625792
775,Premier_League,2016,Crystal Palace,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0]",33,17,16,12,4,8,1.0915394049848879,1.0605300047045927,1.037344398340249
776,Premier_League,2016,Everton,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]",28,14,14,17,8,9,1.4245592388561574,1.537032106784853,1.2804097311139564
777,Premier_League,2016,Hull,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",31,16,15,9,3,6,1.1281393102293154,1.1066290067162186,1.0526315789473684
778,Premier_League,2016,Leicester,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0]",30,15,15,12,5,7,1.2708146454542482,1.2953842236711035,1.152073732718894
779,Premier_League,2016,Liverpool,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1]",28,14,14,22,12,10,2.843482019820793,5.602534042157461,3.3222591362126246
780,Premier_League,2016,Man City,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",29,15,14,23,12,11,1.731660653462399,2.1635809693258823,1.5220700152207
781,Premier_League,2016,Man United,"[1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",23,12,11,18,9,9,1.3765631932241689,1.529172399526806,1.2468827930174564
782,Premier_League,2016,Middlesbrough,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",25,13,12,5,4,1,3.6379788070917107,12.408657587544567,5.555555555555555
783,Premier_League,2016,Southampton,"[0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0]",28,14,14,12,6,6,1.6379481654980252,2.0,1.5698587127158556
784,Premier_League,2016,Stoke,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]",27,14,13,11,6,5,1.8100308448907698,2.4499781008658434,1.721170395869191
785,Premier_League,2016,Sunderland,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",32,16,16,6,4,2,2.501353158717468,5.478997645669047,2.857142857142857
786,Premier_League,2016,Swansea,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1]",33,17,16,12,4,8,1.0915394049848879,1.0605300047045927,1.0256410256410255
787,Premier_League,2016,Tottenham,"[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",30,15,15,26,13,13,1.630363234410403,2.0,1.4245014245014245
788,Premier_League,2016,Watford,"[0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",31,16,15,11,6,5,1.8232794953008047,2.473584629491664,1.7667844522968197
789,Premier_League,2016,West Brom,"[1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",29,15,14,12,8,4,4.083455123877158,11.358749492184556,6.211180124223603
790,Premier_League,2016,West Ham,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1]",29,15,14,12,6,6,1.5298926367629486,1.7792767844805109,1.3986013986013985
791,Premier_League,2017,Arsenal,"[1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1]",32,16,16,19,11,8,3.312685596589562,7.1370880892901445,3.9215686274509802
792,Premier_League,2017,Bournemouth,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1]",27,14,13,11,4,7,1.1207238255659844,1.0999339125778373,1.050420168067227
793,Premier_League,2017,Brighton,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0]",25,13,12,9,5,4,1.8045939709170182,2.5330520271144654,1.7152658662092624
794,Premier_League,2017,Burnley,"[1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]",26,13,13,14,9,5,4.952093938005713,17.303747393331143,8.291873963515755
795,Premier_League,2017,Chelsea,"[0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0]",31,16,15,21,12,9,2.8786667255329395,5.3770815054009695,3.076923076923077
796,Premier_League,2017,Crystal Palace,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1]",27,14,13,11,4,7,1.1207238255659844,1.0999339125778373,1.0526315789473684
797,Premier_League,2017,Everton,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0]",28,14,14,13,7,6,1.9895619021522117,2.837933762005624,2.0202020202020203
798,Premier_League,2017,Huddersfield,"[1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]",28,14,14,9,5,4,1.945292882465108,2.916583536972889,1.86219739292365
799,Premier_League,2017,Leicester,"[0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0]",27,14,13,12,7,5,2.2576231382650804,3.659049460573796,2.506265664160401
800,Premier_League,2017,Liverpool,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1]",26,13,13,21,11,10,2.1288119673002748,3.232288800021739,1.9455252918287937
801,Premier_League,2017,Man City,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",34,17,17,32,17,15,3.7860363457625343,13.801405160360831,3.875968992248062
802,Premier_League,2017,Man United,"[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",32,16,16,25,13,12,2.098588891053849,2.9898527317005703,2.0202020202020203
803,Premier_League,2017,Newcastle,"[0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1]",30,15,15,12,4,8,1.1050302623732664,1.0729827456147283,1.0330578512396693
804,Premier_League,2017,Southampton,"[1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0]",23,12,11,7,4,3,1.7959676272013094,2.6583380892469943,1.858736059479554
805,Premier_League,2017,Stoke,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",26,13,13,7,4,3,1.9231719424486764,3.0377264526688803,1.968503937007874
806,Premier_League,2017,Swansea,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",29,15,14,8,3,5,1.194241822627874,1.207791234343046,1.0964912280701755
807,Premier_League,2017,Tottenham,"[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1]",30,15,15,23,10,13,1.1153424241769883,1.108230375501664,1.0416666666666667
808,Premier_League,2017,Watford,"[1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0]",30,15,15,11,6,5,1.961585401075573,2.837740117733259,2.05761316872428
809,Premier_League,2017,West Brom,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",25,13,12,6,3,3,1.4716416311930953,1.8356077008650071,1.375515818431912
810,Premier_League,2017,West Ham,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1]",26,13,13,10,4,6,1.2421188280651394,1.2659130648831014,1.1376564277588168
811,Premier_League,2018,Arsenal,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1]",31,16,15,21,12,9,2.8786667255329395,5.3770815054009695,3.2679738562091503
812,Premier_League,2018,Bournemouth,"[1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0]",32,16,16,13,8,5,3.2206778840762706,7.1370880892901445,4.405286343612334
813,Premier_League,2018,Brighton,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",29,15,14,9,6,3,3.0836058245481537,7.141884251888991,3.952569169960474
814,Premier_League,2018,Burnley,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",31,16,15,11,3,8,1.0482390088928275,1.0226573993471653,1.0101010101010102
815,Premier_League,2018,Cardiff,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",34,17,17,10,5,5,1.6188078226262497,2.0,1.5923566878980893
816,Premier_League,2018,Chelsea,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",29,15,14,21,12,9,2.960677196808087,5.812522545340308,3.5714285714285716
817,Premier_League,2018,Crystal Palace,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1]",31,16,15,14,5,9,1.0855282664839687,1.0570584371191878,1.0256410256410255
818,Premier_League,2018,Everton,"[1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1]",29,15,14,15,7,8,1.3365817510220201,1.4011932769302333,1.218026796589525
819,Premier_League,2018,Fulham,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",33,17,16,7,3,4,1.3148283296226588,1.4342995959754699,1.2269938650306749
820,Premier_League,2018,Huddersfield,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",31,16,15,3,2,1,1.7655910090854823,3.43045512363755,1.9607843137254901
821,Premier_League,2018,Leicester,"[0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0]",31,16,15,15,8,7,1.816345496148979,2.3453130771566144,1.7035775127768313
822,Premier_League,2018,Liverpool,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",31,16,15,30,16,14,2.573974139097947,6.807840024040478,1.9607843137254901
823,Premier_League,2018,Man City,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",36,18,18,32,15,17,1.1363898108273567,1.1688007570239354,1.0559662090813093
824,Premier_League,2018,Man United,"[1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0]",29,15,14,19,10,9,1.7822531048924324,2.2402141126481725,1.6920473773265652
825,Premier_League,2018,Newcastle,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]",29,15,14,12,4,8,1.0776225398822463,1.0503551609893629,1.015228426395939
826,Premier_League,2018,Southampton,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0]",26,13,13,9,3,6,1.1404595918962377,1.1212023997753857,1.0515247108307044
827,Premier_League,2018,Tottenham,"[1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",36,18,18,23,14,9,6.1398387066215685,24.169013817947803,12.221950623319481
828,Premier_League,2018,Watford,"[1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0]",30,15,15,14,8,6,2.4961507090976705,4.308354880446086,2.793296089385475
829,Premier_League,2018,West Ham,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1]",31,16,15,15,8,7,1.816345496148979,2.3453130771566144,1.7921146953405018
830,Premier_League,2018,Wolves,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0]",29,15,14,16,8,8,1.5200667549213656,1.7192277091237715,1.404494382022472
831,Premier_League,2019,Arsenal,"[1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1]",18,9,9,10,5,5,1.5982372738197201,2.0,1.4880952380952381
832,Premier_League,2019,Aston Villa,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",26,13,13,7,4,3,1.9231719424486764,3.0377264526688803,2.079002079002079
833,Premier_League,2019,Bournemouth,"[1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",25,13,12,7,5,2,3.2926615611315295,8.877048632583316,4.366812227074236
834,Premier_League,2019,Brighton,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]",20,10,10,7,4,3,1.946180267227197,3.128874764752972,1.9305019305019304
835,Premier_League,2019,Burnley,"[1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1]",26,13,13,13,5,8,1.1539653472320046,1.1359225248742462,1.0660980810234542
836,Premier_League,2019,Chelsea,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1]",25,13,12,16,9,7,2.2428629049510174,3.5048840568790505,2.1052631578947367
837,Premier_League,2019,Crystal Palace,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0]",23,12,11,11,6,5,1.7899862238990818,2.417108064126459,1.6863406408094435
838,Premier_League,2019,Everton,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1]",23,12,11,11,4,7,1.0960557420235881,1.0788332563223442,1.0309278350515463
839,Premier_League,2019,Leicester,"[1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1]",24,12,12,16,10,6,5.626750944954417,24.019835581121114,10.26588645929576
840,Premier_League,2019,Liverpool,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",29,15,14,28,15,13,2.576281543157095,6.8458334831090655,2.1321961620469083
841,Premier_League,2019,Man City,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0]",28,14,14,20,10,10,1.6668659918797977,2.0,1.5174506828528074
842,Premier_League,2019,Man United,"[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1]",22,11,11,14,6,8,1.2120587482619556,1.2310716467889455,1.0905125408942202
843,Premier_League,2019,Newcastle,"[0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1]",22,11,11,10,5,5,1.6093503924934975,2.0,1.529051987767584
844,Premier_League,2019,Norwich,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",25,13,12,5,3,2,1.7910049511836112,2.9030923568024134,1.8552875695732838
845,Premier_League,2019,Sheffield United,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0]",20,10,10,11,6,5,2.0177749493992296,3.062341080606125,1.8796992481203008
846,Premier_League,2019,Southampton,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1]",28,14,14,12,4,8,1.0979001863046656,1.0675950233550218,1.037344398340249
847,Premier_League,2019,Tottenham,"[1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1]",22,11,11,12,6,6,1.6267501106170124,2.0,1.4992503748125936
848,Premier_League,2019,Watford,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0]",22,11,11,6,1,5,1.0540146636658485,1.028547912021287,1.0070493454179255
849,Premier_League,2019,West Ham,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",25,13,12,7,5,2,3.2926615611315295,8.877048632583316,4.405286343612334
850,Premier_League,2019,Wolves,"[0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1]",19,10,9,13,7,6,1.7282675077190934,2.283170200098046,1.5600624024960998
851,Premier_League,2020,Arsenal,"[1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]",37,19,18,22,9,13,1.0948913653220163,1.065981399637439,1.037344398340249
852,Premier_League,2020,Aston Villa,"[0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1]",35,18,17,18,10,8,2.2103784869010226,3.251007621520635,2.237136465324385
853,Premier_League,2020,Bournemouth,"[0, 0, 1, 0, 0, 1]",6,3,3,2,1,1,1.3499999999999996,2.0,1.2150668286755772
854,Premier_League,2020,Brighton,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0]",28,14,14,11,4,7,1.159251560095326,1.1400553758715801,1.0741138560687433
855,Premier_League,2020,Burnley,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0]",32,16,16,12,6,6,1.6413023879555437,2.0,1.5384615384615385
856,Premier_League,2020,Chelsea,"[0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0]",35,18,17,23,11,12,1.3407893436385574,1.384034642895357,1.1918951132300357
857,Premier_League,2020,Crystal Palace,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0]",35,18,17,12,6,6,1.5559791230120128,1.8227975524882853,1.4814814814814814
858,Premier_League,2020,Everton,"[1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0]",35,18,17,19,11,8,2.7802255813661914,4.947569809703217,3.4722222222222223
859,Premier_League,2020,Fulham,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",25,13,12,5,2,3,1.2585440197506457,1.3775869376594967,1.1614401858304297
860,Premier_League,2020,Leeds,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1]",33,17,16,18,8,10,1.2308507405565043,1.229483691212686,1.1173184357541899
861,Premier_League,2020,Leicester,"[0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0]",38,19,19,22,10,12,1.3254594966853253,1.3432718797202217,1.2062726176115801
