,League,Season,Team,Sequence,n,n1,n2,k,k1,k2,c1,c2,c3
349,Bundesliga,2019,Hertha,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0]",26,13,13,11,5,6,1.398057804285396,1.5283489660964467,1.256281407035176
350,Bundesliga,2019,Hoffenheim,"[0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1]",27,14,13,15,8,7,1.795150764623751,2.316851763863742,1.7985611510791366
351,Bundesliga,2019,Leverkusen,"[1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1]",28,14,14,19,9,10,1.4142084474522654,1.5217617602932305,1.256281407035176
352,Bundesliga,2019,MGladbach,"[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1]",29,15,14,20,11,9,2.223744144141939,3.340558766918102,2.0491803278688523
353,Bundesliga,2019,Mainz,"[0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0]",30,15,15,11,5,6,1.4100571929439547,1.5441465800036185,1.2836970474967908
354,Bundesliga,2019,Paderborn,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",26,13,13,4,2,2,1.4764377908951483,2.0,1.4388489208633093
355,Bundesliga,2019,RB Leipzig,"[1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1]",22,11,11,18,9,9,1.6099169986096316,2.0,1.4064697609001406
356,Bundesliga,2019,Schalke 04,"[0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",22,11,11,9,8,1,37.84407925256454,832.5910295065453,287.35632183908046
357,Bundesliga,2019,Union Berlin,"[0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1]",29,15,14,12,6,6,1.5298926367629486,1.7792767844805109,1.4749262536873156
358,Bundesliga,2019,Werder Bremen,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1]",27,14,13,8,4,4,1.5028513556869714,1.819094957669333,1.402524544179523
359,Bundesliga,2019,Wolfsburg,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0]",24,12,12,13,6,7,1.3969725010740741,1.5175032530974255,1.2406947890818858
360,Bundesliga,2020,Augsburg,"[1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]",28,14,14,10,6,4,2.4956263855575216,4.648755263783786,2.6246719160104988
361,Bundesliga,2020,Bayern Munich,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",28,14,14,24,12,12,1.6263983744239265,2.0,1.4144271570014144
362,Bundesliga,2020,Bielefeld,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1]",26,13,13,9,3,6,1.1404595918962377,1.1212023997753857,1.0351966873706004
363,Bundesliga,2020,Dortmund,"[1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1]",30,15,15,20,9,11,1.2646065024762174,1.2808837286823989,1.1235955056179776
364,Bundesliga,2020,Ein Frankfurt,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1]",22,11,11,16,9,7,2.850039143012628,5.911008789214102,3.4965034965034967
365,Bundesliga,2020,FC Koln,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",25,13,12,8,4,4,1.4942436441850095,1.8030797910643035,1.4204545454545454
366,Bundesliga,2020,Freiburg,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0]",25,13,12,12,7,5,2.261000651366145,3.686354390433831,2.288329519450801
367,Bundesliga,2020,Hertha,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0]",23,12,11,8,4,4,1.4837210236050076,1.7838897422229418,1.3966480446927374
368,Bundesliga,2020,Hoffenheim,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1]",24,12,12,11,4,7,1.1407915843460017,1.123005238046899,1.0515247108307044
369,Bundesliga,2020,Leverkusen,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0]",24,12,12,14,9,5,5.283616548119264,20.472933077115467,9.255831173639393
370,Bundesliga,2020,MGladbach,"[0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1]",24,12,12,13,8,5,3.567255163229085,9.129735089970096,4.651162790697675
371,Bundesliga,2020,Mainz,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1]",25,13,12,10,1,9,1.0028181030672483,1.0002996277799925,1.0
372,Bundesliga,2020,RB Leipzig,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0]",26,13,13,19,10,9,2.0832218290208626,3.0377264526688816,2.0491803278688523
373,Bundesliga,2020,Schalke 04,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",27,14,13,3,1,2,1.2028948310805243,1.3297402047654594,1.0976948408342482
374,Bundesliga,2020,Stuttgart,"[0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0]",25,13,12,12,6,6,1.502153325177417,1.7353597143161648,1.303780964797914
375,Bundesliga,2020,Union Berlin,"[0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1]",20,10,10,12,7,5,2.725562493301657,5.535406238226222,3.401360544217687
376,Bundesliga,2020,Werder Bremen,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",24,12,12,7,5,2,3.658918706026657,11.242616411505427,5.291005291005291
377,Bundesliga,2020,Wolfsburg,"[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0]",24,12,12,17,10,7,3.9269749711351483,11.242616411505427,5.524861878453039
378,Bundesliga,2021,Augsburg,"[0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1]",26,13,13,10,4,6,1.2421188280651394,1.2659130648831014,1.1286681715575622
379,Bundesliga,2021,Bayern Munich,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]",29,15,14,24,13,11,2.2527862547980755,3.5451928949507465,2.159827213822894
380,Bundesliga,2021,Bielefeld,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",21,11,10,5,4,1,3.6776396062731793,12.772883833285094,5.46448087431694
381,Bundesliga,2021,Bochum,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0]",28,14,14,12,6,6,1.6379481654980252,2.0,1.5337423312883436
382,Bundesliga,2021,Dortmund,"[1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1]",31,16,15,22,11,11,1.4833409599852136,1.6376604709033058,1.3123359580052494
383,Bundesliga,2021,Ein Frankfurt,"[0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]",22,11,11,10,7,3,5.467065821916066,23.049926461234183,10.075566750629722
384,Bundesliga,2021,FC Koln,"[1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0]",24,12,12,14,7,7,1.643725067944255,2.0,1.5432098765432098
385,Bundesliga,2021,Freiburg,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0]",24,12,12,15,8,7,2.041997230671358,2.9704882894736944,2.0080321285140563
386,Bundesliga,2021,Greuther Furth,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",25,13,12,3,0,3,1.048671638251262,1.0280848614195104,1.0
387,Bundesliga,2021,Hertha,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]",28,14,14,9,6,3,3.414243374684537,8.898170404005489,4.784688995215311
388,Bundesliga,2021,Hoffenheim,"[1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",27,14,13,13,9,4,6.071891208297265,24.51456861068925,11.559357299734135
389,Bundesliga,2021,Leverkusen,"[1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1]",27,14,13,19,9,10,1.2668993463503269,1.3092630452820975,1.152073732718894
390,Bundesliga,2021,MGladbach,"[0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1]",25,13,12,12,5,7,1.1869577653597851,1.190775755267861,1.095290251916758
391,Bundesliga,2021,Mainz,"[1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1]",27,14,13,13,7,6,1.8045361146662608,2.376436250286031,1.7421602787456445
392,Bundesliga,2021,RB Leipzig,"[0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",27,14,13,17,7,10,1.0954068871666387,1.0797723095043374,1.0330578512396693
393,Bundesliga,2021,Stuttgart,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",22,11,11,7,4,3,1.9367303716156414,3.0905171041813846,2.0080321285140563
394,Bundesliga,2021,Union Berlin,"[1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1]",25,13,12,16,9,7,2.2428629049510174,3.5048840568790505,2.347417840375587
395,Bundesliga,2021,Wolfsburg,"[1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1]",28,14,14,12,6,6,1.6379481654980252,2.0,1.529051987767584
396,Bundesliga,2022,Augsburg,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]",27,14,13,9,5,4,1.8114671956806268,2.5466317660905053,1.763668430335097
397,Bundesliga,2022,Bayern Munich,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",26,13,13,21,12,9,4.358980661132917,14.76242900266488,6.134969325153374
398,Bundesliga,2022,Bochum,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1]",29,15,14,10,5,5,1.5243442158298037,1.8063123857418013,1.4792899408284024
399,Bundesliga,2022,Dortmund,"[1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",29,15,14,22,9,13,1.0213561402897722,1.0197874604144903,1.001001001001001
400,Bundesliga,2022,Ein Frankfurt,"[0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]",23,12,11,13,8,5,3.045442276422052,6.550520181328769,3.508771929824561
401,Bundesliga,2022,FC Koln,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0]",22,11,11,10,5,5,1.6093503924934975,2.0,1.4903129657228018
402,Bundesliga,2022,Freiburg,"[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0]",26,13,13,17,9,8,2.050675732872643,2.940441787201651,1.949317738791423
403,Bundesliga,2022,Hertha,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",26,13,13,7,3,4,1.345455675609176,1.490743003650105,1.2610340479192939
404,Bundesliga,2022,Hoffenheim,"[0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1]",28,14,14,10,5,5,1.6159647757861433,2.0,1.5082956259426847
405,Bundesliga,2022,Leverkusen,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",26,13,13,14,6,8,1.255166117708699,1.275023464644205,1.1273957158962795
406,Bundesliga,2022,MGladbach,"[1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1]",24,12,12,11,6,5,1.9867909498578886,2.932355002629788,1.9841269841269842
407,Bundesliga,2022,Mainz,"[1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",24,12,12,12,5,7,1.2404603270745003,1.261205955414189,1.1025358324145536
408,Bundesliga,2022,RB Leipzig,"[0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",28,14,14,20,10,10,1.6668659918797977,2.0,1.524390243902439
409,Bundesliga,2022,Schalke 04,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0]",24,12,12,7,2,5,1.1174262611548593,1.097631304329303,1.0395010395010396
410,Bundesliga,2022,Stuttgart,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1]",22,11,11,7,3,4,1.3368665744895294,1.4783505468574414,1.2224938875305624
411,Bundesliga,2022,Union Berlin,"[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1]",26,13,13,18,9,9,1.6581246534155312,2.0,1.5408320493066257
412,Bundesliga,2022,Werder Bremen,"[1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",28,14,14,10,6,4,2.4956263855575216,4.648755263783786,2.9761904761904763
413,Bundesliga,2022,Wolfsburg,"[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",24,12,12,13,8,5,3.567255163229085,9.129735089970096,4.651162790697675
414,Bundesliga,2023,Augsburg,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]",25,13,12,10,5,5,1.503287936727688,1.770193161216196,1.440922190201729
415,Bundesliga,2023,Bayern Munich,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0]",31,16,15,23,14,9,5.9990911038878485,24.892212448695425,11.058277120424638
416,Bundesliga,2023,Bochum,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",22,11,11,7,4,3,1.9367303716156414,3.0905171041813846,2.028397565922921
417,Bundesliga,2023,Darmstadt,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",26,13,13,3,2,1,1.8261136463109904,3.7084108024514855,2.0080321285140563
418,Bundesliga,2023,Dortmund,"[1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1]",25,13,12,18,10,8,2.2463342016918695,3.5195074581232078,2.2988505747126435
419,Bundesliga,2023,Ein Frankfurt,"[1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0]",20,10,10,11,6,5,2.0177749493992296,3.062341080606125,2.100840336134454
420,Bundesliga,2023,FC Koln,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",22,11,11,5,2,3,1.2924968664422045,1.4398117926016154,1.1933174224343674
421,Bundesliga,2023,Freiburg,"[1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]",25,13,12,11,7,4,3.033829299860689,6.623806683184078,3.5842293906810037
422,Bundesliga,2023,Heidenheim,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1]",22,11,11,10,3,7,1.0692668512262187,1.0453516251747186,1.019367991845056
423,Bundesliga,2023,Hoffenheim,"[0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1]",27,14,13,13,7,6,1.8045361146662608,2.376436250286031,1.7825311942959001
424,Bundesliga,2023,Leverkusen,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",28,14,14,28,14,14,1.0,,1.0
425,Bundesliga,2023,MGladbach,"[0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0]",21,11,10,7,4,3,1.7880632267441845,2.6407726868231305,1.7857142857142858
426,Bundesliga,2023,Mainz,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1]",20,10,10,7,1,6,1.0267196399000071,1.0096300136722172,1.002004008016032
427,Bundesliga,2023,RB Leipzig,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",26,13,13,19,10,9,2.0832218290208626,3.0377264526688816,1.9841269841269842
428,Bundesliga,2023,Stuttgart,"[1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",30,15,15,23,11,12,1.3969282162711942,1.4992327223211641,1.2135922330097086
429,Bundesliga,2023,Union Berlin,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]",28,14,14,9,4,5,1.3819950543360615,1.5217617602932303,1.2936610608020698
430,Bundesliga,2023,Werder Bremen,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1]",25,13,12,11,5,6,1.312366537696454,1.3903095941809698,1.2121212121212122
431,Bundesliga,2023,Wolfsburg,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0]",27,14,13,10,6,4,2.2799905565484173,3.8777810582059935,2.6737967914438503
432,Bundesliga,2024,Augsburg,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0]",24,12,12,11,4,7,1.1407915843460017,1.123005238046899,1.0559662090813093
433,Bundesliga,2024,Bayern Munich,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",27,14,13,25,13,12,1.5815225649569464,2.0908247390999124,1.3869625520110958
434,Bundesliga,2024,Bochum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",26,13,13,5,1,4,1.0945174921125358,1.0726615919185754,1.02880658436214
435,Bundesliga,2024,Dortmund,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]",28,14,14,17,7,10,1.1570622831436264,1.14005537587158,1.0729613733905579
436,Bundesliga,2024,Ein Frankfurt,"[0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1]",25,13,12,17,9,8,1.7603977362480616,2.2452062810280946,1.567398119122257
437,Bundesliga,2024,Freiburg,"[1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0]",27,14,13,16,8,8,1.4988137311976597,1.6896655883305112,1.3831258644536653
438,Bundesliga,2024,Heidenheim,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0]",29,15,14,8,4,4,1.510027862632342,1.8326720868116895,1.4245014245014245
439,Bundesliga,2024,Hoffenheim,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",23,12,11,7,3,4,1.2820079862218985,1.3832121067883727,1.1547344110854503
440,Bundesliga,2024,Holstein Kiel,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0]",27,14,13,6,2,4,1.1651185618719728,1.1787545769411427,1.0615711252653928
441,Bundesliga,2024,Leverkusen,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]",22,11,11,19,10,9,2.2007985533640975,3.7423183447116575,2.070393374741201
442,Bundesliga,2024,M'gladbach,"[0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]",16,8,8,6,4,2,2.704639355163728,6.629110930717097,3.2051282051282053
443,Bundesliga,2024,MGladbach,"[0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1]",12,6,6,7,2,5,1.041016478200768,1.0411149729363274,1.0090817356205852
444,Bundesliga,2024,Mainz,"[0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1]",24,12,12,14,8,6,2.6331808739613374,4.906459000638235,3.134796238244514
445,Bundesliga,2024,RB Leipzig,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0]",22,11,11,13,8,5,3.746162999985622,10.346769726499527,5.208333333333333
446,Bundesliga,2024,St Pauli,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",26,13,13,8,4,4,1.584677267025257,2.0,1.524390243902439
447,Bundesliga,2024,Stuttgart,"[0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]",26,13,13,14,9,5,4.952093938005713,17.303747393331143,8.480325644504749
448,Bundesliga,2024,Union Berlin,"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1]",23,12,11,10,4,6,1.174158679023041,1.1801632941294171,1.0857763300760044
449,Bundesliga,2024,Werder Bremen,"[1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1]",25,13,12,14,7,7,1.491683348287143,1.6968541310991798,1.3736263736263736
450,Bundesliga,2024,Wolfsburg,"[0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1]",24,12,12,11,6,5,1.9867909498578886,2.932355002629788,2.004008016032064
451,Premier_League,2000,Arsenal,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0]",28,14,14,20,10,10,1.6668659918797977,2.0,1.5015015015015014
452,Premier_League,2000,Aston Villa,"[0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]",23,12,11,13,7,6,1.7780854752345217,2.339846425731408,1.694915254237288
