,League,Season,Team,Sequence,n,n1,n2,k,k1,k2,Team_Name,c2,c3
292,Bundesliga,2016,Ein Frankfurt,"[3, 0, 3, 3, 1, 0, 1, 3, 1, 3, 3, 3, 1, 1, 0, 3, 0, 3, 3, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 3, 0, 0, 0, 1]",34,17,17,42,29,13,2016 Ein Frankfurt,1554.6973133347974,43.802014892685065
293,Bundesliga,2016,FC Koln,"[3, 1, 3, 3, 1, 1, 3, 0, 3, 0, 3, 1, 0, 1, 1, 1, 1, 3, 3, 0, 1, 0, 0, 1, 3, 0, 3, 0, 0, 1, 1, 3, 1, 3]",34,17,17,49,26,23,2016 FC Koln,3.6222233137229227,2.6737967914438503
294,Bundesliga,2016,Freiburg,"[0, 3, 0, 3, 0, 3, 0, 3, 3, 0, 0, 0, 1, 3, 1, 3, 0, 3, 0, 3, 1, 0, 3, 1, 1, 0, 3, 3, 0, 3, 0, 3, 1, 0]",34,17,17,48,23,25,2016 Freiburg,1.5285316764159818,1.485884101040119
295,Bundesliga,2016,Hamburg,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3, 3, 0, 3, 0, 0, 3, 3, 1, 0, 3, 3, 1, 3, 0, 3, 0, 0, 0, 1, 1, 3]",34,17,17,38,13,25,2016 Hamburg,1.0070439979566765,1.0438413361169103
296,Bundesliga,2016,Hertha,"[3, 3, 3, 0, 1, 3, 1, 3, 0, 3, 1, 3, 3, 0, 0, 3, 0, 0, 3, 0, 1, 3, 0, 3, 0, 0, 0, 3, 0, 3, 0, 0, 3, 0]",34,17,17,49,30,19,2016 Hertha,68.35889346253883,8.403361344537815
297,Bundesliga,2016,Hoffenheim,"[1, 1, 1, 1, 3, 3, 3, 3, 3, 1, 1, 1, 3, 1, 1, 1, 3, 0, 3, 0, 3, 1, 3, 1, 3, 3, 3, 0, 3, 1, 3, 0, 3, 1]",34,17,17,62,31,31,2016 Hoffenheim,2.0,1.7391304347826086
298,Bundesliga,2016,Ingolstadt,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 0, 3, 3, 0, 0, 3, 0, 0, 3, 0, 0, 1, 0, 3, 3, 3, 0, 0, 1, 1, 1, 1]",34,17,17,32,12,20,2016 Ingolstadt,1.0459147583163977,1.1160714285714286
299,Bundesliga,2016,Leverkusen,"[0, 3, 0, 1, 3, 3, 0, 0, 3, 3, 0, 0, 1, 3, 0, 1, 3, 0, 0, 3, 3, 0, 0, 1, 0, 1, 3, 0, 1, 0, 0, 1, 1, 3]",34,17,17,41,24,17,2016 Leverkusen,12.701212347747552,4.566210045662101
300,Bundesliga,2016,MGladbach,"[3, 0, 3, 1, 3, 0, 1, 0, 1, 0, 0, 1, 0, 3, 0, 0, 1, 3, 3, 3, 0, 3, 3, 0, 0, 1, 3, 3, 0, 0, 3, 1, 1, 1]",34,17,17,45,17,28,2016 MGladbach,1.0143362294440978,1.0604453870625663
301,Bundesliga,2016,Mainz,"[0, 1, 3, 3, 0, 1, 3, 0, 3, 0, 3, 0, 0, 0, 3, 0, 1, 1, 0, 3, 0, 3, 1, 0, 0, 0, 0, 0, 3, 1, 0, 1, 3, 0]",34,17,17,37,21,16,2016 Mainz,6.597419921806366,3.0959752321981426
302,Bundesliga,2016,RB Leipzig,"[1, 3, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 0, 3, 3, 0, 0, 3, 3, 1, 0, 0, 3, 3, 3, 3, 1, 1, 3, 0, 1]",34,17,17,67,39,28,2016 RB Leipzig,91.81882959859895,10.684902233144566
303,Bundesliga,2016,Schalke 04,"[0, 0, 0, 0, 0, 3, 1, 3, 1, 3, 3, 3, 0, 0, 1, 0, 3, 0, 1, 3, 1, 1, 0, 3, 3, 1, 0, 3, 0, 1, 3, 0, 1, 1]",34,17,17,43,21,22,2016 Schalke 04,1.7257451955474763,1.6313213703099512
304,Bundesliga,2016,Werder Bremen,"[0, 0, 0, 0, 3, 1, 3, 0, 0, 0, 0, 1, 3, 3, 1, 1, 0, 0, 0, 0, 3, 3, 3, 1, 3, 3, 3, 1, 3, 3, 3, 0, 0, 0]",34,17,17,45,16,29,2016 Werder Bremen,1.0047884510797969,1.0427528675703859
305,Bundesliga,2016,Wolfsburg,"[3, 1, 1, 0, 0, 1, 0, 0, 0, 3, 0, 1, 0, 0, 3, 3, 3, 0, 0, 3, 0, 0, 1, 3, 3, 1, 0, 0, 3, 0, 0, 3, 1, 0]",34,17,17,37,19,18,2016 Wolfsburg,2.389951404096919,2.079002079002079
306,Bundesliga,2017,Augsburg,"[0, 1, 3, 3, 3, 1, 0, 1, 0, 3, 1, 0, 3, 3, 1, 0, 1, 3, 0, 1, 3, 0, 0, 1, 0, 3, 0, 1, 0, 1, 3, 1, 0, 0]",34,17,17,41,24,17,2017 Augsburg,12.701212347747552,4.761904761904762
307,Bundesliga,2017,Bayern Munich,"[3, 3, 0, 3, 3, 1, 1, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 0, 3, 3, 3, 3, 3, 3, 0]",34,17,17,84,41,43,2017 Bayern Munich,1.4320885046320002,1.4903129657228018
308,Bundesliga,2017,Dortmund,"[3, 3, 1, 3, 3, 3, 3, 0, 1, 0, 0, 0, 1, 1, 0, 3, 3, 1, 1, 1, 3, 3, 3, 1, 1, 3, 3, 0, 3, 0, 3, 1, 0, 0]",34,17,17,55,28,27,2017 Dortmund,2.3737653813593886,1.996007984031936
309,Bundesliga,2017,Ein Frankfurt,"[1, 0, 3, 0, 3, 0, 3, 3, 1, 1, 3, 1, 0, 3, 0, 3, 1, 1, 3, 3, 0, 3, 3, 0, 3, 0, 3, 0, 1, 0, 0, 0, 3, 0]",34,17,17,49,26,23,2017 Ein Frankfurt,3.6222233137229227,2.506265664160401
310,Bundesliga,2017,FC Koln,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 3, 3, 3, 1, 0, 0, 1, 3, 0, 0, 3, 0, 1, 0, 1, 0, 0, 0]",34,17,17,22,6,16,2017 FC Koln,1.008098895259432,1.0351966873706004
311,Bundesliga,2017,Freiburg,"[1, 0, 1, 0, 1, 1, 3, 0, 1, 0, 0, 0, 3, 1, 3, 3, 1, 1, 3, 1, 1, 0, 3, 1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 3]",34,17,17,36,19,17,2017 Freiburg,2.947286931900036,2.2123893805309733
312,Bundesliga,2017,Hamburg,"[3, 3, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 3, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 3, 0, 3, 3, 0, 3]",34,17,17,31,15,16,2017 Hamburg,1.708750755995502,1.7094017094017093
313,Bundesliga,2017,Hannover,"[3, 3, 1, 3, 1, 1, 0, 0, 3, 3, 0, 0, 1, 0, 3, 0, 1, 3, 1, 0, 1, 3, 1, 0, 0, 0, 0, 0, 3, 1, 0, 0, 3, 0]",34,17,17,39,23,16,2017 Hannover,13.00421438396636,4.484304932735426
314,Bundesliga,2017,Hertha,"[3, 0, 1, 1, 3, 0, 1, 0, 1, 3, 1, 0, 3, 0, 1, 3, 3, 0, 1, 1, 1, 3, 0, 1, 0, 1, 3, 1, 0, 3, 3, 1, 0, 0]",34,17,17,43,24,19,2017 Hertha,6.327636557518578,3.2467532467532467
315,Bundesliga,2017,Hoffenheim,"[3, 1, 3, 1, 3, 3, 0, 1, 1, 0, 3, 1, 0, 3, 0, 3, 0, 1, 0, 0, 1, 3, 0, 1, 3, 3, 1, 3, 1, 3, 3, 3, 0, 3]",34,17,17,55,26,29,2017 Hoffenheim,1.3804773953391676,1.4184397163120568
316,Bundesliga,2017,Leverkusen,"[0, 1, 0, 3, 0, 3, 1, 1, 3, 3, 1, 1, 3, 1, 3, 3, 1, 0, 3, 3, 1, 0, 3, 0, 3, 3, 0, 1, 3, 3, 0, 0, 1, 3]",34,17,17,55,28,27,2017 Leverkusen,2.3737653813593886,2.032520325203252
317,Bundesliga,2017,MGladbach,"[3, 1, 0, 1, 3, 0, 3, 3, 0, 3, 1, 3, 3, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 3, 1, 0, 1, 1, 3, 0, 3, 1, 3, 0]",34,17,17,47,28,19,2017 MGladbach,27.095617950949443,6.097560975609756
318,Bundesliga,2017,Mainz,"[0, 0, 3, 0, 0, 3, 1, 3, 0, 1, 1, 3, 0, 0, 1, 0, 1, 0, 3, 0, 0, 0, 3, 1, 1, 0, 0, 1, 1, 3, 0, 3, 3, 0]",34,17,17,36,17,19,2017 Mainz,1.5135350027868082,1.5267175572519085
319,Bundesliga,2017,RB Leipzig,"[0, 3, 3, 1, 0, 3, 3, 3, 3, 0, 3, 1, 3, 0, 1, 1, 0, 3, 0, 1, 3, 3, 0, 0, 1, 1, 3, 3, 0, 1, 0, 0, 3, 3]",34,17,17,53,28,25,2017 RB Leipzig,3.6222233137229276,2.2988505747126435
320,Bundesliga,2017,Schalke 04,"[3, 0, 3, 3, 0, 0, 1, 3, 3, 1, 3, 3, 1, 1, 1, 3, 1, 0, 1, 3, 0, 0, 3, 3, 3, 3, 3, 3, 0, 3, 1, 1, 3, 3]",34,17,17,63,30,33,2017 Schalke 04,1.3708340420728449,1.4492753623188406
321,Bundesliga,2017,Stuttgart,"[0, 3, 0, 3, 0, 1, 0, 3, 0, 3, 0, 3, 1, 0, 0, 0, 0, 3, 0, 0, 1, 3, 3, 3, 3, 1, 3, 1, 0, 1, 3, 3, 3, 3]",34,17,17,51,17,34,2017 Stuttgart,1.0003807855816946,1.016260162601626
322,Bundesliga,2017,Werder Bremen,"[0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 3, 0, 3, 3, 0, 1, 1, 0, 1, 3, 3, 0, 3, 1, 3, 3, 3, 0, 1, 0, 1, 1, 3]",34,17,17,42,15,27,2017 Werder Bremen,1.0079466122570673,1.0395010395010396
323,Bundesliga,2017,Wolfsburg,"[0, 3, 1, 0, 1, 1, 1, 1, 1, 1, 1, 3, 0, 3, 1, 1, 0, 1, 0, 3, 1, 0, 0, 1, 0, 0, 0, 1, 3, 1, 0, 0, 0, 3]",34,17,17,33,19,14,2017 Wolfsburg,6.8979515131872695,3.6231884057971016
324,Bundesliga,2018,Augsburg,"[3, 1, 0, 0, 1, 3, 0, 1, 3, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 3, 1, 3, 0, 0, 3, 3, 0, 1, 0, 0]",34,17,17,32,15,17,2018 Augsburg,1.5032373726261157,1.524390243902439
325,Bundesliga,2018,Bayern Munich,"[3, 3, 3, 3, 1, 0, 0, 3, 3, 1, 0, 1, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 1, 3, 1, 3]",34,17,17,78,36,42,2018 Bayern Munich,1.087753938968019,1.183431952662722
326,Bundesliga,2018,Dortmund,"[3, 1, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 1, 1, 1, 3, 0, 3, 3, 3, 0, 3, 3, 0, 1, 3, 3]",34,17,17,76,42,34,2018 Dortmund,28.932511649034332,6.410256410256411
327,Bundesliga,2018,Ein Frankfurt,"[3, 0, 0, 1, 0, 3, 3, 3, 1, 3, 3, 3, 0, 0, 3, 1, 0, 3, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 0, 1, 1, 0, 0, 0]",34,17,17,54,27,27,2018 Ein Frankfurt,2.0,1.8416206261510129
328,Bundesliga,2018,Fortuna Dusseldorf,"[0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 3, 3, 3, 3, 0, 1, 3, 0, 3, 3, 0, 0, 3, 3, 0, 0, 3, 1, 0, 3]",34,17,17,44,18,26,2018 Fortuna Dusseldorf,1.058054255215732,1.1614401858304297
329,Bundesliga,2018,Freiburg,"[0, 0, 1, 3, 3, 0, 1, 1, 3, 1, 0, 1, 0, 3, 0, 1, 3, 0, 0, 1, 1, 1, 3, 0, 3, 1, 1, 0, 0, 0, 0, 1, 0, 3]",34,17,17,36,21,15,2018 Freiburg,9.354198766690498,4.3478260869565215
330,Bundesliga,2018,Hannover,"[1, 1, 0, 0, 0, 0, 3, 1, 0, 0, 3, 0, 0, 1, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 3, 0]",34,17,17,21,11,10,2018 Hannover,2.4796922498005145,2.004008016032064
331,Bundesliga,2018,Hertha,"[3, 3, 1, 3, 0, 3, 1, 1, 1, 0, 0, 1, 3, 3, 0, 1, 0, 3, 1, 0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 1, 1, 3, 3, 0]",34,17,17,43,24,19,2018 Hertha,6.327636557518578,3.289473684210526
332,Bundesliga,2018,Hoffenheim,"[0, 3, 0, 1, 3, 0, 0, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 0, 3, 1, 1, 3, 1, 0, 3, 1, 3, 3, 3, 3, 0, 1, 0, 0]",34,17,17,51,25,26,2018 Hoffenheim,1.7286413044601803,1.6722408026755853
333,Bundesliga,2018,Leverkusen,"[0, 0, 0, 3, 3, 0, 1, 1, 3, 0, 0, 3, 1, 3, 0, 3, 3, 0, 3, 3, 3, 3, 0, 3, 3, 0, 0, 0, 3, 3, 3, 3, 1, 3]",34,17,17,58,24,34,2018 Leverkusen,1.023324100330127,1.098901098901099
334,Bundesliga,2018,MGladbach,"[3, 1, 3, 0, 3, 1, 3, 3, 0, 3, 3, 3, 0, 3, 1, 3, 0, 3, 3, 3, 0, 1, 0, 0, 3, 1, 0, 1, 3, 0, 0, 1, 3, 0]",34,17,17,55,33,22,2018 MGladbach,69.2406453579696,7.518796992481203
335,Bundesliga,2018,Mainz,"[3, 1, 3, 0, 1, 0, 1, 0, 0, 3, 3, 0, 3, 1, 0, 1, 1, 3, 3, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 3, 0, 1, 3, 3]",34,17,17,43,21,22,2018 Mainz,1.7257451955474763,1.6051364365971108
336,Bundesliga,2018,Nurnberg,"[0, 1, 1, 3, 0, 3, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 3, 1, 1, 0, 1, 0, 0, 0]",34,17,17,19,11,8,2018 Nurnberg,4.489505618985123,2.7777777777777777
337,Bundesliga,2018,RB Leipzig,"[0, 1, 3, 1, 3, 3, 3, 1, 1, 3, 3, 0, 3, 0, 3, 0, 3, 0, 3, 3, 1, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 1, 1, 0]",34,17,17,66,31,35,2018 RB Leipzig,1.2556752620378242,1.3605442176870748
338,Bundesliga,2018,Schalke 04,"[0, 0, 0, 0, 0, 3, 3, 0, 1, 3, 0, 3, 1, 0, 1, 0, 3, 3, 1, 0, 0, 1, 0, 0, 0, 0, 3, 0, 1, 0, 3, 1, 1, 1]",34,17,17,33,18,15,2018 Schalke 04,3.806183491402879,2.4691358024691357
339,Bundesliga,2018,Stuttgart,"[0, 0, 1, 1, 0, 3, 0, 0, 0, 0, 3, 0, 3, 0, 3, 0, 0, 0, 0, 1, 0, 0, 1, 3, 0, 1, 0, 1, 0, 0, 3, 0, 3, 1]",34,17,17,28,14,14,2018 Stuttgart,2.0,1.7793594306049823
340,Bundesliga,2018,Werder Bremen,"[1, 3, 1, 3, 3, 0, 3, 3, 0, 0, 0, 1, 0, 3, 0, 1, 0, 3, 1, 1, 3, 1, 1, 1, 3, 3, 3, 1, 3, 0, 0, 1, 3, 3]",34,17,17,53,22,31,2018 Werder Bremen,1.038681847035313,1.091703056768559
341,Bundesliga,2018,Wolfsburg,"[3, 3, 1, 0, 1, 1, 0, 0, 3, 0, 0, 3, 3, 1, 3, 3, 3, 0, 0, 3, 1, 3, 3, 1, 0, 3, 0, 3, 0, 1, 3, 3, 0, 3]",34,17,17,55,28,27,2018 Wolfsburg,2.3737653813593886,1.937984496124031
342,Bundesliga,2019,Augsburg,"[0, 1, 0, 3, 1, 0, 0, 1, 1, 0, 3, 3, 1, 3, 3, 3, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 3, 1, 0, 1, 3, 0, 1, 0]",34,17,17,36,23,13,2019 Augsburg,52.25865339539333,8.620689655172415
343,Bundesliga,2019,Bayern Munich,"[1, 3, 3, 1, 3, 3, 0, 1, 3, 0, 3, 3, 0, 0, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",34,17,17,82,33,49,2019 Bayern Munich,1.0000330054411783,1.002004008016032
344,Bundesliga,2019,Dortmund,"[3, 3, 0, 3, 1, 1, 1, 3, 1, 3, 0, 1, 3, 3, 3, 1, 0, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 0, 3, 0]",34,17,17,69,30,39,2019 Dortmund,1.0292298193642728,1.0940919037199124
345,Bundesliga,2019,Ein Frankfurt,"[3, 0, 3, 0, 1, 3, 1, 3, 0, 3, 0, 0, 0, 1, 0, 0, 0, 3, 3, 1, 3, 0, 0, 0, 0, 0, 1, 3, 3, 0, 3, 3, 1, 3]",34,17,17,45,18,27,2019 Ein Frankfurt,1.0377194778694767,1.1074197120708749
346,Bundesliga,2019,FC Koln,"[0, 0, 3, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 3, 3, 3, 3, 0, 3, 0, 3, 3, 3, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0]",34,17,17,36,17,19,2019 FC Koln,1.5135350027868082,1.4947683109118086
347,Bundesliga,2019,Fortuna Dusseldorf,"[3, 0, 0, 1, 0, 0, 0, 3, 0, 3, 1, 0, 1, 0, 0, 0, 3, 0, 0, 1, 1, 0, 3, 1, 1, 1, 1, 3, 0, 1, 0, 1, 1, 0]",34,17,17,30,15,15,2019 Fortuna Dusseldorf,2.0,1.7889087656529516
348,Bundesliga,2019,Freiburg,"[3, 3, 0, 3, 1, 3, 1, 0, 3, 1, 3, 1, 0, 3, 0, 0, 1, 3, 0, 0, 3, 1, 0, 0, 3, 1, 0, 1, 0, 3, 1, 3, 0, 3]",34,17,17,48,26,22,2019 Freiburg,4.678458870403016,2.8901734104046244
349,Bundesliga,2019,Hertha,"[1, 0, 0, 0, 3, 3, 3, 1, 0, 0, 0, 0, 0, 1, 3, 3, 1, 0, 3, 1, 0, 3, 0, 1, 1, 3, 3, 1, 3, 0, 0, 0, 3, 0]",34,17,17,41,19,22,2019 Hertha,1.3742067647189347,1.4285714285714286
350,Bundesliga,2019,Hoffenheim,"[0, 3, 1, 0, 1, 0, 3, 3, 3, 3, 3, 0, 1, 0, 0, 3, 3, 0, 3, 3, 0, 0, 1, 0, 1, 0, 1, 3, 3, 1, 0, 3, 3, 3]",34,17,17,52,27,25,2019 Hoffenheim,2.890151231487637,2.2172949002217295
351,Bundesliga,2019,Leverkusen,"[3, 3, 1, 0, 3, 3, 1, 0, 1, 0, 3, 1, 3, 3, 0, 0, 3, 3, 3, 0, 3, 3, 3, 1, 3, 3, 3, 0, 3, 0, 1, 3, 0, 3]",34,17,17,63,28,35,2019 Leverkusen,1.083304077052778,1.2121212121212122
352,Bundesliga,2019,MGladbach,"[1, 3, 0, 3, 3, 3, 3, 0, 3, 3, 3, 0, 3, 3, 0, 3, 1, 0, 3, 1, 3, 1, 3, 0, 3, 3, 0, 1, 3, 0, 0, 3, 3, 3]",34,17,17,65,35,30,2019 MGladbach,6.597419921806366,2.9239766081871346
353,Bundesliga,2019,Mainz,"[0, 0, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3, 3, 0, 0, 3, 0, 0, 0, 0, 3, 1, 0, 3, 1, 1, 0, 1, 0, 3, 0, 3, 3, 0]",34,17,17,37,18,19,2019 Mainz,1.7194496131681103,1.6556291390728477
354,Bundesliga,2019,Paderborn,"[0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 3, 1, 0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0]",34,17,17,20,12,8,2019 Paderborn,6.27955829707152,3.215434083601286
355,Bundesliga,2019,RB Leipzig,"[3, 3, 3, 1, 3, 0, 1, 1, 0, 3, 3, 3, 3, 3, 3, 1, 3, 3, 0, 1, 1, 3, 3, 1, 1, 1, 3, 1, 3, 1, 3, 1, 0, 3]",34,17,17,66,37,29,2019 RB Leipzig,20.532160416304045,5.882352941176471
356,Bundesliga,2019,Schalke 04,"[1, 0, 3, 3, 3, 3, 1, 0, 1, 3, 1, 3, 3, 0, 3, 1, 1, 3, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]",34,17,17,39,30,9,2019 Schalke 04,106413.1328761561,609.7560975609756
357,Bundesliga,2019,Union Berlin,"[0, 1, 3, 0, 0, 0, 0, 3, 0, 3, 3, 3, 0, 3, 1, 0, 0, 0, 3, 0, 3, 0, 3, 1, 0, 0, 0, 1, 0, 1, 3, 3, 0, 3]",34,17,17,41,20,21,2019 Union Berlin,1.7240725907768675,1.6420361247947455
358,Bundesliga,2019,Werder Bremen,"[0, 0, 3, 3, 0, 1, 1, 1, 1, 1, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 3, 1, 3, 0, 0, 3, 0, 0, 3]",34,17,17,31,14,17,2019 Werder Bremen,1.3498884541258231,1.375515818431912
359,Bundesliga,2019,Wolfsburg,"[3, 3, 1, 1, 1, 3, 3, 1, 1, 0, 0, 3, 0, 0, 3, 1, 0, 0, 0, 3, 1, 3, 3, 1, 1, 3, 0, 3, 0, 3, 1, 0, 3, 0]",34,17,17,49,24,25,2019 Wolfsburg,1.728463118387191,1.7094017094017093
360,Bundesliga,2020,Augsburg,"[3, 3, 1, 0, 0, 3, 0, 1, 1, 0, 1, 3, 0, 3, 0, 0, 0, 3, 0, 0, 0, 1, 3, 0, 3, 0, 3, 0, 1, 0, 0, 0, 3, 0]",34,17,17,36,19,17,2020 Augsburg,2.947286931900036,2.0876826722338206
361,Bundesliga,2020,Bayern Munich,"[3, 0, 3, 3, 3, 3, 3, 1, 3, 1, 1, 3, 3, 3, 0, 3, 3, 3, 3, 3, 1, 0, 3, 3, 3, 3, 3, 1, 3, 3, 0, 3, 1, 3]",34,17,17,78,39,39,2020 Bayern Munich,2.0,1.8181818181818181
362,Bundesliga,2020,Bielefeld,"[1, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 3, 1, 3, 0, 0, 1, 0, 0, 1, 0, 3, 0, 1, 3, 1, 3, 0, 1, 1, 3]",34,17,17,35,17,18,2020 Bielefeld,1.716432661281874,1.7123287671232876
363,Bundesliga,2020,Dortmund,"[3, 0, 3, 3, 3, 3, 0, 3, 0, 1, 0, 3, 0, 3, 3, 1, 0, 0, 3, 0, 1, 3, 3, 0, 3, 1, 0, 3, 3, 3, 3, 3, 3, 3]",34,17,17,64,29,35,2020 Dortmund,1.1230649932170615,1.2239902080783354
364,Bundesliga,2020,Ein Frankfurt,"[1, 3, 3, 1, 0, 1, 1, 1, 1, 1, 0, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 0, 1, 1, 3, 3, 3, 0, 3, 0, 1, 0, 3]",34,17,17,60,27,33,2020 Ein Frankfurt,1.128276757389762,1.2121212121212122
365,Bundesliga,2020,FC Koln,"[0, 0, 0, 1, 1, 0, 1, 0, 3, 1, 3, 0, 1, 0, 0, 1, 3, 0, 3, 3, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 3, 0, 1, 3]",34,17,17,33,15,18,2020 FC Koln,1.3563558844471983,1.4124293785310735
366,Bundesliga,2020,Freiburg,"[3, 1, 0, 1, 1, 0, 0, 0, 1, 1, 3, 3, 3, 3, 3, 0, 1, 3, 0, 3, 1, 0, 3, 0, 0, 3, 0, 0, 3, 1, 0, 3, 1, 0]",34,17,17,45,24,21,2020 Freiburg,3.6384952930693673,2.525252525252525
367,Bundesliga,2020,Hertha,"[3, 0, 0, 0, 0, 1, 3, 0, 1, 3, 1, 1, 0, 3, 0, 1, 0, 0, 0, 0, 1, 0, 0, 3, 0, 3, 1, 1, 1, 3, 1, 3, 1, 0]",34,17,17,35,17,18,2020 Hertha,1.716432661281874,1.663893510815308
368,Bundesliga,2020,Hoffenheim,"[3, 3, 0, 0, 1, 0, 0, 1, 1, 3, 0, 0, 3, 0, 0, 1, 3, 3, 0, 0, 1, 3, 1, 3, 0, 0, 0, 1, 1, 3, 1, 3, 1, 3]",34,17,17,43,19,24,2020 Hoffenheim,1.187700491428748,1.272264631043257
369,Bundesliga,2020,Leverkusen,"[1, 1, 1, 3, 3, 3, 3, 3, 1, 3, 3, 3, 0, 0, 1, 0, 3, 0, 0, 3, 1, 1, 0, 3, 0, 0, 3, 1, 3, 0, 3, 1, 1, 0]",34,17,17,52,32,20,2020 Leverkusen,114.52765604971019,13.41021858656296
370,Bundesliga,2020,MGladbach,"[0, 1, 3, 1, 3, 3, 0, 1, 3, 1, 1, 1, 0, 3, 3, 1, 3, 3, 1, 0, 1, 0, 0, 0, 0, 3, 3, 1, 3, 0, 3, 0, 0, 3]",34,17,17,49,28,21,2020 MGladbach,12.094946192426208,4.672897196261682
371,Bundesliga,2020,Mainz,"[0, 0, 0, 0, 0, 0, 1, 3, 1, 0, 0, 1, 0, 0, 0, 1, 0, 3, 0, 3, 1, 3, 0, 1, 3, 3, 1, 3, 3, 3, 1, 1, 0, 3]",34,17,17,39,7,32,2020 Mainz,1.0000001755260297,1.001001001001001
372,Bundesliga,2020,RB Leipzig,"[3, 1, 3, 3, 3, 0, 3, 1, 3, 1, 3, 3, 1, 3, 0, 1, 3, 0, 3, 3, 3, 3, 3, 3, 1, 3, 0, 3, 1, 0, 3, 0, 1, 0]",34,17,17,65,35,30,2020 RB Leipzig,6.597419921806366,3.6101083032490973
373,Bundesliga,2020,Schalke 04,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0]",34,17,17,16,7,9,2020 Schalke 04,1.4145048113982899,1.402524544179523
374,Bundesliga,2020,Stuttgart,"[0, 3, 1, 3, 1, 1, 1, 1, 0, 3, 3, 1, 0, 0, 3, 1, 0, 0, 3, 0, 1, 3, 3, 1, 3, 0, 3, 0, 0, 0, 0, 3, 3, 0]",34,17,17,45,22,23,2020 Stuttgart,1.727024202984963,1.5873015873015872
375,Bundesliga,2020,Union Berlin,"[0, 1, 3, 1, 1, 3, 3, 3, 1, 0, 1, 1, 3, 3, 1, 3, 0, 0, 1, 0, 1, 3, 1, 1, 3, 0, 1, 1, 3, 0, 3, 0, 1, 3]",34,17,17,50,28,22,2020 Union Berlin,8.522472542384548,3.952569169960474
376,Bundesliga,2020,Werder Bremen,"[0, 3, 3, 1, 1, 1, 1, 1, 0, 0, 0, 0, 3, 0, 1, 3, 0, 3, 1, 1, 0, 3, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",34,17,17,31,18,13,2020 Werder Bremen,7.09815163113516,3.5211267605633805
377,Bundesliga,2020,Wolfsburg,"[1, 1, 1, 1, 3, 1, 3, 3, 3, 1, 3, 0, 3, 0, 1, 1, 3, 3, 3, 3, 1, 3, 3, 0, 3, 3, 3, 0, 0, 3, 0, 3, 1, 0]",34,17,17,61,29,32,2020 Wolfsburg,1.3742067647189347,1.408450704225352
