,League,Season,Team,Sequence
361,Bundesliga,2020,Bayern Munich,"[3, 0, 3, 3, 3, 3, 3, 1, 3, 1, 1, 3, 3, 3, 0, 3, 3, 3, 3, 3, 1, 0, 3, 3, 3, 3, 3, 1, 3, 3, 0, 3, 1, 3]"
362,Bundesliga,2020,Bielefeld,"[1, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 3, 1, 3, 0, 0, 1, 0, 0, 1, 0, 3, 0, 1, 3, 1, 3, 0, 1, 1, 3]"
363,Bundesliga,2020,Dortmund,"[3, 0, 3, 3, 3, 3, 0, 3, 0, 1, 0, 3, 0, 3, 3, 1, 0, 0, 3, 0, 1, 3, 3, 0, 3, 1, 0, 3, 3, 3, 3, 3, 3, 3]"
364,Bundesliga,2020,Ein Frankfurt,"[1, 3, 3, 1, 0, 1, 1, 1, 1, 1, 0, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 0, 1, 1, 3, 3, 3, 0, 3, 0, 1, 0, 3]"
365,Bundesliga,2020,FC Koln,"[0, 0, 0, 1, 1, 0, 1, 0, 3, 1, 3, 0, 1, 0, 0, 1, 3, 0, 3, 3, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 3, 0, 1, 3]"
366,Bundesliga,2020,Freiburg,"[3, 1, 0, 1, 1, 0, 0, 0, 1, 1, 3, 3, 3, 3, 3, 0, 1, 3, 0, 3, 1, 0, 3, 0, 0, 3, 0, 0, 3, 1, 0, 3, 1, 0]"
367,Bundesliga,2020,Hertha,"[3, 0, 0, 0, 0, 1, 3, 0, 1, 3, 1, 1, 0, 3, 0, 1, 0, 0, 0, 0, 1, 0, 0, 3, 0, 3, 1, 1, 1, 3, 1, 3, 1, 0]"
368,Bundesliga,2020,Hoffenheim,"[3, 3, 0, 0, 1, 0, 0, 1, 1, 3, 0, 0, 3, 0, 0, 1, 3, 3, 0, 0, 1, 3, 1, 3, 0, 0, 0, 1, 1, 3, 1, 3, 1, 3]"
369,Bundesliga,2020,Leverkusen,"[1, 1, 1, 3, 3, 3, 3, 3, 1, 3, 3, 3, 0, 0, 1, 0, 3, 0, 0, 3, 1, 1, 0, 3, 0, 0, 3, 1, 3, 0, 3, 1, 1, 0]"
370,Bundesliga,2020,MGladbach,"[0, 1, 3, 1, 3, 3, 0, 1, 3, 1, 1, 1, 0, 3, 3, 1, 3, 3, 1, 0, 1, 0, 0, 0, 0, 3, 3, 1, 3, 0, 3, 0, 0, 3]"
371,Bundesliga,2020,Mainz,"[0, 0, 0, 0, 0, 0, 1, 3, 1, 0, 0, 1, 0, 0, 0, 1, 0, 3, 0, 3, 1, 3, 0, 1, 3, 3, 1, 3, 3, 3, 1, 1, 0, 3]"
372,Bundesliga,2020,RB Leipzig,"[3, 1, 3, 3, 3, 0, 3, 1, 3, 1, 3, 3, 1, 3, 0, 1, 3, 0, 3, 3, 3, 3, 3, 3, 1, 3, 0, 3, 1, 0, 3, 0, 1, 0]"
373,Bundesliga,2020,Schalke 04,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0]"
374,Bundesliga,2020,Stuttgart,"[0, 3, 1, 3, 1, 1, 1, 1, 0, 3, 3, 1, 0, 0, 3, 1, 0, 0, 3, 0, 1, 3, 3, 1, 3, 0, 3, 0, 0, 0, 0, 3, 3, 0]"
375,Bundesliga,2020,Union Berlin,"[0, 1, 3, 1, 1, 3, 3, 3, 1, 0, 1, 1, 3, 3, 1, 3, 0, 0, 1, 0, 1, 3, 1, 1, 3, 0, 1, 1, 3, 0, 3, 0, 1, 3]"
376,Bundesliga,2020,Werder Bremen,"[0, 3, 3, 1, 1, 1, 1, 1, 0, 0, 0, 0, 3, 0, 1, 3, 0, 3, 1, 1, 0, 3, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
377,Bundesliga,2020,Wolfsburg,"[1, 1, 1, 1, 3, 1, 3, 3, 3, 1, 3, 0, 3, 0, 1, 1, 3, 3, 3, 3, 1, 3, 3, 0, 3, 3, 3, 0, 0, 3, 0, 3, 1, 0]"
378,Bundesliga,2021,Augsburg,"[0, 1, 0, 1, 3, 0, 0, 1, 0, 3, 0, 3, 1, 0, 3, 1, 1, 0, 1, 0, 3, 0, 0, 1, 3, 0, 3, 3, 0, 0, 3, 0, 0, 3]"
379,Bundesliga,2021,Bayern Munich,"[1, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 0, 3, 3, 3, 0, 3, 3, 1, 1, 3, 3, 3, 3, 3, 0, 1, 1]"
380,Bundesliga,2021,Bielefeld,"[1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 3, 1, 0, 1, 0, 3, 3, 1, 1, 3, 1, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
381,Bundesliga,2021,Bochum,"[0, 3, 0, 0, 0, 1, 0, 3, 3, 0, 3, 0, 3, 3, 1, 0, 0, 3, 0, 1, 1, 3, 1, 0, 3, 0, 0, 3, 1, 0, 0, 3, 3, 0]"
382,Bundesliga,2021,Dortmund,"[3, 0, 3, 3, 3, 0, 3, 3, 3, 3, 0, 3, 3, 0, 1, 3, 0, 3, 3, 3, 0, 3, 3, 1, 3, 3, 1, 0, 3, 3, 0, 0, 3, 3]"
383,Bundesliga,2021,Ein Frankfurt,"[0, 1, 1, 1, 1, 1, 3, 0, 0, 1, 3, 3, 3, 0, 3, 3, 3, 0, 1, 0, 3, 0, 0, 0, 3, 3, 1, 1, 0, 0, 1, 0, 1, 1]"
384,Bundesliga,2021,FC Koln,"[3, 0, 3, 1, 1, 1, 3, 0, 1, 0, 1, 1, 3, 1, 0, 3, 3, 3, 0, 1, 3, 0, 3, 1, 0, 3, 1, 0, 3, 3, 3, 3, 0, 0]"
385,Bundesliga,2021,Freiburg,"[1, 3, 3, 1, 1, 3, 3, 1, 3, 3, 0, 0, 0, 3, 0, 1, 3, 1, 0, 3, 0, 1, 3, 3, 1, 3, 1, 0, 3, 3, 1, 3, 0, 0]"
386,Bundesliga,2021,Greuther Furth,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 1, 1, 3, 0, 3, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]"
387,Bundesliga,2021,Hertha,"[0, 0, 0, 3, 3, 0, 0, 3, 3, 0, 1, 0, 1, 1, 3, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 3, 3, 1, 0, 0]"
388,Bundesliga,2021,Hoffenheim,"[3, 1, 0, 0, 1, 3, 0, 3, 0, 3, 0, 3, 3, 3, 3, 1, 1, 3, 0, 0, 0, 3, 3, 3, 3, 1, 0, 0, 0, 1, 1, 0, 0, 0]"
389,Bundesliga,2021,Leverkusen,"[1, 3, 3, 0, 3, 3, 3, 0, 1, 0, 1, 3, 3, 3, 0, 1, 0, 1, 3, 3, 3, 3, 0, 3, 1, 0, 3, 3, 1, 0, 3, 3, 3, 3]"
390,Bundesliga,2021,MGladbach,"[1, 0, 0, 3, 0, 3, 3, 1, 0, 3, 1, 3, 0, 0, 0, 0, 1, 3, 0, 0, 1, 3, 0, 1, 0, 3, 3, 1, 3, 0, 1, 3, 1, 3]"
391,Bundesliga,2021,Mainz,"[3, 0, 3, 3, 1, 0, 0, 0, 3, 3, 1, 1, 0, 3, 0, 3, 0, 0, 3, 0, 3, 1, 3, 0, 0, 3, 1, 0, 0, 1, 0, 3, 3, 1]"
392,Bundesliga,2021,RB Leipzig,"[0, 3, 0, 0, 1, 3, 3, 1, 3, 1, 3, 0, 0, 0, 3, 1, 0, 3, 3, 3, 0, 3, 3, 3, 1, 3, 1, 3, 3, 3, 0, 0, 3, 1]"
393,Bundesliga,2021,Stuttgart,"[3, 0, 0, 1, 0, 1, 3, 1, 1, 0, 0, 0, 3, 1, 3, 0, 0, 1, 0, 0, 0, 0, 1, 0, 3, 1, 3, 1, 0, 1, 0, 1, 1, 3]"
394,Bundesliga,2021,Union Berlin,"[1, 1, 3, 1, 0, 3, 3, 3, 1, 0, 1, 3, 0, 3, 0, 1, 3, 1, 3, 3, 0, 0, 0, 3, 0, 1, 0, 3, 3, 3, 3, 1, 3, 3]"
395,Bundesliga,2021,Wolfsburg,"[3, 3, 3, 3, 1, 0, 0, 0, 0, 3, 3, 1, 0, 0, 0, 0, 0, 0, 1, 0, 3, 3, 0, 1, 3, 0, 0, 0, 3, 0, 3, 1, 3, 1]"
396,Bundesliga,2022,Augsburg,"[0, 3, 0, 0, 0, 3, 3, 3, 1, 0, 1, 0, 0, 1, 0, 0, 3, 0, 3, 0, 3, 0, 3, 0, 1, 1, 0, 0, 1, 1, 3, 0, 0, 0]"
397,Bundesliga,2022,Bayern Munich,"[3, 3, 3, 1, 1, 1, 0, 3, 1, 3, 3, 3, 3, 3, 3, 1, 1, 1, 3, 3, 0, 3, 3, 3, 0, 3, 3, 1, 0, 3, 3, 3, 0, 3]"
398,Bundesliga,2022,Bochum,"[0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 3, 3, 3, 0, 0, 3, 0, 0, 0, 0, 3, 3, 1, 0, 1, 0, 1, 0, 3, 1, 3]"
399,Bundesliga,2022,Dortmund,"[3, 3, 0, 3, 3, 0, 3, 0, 1, 0, 3, 3, 3, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 0, 3, 1, 3, 1, 3, 3, 3, 1]"
400,Bundesliga,2022,Ein Frankfurt,"[0, 1, 1, 3, 3, 0, 3, 3, 0, 3, 3, 0, 3, 3, 1, 3, 1, 1, 3, 0, 3, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 3, 1, 3]"
401,Bundesliga,2022,FC Koln,"[3, 1, 1, 1, 3, 0, 1, 3, 0, 3, 0, 1, 0, 0, 0, 3, 1, 1, 1, 3, 0, 0, 1, 0, 0, 1, 3, 1, 3, 0, 3, 3, 1, 0]"
402,Bundesliga,2022,Freiburg,"[3, 0, 3, 3, 3, 1, 1, 3, 1, 0, 3, 3, 3, 0, 3, 0, 1, 3, 0, 3, 3, 1, 1, 3, 1, 1, 0, 3, 3, 3, 0, 0, 3, 0]"
403,Bundesliga,2022,Hertha,"[0, 1, 0, 0, 3, 1, 1, 1, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 3, 0, 1, 3]"
404,Bundesliga,2022,Hoffenheim,"[0, 3, 3, 3, 0, 3, 1, 1, 0, 3, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 1, 0, 0, 3, 0, 3, 1]"
405,Bundesliga,2022,Leverkusen,"[0, 0, 0, 3, 0, 1, 1, 0, 3, 0, 1, 0, 3, 3, 3, 3, 3, 0, 0, 3, 0, 1, 3, 3, 3, 3, 3, 1, 3, 1, 0, 1, 1, 0]"
406,Bundesliga,2022,MGladbach,"[3, 1, 3, 1, 0, 1, 3, 0, 3, 1, 0, 0, 3, 0, 3, 0, 0, 3, 1, 0, 3, 0, 1, 0, 1, 1, 3, 1, 0, 0, 3, 0, 1, 3]"
407,Bundesliga,2022,Mainz,"[3, 1, 3, 0, 3, 0, 1, 0, 1, 3, 3, 0, 0, 0, 1, 1, 0, 3, 0, 3, 3, 3, 3, 1, 1, 3, 1, 1, 3, 0, 0, 0, 0, 1]"
408,Bundesliga,2022,RB Leipzig,"[1, 1, 0, 3, 0, 3, 0, 3, 1, 3, 1, 3, 3, 3, 3, 1, 3, 3, 1, 0, 3, 3, 0, 3, 0, 0, 3, 3, 0, 3, 3, 3, 3, 3]"
409,Bundesliga,2022,Schalke 04,"[0, 1, 1, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 1, 1, 1, 3, 3, 1, 1, 0, 0, 3, 0, 3, 3, 0, 1, 0]"
410,Bundesliga,2022,Stuttgart,"[1, 1, 0, 1, 1, 1, 0, 0, 0, 3, 0, 3, 0, 3, 0, 1, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 3, 1, 1, 3, 0, 1, 3, 1]"
411,Bundesliga,2022,Union Berlin,"[3, 1, 3, 3, 1, 3, 3, 0, 3, 3, 0, 3, 0, 1, 0, 3, 3, 3, 3, 3, 1, 0, 1, 1, 3, 3, 0, 1, 3, 1, 0, 3, 0, 3]"
412,Bundesliga,2022,Werder Bremen,"[1, 1, 3, 0, 3, 0, 1, 3, 3, 0, 0, 3, 3, 0, 0, 0, 0, 3, 3, 0, 0, 3, 0, 0, 1, 0, 1, 0, 3, 0, 0, 0, 1, 0]"
413,Bundesliga,2022,Wolfsburg,"[1, 0, 1, 0, 0, 3, 0, 3, 1, 1, 1, 3, 3, 3, 3, 3, 3, 0, 0, 1, 0, 3, 1, 1, 3, 1, 0, 1, 3, 3, 0, 3, 0, 0]"
414,Bundesliga,2023,Augsburg,"[1, 0, 1, 0, 3, 0, 0, 3, 3, 1, 1, 1, 3, 0, 1, 0, 0, 3, 0, 1, 1, 0, 3, 3, 3, 3, 1, 0, 3, 0, 0, 0, 0, 0]"
415,Bundesliga,2023,Bayern Munich,"[3, 3, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 0, 3, 3, 3, 0, 0, 3, 1, 3, 3, 0, 0, 3, 3, 3, 0, 3, 0]"
416,Bundesliga,2023,Bochum,"[0, 1, 1, 1, 0, 0, 1, 0, 1, 3, 1, 1, 3, 0, 3, 0, 1, 3, 0, 1, 1, 3, 0, 0, 0, 0, 1, 0, 1, 0, 3, 3, 0, 0]"
417,Bundesliga,2023,Darmstadt,"[0, 0, 0, 1, 0, 3, 3, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0]"
418,Bundesliga,2023,Dortmund,"[3, 1, 1, 3, 3, 3, 3, 3, 1, 0, 0, 3, 1, 0, 1, 1, 3, 3, 3, 1, 3, 1, 0, 3, 3, 3, 3, 0, 3, 1, 0, 3, 0, 3]"
419,Bundesliga,2023,Ein Frankfurt,"[3, 1, 1, 1, 1, 0, 3, 3, 1, 3, 1, 0, 0, 3, 0, 3, 3, 1, 3, 0, 1, 1, 1, 3, 3, 0, 1, 1, 0, 3, 0, 0, 1, 1]"
420,Bundesliga,2023,FC Koln,"[0, 0, 1, 0, 0, 0, 0, 3, 0, 1, 1, 0, 3, 1, 0, 0, 1, 0, 1, 3, 1, 0, 1, 0, 1, 0, 1, 3, 0, 0, 1, 1, 3, 0]"
421,Bundesliga,2023,Freiburg,"[3, 3, 0, 0, 1, 3, 0, 3, 0, 1, 0, 1, 3, 3, 3, 0, 1, 3, 0, 0, 0, 1, 0, 1, 3, 0, 3, 0, 3, 1, 0, 1, 1, 0]"
422,Bundesliga,2023,Heidenheim,"[0, 0, 1, 3, 0, 3, 0, 0, 0, 3, 0, 1, 0, 3, 3, 3, 1, 1, 1, 1, 3, 0, 1, 0, 0, 1, 1, 3, 1, 0, 3, 1, 1, 3]"
423,Bundesliga,2023,Hoffenheim,"[0, 3, 3, 3, 3, 0, 3, 0, 3, 0, 1, 1, 0, 3, 0, 1, 0, 0, 1, 1, 1, 0, 3, 3, 0, 0, 0, 3, 0, 3, 0, 1, 3, 3]"
424,Bundesliga,2023,Leverkusen,"[3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 3]"
425,Bundesliga,2023,MGladbach,"[1, 0, 0, 1, 0, 3, 1, 0, 3, 1, 3, 0, 3, 0, 1, 0, 3, 0, 1, 0, 1, 0, 3, 1, 1, 1, 0, 3, 0, 0, 1, 1, 1, 0]"
426,Bundesliga,2023,Mainz,"[0, 1, 0, 0, 0, 0, 1, 0, 1, 3, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 3, 0, 1, 0, 3, 1, 3, 3, 1, 1, 1, 3, 3]"
427,Bundesliga,2023,RB Leipzig,"[0, 3, 3, 3, 3, 1, 1, 3, 3, 0, 3, 0, 3, 3, 3, 1, 0, 0, 0, 3, 1, 3, 0, 3, 3, 3, 1, 3, 3, 3, 3, 1, 1, 1]"
428,Bundesliga,2023,Stuttgart,"[3, 0, 3, 3, 3, 3, 3, 3, 0, 0, 3, 3, 3, 1, 0, 3, 0, 0, 3, 3, 3, 3, 1, 3, 3, 3, 1, 3, 3, 0, 1, 3, 3, 3]"
429,Bundesliga,2023,Union Berlin,"[3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 3, 1, 0, 3, 0, 1, 3, 3, 1, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 3]"
430,Bundesliga,2023,Werder Bremen,"[0, 0, 3, 0, 3, 0, 0, 0, 3, 1, 1, 0, 0, 3, 1, 1, 1, 3, 3, 3, 0, 3, 1, 0, 0, 0, 0, 1, 0, 3, 3, 1, 1, 3]"
431,Bundesliga,2023,Wolfsburg,"[3, 3, 0, 3, 0, 3, 0, 0, 0, 1, 0, 3, 0, 0, 3, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 3, 0, 0, 3, 3, 3, 0, 0]"
432,Bundesliga,2024,Augsburg,"[1, 0, 3, 0, 0, 3, 0, 3, 1, 1, 0, 3, 1, 0, 0, 0, 3, 3, 3, 1, 1, 1, 3, 1, 3, 3, 1, 0, 3, 1, 0, 0, 0, 0]"
433,Bundesliga,2024,Bayern Munich,"[3, 3, 3, 3, 1, 1, 3, 3, 3, 3, 3, 1, 3, 0, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 0, 1, 3, 3, 1, 3, 3, 1, 3, 3]"
434,Bundesliga,2024,Bochum,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 3, 0, 3, 1, 0, 0, 1, 3, 1, 0, 3, 0, 0, 0, 0, 0, 1, 1, 0, 3]"
435,Bundesliga,2024,Dortmund,"[3, 1, 3, 0, 3, 0, 3, 0, 3, 0, 3, 1, 1, 1, 3, 0, 0, 0, 1, 3, 0, 0, 3, 3, 0, 0, 3, 3, 1, 3, 3, 3, 3, 3]"
436,Bundesliga,2024,Ein Frankfurt,"[0, 3, 3, 3, 3, 1, 0, 1, 3, 3, 3, 3, 1, 0, 0, 3, 3, 3, 1, 1, 1, 3, 0, 0, 0, 3, 3, 0, 3, 1, 3, 1, 1, 3]"
437,Bundesliga,2024,Freiburg,"[3, 0, 3, 3, 0, 3, 3, 0, 1, 1, 0, 3, 1, 3, 0, 3, 0, 0, 0, 3, 3, 3, 3, 1, 1, 1, 0, 0, 3, 3, 3, 1, 3, 0]"
438,Bundesliga,2024,Heidenheim,"[3, 3, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 1, 0, 1, 3, 3, 0, 0, 0, 3, 1, 3, 0]"
439,Bundesliga,2024,Hoffenheim,"[3, 0, 0, 0, 0, 1, 3, 1, 0, 1, 3, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 3, 1, 3, 1, 0, 1, 0, 3, 0, 0, 1, 1, 0]"
440,Bundesliga,2024,Holstein Kiel,"[0, 0, 0, 1, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 3, 0, 1, 0, 1, 0, 0, 3, 1, 0, 0, 1, 0, 1, 3, 3, 0, 0]"
441,Bundesliga,2024,Leverkusen,"[3, 0, 3, 3, 1, 1, 3, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 1, 1, 3, 3, 0, 3, 3, 3, 1, 1, 3, 1, 0, 1]"
442,Bundesliga,2024,M'gladbach,"[0, 0, 0, 3, 3, 1, 3, 0, 3, 0, 3, 3, 1, 0, 0, 0, 1, 0, 0]"
443,Bundesliga,2024,MGladbach,"[0, 3, 0, 0, 3, 0, 3, 1, 3, 1, 3, 0, 1, 3, 3]"
444,Bundesliga,2024,Mainz,"[1, 1, 0, 3, 0, 3, 0, 1, 1, 3, 3, 3, 0, 3, 3, 3, 0, 0, 3, 0, 1, 3, 3, 3, 3, 1, 0, 1, 0, 1, 0, 1, 3, 1]"
445,Bundesliga,2024,RB Leipzig,"[3, 3, 1, 1, 3, 3, 3, 3, 0, 1, 0, 0, 3, 3, 0, 3, 0, 1, 1, 1, 3, 1, 1, 0, 1, 3, 0, 3, 3, 1, 0, 1, 1, 0]"
446,Bundesliga,2024,St Pauli,"[0, 0, 0, 1, 3, 0, 0, 1, 3, 0, 0, 3, 0, 0, 3, 0, 0, 3, 3, 1, 0, 0, 0, 0, 1, 3, 0, 1, 3, 1, 1, 0, 1, 0]"
447,Bundesliga,2024,Stuttgart,"[0, 1, 3, 3, 1, 1, 0, 3, 1, 0, 3, 1, 3, 3, 0, 3, 3, 3, 0, 0, 3, 0, 1, 0, 1, 0, 0, 3, 0, 1, 0, 3, 3, 3]"
448,Bundesliga,2024,Union Berlin,"[1, 3, 1, 3, 0, 3, 3, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 3, 0, 0, 0, 3, 1, 3, 3, 1, 1, 1, 1, 0, 3]"
449,Bundesliga,2024,Werder Bremen,"[1, 1, 3, 0, 3, 0, 3, 1, 0, 3, 0, 1, 3, 3, 3, 0, 1, 0, 1, 3, 0, 0, 0, 0, 3, 0, 3, 3, 3, 3, 1, 1, 1, 3]"
450,Bundesliga,2024,Wolfsburg,"[0, 3, 0, 0, 1, 3, 0, 1, 1, 3, 3, 3, 3, 0, 0, 3, 3, 0, 1, 1, 1, 3, 1, 3, 1, 0, 0, 0, 0, 1, 0, 0, 1, 3]"
451,Premier_League,2000,Arsenal,"[0, 3, 3, 1, 1, 3, 1, 3, 3, 3, 3, 3, 1, 0, 0, 3, 3, 1, 0, 3, 1, 0, 1, 1, 3, 3, 3, 0, 3, 1, 3, 3, 0, 3, 3, 3, 1, 0]"
452,Premier_League,2000,Aston Villa,"[1, 1, 0, 3, 3, 1, 3, 0, 1, 3, 3, 3, 0, 1, 1, 1, 1, 3, 0, 0, 0, 0, 0, 3, 1, 0, 1, 3, 1, 3, 3, 1, 3, 1, 1, 1, 3, 0]"
453,Premier_League,2000,Bradford,"[0, 3, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 3, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 3, 3, 0, 0, 1, 0, 1]"
454,Premier_League,2000,Charlton,"[3, 0, 0, 1, 1, 3, 3, 1, 0, 3, 0, 3, 0, 3, 0, 0, 1, 0, 3, 0, 3, 3, 1, 1, 3, 1, 3, 1, 1, 0, 3, 0, 0, 1, 3, 3, 0, 0]"
455,Premier_League,2000,Chelsea,"[3, 0, 1, 1, 1, 0, 1, 3, 0, 3, 3, 0, 1, 0, 0, 3, 3, 0, 3, 1, 3, 1, 3, 3, 0, 1, 1, 3, 0, 3, 3, 3, 3, 0, 0, 3, 1, 3]"
456,Premier_League,2000,Coventry,"[0, 3, 3, 0, 1, 0, 0, 1, 3, 0, 0, 0, 0, 0, 1, 0, 3, 0, 1, 3, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 3, 3, 0, 3, 0, 0, 0, 1]"
457,Premier_League,2000,Derby,"[1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 3, 0, 3, 0, 3, 3, 1, 0, 3, 0, 1, 0, 3, 1, 3, 3, 1, 0, 0, 0, 3, 0, 0, 3, 1]"
458,Premier_League,2000,Everton,"[0, 3, 1, 0, 3, 0, 1, 0, 1, 3, 0, 0, 3, 3, 3, 0, 0, 1, 0, 0, 0, 1, 3, 1, 0, 1, 3, 0, 1, 0, 3, 3, 0, 0, 0, 3, 0, 1]"
459,Premier_League,2000,Ipswich,"[0, 1, 3, 0, 0, 3, 1, 3, 1, 3, 3, 0, 3, 3, 3, 0, 3, 3, 0, 1, 3, 0, 3, 0, 0, 0, 3, 3, 0, 3, 3, 1, 3, 3, 3, 0, 3, 1]"
460,Premier_League,2000,Leeds,"[3, 3, 0, 1, 0, 1, 3, 3, 0, 1, 3, 1, 0, 3, 0, 0, 3, 0, 0, 1, 3, 0, 3, 3, 3, 1, 1, 3, 1, 3, 3, 3, 3, 3, 3, 0, 3, 3]"
461,Premier_League,2000,Leicester,"[1, 3, 1, 3, 3, 3, 1, 1, 0, 0, 3, 3, 1, 3, 0, 3, 0, 3, 3, 0, 0, 0, 1, 0, 3, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
462,Premier_League,2000,Liverpool,"[3, 0, 1, 3, 3, 1, 1, 0, 3, 3, 3, 0, 3, 0, 0, 3, 0, 3, 3, 0, 3, 3, 1, 1, 3, 1, 0, 1, 3, 1, 0, 3, 3, 3, 3, 3, 1, 3]"
463,Premier_League,2000,Man City,"[0, 3, 0, 3, 0, 1, 1, 0, 3, 3, 0, 0, 0, 0, 0, 0, 3, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 3, 0, 1, 0, 0, 0, 3, 1, 3, 0, 0]"
464,Premier_League,2000,Man United,"[3, 1, 1, 3, 3, 3, 1, 0, 3, 3, 3, 3, 3, 3, 3, 3, 1, 0, 3, 3, 1, 3, 3, 3, 3, 3, 1, 3, 1, 3, 0, 3, 3, 1, 3, 0, 0, 0]"
465,Premier_League,2000,Middlesbrough,"[3, 1, 0, 1, 0, 1, 1, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 3, 1, 1, 3, 1, 1, 1, 1, 0, 1, 3, 0, 1, 3, 0, 3, 0, 1, 3]"
466,Premier_League,2000,Newcastle,"[0, 3, 3, 3, 1, 0, 0, 3, 3, 0, 0, 3, 1, 0, 3, 1, 0, 3, 0, 3, 1, 0, 3, 3, 0, 0, 0, 1, 0, 1, 0, 3, 1, 3, 1, 0, 1, 3]"
467,Premier_League,2000,Southampton,"[1, 0, 1, 1, 0, 3, 3, 0, 1, 0, 0, 3, 1, 3, 0, 0, 3, 0, 1, 3, 3, 0, 1, 1, 3, 3, 3, 3, 3, 0, 0, 0, 1, 0, 1, 0, 3, 3]"
468,Premier_League,2000,Sunderland,"[3, 0, 0, 1, 0, 3, 1, 1, 3, 1, 3, 0, 1, 3, 3, 3, 3, 0, 3, 3, 1, 3, 3, 1, 0, 0, 1, 0, 1, 3, 0, 1, 0, 0, 1, 3, 3, 1]"
469,Premier_League,2000,Tottenham,"[3, 1, 0, 3, 3, 0, 1, 0, 0, 3, 0, 3, 0, 3, 3, 0, 1, 1, 1, 0, 0, 3, 1, 1, 1, 1, 3, 0, 0, 3, 0, 3, 3, 0, 0, 1, 0, 3]"
470,Premier_League,2000,West Ham,"[0, 0, 1, 1, 0, 1, 3, 1, 1, 0, 3, 1, 3, 3, 3, 3, 1, 1, 0, 3, 0, 0, 1, 1, 0, 1, 3, 0, 0, 0, 0, 1, 3, 0, 0, 0, 3, 0]"
471,Premier_League,2001,Arsenal,"[3, 0, 3, 1, 3, 1, 3, 3, 1, 1, 0, 1, 3, 3, 3, 1, 0, 3, 3, 3, 1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
