,League,Season,Team,Sequence
1085,La_Liga,2007,Murcia,"[3, 1, 1, 0, 0, 3, 1, 0, 3, 1, 0, 0, 1, 1, 0, 3, 1, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 1, 0, 0, 0, 0]"
1086,La_Liga,2007,Osasuna,"[1, 1, 0, 3, 0, 3, 0, 1, 3, 0, 0, 0, 3, 1, 1, 0, 3, 0, 0, 3, 0, 0, 3, 0, 3, 1, 3, 1, 0, 3, 0, 3, 0, 0, 0, 0, 3, 0]"
1087,La_Liga,2007,Real Madrid,"[3, 3, 3, 1, 3, 3, 3, 0, 3, 3, 0, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 0, 0, 3, 3, 0, 0, 3, 1, 3, 3, 3, 3, 3, 1, 3]"
1088,La_Liga,2007,Recreativo,"[1, 1, 0, 3, 3, 0, 0, 0, 0, 1, 0, 3, 0, 3, 3, 1, 1, 1, 0, 1, 0, 0, 3, 3, 1, 0, 0, 3, 0, 1, 3, 1, 0, 3, 0, 0, 3, 1]"
1089,La_Liga,2007,Santander,"[1, 1, 3, 0, 0, 3, 3, 1, 3, 1, 1, 3, 3, 0, 3, 0, 0, 3, 3, 0, 1, 1, 0, 1, 3, 3, 3, 0, 3, 3, 0, 3, 0, 0, 3, 0, 1, 3]"
1090,La_Liga,2007,Sevilla,"[3, 3, 0, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 1, 3, 1, 3, 3, 0, 0, 3, 3, 1, 3, 3, 0, 3, 3, 0, 0, 3, 3, 0, 1, 3, 3, 3, 3]"
1091,La_Liga,2007,Valencia,"[0, 3, 3, 3, 3, 3, 0, 3, 0, 0, 3, 3, 0, 0, 1, 0, 1, 1, 0, 0, 0, 3, 3, 1, 1, 0, 1, 0, 3, 0, 0, 0, 0, 3, 0, 3, 3, 3]"
1092,La_Liga,2007,Valladolid,"[3, 1, 0, 1, 0, 0, 0, 0, 1, 1, 3, 3, 0, 3, 0, 1, 1, 3, 3, 3, 0, 0, 0, 1, 3, 0, 0, 1, 0, 3, 3, 1, 0, 3, 0, 1, 1, 1]"
1093,La_Liga,2007,Villarreal,"[3, 0, 3, 3, 3, 3, 0, 3, 0, 3, 3, 3, 1, 0, 0, 3, 1, 0, 3, 3, 0, 1, 3, 1, 3, 1, 3, 3, 3, 3, 0, 0, 3, 3, 3, 3, 3, 3]"
1094,La_Liga,2007,Zaragoza,"[0, 1, 1, 3, 0, 3, 3, 0, 3, 3, 0, 0, 1, 0, 1, 1, 1, 0, 1, 3, 1, 3, 0, 0, 0, 0, 3, 0, 1, 0, 0, 1, 3, 1, 3, 0, 1, 0]"
1095,La_Liga,2008,Almeria,"[3, 1, 3, 0, 3, 1, 0, 0, 1, 0, 3, 0, 0, 0, 1, 0, 3, 1, 1, 3, 0, 0, 3, 1, 3, 0, 0, 0, 3, 0, 3, 0, 3, 3, 3, 0, 0, 0]"
1096,La_Liga,2008,Ath Bilbao,"[0, 1, 3, 1, 0, 0, 0, 0, 0, 1, 3, 0, 3, 1, 3, 3, 1, 3, 3, 0, 3, 0, 1, 1, 0, 0, 0, 0, 3, 0, 0, 3, 3, 1, 3, 0, 0, 0]"
1097,La_Liga,2008,Ath Madrid,"[3, 0, 3, 3, 0, 0, 0, 1, 3, 1, 3, 1, 3, 3, 3, 3, 0, 0, 1, 1, 0, 3, 1, 0, 3, 1, 3, 0, 0, 3, 3, 0, 3, 3, 3, 3, 3, 3]"
1098,La_Liga,2008,Barcelona,"[0, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 0, 0, 3, 3, 3, 3, 3, 3, 3, 1, 3, 1, 0, 0, 1]"
1099,La_Liga,2008,Betis,"[0, 1, 1, 0, 0, 0, 3, 3, 0, 3, 3, 3, 0, 1, 0, 0, 0, 0, 3, 0, 1, 3, 1, 0, 1, 1, 1, 1, 1, 3, 3, 0, 0, 0, 0, 3, 1, 1]"
1100,La_Liga,2008,Espanol,"[3, 3, 1, 0, 0, 1, 1, 0, 3, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 3, 0, 0, 1, 0, 3, 1, 3, 3, 3, 3, 0, 3, 3, 3]"
1101,La_Liga,2008,Getafe,"[3, 1, 1, 0, 3, 1, 0, 3, 1, 0, 0, 1, 3, 1, 3, 0, 0, 0, 0, 3, 1, 1, 1, 1, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 3, 1, 3, 1]"
1102,La_Liga,2008,La Coruna,"[3, 0, 1, 1, 0, 3, 1, 0, 3, 3, 0, 3, 3, 3, 0, 3, 3, 0, 0, 0, 3, 1, 1, 1, 3, 3, 0, 1, 0, 0, 3, 3, 1, 3, 3, 1, 0, 1]"
1103,La_Liga,2008,Malaga,"[0, 1, 0, 0, 3, 3, 3, 3, 0, 0, 1, 1, 3, 0, 3, 1, 3, 3, 3, 1, 0, 3, 1, 3, 0, 3, 1, 0, 0, 3, 1, 3, 1, 0, 3, 0, 1, 0]"
1104,La_Liga,2008,Mallorca,"[0, 1, 1, 3, 3, 0, 0, 3, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 3, 3, 3, 1, 1, 3, 0, 3, 1, 3, 3, 3, 0, 3, 3, 0]"
1105,La_Liga,2008,Numancia,"[3, 0, 0, 0, 1, 0, 0, 3, 0, 0, 3, 1, 0, 3, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 1, 1, 0, 0, 0, 3, 1, 3, 0, 0]"
1106,La_Liga,2008,Osasuna,"[1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 3, 0, 1, 0, 3, 1, 0, 0, 1, 3, 3, 1, 3, 1, 0, 1, 3, 3, 3, 0, 0, 1, 0, 0, 1, 3, 3]"
1107,La_Liga,2008,Real Madrid,"[0, 3, 3, 3, 3, 1, 3, 3, 1, 3, 0, 3, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0]"
1108,La_Liga,2008,Recreativo,"[3, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 3, 3, 0, 3, 1, 3, 3, 1, 0, 1, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]"
1109,La_Liga,2008,Santander,"[1, 1, 0, 0, 0, 3, 1, 0, 3, 3, 0, 3, 0, 1, 1, 1, 3, 1, 3, 3, 0, 0, 1, 0, 1, 0, 3, 0, 3, 0, 0, 3, 0, 0, 0, 3, 3, 1]"
1110,La_Liga,2008,Sevilla,"[1, 3, 1, 3, 3, 3, 3, 0, 0, 3, 3, 1, 0, 3, 3, 1, 1, 3, 3, 0, 0, 0, 3, 3, 3, 3, 1, 3, 3, 0, 0, 0, 0, 3, 3, 1, 3, 3]"
1111,La_Liga,2008,Sp Gijon,"[0, 0, 0, 0, 0, 3, 3, 3, 3, 0, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 1, 0, 3, 3, 3]"
1112,La_Liga,2008,Valencia,"[3, 1, 3, 3, 3, 3, 3, 1, 0, 3, 0, 1, 3, 0, 3, 0, 3, 1, 0, 0, 3, 0, 1, 1, 0, 0, 1, 3, 3, 3, 3, 3, 1, 0, 3, 0, 0, 3]"
1113,La_Liga,2008,Valladolid,"[0, 3, 0, 3, 0, 0, 1, 0, 3, 0, 3, 3, 3, 1, 3, 0, 0, 0, 0, 1, 3, 3, 0, 0, 3, 3, 3, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1]"
1114,La_Liga,2008,Villarreal,"[1, 3, 3, 3, 3, 3, 1, 1, 3, 3, 1, 0, 3, 1, 0, 0, 0, 1, 3, 1, 0, 3, 1, 3, 1, 3, 0, 3, 0, 0, 1, 3, 3, 0, 1, 3, 3, 3]"
1115,La_Liga,2009,Almeria,"[1, 0, 3, 1, 1, 0, 3, 0, 0, 3, 0, 0, 0, 1, 0, 3, 1, 1, 0, 1, 3, 1, 3, 3, 1, 3, 0, 3, 0, 1, 0, 0, 1, 0, 0, 3, 1, 0]"
1116,La_Liga,2009,Ath Bilbao,"[3, 3, 3, 0, 0, 1, 0, 0, 3, 3, 1, 3, 0, 3, 3, 0, 1, 3, 0, 0, 3, 0, 3, 1, 3, 1, 1, 0, 3, 0, 3, 0, 1, 1, 0, 1, 0, 3]"
1117,La_Liga,2009,Ath Madrid,"[0, 1, 0, 1, 1, 3, 0, 1, 0, 0, 0, 3, 3, 0, 1, 3, 3, 3, 0, 0, 1, 3, 0, 3, 1, 3, 0, 3, 0, 3, 0, 0, 0, 3, 0, 3, 1, 0]"
1118,La_Liga,2009,Barcelona,"[3, 3, 3, 3, 3, 3, 1, 3, 1, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 0, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3]"
1119,La_Liga,2009,Espanol,"[0, 0, 3, 3, 1, 1, 3, 1, 1, 0, 0, 0, 0, 0, 3, 0, 3, 0, 1, 3, 0, 3, 0, 1, 1, 0, 3, 1, 1, 1, 3, 0, 1, 3, 0, 0, 3, 0]"
1120,La_Liga,2009,Getafe,"[3, 0, 0, 3, 0, 3, 0, 3, 0, 0, 3, 3, 0, 3, 3, 3, 0, 0, 3, 1, 0, 1, 0, 0, 1, 3, 1, 0, 3, 1, 3, 3, 0, 3, 1, 1, 3, 3]"
1121,La_Liga,2009,La Coruna,"[0, 3, 0, 3, 3, 3, 3, 0, 1, 3, 3, 3, 0, 1, 1, 1, 3, 0, 3, 0, 1, 0, 3, 0, 3, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 0]"
1122,La_Liga,2009,Malaga,"[3, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 3, 1, 1, 3, 0, 3, 1, 3, 3, 0, 0, 0, 3, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1]"
1123,La_Liga,2009,Mallorca,"[3, 1, 3, 0, 3, 0, 3, 1, 3, 0, 3, 1, 3, 3, 0, 3, 0, 3, 1, 0, 3, 0, 0, 3, 3, 0, 3, 1, 0, 1, 3, 1, 3, 1, 3, 0, 0, 3]"
1124,La_Liga,2009,Osasuna,"[1, 0, 0, 3, 3, 0, 3, 1, 1, 0, 0, 3, 1, 0, 0, 1, 0, 3, 3, 3, 3, 0, 1, 0, 1, 0, 0, 0, 3, 0, 3, 1, 0, 1, 0, 3, 0, 1]"
1125,La_Liga,2009,Real Madrid,"[3, 3, 3, 3, 3, 0, 3, 1, 3, 3, 3, 0, 3, 3, 3, 1, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 1]"
1126,La_Liga,2009,Santander,"[0, 1, 3, 0, 1, 0, 1, 1, 0, 0, 0, 0, 3, 3, 0, 3, 3, 1, 3, 1, 1, 0, 0, 0, 1, 1, 3, 1, 0, 0, 1, 3, 1, 0, 0, 0, 0, 3]"
1127,La_Liga,2009,Sevilla,"[0, 3, 3, 3, 3, 3, 0, 1, 3, 3, 3, 1, 1, 3, 0, 0, 0, 0, 3, 3, 0, 3, 3, 1, 0, 1, 0, 1, 0, 3, 3, 0, 3, 0, 3, 3, 0, 3]"
1128,La_Liga,2009,Sp Gijon,"[0, 3, 1, 1, 0, 3, 3, 1, 1, 3, 1, 3, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 3, 3, 0, 1, 0, 3, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0]"
1129,La_Liga,2009,Tenerife,"[0, 3, 0, 3, 0, 0, 0, 3, 0, 1, 0, 1, 3, 0, 1, 0, 0, 1, 1, 0, 0, 3, 0, 0, 0, 3, 0, 1, 1, 0, 1, 3, 3, 0, 3, 0, 1, 0]"
1130,La_Liga,2009,Valencia,"[3, 3, 1, 0, 1, 3, 1, 3, 3, 3, 3, 1, 3, 0, 1, 3, 3, 3, 1, 0, 3, 1, 3, 0, 1, 0, 3, 3, 0, 3, 0, 3, 0, 3, 3, 3, 0, 3]"
1131,La_Liga,2009,Valladolid,"[1, 0, 3, 0, 0, 1, 0, 3, 1, 1, 0, 1, 1, 1, 3, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 1, 3, 1, 3, 1, 0, 3, 0]"
1132,La_Liga,2009,Villarreal,"[1, 1, 0, 0, 0, 1, 0, 3, 3, 0, 3, 0, 3, 3, 3, 1, 1, 0, 3, 0, 0, 3, 0, 3, 1, 3, 0, 1, 3, 3, 3, 0, 3, 3, 0, 0, 3, 1]"
1133,La_Liga,2009,Xerez,"[0, 0, 0, 0, 1, 1, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 1, 3, 0, 3, 1, 3, 1, 0, 3, 1, 0, 3, 0, 3, 1]"
1134,La_Liga,2009,Zaragoza,"[3, 0, 0, 1, 3, 0, 1, 0, 3, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 3, 3, 1, 0, 3, 1, 1, 0, 0, 3, 3, 0, 1, 1, 0, 3, 3, 0, 1]"
1135,La_Liga,2010,Almeria,"[1, 1, 0, 0, 3, 1, 0, 1, 1, 1, 0, 0, 0, 1, 3, 0, 0, 0, 1, 3, 0, 3, 0, 1, 0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0]"
1136,La_Liga,2010,Ath Bilbao,"[3, 0, 1, 3, 0, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3, 3, 0, 1, 3, 3, 3, 3, 0, 0, 0, 0, 3, 1, 0, 3, 0, 3, 3, 0, 3, 0, 1, 3]"
1137,La_Liga,2010,Ath Madrid,"[3, 3, 0, 1, 3, 0, 3, 0, 1, 0, 3, 3, 0, 0, 3, 3, 1, 0, 3, 0, 0, 0, 0, 3, 1, 1, 3, 1, 0, 3, 3, 1, 3, 3, 0, 0, 3, 3]"
1138,La_Liga,2010,Barcelona,"[3, 0, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3, 1, 3, 0, 3, 1, 1, 3]"
1139,La_Liga,2010,Espanol,"[3, 0, 3, 0, 3, 0, 3, 3, 0, 3, 1, 3, 3, 3, 0, 0, 0, 3, 3, 3, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 1, 1, 0, 3, 0, 1, 0, 0]"
1140,La_Liga,2010,Getafe,"[0, 3, 1, 0, 3, 3, 0, 3, 0, 0, 0, 1, 3, 3, 3, 3, 0, 1, 0, 0, 0, 3, 1, 0, 1, 1, 0, 1, 0, 0, 0, 3, 0, 0, 3, 0, 3, 1]"
1141,La_Liga,2010,Hercules,"[0, 3, 0, 1, 3, 0, 1, 1, 0, 0, 3, 0, 3, 0, 3, 1, 0, 3, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 3, 1, 0, 3, 0, 0, 1, 0, 1]"
1142,La_Liga,2010,La Coruna,"[1, 1, 1, 0, 0, 0, 1, 0, 3, 3, 1, 3, 0, 3, 0, 1, 3, 0, 0, 0, 1, 0, 3, 1, 1, 1, 3, 0, 0, 3, 1, 3, 0, 0, 1, 3, 1, 0]"
1143,La_Liga,2010,Levante,"[0, 0, 0, 3, 1, 1, 3, 0, 0, 0, 0, 3, 0, 3, 1, 0, 0, 0, 0, 0, 3, 3, 3, 0, 3, 1, 3, 1, 3, 3, 1, 3, 0, 1, 0, 1, 1, 0]"
1144,La_Liga,2010,Malaga,"[0, 3, 0, 3, 0, 1, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 3, 1, 0, 0, 0, 1, 1, 1, 3, 0, 0, 3, 3, 0, 1, 3, 3, 3, 3, 3, 1, 0]"
1145,La_Liga,2010,Mallorca,"[1, 0, 3, 0, 3, 1, 0, 3, 3, 0, 1, 3, 3, 0, 0, 0, 3, 3, 0, 0, 0, 1, 3, 0, 0, 3, 0, 1, 3, 0, 1, 0, 3, 0, 1, 1, 0, 0]"
1146,La_Liga,2010,Osasuna,"[1, 0, 0, 3, 0, 1, 1, 3, 0, 3, 0, 3, 0, 0, 1, 1, 0, 1, 0, 0, 3, 1, 0, 3, 0, 1, 3, 3, 3, 0, 0, 0, 0, 3, 3, 3, 0, 3]"
1147,La_Liga,2010,Real Madrid,"[1, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 1, 3, 0, 3, 3, 3, 1, 3, 3, 3, 3, 0, 3, 1, 3, 0, 3, 3, 3, 3]"
1148,La_Liga,2010,Santander,"[0, 0, 3, 1, 0, 0, 3, 0, 3, 0, 1, 0, 3, 0, 3, 1, 1, 1, 0, 0, 1, 1, 3, 3, 1, 1, 0, 0, 3, 3, 1, 0, 0, 3, 3, 3, 0, 0]"
1149,La_Liga,2010,Sevilla,"[3, 1, 3, 1, 0, 3, 0, 3, 0, 3, 3, 0, 0, 0, 0, 0, 3, 3, 0, 3, 1, 1, 0, 3, 1, 3, 0, 1, 3, 3, 1, 0, 3, 3, 0, 0, 3, 3]"
1150,La_Liga,2010,Sociedad,"[3, 1, 0, 0, 0, 3, 0, 3, 3, 3, 0, 0, 3, 3, 0, 0, 0, 0, 3, 0, 3, 0, 3, 3, 0, 1, 0, 0, 0, 0, 0, 3, 0, 3, 0, 3, 0, 1]"
1151,La_Liga,2010,Sp Gijon,"[0, 3, 1, 0, 0, 1, 3, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 3, 3, 3, 0, 1, 1, 1, 0, 3, 1, 3, 3, 3, 0, 3, 1, 1, 0, 3, 1]"
1152,La_Liga,2010,Valencia,"[3, 3, 3, 1, 3, 3, 0, 0, 1, 0, 3, 1, 3, 0, 1, 3, 3, 3, 3, 3, 1, 3, 3, 1, 3, 0, 3, 0, 0, 3, 3, 3, 0, 0, 3, 1, 1, 3]"
1153,La_Liga,2010,Villarreal,"[0, 3, 3, 3, 3, 3, 1, 3, 1, 3, 0, 1, 3, 3, 0, 3, 3, 0, 3, 3, 3, 0, 0, 1, 1, 3, 0, 1, 3, 0, 0, 3, 0, 3, 1, 1, 0, 0]"
1154,La_Liga,2010,Zaragoza,"[1, 0, 0, 1, 0, 1, 0, 0, 1, 3, 0, 1, 0, 1, 0, 1, 3, 0, 3, 3, 3, 1, 0, 0, 1, 3, 0, 3, 0, 0, 3, 0, 3, 3, 0, 0, 3, 3]"
1155,La_Liga,2011,Ath Bilbao,"[1, 0, 0, 0, 1, 3, 3, 1, 3, 1, 1, 3, 0, 1, 1, 3, 1, 3, 0, 3, 1, 0, 3, 1, 3, 0, 0, 0, 1, 0, 3, 1, 3, 3, 0, 0, 1, 0]"
1156,La_Liga,2011,Ath Madrid,"[1, 0, 3, 3, 0, 1, 1, 1, 0, 3, 0, 3, 0, 3, 0, 0, 1, 3, 3, 3, 1, 1, 1, 0, 1, 3, 0, 3, 0, 3, 0, 0, 3, 3, 1, 1, 3, 3]"
1157,La_Liga,2011,Barcelona,"[3, 1, 3, 1, 3, 3, 3, 1, 3, 3, 1, 3, 0, 3, 3, 3, 1, 3, 3, 1, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 1]"
1158,La_Liga,2011,Betis,"[3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 3, 3, 0, 1, 0, 0, 3, 3, 1, 0, 0, 0, 1, 1, 3, 3, 1, 3, 0, 1, 3, 0, 1]"
1159,La_Liga,2011,Espanol,"[0, 3, 0, 3, 0, 0, 3, 3, 3, 0, 1, 1, 0, 0, 3, 3, 1, 1, 3, 3, 1, 0, 1, 0, 0, 3, 3, 1, 0, 1, 1, 0, 3, 0, 0, 0, 0, 1]"
1160,La_Liga,2011,Getafe,"[1, 0, 0, 0, 3, 0, 1, 1, 1, 0, 3, 0, 3, 0, 3, 3, 1, 1, 3, 3, 0, 0, 1, 1, 0, 3, 3, 1, 3, 0, 3, 0, 3, 0, 0, 1, 1, 0]"
1161,La_Liga,2011,Granada,"[0, 0, 3, 0, 1, 0, 1, 0, 0, 3, 1, 3, 3, 1, 0, 3, 0, 0, 0, 3, 3, 0, 3, 0, 0, 0, 3, 0, 0, 3, 1, 1, 0, 3, 0, 3, 0, 0]"
1162,La_Liga,2011,Levante,"[1, 1, 3, 3, 3, 3, 3, 3, 3, 0, 0, 0, 3, 0, 3, 0, 1, 0, 1, 0, 1, 0, 0, 3, 3, 0, 3, 3, 0, 1, 3, 0, 0, 1, 3, 0, 0, 3]"
1163,La_Liga,2011,Malaga,"[0, 3, 3, 3, 1, 3, 0, 0, 0, 3, 1, 3, 3, 0, 1, 0, 1, 0, 0, 3, 0, 3, 0, 3, 3, 3, 1, 3, 3, 0, 3, 0, 1, 1, 3, 0, 0, 3]"
1164,La_Liga,2011,Mallorca,"[3, 0, 0, 0, 3, 1, 1, 1, 0, 0, 1, 3, 1, 1, 3, 0, 1, 0, 3, 0, 3, 0, 3, 0, 1, 1, 3, 3, 0, 0, 1, 3, 0, 3, 3, 3, 3, 0]"
1165,La_Liga,2011,Osasuna,"[1, 3, 0, 1, 1, 1, 0, 3, 1, 3, 0, 1, 3, 3, 1, 3, 1, 0, 1, 0, 1, 3, 0, 3, 1, 3, 1, 1, 3, 0, 0, 3, 0, 1, 1, 0, 3, 3]"
1166,La_Liga,2011,Real Madrid,"[3, 3, 0, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3]"
1167,La_Liga,2011,Santander,"[0, 1, 0, 1, 1, 1, 0, 0, 1, 3, 1, 0, 0, 3, 1, 1, 3, 3, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
1168,La_Liga,2011,Sevilla,"[3, 1, 3, 1, 3, 1, 3, 1, 1, 0, 1, 0, 3, 3, 0, 0, 0, 1, 1, 0, 0, 0, 3, 3, 1, 0, 0, 3, 3, 3, 0, 3, 0, 1, 0, 0, 3, 1]"
1169,La_Liga,2011,Sociedad,"[3, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 3, 3, 1, 1, 1, 3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 0, 0, 3, 1, 1, 1, 1, 3, 1, 0, 3]"
1170,La_Liga,2011,Sp Gijon,"[0, 0, 0, 0, 1, 0, 0, 3, 3, 1, 1, 3, 0, 0, 3, 0, 0, 3, 0, 0, 1, 0, 1, 1, 0, 3, 0, 0, 1, 0, 0, 3, 0, 3, 3, 0, 3, 0]"
1171,La_Liga,2011,Valencia,"[3, 3, 3, 1, 0, 3, 1, 1, 3, 3, 3, 0, 3, 3, 0, 3, 1, 0, 1, 1, 1, 3, 0, 0, 3, 1, 3, 0, 0, 1, 1, 3, 0, 3, 0, 3, 3, 0]"
1172,La_Liga,2011,Vallecano,"[1, 1, 3, 0, 0, 1, 0, 3, 3, 0, 3, 1, 0, 0, 0, 0, 3, 3, 0, 0, 3, 3, 3, 0, 3, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3]"
1173,La_Liga,2011,Villarreal,"[0, 1, 0, 3, 1, 1, 1, 0, 0, 3, 1, 3, 0, 0, 1, 0, 1, 0, 3, 1, 3, 3, 0, 1, 0, 0, 0, 1, 3, 1, 0, 3, 1, 1, 1, 3, 0, 0]"
1174,La_Liga,2011,Zaragoza,"[0, 1, 3, 0, 1, 1, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 0, 0, 3, 0, 1, 3, 3, 3, 0, 0, 3, 0, 3, 3, 3, 3]"
1175,La_Liga,2012,Ath Bilbao,"[0, 0, 3, 1, 1, 0, 3, 0, 0, 3, 3, 0, 1, 0, 3, 3, 0, 0, 0, 1, 3, 1, 0, 0, 0, 3, 3, 0, 3, 0, 0, 1, 1, 1, 3, 3, 0, 1]"
1176,La_Liga,2012,Ath Madrid,"[1, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 0, 3, 0, 3, 1, 3, 3, 0, 3, 0, 3, 3, 1, 0, 3, 1, 1, 3, 3, 0, 1, 3, 0, 1, 3]"
1177,La_Liga,2012,Barcelona,"[3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 1, 3, 3, 3, 0, 3, 3, 1, 3, 3, 3, 1, 3, 3, 3, 3, 3]"
1178,La_Liga,2012,Betis,"[3, 0, 3, 3, 0, 0, 3, 1, 3, 3, 0, 0, 3, 3, 0, 3, 0, 3, 3, 1, 0, 0, 1, 0, 3, 1, 3, 0, 1, 3, 1, 0, 1, 0, 3, 0, 3, 1]"
1179,La_Liga,2012,Celta,"[0, 0, 3, 0, 3, 0, 3, 0, 1, 0, 0, 1, 3, 1, 0, 0, 0, 3, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 3, 3, 1, 0, 0, 3, 3]"
1180,La_Liga,2012,Espanol,"[0, 0, 0, 1, 0, 0, 1, 3, 1, 3, 0, 0, 0, 1, 1, 1, 3, 0, 3, 3, 1, 3, 3, 3, 0, 1, 0, 3, 1, 3, 1, 3, 0, 0, 1, 0, 0, 0]"
1181,La_Liga,2012,Getafe,"[0, 3, 1, 0, 0, 3, 3, 0, 3, 0, 0, 3, 3, 3, 1, 1, 0, 0, 1, 1, 0, 3, 0, 3, 3, 3, 1, 3, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0]"
1182,La_Liga,2012,Granada,"[0, 1, 0, 1, 0, 3, 3, 0, 0, 0, 3, 0, 0, 1, 0, 1, 3, 0, 1, 3, 0, 3, 3, 0, 0, 0, 1, 1, 0, 0, 0, 1, 3, 3, 1, 3, 0, 3]"
1183,La_Liga,2012,La Coruna,"[3, 1, 1, 1, 0, 0, 0, 0, 1, 3, 0, 0, 1, 0, 0, 1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 1, 0, 3, 3, 3, 3, 1, 1, 1, 0, 3, 0, 0]"
1184,La_Liga,2012,Levante,"[1, 0, 3, 0, 3, 0, 3, 3, 3, 1, 0, 3, 0, 1, 3, 3, 0, 3, 0, 0, 3, 0, 0, 1, 0, 1, 1, 1, 3, 0, 0, 0, 0, 1, 1, 0, 3, 1]"
1185,La_Liga,2012,Malaga,"[3, 1, 3, 3, 1, 3, 0, 3, 1, 0, 0, 1, 3, 0, 3, 3, 3, 0, 0, 1, 3, 1, 3, 3, 0, 1, 1, 0, 3, 0, 3, 0, 3, 0, 0, 1, 3, 0]"
1186,La_Liga,2012,Mallorca,"[3, 1, 3, 1, 3, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 3, 1, 0, 0, 0, 0, 1, 0, 0, 3, 3, 0, 0, 0, 3, 1, 0, 1, 0, 3, 1, 3]"
1187,La_Liga,2012,Osasuna,"[0, 0, 0, 1, 0, 3, 0, 1, 0, 0, 3, 1, 1, 3, 0, 1, 0, 0, 1, 3, 0, 3, 1, 3, 3, 0, 0, 0, 3, 0, 0, 1, 1, 0, 3, 0, 3, 0]"
