League,Season,Team,Sequence,seq_len
Bundesliga,2020,Mainz,"[0, 0, 0, 0, 0, 0, 1, 3, 1, 0, 0, 1, 0, 0, 0, 1, 0, 3, 0, 3, 1, 3, 0, 1, 3, 3, 1, 3, 3, 3, 1, 1, 0, 3]",34
Bundesliga,2020,RB Leipzig,"[3, 1, 3, 3, 3, 0, 3, 1, 3, 1, 3, 3, 1, 3, 0, 1, 3, 0, 3, 3, 3, 3, 3, 3, 1, 3, 0, 3, 1, 0, 3, 0, 1, 0]",34
Bundesliga,2020,Schalke 04,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0]",34
Bundesliga,2020,Stuttgart,"[0, 3, 1, 3, 1, 1, 1, 1, 0, 3, 3, 1, 0, 0, 3, 1, 0, 0, 3, 0, 1, 3, 3, 1, 3, 0, 3, 0, 0, 0, 0, 3, 3, 0]",34
Bundesliga,2020,Union Berlin,"[0, 1, 3, 1, 1, 3, 3, 3, 1, 0, 1, 1, 3, 3, 1, 3, 0, 0, 1, 0, 1, 3, 1, 1, 3, 0, 1, 1, 3, 0, 3, 0, 1, 3]",34
Bundesliga,2020,Werder Bremen,"[0, 3, 3, 1, 1, 1, 1, 1, 0, 0, 0, 0, 3, 0, 1, 3, 0, 3, 1, 1, 0, 3, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",34
Bundesliga,2020,Wolfsburg,"[1, 1, 1, 1, 3, 1, 3, 3, 3, 1, 3, 0, 3, 0, 1, 1, 3, 3, 3, 3, 1, 3, 3, 0, 3, 3, 3, 0, 0, 3, 0, 3, 1, 0]",34
Bundesliga,2021,Augsburg,"[0, 1, 0, 1, 3, 0, 0, 1, 0, 3, 0, 3, 1, 0, 3, 1, 1, 0, 1, 0, 3, 0, 0, 1, 3, 0, 3, 3, 0, 0, 3, 0, 0, 3]",34
Bundesliga,2021,Bayern Munich,"[1, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 0, 3, 3, 3, 0, 3, 3, 1, 1, 3, 3, 3, 3, 3, 0, 1, 1]",34
Bundesliga,2021,Bielefeld,"[1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 3, 1, 0, 1, 0, 3, 3, 1, 1, 3, 1, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]",34
Bundesliga,2021,Bochum,"[0, 3, 0, 0, 0, 1, 0, 3, 3, 0, 3, 0, 3, 3, 1, 0, 0, 3, 0, 1, 1, 3, 1, 0, 3, 0, 0, 3, 1, 0, 0, 3, 3, 0]",34
Bundesliga,2021,Dortmund,"[3, 0, 3, 3, 3, 0, 3, 3, 3, 3, 0, 3, 3, 0, 1, 3, 0, 3, 3, 3, 0, 3, 3, 1, 3, 3, 1, 0, 3, 3, 0, 0, 3, 3]",34
Bundesliga,2021,Ein Frankfurt,"[0, 1, 1, 1, 1, 1, 3, 0, 0, 1, 3, 3, 3, 0, 3, 3, 3, 0, 1, 0, 3, 0, 0, 0, 3, 3, 1, 1, 0, 0, 1, 0, 1, 1]",34
Bundesliga,2021,FC Koln,"[3, 0, 3, 1, 1, 1, 3, 0, 1, 0, 1, 1, 3, 1, 0, 3, 3, 3, 0, 1, 3, 0, 3, 1, 0, 3, 1, 0, 3, 3, 3, 3, 0, 0]",34
Bundesliga,2021,Freiburg,"[1, 3, 3, 1, 1, 3, 3, 1, 3, 3, 0, 0, 0, 3, 0, 1, 3, 1, 0, 3, 0, 1, 3, 3, 1, 3, 1, 0, 3, 3, 1, 3, 0, 0]",34
Bundesliga,2021,Greuther Furth,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 1, 1, 3, 0, 3, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]",34
Bundesliga,2021,Hertha,"[0, 0, 0, 3, 3, 0, 0, 3, 3, 0, 1, 0, 1, 1, 3, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 3, 3, 1, 0, 0]",34
Bundesliga,2021,Hoffenheim,"[3, 1, 0, 0, 1, 3, 0, 3, 0, 3, 0, 3, 3, 3, 3, 1, 1, 3, 0, 0, 0, 3, 3, 3, 3, 1, 0, 0, 0, 1, 1, 0, 0, 0]",34
Bundesliga,2021,Leverkusen,"[1, 3, 3, 0, 3, 3, 3, 0, 1, 0, 1, 3, 3, 3, 0, 1, 0, 1, 3, 3, 3, 3, 0, 3, 1, 0, 3, 3, 1, 0, 3, 3, 3, 3]",34
Bundesliga,2021,MGladbach,"[1, 0, 0, 3, 0, 3, 3, 1, 0, 3, 1, 3, 0, 0, 0, 0, 1, 3, 0, 0, 1, 3, 0, 1, 0, 3, 3, 1, 3, 0, 1, 3, 1, 3]",34
Bundesliga,2021,Mainz,"[3, 0, 3, 3, 1, 0, 0, 0, 3, 3, 1, 1, 0, 3, 0, 3, 0, 0, 3, 0, 3, 1, 3, 0, 0, 3, 1, 0, 0, 1, 0, 3, 3, 1]",34
Bundesliga,2021,RB Leipzig,"[0, 3, 0, 0, 1, 3, 3, 1, 3, 1, 3, 0, 0, 0, 3, 1, 0, 3, 3, 3, 0, 3, 3, 3, 1, 3, 1, 3, 3, 3, 0, 0, 3, 1]",34
Bundesliga,2021,Stuttgart,"[3, 0, 0, 1, 0, 1, 3, 1, 1, 0, 0, 0, 3, 1, 3, 0, 0, 1, 0, 0, 0, 0, 1, 0, 3, 1, 3, 1, 0, 1, 0, 1, 1, 3]",34
Bundesliga,2021,Union Berlin,"[1, 1, 3, 1, 0, 3, 3, 3, 1, 0, 1, 3, 0, 3, 0, 1, 3, 1, 3, 3, 0, 0, 0, 3, 0, 1, 0, 3, 3, 3, 3, 1, 3, 3]",34
Bundesliga,2021,Wolfsburg,"[3, 3, 3, 3, 1, 0, 0, 0, 0, 3, 3, 1, 0, 0, 0, 0, 0, 0, 1, 0, 3, 3, 0, 1, 3, 0, 0, 0, 3, 0, 3, 1, 3, 1]",34
Bundesliga,2022,Augsburg,"[0, 3, 0, 0, 0, 3, 3, 3, 1, 0, 1, 0, 0, 1, 0, 0, 3, 0, 3, 0, 3, 0, 3, 0, 1, 1, 0, 0, 1, 1, 3, 0, 0, 0]",34
Bundesliga,2022,Bayern Munich,"[3, 3, 3, 1, 1, 1, 0, 3, 1, 3, 3, 3, 3, 3, 3, 1, 1, 1, 3, 3, 0, 3, 3, 3, 0, 3, 3, 1, 0, 3, 3, 3, 0, 3]",34
Bundesliga,2022,Bochum,"[0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 3, 0, 0, 3, 3, 3, 0, 0, 3, 0, 0, 0, 0, 3, 3, 1, 0, 1, 0, 1, 0, 3, 1, 3]",34
Bundesliga,2022,Dortmund,"[3, 3, 0, 3, 3, 0, 3, 0, 1, 0, 3, 3, 3, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 0, 3, 1, 3, 1, 3, 3, 3, 1]",34
Bundesliga,2022,Ein Frankfurt,"[0, 1, 1, 3, 3, 0, 3, 3, 0, 3, 3, 0, 3, 3, 1, 3, 1, 1, 3, 0, 3, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 3, 1, 3]",34
Bundesliga,2022,FC Koln,"[3, 1, 1, 1, 3, 0, 1, 3, 0, 3, 0, 1, 0, 0, 0, 3, 1, 1, 1, 3, 0, 0, 1, 0, 0, 1, 3, 1, 3, 0, 3, 3, 1, 0]",34
Bundesliga,2022,Freiburg,"[3, 0, 3, 3, 3, 1, 1, 3, 1, 0, 3, 3, 3, 0, 3, 0, 1, 3, 0, 3, 3, 1, 1, 3, 1, 1, 0, 3, 3, 3, 0, 0, 3, 0]",34
Bundesliga,2022,Hertha,"[0, 1, 0, 0, 3, 1, 1, 1, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 3, 0, 1, 3]",34
Bundesliga,2022,Hoffenheim,"[0, 3, 3, 3, 0, 3, 1, 1, 0, 3, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 1, 0, 0, 3, 0, 3, 1]",34
Bundesliga,2022,Leverkusen,"[0, 0, 0, 3, 0, 1, 1, 0, 3, 0, 1, 0, 3, 3, 3, 3, 3, 0, 0, 3, 0, 1, 3, 3, 3, 3, 3, 1, 3, 1, 0, 1, 1, 0]",34
Bundesliga,2022,MGladbach,"[3, 1, 3, 1, 0, 1, 3, 0, 3, 1, 0, 0, 3, 0, 3, 0, 0, 3, 1, 0, 3, 0, 1, 0, 1, 1, 3, 1, 0, 0, 3, 0, 1, 3]",34
Bundesliga,2022,Mainz,"[3, 1, 3, 0, 3, 0, 1, 0, 1, 3, 3, 0, 0, 0, 1, 1, 0, 3, 0, 3, 3, 3, 3, 1, 1, 3, 1, 1, 3, 0, 0, 0, 0, 1]",34
Bundesliga,2022,RB Leipzig,"[1, 1, 0, 3, 0, 3, 0, 3, 1, 3, 1, 3, 3, 3, 3, 1, 3, 3, 1, 0, 3, 3, 0, 3, 0, 0, 3, 3, 0, 3, 3, 3, 3, 3]",34
Bundesliga,2022,Schalke 04,"[0, 1, 1, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 1, 1, 1, 3, 3, 1, 1, 0, 0, 3, 0, 3, 3, 0, 1, 0]",34
Bundesliga,2022,Stuttgart,"[1, 1, 0, 1, 1, 1, 0, 0, 0, 3, 0, 3, 0, 3, 0, 1, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 3, 1, 1, 3, 0, 1, 3, 1]",34
Bundesliga,2022,Union Berlin,"[3, 1, 3, 3, 1, 3, 3, 0, 3, 3, 0, 3, 0, 1, 0, 3, 3, 3, 3, 3, 1, 0, 1, 1, 3, 3, 0, 1, 3, 1, 0, 3, 0, 3]",34
Bundesliga,2022,Werder Bremen,"[1, 1, 3, 0, 3, 0, 1, 3, 3, 0, 0, 3, 3, 0, 0, 0, 0, 3, 3, 0, 0, 3, 0, 0, 1, 0, 1, 0, 3, 0, 0, 0, 1, 0]",34
Bundesliga,2022,Wolfsburg,"[1, 0, 1, 0, 0, 3, 0, 3, 1, 1, 1, 3, 3, 3, 3, 3, 3, 0, 0, 1, 0, 3, 1, 1, 3, 1, 0, 1, 3, 3, 0, 3, 0, 0]",34
Bundesliga,2023,Augsburg,"[1, 0, 1, 0, 3, 0, 0, 3, 3, 1, 1, 1, 3, 0, 1, 0, 0, 3, 0, 1, 1, 0, 3, 3, 3, 3, 1, 0, 3, 0, 0, 0, 0, 0]",34
Bundesliga,2023,Bayern Munich,"[3, 3, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 0, 3, 3, 3, 0, 0, 3, 1, 3, 3, 0, 0, 3, 3, 3, 0, 3, 0]",34
Bundesliga,2023,Bochum,"[0, 1, 1, 1, 0, 0, 1, 0, 1, 3, 1, 1, 3, 0, 3, 0, 1, 3, 0, 1, 1, 3, 0, 0, 0, 0, 1, 0, 1, 0, 3, 3, 0, 0]",34
Bundesliga,2023,Darmstadt,"[0, 0, 0, 1, 0, 3, 3, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0]",34
Bundesliga,2023,Dortmund,"[3, 1, 1, 3, 3, 3, 3, 3, 1, 0, 0, 3, 1, 0, 1, 1, 3, 3, 3, 1, 3, 1, 0, 3, 3, 3, 3, 0, 3, 1, 0, 3, 0, 3]",34
Bundesliga,2023,Ein Frankfurt,"[3, 1, 1, 1, 1, 0, 3, 3, 1, 3, 1, 0, 0, 3, 0, 3, 3, 1, 3, 0, 1, 1, 1, 3, 3, 0, 1, 1, 0, 3, 0, 0, 1, 1]",34
Bundesliga,2023,FC Koln,"[0, 0, 1, 0, 0, 0, 0, 3, 0, 1, 1, 0, 3, 1, 0, 0, 1, 0, 1, 3, 1, 0, 1, 0, 1, 0, 1, 3, 0, 0, 1, 1, 3, 0]",34
Bundesliga,2023,Freiburg,"[3, 3, 0, 0, 1, 3, 0, 3, 0, 1, 0, 1, 3, 3, 3, 0, 1, 3, 0, 0, 0, 1, 0, 1, 3, 0, 3, 0, 3, 1, 0, 1, 1, 0]",34
Bundesliga,2023,Heidenheim,"[0, 0, 1, 3, 0, 3, 0, 0, 0, 3, 0, 1, 0, 3, 3, 3, 1, 1, 1, 1, 3, 0, 1, 0, 0, 1, 1, 3, 1, 0, 3, 1, 1, 3]",34
Bundesliga,2023,Hoffenheim,"[0, 3, 3, 3, 3, 0, 3, 0, 3, 0, 1, 1, 0, 3, 0, 1, 0, 0, 1, 1, 1, 0, 3, 3, 0, 0, 0, 3, 0, 3, 0, 1, 3, 3]",34
Bundesliga,2023,Leverkusen,"[3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 3]",34
Bundesliga,2023,MGladbach,"[1, 0, 0, 1, 0, 3, 1, 0, 3, 1, 3, 0, 3, 0, 1, 0, 3, 0, 1, 0, 1, 0, 3, 1, 1, 1, 0, 3, 0, 0, 1, 1, 1, 0]",34
Bundesliga,2023,Mainz,"[0, 1, 0, 0, 0, 0, 1, 0, 1, 3, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 3, 0, 1, 0, 3, 1, 3, 3, 1, 1, 1, 3, 3]",34
Bundesliga,2023,RB Leipzig,"[0, 3, 3, 3, 3, 1, 1, 3, 3, 0, 3, 0, 3, 3, 3, 1, 0, 0, 0, 3, 1, 3, 0, 3, 3, 3, 1, 3, 3, 3, 3, 1, 1, 1]",34
Bundesliga,2023,Stuttgart,"[3, 0, 3, 3, 3, 3, 3, 3, 0, 0, 3, 3, 3, 1, 0, 3, 0, 0, 3, 3, 3, 3, 1, 3, 3, 3, 1, 3, 3, 0, 1, 3, 3, 3]",34
Bundesliga,2023,Union Berlin,"[3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 3, 1, 0, 3, 0, 1, 3, 3, 1, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 3]",34
Bundesliga,2023,Werder Bremen,"[0, 0, 3, 0, 3, 0, 0, 0, 3, 1, 1, 0, 0, 3, 1, 1, 1, 3, 3, 3, 0, 3, 1, 0, 0, 0, 0, 1, 0, 3, 3, 1, 1, 3]",34
Bundesliga,2023,Wolfsburg,"[3, 3, 0, 3, 0, 3, 0, 0, 0, 1, 0, 3, 0, 0, 3, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 3, 0, 0, 3, 3, 3, 0, 0]",34
Bundesliga,2024,Augsburg,"[1, 0, 3, 0, 0, 3, 0, 3, 1, 1, 0, 3, 1, 0, 0, 0, 3, 3, 3, 1, 1, 1, 3, 1, 3, 3, 1, 0, 3, 1, 0, 0, 0, 0]",34
Bundesliga,2024,Bayern Munich,"[3, 3, 3, 3, 1, 1, 3, 3, 3, 3, 3, 1, 3, 0, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 0, 1, 3, 3, 1, 3, 3, 1, 3, 3]",34
Bundesliga,2024,Bochum,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 3, 0, 3, 1, 0, 0, 1, 3, 1, 0, 3, 0, 0, 0, 0, 0, 1, 1, 0, 3]",34
Bundesliga,2024,Dortmund,"[3, 1, 3, 0, 3, 0, 3, 0, 3, 0, 3, 1, 1, 1, 3, 0, 0, 0, 1, 3, 0, 0, 3, 3, 0, 0, 3, 3, 1, 3, 3, 3, 3, 3]",34
Bundesliga,2024,Ein Frankfurt,"[0, 3, 3, 3, 3, 1, 0, 1, 3, 3, 3, 3, 1, 0, 0, 3, 3, 3, 1, 1, 1, 3, 0, 0, 0, 3, 3, 0, 3, 1, 3, 1, 1, 3]",34
Bundesliga,2024,Freiburg,"[3, 0, 3, 3, 0, 3, 3, 0, 1, 1, 0, 3, 1, 3, 0, 3, 0, 0, 0, 3, 3, 3, 3, 1, 1, 1, 0, 0, 3, 3, 3, 1, 3, 0]",34
Bundesliga,2024,Heidenheim,"[3, 3, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 1, 0, 1, 3, 3, 0, 0, 0, 3, 1, 3, 0]",34
Bundesliga,2024,Hoffenheim,"[3, 0, 0, 0, 0, 1, 3, 1, 0, 1, 3, 0, 1, 1, 0, 0, 0, 3, 1, 0, 0, 3, 1, 3, 1, 0, 1, 0, 3, 0, 0, 1, 1, 0]",34
Bundesliga,2024,Holstein Kiel,"[0, 0, 0, 1, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 3, 0, 1, 0, 1, 0, 0, 3, 1, 0, 0, 1, 0, 1, 3, 3, 0, 0]",34
Bundesliga,2024,Leverkusen,"[3, 0, 3, 3, 1, 1, 3, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 1, 1, 3, 3, 0, 3, 3, 3, 1, 1, 3, 1, 0, 1]",34
Bundesliga,2024,MGladbach,"[0, 0, 0, 3, 3, 1, 3, 0, 3, 0, 3, 3, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 3, 0, 3, 1, 3, 1, 3, 0, 1, 3, 3]",34
Bundesliga,2024,Mainz,"[1, 1, 0, 3, 0, 3, 0, 1, 1, 3, 3, 3, 0, 3, 3, 3, 0, 0, 3, 0, 1, 3, 3, 3, 3, 1, 0, 1, 0, 1, 0, 1, 3, 1]",34
Bundesliga,2024,RB Leipzig,"[3, 3, 1, 1, 3, 3, 3, 3, 0, 1, 0, 0, 3, 3, 0, 3, 0, 1, 1, 1, 3, 1, 1, 0, 1, 3, 0, 3, 3, 1, 0, 1, 1, 0]",34
Bundesliga,2024,St Pauli,"[0, 0, 0, 1, 3, 0, 0, 1, 3, 0, 0, 3, 0, 0, 3, 0, 0, 3, 3, 1, 0, 0, 0, 0, 1, 3, 0, 1, 3, 1, 1, 0, 1, 0]",34
Bundesliga,2024,Stuttgart,"[0, 1, 3, 3, 1, 1, 0, 3, 1, 0, 3, 1, 3, 3, 0, 3, 3, 3, 0, 0, 3, 0, 1, 0, 1, 0, 0, 3, 0, 1, 0, 3, 3, 3]",34
Bundesliga,2024,Union Berlin,"[1, 3, 1, 3, 0, 3, 3, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 1, 3, 0, 0, 0, 3, 1, 3, 3, 1, 1, 1, 1, 0, 3]",34
Bundesliga,2024,Werder Bremen,"[1, 1, 3, 0, 3, 0, 3, 1, 0, 3, 0, 1, 3, 3, 3, 0, 1, 0, 1, 3, 0, 0, 0, 0, 3, 0, 3, 3, 3, 3, 1, 1, 1, 3]",34
Bundesliga,2024,Wolfsburg,"[0, 3, 0, 0, 1, 3, 0, 1, 1, 3, 3, 3, 3, 0, 0, 3, 3, 0, 1, 1, 1, 3, 1, 3, 1, 0, 0, 0, 0, 1, 0, 0, 1, 3]",34
Premier_League,2000,Arsenal,"[0, 3, 3, 1, 1, 3, 1, 3, 3, 3, 3, 3, 1, 0, 0, 3, 3, 1, 0, 3, 1, 0, 1, 1, 3, 3, 3, 0, 3, 1, 3, 3, 0, 3, 3, 3, 1, 0]",38
Premier_League,2000,Aston Villa,"[1, 1, 0, 3, 3, 1, 3, 0, 1, 3, 3, 3, 0, 1, 1, 1, 1, 3, 0, 0, 0, 0, 0, 3, 1, 0, 1, 3, 1, 3, 3, 1, 3, 1, 1, 1, 3, 0]",38
Premier_League,2000,Bradford,"[0, 3, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 3, 1, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 3, 3, 0, 0, 1, 0, 1]",38
Premier_League,2000,Charlton,"[3, 0, 0, 1, 1, 3, 3, 1, 0, 3, 0, 3, 0, 3, 0, 0, 1, 0, 3, 0, 3, 3, 1, 1, 3, 1, 3, 1, 1, 0, 3, 0, 0, 1, 3, 3, 0, 0]",38
Premier_League,2000,Chelsea,"[3, 0, 1, 1, 1, 0, 1, 3, 0, 3, 3, 0, 1, 0, 0, 3, 3, 0, 3, 1, 3, 1, 3, 3, 0, 1, 1, 3, 0, 3, 3, 3, 3, 0, 0, 3, 1, 3]",38
Premier_League,2000,Coventry,"[0, 3, 3, 0, 1, 0, 0, 1, 3, 0, 0, 0, 0, 0, 1, 0, 3, 0, 1, 3, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 3, 3, 0, 3, 0, 0, 0, 1]",38
Premier_League,2000,Derby,"[1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 3, 0, 3, 0, 3, 3, 1, 0, 3, 0, 1, 0, 3, 1, 3, 3, 1, 0, 0, 0, 3, 0, 0, 3, 1]",38
Premier_League,2000,Everton,"[0, 3, 1, 0, 3, 0, 1, 0, 1, 3, 0, 0, 3, 3, 3, 0, 0, 1, 0, 0, 0, 1, 3, 1, 0, 1, 3, 0, 1, 0, 3, 3, 0, 0, 0, 3, 0, 1]",38
Premier_League,2000,Ipswich,"[0, 1, 3, 0, 0, 3, 1, 3, 1, 3, 3, 0, 3, 3, 3, 0, 3, 3, 0, 1, 3, 0, 3, 0, 0, 0, 3, 3, 0, 3, 3, 1, 3, 3, 3, 0, 3, 1]",38
Premier_League,2000,Leeds,"[3, 3, 0, 1, 0, 1, 3, 3, 0, 1, 3, 1, 0, 3, 0, 0, 3, 0, 0, 1, 3, 0, 3, 3, 3, 1, 1, 3, 1, 3, 3, 3, 3, 3, 3, 0, 3, 3]",38
Premier_League,2000,Leicester,"[1, 3, 1, 3, 3, 3, 1, 1, 0, 0, 3, 3, 1, 3, 0, 3, 0, 3, 3, 0, 0, 0, 1, 0, 3, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]",38
Premier_League,2000,Liverpool,"[3, 0, 1, 3, 3, 1, 1, 0, 3, 3, 3, 0, 3, 0, 0, 3, 0, 3, 3, 0, 3, 3, 1, 1, 3, 1, 0, 1, 3, 1, 0, 3, 3, 3, 3, 3, 1, 3]",38
Premier_League,2000,Man City,"[0, 3, 0, 3, 0, 1, 1, 0, 3, 3, 0, 0, 0, 0, 0, 0, 3, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 3, 0, 1, 0, 0, 0, 3, 1, 3, 0, 0]",38
Premier_League,2000,Man United,"[3, 1, 1, 3, 3, 3, 1, 0, 3, 3, 3, 3, 3, 3, 3, 3, 1, 0, 3, 3, 1, 3, 3, 3, 3, 3, 1, 3, 1, 3, 0, 3, 3, 1, 3, 0, 0, 0]",38
Premier_League,2000,Middlesbrough,"[3, 1, 0, 1, 0, 1, 1, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 3, 1, 1, 3, 1, 1, 1, 1, 0, 1, 3, 0, 1, 3, 0, 3, 0, 1, 3]",38
Premier_League,2000,Newcastle,"[0, 3, 3, 3, 1, 0, 0, 3, 3, 0, 0, 3, 1, 0, 3, 1, 0, 3, 0, 3, 1, 0, 3, 3, 0, 0, 0, 1, 0, 1, 0, 3, 1, 3, 1, 0, 1, 3]",38
Premier_League,2000,Southampton,"[1, 0, 1, 1, 0, 3, 3, 0, 1, 0, 0, 3, 1, 3, 0, 0, 3, 0, 1, 3, 3, 0, 1, 1, 3, 3, 3, 3, 3, 0, 0, 0, 1, 0, 1, 0, 3, 3]",38
Premier_League,2000,Sunderland,"[3, 0, 0, 1, 0, 3, 1, 1, 3, 1, 3, 0, 1, 3, 3, 3, 3, 0, 3, 3, 1, 3, 3, 1, 0, 0, 1, 0, 1, 3, 0, 1, 0, 0, 1, 3, 3, 1]",38
Premier_League,2000,Tottenham,"[3, 1, 0, 3, 3, 0, 1, 0, 0, 3, 0, 3, 0, 3, 3, 0, 1, 1, 1, 0, 0, 3, 1, 1, 1, 1, 3, 0, 0, 3, 0, 3, 3, 0, 0, 1, 0, 3]",38
Premier_League,2000,West Ham,"[0, 0, 1, 1, 0, 1, 3, 1, 1, 0, 3, 1, 3, 3, 3, 3, 1, 1, 0, 3, 0, 0, 1, 1, 0, 1, 3, 0, 0, 0, 0, 1, 3, 0, 0, 0, 3, 0]",38
Premier_League,2001,Arsenal,"[3, 0, 3, 1, 3, 1, 3, 3, 1, 1, 0, 1, 3, 3, 3, 1, 0, 3, 3, 3, 1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",38
Premier_League,2001,Aston Villa,"[1, 1, 3, 1, 3, 3, 3, 0, 3, 3, 0, 1, 1, 0, 1, 0, 3, 0, 0, 1, 1, 3, 3, 1, 1, 1, 0, 3, 0, 0, 1, 0, 1, 0, 0, 1, 3, 3]",38
Premier_League,2001,Blackburn,"[0, 1, 3, 0, 1, 1, 3, 0, 3, 1, 1, 3, 1, 1, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 1, 3, 3, 0, 0, 3, 1, 3, 1, 3, 0, 3]",38
Premier_League,2001,Bolton,"[3, 3, 3, 1, 0, 1, 1, 0, 0, 3, 0, 1, 3, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 3, 1, 1, 0, 0, 3, 3, 0, 3, 1, 0, 0, 0]",38
Premier_League,2001,Charlton,"[0, 3, 1, 0, 1, 3, 1, 1, 0, 0, 3, 1, 0, 1, 3, 3, 1, 0, 1, 3, 3, 0, 0, 3, 1, 0, 1, 3, 1, 3, 0, 0, 0, 0, 1, 0, 1, 1]",38
Premier_League,2001,Chelsea,"[1, 3, 1, 3, 1, 1, 3, 1, 0, 1, 3, 1, 1, 3, 0, 1, 3, 3, 0, 3, 0, 1, 3, 3, 3, 1, 0, 3, 3, 3, 0, 3, 1, 3, 1, 0, 3, 0]",38
Premier_League,2001,Derby,"[3, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 3, 0, 0, 3, 0, 0, 3, 0, 3, 0, 0, 0, 0, 3, 0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1]",38
Premier_League,2001,Everton,"[3, 1, 3, 0, 0, 0, 3, 1, 3, 0, 1, 1, 1, 3, 0, 3, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 1, 1, 0, 3, 3, 0, 3, 0, 1, 3, 0, 0]",38
Premier_League,2001,Fulham,"[0, 3, 1, 1, 0, 1, 1, 0, 1, 3, 3, 3, 1, 1, 3, 1, 0, 1, 0, 3, 3, 1, 0, 1, 3, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3, 3, 1, 0]",38
Premier_League,2001,Ipswich,"[0, 3, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 3, 3, 3, 0, 3, 3, 3, 3, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 3, 0, 0]",38
Premier_League,2001,Leeds,"[3, 3, 1, 1, 3, 3, 3, 1, 1, 1, 3, 0, 1, 1, 3, 1, 3, 0, 3, 3, 3, 0, 1, 0, 0, 1, 1, 1, 3, 3, 3, 0, 0, 3, 3, 0, 3, 3]",38
Premier_League,2001,Leicester,"[0, 0, 1, 3, 0, 1, 0, 0, 0, 0, 1, 3, 0, 1, 3, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 3, 0, 0, 1, 1, 1, 3]",38
