League,Season,Team,Sequence,seq_len
Bundesliga,2006,Mainz,"[3, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 3, 3, 1, 3, 3, 3, 0, 3, 0, 0, 0, 0, 1, 0, 0, 3, 0]",34
Bundesliga,2006,Nurnberg,"[3, 3, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 3, 1, 1, 1, 3, 3, 1, 3, 3, 3, 0, 0, 1, 1, 3, 0, 3, 0, 1, 0, 0, 3]",34
Bundesliga,2006,Schalke 04,"[1, 3, 3, 0, 3, 0, 3, 3, 0, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 1, 0, 0, 1, 3, 0, 3, 3, 3, 0, 3, 0, 3]",34
Bundesliga,2006,Stuttgart,"[0, 3, 0, 3, 1, 1, 3, 1, 3, 3, 3, 3, 0, 3, 1, 3, 1, 0, 3, 3, 3, 3, 1, 0, 1, 0, 3, 3, 3, 3, 3, 3, 3, 3]",34
Bundesliga,2006,Werder Bremen,"[3, 3, 0, 0, 1, 3, 3, 3, 3, 1, 3, 0, 1, 3, 3, 3, 3, 3, 3, 0, 0, 0, 1, 3, 1, 3, 1, 3, 3, 3, 0, 3, 0, 3]",34
Bundesliga,2006,Wolfsburg,"[1, 1, 1, 0, 0, 3, 0, 1, 3, 3, 3, 1, 1, 1, 0, 0, 0, 0, 1, 3, 1, 1, 0, 3, 1, 3, 0, 3, 0, 0, 1, 0, 1, 0]",34
Bundesliga,2007,Bayern Munich,"[3, 3, 3, 1, 1, 3, 3, 3, 3, 3, 1, 1, 0, 3, 3, 1, 1, 3, 1, 3, 1, 3, 3, 0, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3]",34
Bundesliga,2007,Bielefeld,"[3, 1, 3, 0, 3, 0, 0, 0, 0, 1, 1, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 1, 1, 1, 3, 0, 3, 1, 3, 0, 1, 1]",34
Bundesliga,2007,Bochum,"[1, 3, 3, 0, 0, 1, 0, 1, 0, 0, 0, 3, 3, 3, 0, 1, 0, 3, 1, 0, 3, 3, 1, 1, 1, 1, 0, 1, 3, 1, 0, 0, 3, 0]",34
Bundesliga,2007,Cottbus,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 3, 0, 0, 3, 1, 3, 0, 1, 0, 1, 0, 0, 3, 0, 3, 3, 3, 0, 3, 0, 1, 3, 0]",34
Bundesliga,2007,Dortmund,"[0, 0, 3, 3, 3, 0, 0, 0, 3, 1, 1, 0, 1, 0, 3, 3, 0, 1, 0, 3, 3, 0, 1, 0, 1, 1, 3, 0, 0, 1, 1, 3, 1, 0]",34
Bundesliga,2007,Duisburg,"[3, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 1, 0, 1, 0, 0, 3, 0, 1, 0, 1, 3, 0, 3, 0, 1, 3, 0, 0, 0]",34
Bundesliga,2007,Ein Frankfurt,"[3, 1, 3, 0, 3, 1, 0, 1, 3, 0, 1, 1, 1, 0, 1, 1, 3, 3, 3, 0, 3, 0, 1, 3, 3, 3, 0, 0, 0, 1, 0, 0, 0, 3]",34
Bundesliga,2007,Hamburg,"[3, 3, 0, 1, 0, 3, 3, 1, 3, 3, 3, 3, 1, 3, 0, 1, 1, 1, 1, 3, 1, 3, 1, 3, 1, 1, 0, 0, 1, 0, 3, 0, 0, 3]",34
Bundesliga,2007,Hannover,"[0, 3, 0, 3, 1, 0, 3, 3, 3, 1, 1, 3, 0, 0, 3, 3, 0, 1, 1, 0, 0, 3, 0, 1, 1, 1, 0, 3, 3, 1, 1, 3, 0, 3]",34
Bundesliga,2007,Hansa Rostock,"[0, 0, 0, 0, 0, 3, 3, 3, 0, 1, 1, 0, 3, 0, 0, 0, 3, 0, 1, 3, 0, 1, 1, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3]",34
Bundesliga,2007,Hertha,"[0, 3, 0, 3, 3, 3, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 1, 0, 3, 3, 1, 3, 1, 1, 0, 0, 0, 1, 1, 1, 3, 3, 3, 0]",34
Bundesliga,2007,Karlsruhe,"[3, 0, 0, 3, 3, 0, 3, 3, 3, 1, 1, 3, 0, 3, 0, 1, 1, 3, 1, 1, 0, 3, 0, 0, 1, 1, 0, 0, 3, 1, 0, 1, 0, 0]",34
Bundesliga,2007,Leverkusen,"[1, 0, 3, 1, 3, 3, 3, 0, 0, 1, 0, 3, 3, 3, 3, 3, 0, 3, 1, 1, 3, 0, 3, 3, 0, 0, 0, 3, 0, 1, 0, 0, 3, 0]",34
Bundesliga,2007,Nurnberg,"[0, 3, 0, 1, 1, 0, 0, 1, 0, 3, 0, 0, 0, 3, 0, 3, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 3, 0, 3, 1, 1, 3, 0, 0]",34
Bundesliga,2007,Schalke 04,"[1, 3, 1, 1, 1, 3, 3, 3, 0, 1, 1, 0, 1, 3, 3, 1, 3, 3, 3, 0, 0, 0, 3, 3, 3, 1, 3, 0, 3, 3, 1, 3, 3, 3]",34
Bundesliga,2007,Stuttgart,"[1, 0, 3, 0, 3, 0, 3, 0, 0, 0, 3, 3, 3, 3, 0, 3, 0, 0, 0, 3, 3, 3, 3, 1, 3, 1, 3, 0, 3, 0, 3, 0, 0, 1]",34
Bundesliga,2007,Werder Bremen,"[1, 0, 3, 3, 0, 3, 1, 3, 3, 3, 1, 3, 3, 3, 3, 0, 3, 0, 1, 3, 0, 3, 0, 0, 1, 0, 3, 3, 3, 1, 3, 3, 3, 3]",34
Bundesliga,2007,Wolfsburg,"[0, 3, 1, 0, 0, 3, 1, 1, 3, 1, 3, 0, 0, 0, 1, 0, 3, 3, 3, 3, 1, 0, 3, 3, 1, 3, 3, 0, 0, 1, 1, 3, 3, 3]",34
Bundesliga,2008,Bayern Munich,"[1, 1, 3, 3, 0, 0, 1, 3, 3, 3, 3, 3, 1, 3, 3, 3, 1, 0, 3, 0, 0, 1, 3, 3, 3, 0, 3, 3, 0, 3, 3, 3, 1, 3]",34
Bundesliga,2008,Bielefeld,"[1, 1, 0, 0, 3, 1, 0, 0, 1, 1, 0, 0, 1, 3, 0, 1, 1, 3, 1, 0, 1, 1, 1, 3, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1]",34
Bundesliga,2008,Bochum,"[0, 1, 0, 3, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 3, 0, 3, 1, 3, 1, 0, 3, 0, 3, 0, 0, 0, 0, 0, 3, 1]",34
Bundesliga,2008,Cottbus,"[0, 1, 0, 0, 1, 3, 0, 0, 0, 1, 0, 0, 3, 0, 3, 0, 1, 0, 3, 1, 3, 0, 0, 0, 0, 0, 3, 0, 3, 1, 0, 0, 0, 3]",34
Bundesliga,2008,Dortmund,"[3, 1, 3, 1, 0, 3, 1, 1, 1, 3, 1, 0, 3, 3, 1, 1, 3, 1, 0, 1, 1, 1, 0, 1, 3, 3, 3, 3, 3, 3, 3, 0, 3, 1]",34
Bundesliga,2008,Ein Frankfurt,"[0, 1, 1, 0, 1, 0, 0, 3, 3, 0, 3, 1, 0, 3, 0, 3, 0, 0, 1, 0, 3, 0, 1, 1, 1, 3, 0, 3, 0, 0, 1, 0, 0, 0]",34
Bundesliga,2008,FC Koln,"[0, 1, 3, 0, 0, 3, 3, 3, 0, 0, 3, 3, 0, 0, 0, 0, 3, 1, 1, 1, 3, 1, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 3, 1]",34
Bundesliga,2008,Hamburg,"[1, 3, 3, 3, 0, 3, 3, 1, 0, 3, 0, 3, 0, 3, 1, 3, 3, 3, 0, 3, 3, 0, 0, 3, 3, 3, 0, 3, 0, 1, 0, 3, 0, 3]",34
Bundesliga,2008,Hannover,"[0, 1, 0, 3, 0, 3, 1, 0, 1, 0, 3, 0, 1, 0, 3, 0, 1, 3, 0, 1, 0, 3, 0, 1, 1, 0, 3, 0, 3, 3, 1, 3, 0, 1]",34
Bundesliga,2008,Hertha,"[3, 1, 0, 1, 3, 0, 3, 3, 1, 3, 0, 3, 3, 3, 3, 0, 3, 3, 1, 3, 0, 3, 3, 3, 0, 0, 0, 3, 3, 1, 3, 3, 1, 0]",34
Bundesliga,2008,Hoffenheim,"[3, 3, 0, 1, 3, 0, 3, 3, 3, 3, 3, 0, 3, 3, 3, 0, 1, 3, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 3, 3, 1, 3]",34
Bundesliga,2008,Karlsruhe,"[3, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 3, 1, 0, 0, 0, 0, 0, 1, 0, 1, 3, 1, 0, 0, 3, 3]",34
Bundesliga,2008,Leverkusen,"[0, 3, 3, 0, 3, 3, 0, 3, 3, 3, 3, 1, 3, 0, 0, 3, 1, 1, 0, 3, 0, 0, 1, 0, 1, 3, 1, 0, 0, 3, 1, 0, 3, 0]",34
Bundesliga,2008,MGladbach,"[0, 0, 3, 0, 0, 0, 0, 1, 3, 0, 0, 3, 1, 0, 0, 0, 0, 0, 1, 1, 3, 0, 3, 3, 0, 1, 0, 0, 1, 0, 3, 3, 0, 1]",34
Bundesliga,2008,Schalke 04,"[3, 1, 3, 1, 3, 0, 1, 1, 1, 3, 3, 0, 0, 3, 0, 3, 1, 0, 3, 0, 1, 3, 3, 0, 0, 3, 3, 3, 3, 0, 0, 0, 1, 0]",34
Bundesliga,2008,Stuttgart,"[3, 0, 3, 1, 3, 0, 3, 0, 3, 0, 0, 1, 1, 0, 3, 3, 1, 3, 3, 1, 1, 3, 3, 0, 3, 3, 3, 3, 3, 1, 3, 3, 3, 0]",34
Bundesliga,2008,Werder Bremen,"[1, 1, 0, 3, 3, 3, 0, 1, 1, 0, 3, 1, 3, 0, 3, 0, 3, 0, 0, 1, 0, 1, 1, 3, 0, 3, 1, 0, 3, 0, 3, 3, 0, 0]",34
Bundesliga,2008,Wolfsburg,"[3, 1, 1, 1, 3, 0, 1, 3, 0, 3, 0, 3, 0, 3, 1, 3, 0, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 0, 3, 3, 3]",34
Bundesliga,2009,Bayern Munich,"[1, 1, 0, 3, 3, 3, 0, 1, 3, 3, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 1, 3, 0, 0, 3, 1, 3, 1, 3, 3]",34
Bundesliga,2009,Bochum,"[1, 0, 3, 0, 0, 0, 3, 1, 0, 0, 0, 0, 3, 1, 1, 0, 3, 3, 1, 1, 1, 3, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",34
Bundesliga,2009,Dortmund,"[3, 0, 1, 1, 0, 1, 0, 3, 3, 1, 3, 1, 1, 3, 3, 3, 3, 3, 3, 0, 0, 0, 3, 0, 3, 3, 3, 1, 3, 0, 1, 3, 1, 0]",34
Bundesliga,2009,Ein Frankfurt,"[3, 1, 1, 1, 3, 1, 0, 0, 3, 0, 3, 0, 0, 3, 3, 1, 1, 3, 1, 0, 3, 3, 1, 0, 0, 0, 3, 3, 3, 0, 1, 1, 0, 0]",34
Bundesliga,2009,FC Koln,"[0, 0, 1, 0, 0, 3, 0, 1, 3, 1, 0, 3, 0, 1, 1, 1, 3, 0, 3, 3, 1, 0, 0, 1, 1, 0, 1, 3, 0, 3, 3, 0, 1, 0]",34
Bundesliga,2009,Freiburg,"[1, 0, 0, 3, 0, 3, 3, 0, 0, 0, 0, 3, 0, 3, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 3, 1, 1, 0, 3, 3, 1, 3]",34
Bundesliga,2009,Hamburg,"[1, 3, 3, 3, 3, 1, 3, 3, 1, 1, 0, 1, 0, 1, 1, 3, 3, 3, 0, 1, 1, 3, 1, 0, 3, 0, 1, 0, 1, 3, 0, 0, 3, 1]",34
Bundesliga,2009,Hannover,"[0, 1, 3, 0, 1, 1, 0, 3, 0, 3, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 1, 3, 0, 0, 3, 3]",34
Bundesliga,2009,Hertha,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 3, 1, 1, 0, 1, 3, 0, 0, 0, 3, 1, 3, 0, 1, 0, 1, 0]",34
Bundesliga,2009,Hoffenheim,"[1, 0, 1, 3, 3, 3, 3, 0, 0, 3, 3, 0, 3, 0, 1, 1, 0, 0, 0, 0, 3, 0, 1, 3, 0, 0, 1, 1, 0, 0, 1, 3, 3, 1]",34
Bundesliga,2009,Leverkusen,"[1, 3, 3, 3, 3, 1, 3, 3, 1, 1, 1, 3, 1, 3, 1, 1, 3, 3, 3, 3, 1, 3, 1, 1, 0, 3, 0, 0, 0, 1, 0, 3, 1, 1]",34
Bundesliga,2009,MGladbach,"[1, 3, 0, 3, 0, 0, 0, 0, 0, 1, 3, 1, 3, 3, 0, 3, 0, 0, 1, 3, 0, 3, 1, 1, 0, 0, 1, 3, 0, 3, 0, 1, 0, 1]",34
Bundesliga,2009,Mainz,"[1, 1, 3, 0, 3, 3, 0, 3, 0, 3, 1, 3, 1, 1, 0, 1, 0, 0, 3, 0, 3, 1, 1, 0, 3, 3, 0, 0, 0, 3, 3, 1, 1, 1]",34
Bundesliga,2009,Nurnberg,"[0, 1, 0, 1, 3, 0, 0, 0, 3, 0, 1, 0, 3, 0, 0, 0, 0, 0, 1, 3, 0, 0, 1, 1, 3, 3, 1, 0, 3, 0, 0, 0, 0, 3]",34
Bundesliga,2009,Schalke 04,"[3, 3, 1, 0, 3, 0, 3, 3, 3, 1, 1, 1, 3, 0, 3, 3, 3, 3, 1, 3, 1, 3, 0, 3, 3, 3, 1, 3, 0, 0, 3, 3, 0, 1]",34
Bundesliga,2009,Stuttgart,"[0, 3, 1, 1, 0, 0, 3, 0, 0, 0, 1, 1, 1, 0, 1, 1, 3, 3, 3, 3, 3, 0, 3, 3, 1, 0, 3, 3, 3, 3, 3, 3, 1, 1]",34
Bundesliga,2009,Werder Bremen,"[0, 1, 3, 3, 1, 1, 3, 3, 3, 3, 1, 1, 3, 1, 1, 0, 0, 0, 0, 0, 3, 3, 1, 3, 1, 3, 3, 3, 0, 3, 3, 3, 3, 1]",34
Bundesliga,2009,Wolfsburg,"[3, 3, 0, 0, 0, 3, 3, 1, 3, 1, 1, 3, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 3, 3, 3, 3, 0, 3, 3, 3, 0, 0, 1, 3]",34
Bundesliga,2010,Bayern Munich,"[3, 0, 1, 1, 3, 0, 0, 3, 1, 3, 1, 3, 1, 3, 0, 3, 3, 1, 3, 3, 0, 3, 3, 0, 0, 3, 3, 3, 1, 3, 1, 3, 3, 3]",34
Bundesliga,2010,Dortmund,"[0, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 0, 3, 1, 3, 1, 1, 3, 3, 3, 0, 1, 3, 1, 3, 0, 3, 0, 3]",34
Bundesliga,2010,Ein Frankfurt,"[0, 0, 3, 0, 0, 3, 3, 3, 1, 3, 3, 1, 0, 0, 3, 0, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 3, 1, 1, 0, 1, 0, 0, 0]",34
Bundesliga,2010,FC Koln,"[0, 0, 3, 1, 0, 1, 0, 0, 0, 3, 0, 0, 3, 1, 0, 3, 0, 1, 3, 0, 3, 3, 1, 3, 0, 3, 0, 3, 0, 0, 0, 3, 3, 3]",34
Bundesliga,2010,Freiburg,"[0, 3, 3, 3, 0, 0, 3, 0, 3, 0, 3, 3, 0, 0, 3, 3, 1, 1, 1, 3, 1, 0, 3, 0, 0, 0, 0, 1, 3, 0, 0, 3, 0, 0]",34
Bundesliga,2010,Hamburg,"[3, 3, 1, 1, 0, 0, 3, 3, 1, 0, 3, 0, 0, 3, 0, 0, 3, 3, 3, 0, 3, 0, 3, 1, 0, 0, 3, 1, 1, 1, 0, 0, 1, 1]",34
Bundesliga,2010,Hannover,"[3, 3, 1, 0, 3, 3, 0, 0, 3, 0, 0, 3, 3, 3, 3, 3, 0, 3, 0, 0, 3, 1, 3, 3, 3, 0, 3, 0, 3, 1, 3, 0, 0, 3]",34
Bundesliga,2010,Hoffenheim,"[3, 3, 3, 1, 0, 1, 0, 3, 1, 3, 0, 0, 3, 1, 1, 1, 1, 0, 1, 3, 3, 0, 1, 0, 0, 3, 0, 1, 0, 3, 0, 0, 3, 0]",34
Bundesliga,2010,Kaiserslautern,"[3, 3, 0, 1, 0, 0, 0, 0, 0, 3, 0, 1, 3, 3, 0, 1, 3, 1, 0, 0, 0, 1, 0, 1, 1, 3, 3, 0, 3, 0, 3, 3, 3, 3]",34
Bundesliga,2010,Leverkusen,"[3, 0, 1, 1, 3, 3, 1, 3, 0, 3, 3, 3, 1, 1, 3, 3, 1, 0, 3, 3, 0, 3, 3, 1, 3, 3, 3, 3, 3, 0, 3, 0, 1, 3]",34
Bundesliga,2010,MGladbach,"[1, 3, 0, 0, 0, 1, 1, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 3, 0, 3, 1, 0, 0, 3, 0, 3, 3, 3, 1]",34
Bundesliga,2010,Mainz,"[3, 3, 3, 3, 3, 3, 3, 0, 3, 0, 0, 0, 3, 3, 0, 0, 3, 0, 0, 3, 1, 0, 0, 3, 3, 0, 1, 1, 0, 3, 1, 3, 3, 3]",34
Bundesliga,2010,Nurnberg,"[1, 0, 1, 1, 3, 0, 3, 0, 3, 3, 3, 0, 0, 0, 0, 1, 3, 0, 1, 3, 3, 3, 3, 1, 3, 3, 0, 0, 1, 3, 1, 0, 0, 0]",34
Bundesliga,2010,Schalke 04,"[0, 0, 0, 0, 3, 1, 0, 1, 1, 0, 3, 1, 3, 0, 3, 3, 3, 0, 3, 0, 1, 3, 0, 1, 0, 3, 0, 3, 3, 1, 0, 0, 0, 0]",34
Bundesliga,2010,St Pauli,"[3, 0, 0, 1, 3, 0, 3, 3, 0, 0, 0, 0, 1, 0, 3, 0, 0, 1, 1, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",34
Bundesliga,2010,Stuttgart,"[0, 0, 0, 3, 0, 0, 0, 1, 3, 0, 3, 1, 0, 0, 1, 0, 0, 3, 1, 0, 3, 0, 0, 3, 3, 3, 1, 1, 0, 3, 3, 3, 3, 0]",34
Bundesliga,2010,Werder Bremen,"[0, 3, 1, 0, 0, 3, 1, 3, 3, 0, 0, 1, 0, 3, 1, 0, 0, 3, 0, 0, 1, 1, 0, 1, 3, 1, 3, 1, 1, 1, 3, 0, 3, 0]",34
Bundesliga,2010,Wolfsburg,"[0, 0, 0, 3, 3, 3, 1, 0, 0, 3, 0, 1, 1, 1, 1, 1, 1, 1, 3, 0, 0, 0, 0, 3, 0, 0, 1, 1, 0, 1, 3, 3, 0, 3]",34
Bundesliga,2011,Augsburg,"[1, 1, 0, 0, 0, 1, 1, 0, 3, 1, 0, 0, 0, 3, 0, 3, 1, 0, 1, 1, 1, 0, 3, 1, 1, 3, 1, 3, 0, 0, 3, 1, 1, 3]",34
Bundesliga,2011,Bayern Munich,"[0, 3, 3, 3, 3, 3, 3, 1, 3, 0, 3, 3, 0, 0, 3, 3, 3, 0, 3, 1, 3, 1, 3, 0, 3, 3, 3, 3, 3, 0, 1, 3, 3, 3]",34
Bundesliga,2011,Dortmund,"[3, 0, 3, 1, 0, 0, 3, 3, 3, 3, 1, 3, 3, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3]",34
Bundesliga,2011,FC Koln,"[0, 0, 1, 3, 0, 3, 3, 0, 3, 0, 3, 0, 0, 1, 3, 1, 0, 0, 0, 3, 0, 0, 0, 1, 3, 0, 0, 0, 1, 0, 0, 1, 0, 0]",34
Bundesliga,2011,Freiburg,"[1, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 3, 1, 1, 1, 0, 0, 3, 0, 1, 0, 1, 0, 3, 1, 3, 3, 3, 1, 3, 1, 1, 3, 0]",34
Bundesliga,2011,Hamburg,"[0, 1, 0, 0, 0, 0, 3, 0, 3, 1, 1, 1, 3, 1, 3, 1, 1, 0, 3, 1, 3, 0, 1, 0, 0, 0, 0, 3, 1, 0, 3, 1, 1, 0]",34
Bundesliga,2011,Hannover,"[3, 3, 1, 1, 0, 3, 1, 3, 0, 3, 0, 1, 0, 1, 1, 1, 1, 1, 3, 3, 1, 3, 0, 1, 0, 3, 0, 3, 0, 3, 0, 1, 0, 3]",34
Bundesliga,2011,Hertha,"[0, 1, 1, 3, 3, 1, 0, 3, 0, 1, 3, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 1, 0, 1, 0, 0, 3]",34
Bundesliga,2011,Hoffenheim,"[0, 3, 3, 0, 3, 3, 0, 1, 0, 3, 0, 1, 0, 1, 0, 3, 1, 1, 0, 1, 1, 1, 3, 1, 0, 0, 3, 1, 3, 3, 1, 0, 0, 0]",34
Bundesliga,2011,Kaiserslautern,"[0, 1, 1, 0, 0, 3, 0, 0, 3, 3, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0]",34
Bundesliga,2011,Leverkusen,"[0, 3, 3, 1, 3, 0, 0, 3, 1, 0, 3, 1, 3, 1, 3, 1, 0, 3, 1, 1, 0, 3, 3, 3, 0, 0, 0, 0, 1, 3, 1, 3, 3, 3]",34
Bundesliga,2011,MGladbach,"[3, 1, 3, 0, 3, 3, 3, 0, 1, 0, 3, 3, 3, 3, 1, 0, 3, 3, 3, 1, 3, 3, 1, 0, 1, 3, 0, 0, 1, 1, 3, 0, 1, 3]",34
Bundesliga,2011,Mainz,"[3, 3, 0, 1, 0, 0, 0, 1, 0, 1, 0, 3, 3, 1, 1, 1, 0, 0, 3, 1, 1, 1, 3, 0, 3, 0, 0, 3, 0, 3, 1, 1, 1, 0]",34
Bundesliga,2011,Nurnberg,"[3, 0, 0, 3, 3, 1, 0, 1, 0, 1, 0, 0, 0, 3, 0, 0, 3, 3, 0, 0, 1, 3, 3, 3, 0, 0, 0, 0, 1, 3, 3, 1, 3, 0]",34
Bundesliga,2011,Schalke 04,"[0, 3, 3, 3, 0, 0, 3, 3, 0, 3, 3, 1, 3, 0, 3, 3, 3, 3, 3, 1, 0, 3, 0, 0, 3, 3, 3, 1, 3, 0, 0, 1, 3, 3]",34
Bundesliga,2011,Stuttgart,"[3, 1, 0, 0, 3, 3, 0, 3, 3, 1, 1, 0, 3, 0, 1, 0, 0, 0, 0, 1, 3, 0, 3, 3, 1, 3, 3, 1, 3, 3, 3, 1, 0, 3]",34
Bundesliga,2011,Werder Bremen,"[3, 0, 3, 3, 3, 1, 3, 0, 0, 1, 3, 3, 0, 3, 0, 3, 0, 1, 1, 1, 1, 3, 0, 0, 3, 0, 1, 0, 1, 1, 0, 0, 0, 0]",34
Bundesliga,2011,Wolfsburg,"[3, 0, 0, 0, 3, 0, 3, 0, 3, 1, 0, 0, 3, 0, 1, 0, 3, 3, 0, 1, 3, 0, 0, 1, 3, 3, 3, 3, 0, 0, 0, 1, 3, 0]",34
Bundesliga,2012,Augsburg,"[0, 0, 1, 0, 0, 1, 3, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 3, 1, 1, 1, 0, 3, 3, 0, 3, 0, 0, 3, 0, 3, 0, 0, 3]",34
Bundesliga,2012,Bayern Munich,"[3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 1, 3, 3, 1, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3]",34
Bundesliga,2012,Dortmund,"[3, 1, 3, 0, 1, 3, 1, 0, 3, 1, 3, 3, 3, 1, 1, 0, 3, 3, 3, 3, 0, 3, 1, 3, 0, 3, 3, 3, 3, 3, 3, 1, 1, 0]",34
Bundesliga,2012,Ein Frankfurt,"[3, 3, 3, 3, 1, 3, 0, 3, 0, 1, 0, 3, 1, 0, 0, 3, 3, 0, 3, 3, 1, 0, 1, 0, 1, 0, 3, 0, 0, 3, 1, 3, 1, 1]",34
Bundesliga,2012,Fortuna Dusseldorf,"[3, 1, 1, 1, 3, 1, 0, 0, 0, 0, 1, 0, 3, 1, 3, 0, 3, 0, 0, 3, 0, 3, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",34
Bundesliga,2012,Freiburg,"[1, 0, 3, 1, 0, 0, 3, 3, 0, 1, 1, 3, 3, 0, 1, 3, 3, 1, 1, 0, 3, 3, 1, 1, 0, 0, 3, 3, 3, 0, 0, 3, 3, 0]",34
Bundesliga,2012,Greuther Furth,"[0, 3, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 1, 0, 1, 0, 0, 0, 3, 0, 3, 0, 0]",34
Bundesliga,2012,Hamburg,"[0, 0, 0, 3, 1, 3, 3, 0, 3, 0, 1, 3, 0, 3, 1, 3, 0, 1, 3, 0, 3, 3, 0, 1, 3, 0, 0, 0, 3, 3, 0, 1, 3, 0]",34
Bundesliga,2012,Hannover,"[1, 3, 3, 0, 3, 0, 1, 0, 0, 3, 3, 0, 0, 3, 0, 3, 0, 0, 3, 0, 3, 1, 3, 0, 1, 0, 3, 1, 0, 0, 3, 1, 0, 3]",34
Bundesliga,2012,Hoffenheim,"[0, 0, 0, 3, 3, 1, 0, 1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 3, 1, 0, 3, 1, 0, 3, 1, 0, 3]",34
Bundesliga,2012,Leverkusen,"[0, 3, 0, 1, 3, 3, 1, 1, 3, 3, 0, 3, 3, 3, 3, 0, 3, 3, 1, 0, 1, 3, 1, 3, 0, 0, 3, 1, 1, 3, 3, 3, 3, 3]",34
Bundesliga,2012,MGladbach,"[3, 1, 0, 1, 1, 0, 3, 0, 3, 1, 3, 0, 1, 3, 1, 3, 1, 1, 3, 0, 1, 0, 1, 3, 1, 3, 0, 3, 0, 3, 0, 0, 3, 0]",34
Bundesliga,2012,Mainz,"[1, 0, 0, 3, 0, 3, 3, 1, 3, 0, 3, 0, 0, 3, 3, 0, 3, 1, 3, 0, 1, 1, 1, 1, 3, 1, 1, 0, 0, 0, 1, 1, 0, 1]",34
Bundesliga,2012,Nurnberg,"[3, 1, 3, 0, 0, 0, 0, 1, 0, 3, 0, 1, 1, 3, 0, 3, 1, 1, 0, 3, 1, 1, 1, 1, 3, 3, 1, 3, 0, 0, 0, 0, 3, 3]",34
Bundesliga,2012,Schalke 04,"[1, 3, 3, 0, 3, 1, 3, 3, 3, 0, 3, 0, 1, 0, 1, 0, 0, 3, 1, 0, 0, 1, 3, 3, 3, 0, 3, 3, 1, 0, 3, 3, 0, 3]",34
Bundesliga,2012,Stuttgart,"[0, 0, 1, 1, 0, 3, 1, 3, 3, 1, 0, 3, 0, 3, 3, 3, 0, 0, 0, 0, 0, 3, 1, 0, 0, 3, 0, 1, 3, 3, 0, 0, 3, 1]",34
Bundesliga,2012,Werder Bremen,"[0, 3, 0, 1, 3, 0, 0, 3, 1, 3, 0, 3, 1, 0, 3, 0, 1, 0, 0, 3, 3, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0]",34
