Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Wed, Oct 19, 1960",Los Angeles Lakers,123,Cincinnati Royals,140,Box Score,,,,Cincinnati Gardens,
"Thu, Oct 20, 1960",Cincinnati Royals,113,New York Knicks,105,Box Score,,,,Madison Square Garden (III),
"Sat, Oct 22, 1960",Detroit Pistons,116,Boston Celtics,118,Box Score,,8660.0,,Boston Garden,
"Sat, Oct 22, 1960",New York Knicks,117,Cincinnati Royals,119,Box Score,,,,Cincinnati Gardens,
"Sat, Oct 22, 1960",Los Angeles Lakers,96,St. Louis Hawks,112,Box Score,,,,Kiel Auditorium,
"Sat, Oct 22, 1960",Philadelphia Warriors,133,Syracuse Nationals,123,Box Score,,,,Onondaga War Memorial,
"Sun, Oct 23, 1960",St. Louis Hawks,103,Cincinnati Royals,114,Box Score,,,,Cincinnati Gardens,
"Mon, Oct 24, 1960",New York Knicks,111,Los Angeles Lakers,101,Box Score,,,,Los Angeles Memorial Sports Arena,
"Tue, Oct 25, 1960",Syracuse Nationals,100,St. Louis Hawks,123,Box Score,,,,Kiel Auditorium,
"Tue, Oct 25, 1960",New York Knicks,118,Los Angeles Lakers,120,Box Score,,,,Los Angeles Memorial Sports Arena,
"Wed, Oct 26, 1960",Cincinnati Royals,117,Detroit Pistons,131,Box Score,,,,Detroit Olympia,
"Thu, Oct 27, 1960",Syracuse Nationals,140,Cincinnati Royals,143,Box Score,OT,,,Cincinnati Gardens,
"Fri, Oct 28, 1960",Boston Celtics,110,New York Knicks,101,Box Score,,10142.0,,Madison Square Garden (III),
"Fri, Oct 28, 1960",Los Angeles Lakers,120,Philadelphia Warriors,122,Box Score,,,,Convention Hall,
"Sat, Oct 29, 1960",Philadelphia Warriors,131,Boston Celtics,103,Box Score,,9850.0,,Boston Garden,
"Sat, Oct 29, 1960",New York Knicks,110,Detroit Pistons,115,Box Score,,,,Detroit Olympia,
"Sat, Oct 29, 1960",Cincinnati Royals,97,St. Louis Hawks,113,Box Score,,,,Kiel Auditorium,
"Sat, Oct 29, 1960",Los Angeles Lakers,118,Syracuse Nationals,125,Box Score,,,,Onondaga War Memorial,
