Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Wed, Nov 1, 1972",New York Knicks,122,Kansas City-Omaha Kings,85,Box Score,,,,Omaha Civic Auditorium,"at Omaha, NE"
"Wed, Nov 1, 1972",Houston Rockets,108,Philadelphia 76ers,104,Box Score,,,,The Spectrum,
"Wed, Nov 1, 1972",Detroit Pistons,116,Seattle SuperSonics,106,Box Score,,,,Seattle Center Coliseum,
"Thu, Nov 2, 1972",Portland Trail Blazers,104,Golden State Warriors,118,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Fri, Nov 3, 1972",Baltimore Bullets,96,Boston Celtics,109,Box Score,,12145.0,,Boston Garden,
"Fri, Nov 3, 1972",Phoenix Suns,100,Chicago Bulls,115,Box Score,,,,Chicago Stadium,
"Fri, Nov 3, 1972",Buffalo Braves,97,Cleveland Cavaliers,124,Box Score,,,,Cleveland Arena,
"Fri, Nov 3, 1972",Atlanta Hawks,114,Houston Rockets,108,Box Score,,,,Hofheinz Pavilion,
"Fri, Nov 3, 1972",Detroit Pistons,107,Los Angeles Lakers,116,Box Score,,,,The Forum,
"Fri, Nov 3, 1972",Kansas City-Omaha Kings,114,Philadelphia 76ers,101,Box Score,,,,The Spectrum,
"Fri, Nov 3, 1972",New York Knicks,105,Seattle SuperSonics,80,Box Score,,,,Seattle Center Coliseum,
"Sat, Nov 4, 1972",Philadelphia 76ers,120,Atlanta Hawks,128,Box Score,,,,Omni Coliseum,
"Sat, Nov 4, 1972",Cleveland Cavaliers,98,Baltimore Bullets,108,Box Score,,,,Cole Field House,"at College Park, MD"
"Sat, Nov 4, 1972",Kansas City-Omaha Kings,118,Boston Celtics,107,Box Score,,8836.0,,Boston Garden,
"Sat, Nov 4, 1972",Chicago Bulls,99,Buffalo Braves,101,Box Score,,,,Buffalo Memorial Auditorium,
"Sat, Nov 4, 1972",Houston Rockets,118,Detroit Pistons,108,Box Score,,,,HemisFair Arena,"at San Antonio, TX"
"Sat, Nov 4, 1972",New York Knicks,104,Golden State Warriors,127,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Sat, Nov 4, 1972",Phoenix Suns,105,Milwaukee Bucks,104,Box Score,,,,Milwaukee Arena,
"Sat, Nov 4, 1972",Los Angeles Lakers,134,Portland Trail Blazers,120,Box Score,,,,Memorial Coliseum,
"Sun, Nov 5, 1972",Phoenix Suns,107,Cleveland Cavaliers,106,Box Score,,,,Cleveland Arena,
"Sun, Nov 5, 1972",Philadelphia 76ers,113,Milwaukee Bucks,131,Box Score,,,,Milwaukee Arena,
"Sun, Nov 5, 1972",Los Angeles Lakers,124,Seattle SuperSonics,115,Box Score,,,,Seattle Center Coliseum,
"Mon, Nov 6, 1972",New York Knicks,111,Portland Trail Blazers,95,Box Score,,,,Memorial Coliseum,
