Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Fri, Dec 1, 1961",Philadelphia Warriors,138,Los Angeles Lakers,117,Box Score,,,,Los Angeles Memorial Sports Arena,
"Fri, Dec 1, 1961",Chicago Packers,121,Boston Celtics,140,Box Score,,2372.0,,Boston Garden,
"Fri, Dec 1, 1961",Detroit Pistons,116,St. Louis Hawks,119,Box Score,,,,Kiel Auditorium,
"Fri, Dec 1, 1961",Syracuse Nationals,100,New York Knicks,118,Box Score,,,,Madison Square Garden (III),
"Sat, Dec 2, 1961",St. Louis Hawks,109,Detroit Pistons,118,Box Score,,,,Cobo Arena,
"Sat, Dec 2, 1961",Philadelphia Warriors,119,Los Angeles Lakers,129,Box Score,,,,Los Angeles Memorial Sports Arena,
"Sat, Dec 2, 1961",Chicago Packers,118,Syracuse Nationals,132,Box Score,,,,Onondaga War Memorial,
"Sun, Dec 3, 1961",Boston Celtics,119,Cincinnati Royals,96,Box Score,,7653.0,,Cincinnati Gardens,
"Mon, Dec 4, 1961",Syracuse Nationals,120,Los Angeles Lakers,131,Box Score,,,,Los Angeles Memorial Sports Arena,
"Tue, Dec 5, 1961",St. Louis Hawks,99,Chicago Packers,101,Box Score,,,,Madison Square Garden (III),"at New York, NY"
"Tue, Dec 5, 1961",Syracuse Nationals,120,Los Angeles Lakers,125,Box Score,,,,Memorial Coliseum,"at Portland, OR"
"Tue, Dec 5, 1961",Philadelphia Warriors,122,New York Knicks,105,Box Score,,,,Madison Square Garden (III),
"Wed, Dec 6, 1961",Cincinnati Royals,102,Boston Celtics,103,Box Score,,6148.0,,Convention Hall,"at Philadelphia, PA"
"Wed, Dec 6, 1961",St. Louis Hawks,137,Philadelphia Warriors,132,Box Score,,,,Convention Hall,
"Wed, Dec 6, 1961",Syracuse Nationals,121,Los Angeles Lakers,123,Box Score,OT,,,Los Angeles Memorial Sports Arena,
