Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,LOG,Arena,Notes
"Wed, Dec 1, 1982",,Atlanta Hawks,97,Boston Celtics,122,Box Score,,15320.0,2:02,Boston Garden,
"Wed, Dec 1, 1982",,New York Knicks,101,Cleveland Cavaliers,84,Box Score,,2114.0,,Coliseum at Richfield,
"Wed, Dec 1, 1982",,San Antonio Spurs,97,Detroit Pistons,105,Box Score,,5284.0,,Pontiac Silverdome,
"Wed, Dec 1, 1982",,Los Angeles Lakers,106,Houston Rockets,95,Box Score,,8786.0,,The Summit,
"Wed, Dec 1, 1982",,Milwaukee Bucks,125,Indiana Pacers,105,Box Score,,5850.0,,Market Square Arena,
"Wed, Dec 1, 1982",,Chicago Bulls,132,Kansas City Kings,143,Box Score,,5425.0,,Kemper Arena,
"Wed, Dec 1, 1982",,San Diego Clippers,110,Seattle SuperSonics,131,Box Score,,,,Seattle Kingdome,
"Wed, Dec 1, 1982",,New Jersey Nets,105,Washington Bullets,99,Box Score,,7291.0,,Capital Centre,
"Thu, Dec 2, 1982",,Golden State Warriors,100,Dallas Mavericks,110,Box Score,,7678.0,,Reunion Arena,
"Thu, Dec 2, 1982",,Philadelphia 76ers,116,Phoenix Suns,108,Box Score,,14660.0,2:09,Arizona Veterans Memorial Coliseum,
"Thu, Dec 2, 1982",,Portland Trail Blazers,112,Utah Jazz,119,Box Score,,7075.0,,Salt Palace,
"Fri, Dec 3, 1982",,New Jersey Nets,107,Atlanta Hawks,99,Box Score,,6884.0,,Omni Coliseum,
"Fri, Dec 3, 1982",,Chicago Bulls,124,Denver Nuggets,132,Box Score,,10993.0,,McNichols Sports Arena,
"Fri, Dec 3, 1982",,Cleveland Cavaliers,103,Indiana Pacers,111,Box Score,,3216.0,,Market Square Arena,
"Fri, Dec 3, 1982",,Golden State Warriors,123,Kansas City Kings,107,Box Score,,5882.0,,Kemper Arena,
"Fri, Dec 3, 1982",,Portland Trail Blazers,100,Los Angeles Lakers,115,Box Score,,13787.0,,The Forum,
"Fri, Dec 3, 1982",,Boston Celtics,112,Milwaukee Bucks,115,Box Score,,11052.0,2:00,MECCA Arena,
"Fri, Dec 3, 1982",,Houston Rockets,78,San Antonio Spurs,88,Box Score,,7691.0,,HemisFair Arena,
"Fri, Dec 3, 1982",,Philadelphia 76ers,127,San Diego Clippers,110,Box Score,,13873.0,2:03,San Diego Sports Arena,
"Fri, Dec 3, 1982",,New York Knicks,98,Washington Bullets,105,Box Score,,15812.0,,Capital Centre,
"Sat, Dec 4, 1982",,Indiana Pacers,89,Cleveland Cavaliers,109,Box Score,,4507.0,,Coliseum at Richfield,
