Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Fri, Apr 1, 1977",San Antonio Spurs,102,Los Angeles Lakers,107,Box Score,,,,The Forum,
"Fri, Apr 1, 1977",New York Knicks,116,Milwaukee Bucks,109,Box Score,,,,MECCA Arena,
"Fri, Apr 1, 1977",Cleveland Cavaliers,115,New Orleans Jazz,106,Box Score,,,,Louisiana Superdome,
"Fri, Apr 1, 1977",Indiana Pacers,89,New York Nets,88,Box Score,,,,Nassau Veterans Memorial Coliseum,
"Fri, Apr 1, 1977",Kansas City Kings,105,Philadelphia 76ers,111,Box Score,OT,,,The Spectrum,
"Fri, Apr 1, 1977",Detroit Pistons,116,Phoenix Suns,133,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Fri, Apr 1, 1977",Golden State Warriors,98,Portland Trail Blazers,109,Box Score,,,,Memorial Coliseum,
"Fri, Apr 1, 1977",Houston Rockets,91,Washington Bullets,85,Box Score,,,,Capital Centre,
"Fri, Apr 1, 1977",Denver Nuggets,97,Chicago Bulls,107,Box Score,,,,Chicago Stadium,
"Sat, Apr 2, 1977",Indiana Pacers,106,Atlanta Hawks,99,Box Score,,,,Omni Coliseum,
"Sat, Apr 2, 1977",Cleveland Cavaliers,93,Houston Rockets,106,Box Score,,,,The Summit,
"Sat, Apr 2, 1977",Seattle SuperSonics,109,Golden State Warriors,102,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Sat, Apr 2, 1977",Milwaukee Bucks,93,Buffalo Braves,94,Box Score,,,,Buffalo Memorial Auditorium,
"Sun, Apr 3, 1977",New York Nets,97,Washington Bullets,115,Box Score,,,,Capital Centre,
"Sun, Apr 3, 1977",Portland Trail Blazers,119,Seattle SuperSonics,104,Box Score,,,,Seattle Center Coliseum,
"Sun, Apr 3, 1977",Atlanta Hawks,111,San Antonio Spurs,103,Box Score,,,,HemisFair Arena,
"Sun, Apr 3, 1977",Denver Nuggets,124,Phoenix Suns,109,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Sun, Apr 3, 1977",Buffalo Braves,111,New York Knicks,130,Box Score,,,,Madison Square Garden (IV),
"Sun, Apr 3, 1977",Detroit Pistons,107,Los Angeles Lakers,115,Box Score,OT,,,The Forum,
"Sun, Apr 3, 1977",Milwaukee Bucks,120,Indiana Pacers,112,Box Score,,,,Market Square Arena,
"Sun, Apr 3, 1977",Kansas City Kings,107,Cleveland Cavaliers,113,Box Score,,,,Coliseum at Richfield,
"Sun, Apr 3, 1977",Philadelphia 76ers,90,Boston Celtics,96,Box Score,,15040,,Boston Garden,
"Sun, Apr 3, 1977",Chicago Bulls,101,New Orleans Jazz,82,Box Score,,,,Louisiana Superdome,
"Tue, Apr 5, 1977",New York Nets,88,Seattle SuperSonics,86,Box Score,,,,Seattle Center Coliseum,
"Tue, Apr 5, 1977",Detroit Pistons,105,Portland Trail Blazers,110,Box Score,,,,Memorial Coliseum,
"Tue, Apr 5, 1977",Atlanta Hawks,102,Phoenix Suns,108,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Tue, Apr 5, 1977",Boston Celtics,113,New York Knicks,121,Box Score,,18391,,Madison Square Garden (IV),
"Tue, Apr 5, 1977",Indiana Pacers,87,Kansas City Kings,82,Box Score,,,,Omaha Civic Auditorium,"at Omaha, NE"
