Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Tue, Dec 1, 1981",Philadelphia 76ers,107,Atlanta Hawks,98,Box Score,,11411.0,2:00,Omni Coliseum,
"Tue, Dec 1, 1981",Milwaukee Bucks,126,Cleveland Cavaliers,110,Box Score,,4076.0,,Coliseum at Richfield,
"Tue, Dec 1, 1981",Portland Trail Blazers,121,Denver Nuggets,113,Box Score,,6791.0,,McNichols Sports Arena,
"Tue, Dec 1, 1981",Kansas City Kings,106,Houston Rockets,104,Box Score,,10127.0,,The Summit,
"Tue, Dec 1, 1981",Boston Celtics,87,Indiana Pacers,90,Box Score,,12634.0,2:02,Market Square Arena,
"Tue, Dec 1, 1981",Utah Jazz,86,Los Angeles Lakers,117,Box Score,,11384.0,,The Forum,
"Tue, Dec 1, 1981",Detroit Pistons,100,New York Knicks,112,Box Score,,9578.0,,Madison Square Garden (IV),
"Tue, Dec 1, 1981",San Diego Clippers,94,Phoenix Suns,117,Box Score,,10087.0,,Arizona Veterans Memorial Coliseum,
"Tue, Dec 1, 1981",Chicago Bulls,87,Seattle SuperSonics,103,Box Score,,10472.0,,Seattle Kingdome,
"Tue, Dec 1, 1981",San Antonio Spurs,110,Washington Bullets,99,Box Score,,5583.0,,Capital Centre,
"Wed, Dec 2, 1981",Detroit Pistons,114,Boston Celtics,115,Box Score,,15320.0,2:10,Boston Garden,
"Wed, Dec 2, 1981",Chicago Bulls,119,Golden State Warriors,120,Box Score,,8202.0,,Oakland-Alameda County Coliseum Arena,
"Wed, Dec 2, 1981",Portland Trail Blazers,112,Kansas City Kings,107,Box Score,,8385.0,,Kemper Arena,
"Wed, Dec 2, 1981",Cleveland Cavaliers,106,New Jersey Nets,125,Box Score,,12261.0,,Brendan Byrne Arena,
"Wed, Dec 2, 1981",San Antonio Spurs,106,Philadelphia 76ers,101,Box Score,,15016.0,2:03,The Spectrum,
"Wed, Dec 2, 1981",Los Angeles Lakers,96,Seattle SuperSonics,104,Box Score,,20021.0,,Seattle Kingdome,
"Wed, Dec 2, 1981",Dallas Mavericks,103,Utah Jazz,114,Box Score,,5257.0,,Salt Palace,
"Thu, Dec 3, 1981",Washington Bullets,114,New York Knicks,88,Box Score,,8350.0,,Madison Square Garden (IV),
"Thu, Dec 3, 1981",Denver Nuggets,109,Phoenix Suns,137,Box Score,,10165.0,,Arizona Veterans Memorial Coliseum,
"Thu, Dec 3, 1981",Dallas Mavericks,111,San Diego Clippers,113,Box Score,,3293.0,2:09,San Diego Sports Arena,
"Fri, Dec 4, 1981",Philadelphia 76ers,103,Boston Celtics,111,Box Score,,15320.0,2:05,Boston Garden,
"Fri, Dec 4, 1981",Los Angeles Lakers,126,Denver Nuggets,117,Box Score,,14562.0,,McNichols Sports Arena,
"Fri, Dec 4, 1981",Detroit Pistons,95,Indiana Pacers,105,Box Score,,15410.0,,Market Square Arena,
"Fri, Dec 4, 1981",Seattle SuperSonics,109,Kansas City Kings,112,Box Score,,7128.0,,Kemper Arena,
"Fri, Dec 4, 1981",Atlanta Hawks,80,Milwaukee Bucks,97,Box Score,,10302.0,,MECCA Arena,
"Fri, Dec 4, 1981",Portland Trail Blazers,111,San Antonio Spurs,127,Box Score,,10472.0,,HemisFair Arena,
"Fri, Dec 4, 1981",Chicago Bulls,105,Utah Jazz,101,Box Score,,5480.0,,Salt Palace,
"Sat, Dec 5, 1981",Seattle SuperSonics,92,Atlanta Hawks,85,Box Score,,6213.0,,Omni Coliseum,
"Sat, Dec 5, 1981",Denver Nuggets,105,Dallas Mavericks,109,Box Score,,7620.0,,Reunion Arena,
"Sat, Dec 5, 1981",Milwaukee Bucks,111,Detroit Pistons,108,Box Score,,15289.0,,Pontiac Silverdome,
"Sat, Dec 5, 1981",San Diego Clippers,113,Golden State Warriors,138,Box Score,,8503.0,,Oakland-Alameda County Coliseum Arena,
"Sat, Dec 5, 1981",Portland Trail Blazers,98,Houston Rockets,110,Box Score,,10067.0,,The Summit,
"Sat, Dec 5, 1981",Philadelphia 76ers,114,New Jersey Nets,105,Box Score,,15826.0,2:06,Brendan Byrne Arena,
"Sat, Dec 5, 1981",Boston Celtics,83,New York Knicks,103,Box Score,,18891.0,2:08,Madison Square Garden (IV),
