Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Tue, Oct 18, 1977",New Jersey Nets,93,Detroit Pistons,110,Box Score,,,,Cobo Arena,
"Tue, Oct 18, 1977",Chicago Bulls,91,Cleveland Cavaliers,88,Box Score,,,,Coliseum at Richfield,
"Tue, Oct 18, 1977",Golden State Warriors,83,Phoenix Suns,100,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Tue, Oct 18, 1977",Los Angeles Lakers,112,Milwaukee Bucks,117,Box Score,,,,MECCA Arena,
"Tue, Oct 18, 1977",Kansas City Kings,113,New York Knicks,120,Box Score,,,,Madison Square Garden (IV),
"Wed, Oct 19, 1977",Kansas City Kings,108,Buffalo Braves,112,Box Score,,,,Buffalo Memorial Auditorium,
"Wed, Oct 19, 1977",Milwaukee Bucks,115,Denver Nuggets,133,Box Score,,,,McNichols Sports Arena,
"Wed, Oct 19, 1977",Seattle SuperSonics,84,Golden State Warriors,116,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Wed, Oct 19, 1977",Chicago Bulls,107,Houston Rockets,103,Box Score,,,,The Summit,
"Wed, Oct 19, 1977",Los Angeles Lakers,133,Indiana Pacers,120,Box Score,,,,Market Square Arena,
"Wed, Oct 19, 1977",Detroit Pistons,96,Philadelphia 76ers,113,Box Score,,,,The Spectrum,
"Wed, Oct 19, 1977",Boston Celtics,109,San Antonio Spurs,114,Box Score,,10466.0,,HemisFair Arena,
"Thu, Oct 20, 1977",Cleveland Cavaliers,107,New Orleans Jazz,104,Box Score,,,,Louisiana Superdome,
"Fri, Oct 21, 1977",New Orleans Jazz,111,New Jersey Nets,103,Box Score,,,,Rutgers Athletic Center,
"Fri, Oct 21, 1977",Detroit Pistons,109,Washington Bullets,117,Box Score,,,,Capital Centre,
"Fri, Oct 21, 1977",Portland Trail Blazers,106,Seattle SuperSonics,99,Box Score,,,,Seattle Center Coliseum,
"Fri, Oct 21, 1977",Houston Rockets,94,Kansas City Kings,95,Box Score,,,,Kemper Arena,
"Fri, Oct 21, 1977",San Antonio Spurs,117,Golden State Warriors,122,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Fri, Oct 21, 1977",Los Angeles Lakers,101,Denver Nuggets,106,Box Score,,,,McNichols Sports Arena,
"Fri, Oct 21, 1977",Indiana Pacers,119,Chicago Bulls,122,Box Score,,,,Chicago Stadium,
"Sat, Oct 22, 1977",Cleveland Cavaliers,101,Atlanta Hawks,107,Box Score,,,,Omni Coliseum,
"Sat, Oct 22, 1977",New Jersey Nets,96,Buffalo Braves,101,Box Score,,,,Buffalo Memorial Auditorium,
"Sat, Oct 22, 1977",Denver Nuggets,106,Detroit Pistons,126,Box Score,,,,Cobo Arena,
"Sat, Oct 22, 1977",Boston Celtics,98,Houston Rockets,110,Box Score,,12215.0,,The Summit,
"Sat, Oct 22, 1977",Kansas City Kings,101,Indiana Pacers,106,Box Score,,,,Market Square Arena,
"Sat, Oct 22, 1977",Chicago Bulls,95,Milwaukee Bucks,113,Box Score,,,,MECCA Arena,
"Sat, Oct 22, 1977",Washington Bullets,115,New York Knicks,141,Box Score,,,,Madison Square Garden (IV),
"Sat, Oct 22, 1977",New Orleans Jazz,104,Philadelphia 76ers,103,Box Score,OT,,,The Spectrum,
"Sat, Oct 22, 1977",San Antonio Spurs,115,Portland Trail Blazers,130,Box Score,,,,Memorial Coliseum,
"Sun, Oct 23, 1977",Phoenix Suns,104,Los Angeles Lakers,101,Box Score,,,,The Forum,
"Sun, Oct 23, 1977",San Antonio Spurs,112,Seattle SuperSonics,94,Box Score,,,,Seattle Center Coliseum,
"Mon, Oct 24, 1977",Boston Celtics,85,Detroit Pistons,100,Box Score,,4985.0,,Cobo Arena,
"Tue, Oct 25, 1977",Golden State Warriors,105,Chicago Bulls,98,Box Score,,,,Chicago Stadium,
"Tue, Oct 25, 1977",Denver Nuggets,104,Indiana Pacers,129,Box Score,,,,Market Square Arena,
"Tue, Oct 25, 1977",San Antonio Spurs,107,Los Angeles Lakers,109,Box Score,,,,The Forum,
"Tue, Oct 25, 1977",Cleveland Cavaliers,117,New York Knicks,112,Box Score,OT,,,Madison Square Garden (IV),
"Tue, Oct 25, 1977",Kansas City Kings,104,Philadelphia 76ers,112,Box Score,,,,The Spectrum,
"Tue, Oct 25, 1977",Seattle SuperSonics,86,Phoenix Suns,93,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Tue, Oct 25, 1977",Buffalo Braves,85,Portland Trail Blazers,107,Box Score,,,,Memorial Coliseum,
"Tue, Oct 25, 1977",Atlanta Hawks,103,Boston Celtics,110,Box Score,,6590.0,,Hartford Civic Center,"at Hartford, CT"
"Wed, Oct 26, 1977",Golden State Warriors,107,Detroit Pistons,123,Box Score,,,,Cobo Arena,
"Wed, Oct 26, 1977",Buffalo Braves,92,Seattle SuperSonics,97,Box Score,,,,Seattle Center Coliseum,
"Wed, Oct 26, 1977",New York Knicks,106,New Orleans Jazz,123,Box Score,,,,Louisiana Superdome,
"Wed, Oct 26, 1977",Atlanta Hawks,113,New Jersey Nets,110,Box Score,OT,,,Rutgers Athletic Center,
"Wed, Oct 26, 1977",Portland Trail Blazers,108,Denver Nuggets,111,Box Score,,,,McNichols Sports Arena,
"Thu, Oct 27, 1977",Kansas City Kings,119,Cleveland Cavaliers,104,Box Score,,,,Coliseum at Richfield,
"Thu, Oct 27, 1977",Milwaukee Bucks,110,Houston Rockets,133,Box Score,,,,The Summit,
"Fri, Oct 28, 1977",Los Angeles Lakers,95,Atlanta Hawks,102,Box Score,,,,Omni Coliseum,
"Fri, Oct 28, 1977",Philadelphia 76ers,94,Portland Trail Blazers,98,Box Score,,,,Memorial Coliseum,
"Fri, Oct 28, 1977",Phoenix Suns,107,New Orleans Jazz,114,Box Score,,,,Louisiana Superdome,
"Fri, Oct 28, 1977",Boston Celtics,109,New Jersey Nets,116,Box Score,,7594.0,,Rutgers Athletic Center,
"Fri, Oct 28, 1977",Washington Bullets,127,Indiana Pacers,136,Box Score,,,,Market Square Arena,
"Fri, Oct 28, 1977",Buffalo Braves,97,Golden State Warriors,104,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Sat, Oct 29, 1977",Seattle SuperSonics,97,Chicago Bulls,101,Box Score,,,,Chicago Stadium,
"Sat, Oct 29, 1977",Boston Celtics,98,Cleveland Cavaliers,103,Box Score,,13298.0,,Coliseum at Richfield,
"Sat, Oct 29, 1977",Buffalo Braves,111,Denver Nuggets,127,Box Score,,,,McNichols Sports Arena,
"Sat, Oct 29, 1977",Philadelphia 76ers,110,Golden State Warriors,113,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Sat, Oct 29, 1977",Phoenix Suns,112,Houston Rockets,125,Box Score,,,,The Summit,
"Sat, Oct 29, 1977",Washington Bullets,106,Kansas City Kings,120,Box Score,,,,Kemper Arena,
"Sat, Oct 29, 1977",Detroit Pistons,117,New York Knicks,124,Box Score,,,,Madison Square Garden (IV),
"Sat, Oct 29, 1977",Los Angeles Lakers,118,San Antonio Spurs,129,Box Score,,,,HemisFair Arena,
"Sun, Oct 30, 1977",Seattle SuperSonics,95,Milwaukee Bucks,108,Box Score,,,,MECCA Arena,
"Mon, Oct 31, 1977",San Antonio Spurs,145,Phoenix Suns,143,Box Score,,,,Arizona Veterans Memorial Coliseum,
