Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Wed, Dec 1, 1971",Los Angeles Lakers,124,Boston Celtics,111,Box Score,,8584.0,,Boston Garden,
"Wed, Dec 1, 1971",Chicago Bulls,109,Cincinnati Royals,101,Box Score,,,,Cincinnati Gardens,
"Wed, Dec 1, 1971",Houston Rockets,106,Cleveland Cavaliers,116,Box Score,,,,Cleveland Arena,
"Wed, Dec 1, 1971",Atlanta Hawks,117,Detroit Pistons,103,Box Score,,,,Cobo Arena,
"Wed, Dec 1, 1971",Seattle SuperSonics,98,Philadelphia 76ers,102,Box Score,,,,The Spectrum,
"Wed, Dec 1, 1971",Portland Trail Blazers,103,Phoenix Suns,139,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Thu, Dec 2, 1971",Buffalo Braves,109,Baltimore Bullets,105,Box Score,,,,Maple Leaf Gardens,"at Toronto, Canada"
"Fri, Dec 3, 1971",Seattle SuperSonics,117,Baltimore Bullets,106,Box Score,,,,Baltimore Civic Center,
"Fri, Dec 3, 1971",Cleveland Cavaliers,90,Buffalo Braves,91,Box Score,,,,Buffalo Memorial Auditorium,
"Fri, Dec 3, 1971",New York Knicks,96,Chicago Bulls,122,Box Score,,,,Chicago Stadium,
"Fri, Dec 3, 1971",Houston Rockets,112,Detroit Pistons,113,Box Score,,,,Cobo Arena,
"Fri, Dec 3, 1971",Cincinnati Royals,82,Milwaukee Bucks,120,Box Score,,,,Milwaukee Arena,
"Fri, Dec 3, 1971",Los Angeles Lakers,131,Philadelphia 76ers,116,Box Score,,,,The Spectrum,
"Fri, Dec 3, 1971",Golden State Warriors,107,Portland Trail Blazers,115,Box Score,,,,Memorial Coliseum,
"Sat, Dec 4, 1971",Philadelphia 76ers,109,Atlanta Hawks,126,Box Score,,,,Alexander Memorial Coliseum,
"Sat, Dec 4, 1971",Houston Rockets,107,Boston Celtics,117,Box Score,,5042.0,,Boston Garden,
"Sat, Dec 4, 1971",Seattle SuperSonics,100,Cincinnati Royals,98,Box Score,,,,Cincinnati Gardens,
"Sat, Dec 4, 1971",Phoenix Suns,128,Golden State Warriors,92,Box Score,,,,Oakland-Alameda County Coliseum Arena,"at Oakland, CA"
"Sat, Dec 4, 1971",Chicago Bulls,105,Milwaukee Bucks,108,Box Score,,,,Milwaukee Arena,
"Sat, Dec 4, 1971",Buffalo Braves,90,New York Knicks,130,Box Score,,,,Madison Square Garden (IV),
"Sun, Dec 5, 1971",Seattle SuperSonics,99,Cleveland Cavaliers,91,Box Score,,,,Cleveland Arena,
"Sun, Dec 5, 1971",Portland Trail Blazers,107,Los Angeles Lakers,123,Box Score,,,,The Forum,
"Sun, Dec 5, 1971",Golden State Warriors,87,Phoenix Suns,120,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Tue, Dec 7, 1971",Golden State Warriors,113,Atlanta Hawks,116,Box Score,,,,San Diego Sports Arena,"at San Diego, CA"
"Tue, Dec 7, 1971",Cincinnati Royals,91,Buffalo Braves,115,Box Score,,,,Buffalo Memorial Auditorium,
"Tue, Dec 7, 1971",Cleveland Cavaliers,99,Chicago Bulls,115,Box Score,,,,Chicago Stadium,
