Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Sat, Apr 1, 1967",St. Louis Hawks,136,San Francisco Warriors,143,Box Score,,,,Cow Palace,
"Sun, Apr 2, 1967",Philadelphia 76ers,107,Boston Celtics,102,Box Score,,13909.0,,Boston Garden,
"Wed, Apr 5, 1967",Boston Celtics,104,Philadelphia 76ers,115,Box Score,,13007.0,,Convention Hall,
"Wed, Apr 5, 1967",San Francisco Warriors,109,St. Louis Hawks,115,Box Score,,,,Kiel Auditorium,
"Sat, Apr 8, 1967",San Francisco Warriors,104,St. Louis Hawks,109,Box Score,,,,Kiel Auditorium,
"Sun, Apr 9, 1967",Philadelphia 76ers,117,Boston Celtics,121,Box Score,,13909.0,,Boston Garden,
"Mon, Apr 10, 1967",St. Louis Hawks,102,San Francisco Warriors,123,Box Score,,,,Cow Palace,
"Tue, Apr 11, 1967",Boston Celtics,116,Philadelphia 76ers,140,Box Score,,13007.0,,Convention Hall,
"Wed, Apr 12, 1967",San Francisco Warriors,112,St. Louis Hawks,107,Box Score,,,,Kiel Auditorium,
"Fri, Apr 14, 1967",San Francisco Warriors,135,Philadelphia 76ers,141,Box Score,OT,9283.0,,Convention Hall,
"Sun, Apr 16, 1967",San Francisco Warriors,95,Philadelphia 76ers,126,Box Score,,9426.0,,Convention Hall,
"Tue, Apr 18, 1967",Philadelphia 76ers,124,San Francisco Warriors,130,Box Score,,14773.0,,Cow Palace,
"Thu, Apr 20, 1967",Philadelphia 76ers,122,San Francisco Warriors,108,Box Score,,15117.0,,Cow Palace,
"Sun, Apr 23, 1967",San Francisco Warriors,117,Philadelphia 76ers,109,Box Score,,10229.0,,Convention Hall,
"Mon, Apr 24, 1967",Philadelphia 76ers,125,San Francisco Warriors,122,Box Score,,15612.0,,Cow Palace,
