Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Wed, Apr 2, 1980",Washington Bullets,96,Philadelphia 76ers,111,Box Score,,,,The Spectrum,
"Wed, Apr 2, 1980",San Antonio Spurs,85,Houston Rockets,95,Box Score,,,,The Summit,
"Wed, Apr 2, 1980",Portland Trail Blazers,110,Seattle SuperSonics,120,Box Score,,,,Seattle Kingdome,
"Wed, Apr 2, 1980",Kansas City Kings,93,Phoenix Suns,96,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Fri, Apr 4, 1980",Phoenix Suns,96,Kansas City Kings,106,Box Score,,,,Kemper Arena,
"Fri, Apr 4, 1980",Seattle SuperSonics,95,Portland Trail Blazers,105,Box Score,OT,,,Memorial Coliseum,
"Fri, Apr 4, 1980",Houston Rockets,101,San Antonio Spurs,106,Box Score,,,,HemisFair Arena,
"Fri, Apr 4, 1980",Philadelphia 76ers,112,Washington Bullets,104,Box Score,,,,Capital Centre,
"Sun, Apr 6, 1980",Portland Trail Blazers,86,Seattle SuperSonics,103,Box Score,,,,Seattle Kingdome,
"Sun, Apr 6, 1980",Kansas City Kings,99,Phoenix Suns,114,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Sun, Apr 6, 1980",Atlanta Hawks,104,Philadelphia 76ers,107,Box Score,,,,The Spectrum,
"Sun, Apr 6, 1980",San Antonio Spurs,120,Houston Rockets,141,Box Score,,,,The Summit,
"Tue, Apr 8, 1980",Phoenix Suns,110,Los Angeles Lakers,119,Box Score,,,,The Forum,
"Tue, Apr 8, 1980",Milwaukee Bucks,113,Seattle SuperSonics,114,Box Score,OT,,,Seattle Center Coliseum,
"Wed, Apr 9, 1980",Houston Rockets,101,Boston Celtics,119,Box Score,,15320.0,2:00,Boston Garden,
"Wed, Apr 9, 1980",Phoenix Suns,128,Los Angeles Lakers,131,Box Score,OT,,,The Forum,
"Wed, Apr 9, 1980",Atlanta Hawks,92,Philadelphia 76ers,99,Box Score,,,,The Spectrum,
"Wed, Apr 9, 1980",Milwaukee Bucks,114,Seattle SuperSonics,112,Box Score,OT,,,Seattle Center Coliseum,
"Thu, Apr 10, 1980",Philadelphia 76ers,93,Atlanta Hawks,105,Box Score,,,,Omni Coliseum,
"Fri, Apr 11, 1980",Los Angeles Lakers,108,Phoenix Suns,105,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Fri, Apr 11, 1980",Houston Rockets,75,Boston Celtics,95,Box Score,,15320.0,2:00,Boston Garden,
"Fri, Apr 11, 1980",Seattle SuperSonics,91,Milwaukee Bucks,95,Box Score,,,,MECCA Arena,
"Sun, Apr 13, 1980",Philadelphia 76ers,107,Atlanta Hawks,83,Box Score,,,,Omni Coliseum,
"Sun, Apr 13, 1980",Boston Celtics,100,Houston Rockets,81,Box Score,,14243.0,2:03,The Summit,
"Sun, Apr 13, 1980",Seattle SuperSonics,112,Milwaukee Bucks,107,Box Score,,,,MECCA Arena,
"Sun, Apr 13, 1980",Los Angeles Lakers,101,Phoenix Suns,127,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Mon, Apr 14, 1980",Boston Celtics,138,Houston Rockets,121,Box Score,,13106.0,2:07,The Summit,
"Tue, Apr 15, 1980",Phoenix Suns,101,Los Angeles Lakers,126,Box Score,,,,The Forum,
"Tue, Apr 15, 1980",Atlanta Hawks,100,Philadelphia 76ers,105,Box Score,,,,The Spectrum,
"Tue, Apr 15, 1980",Milwaukee Bucks,108,Seattle SuperSonics,97,Box Score,,,,Seattle Center Coliseum,
"Fri, Apr 18, 1980",Seattle SuperSonics,86,Milwaukee Bucks,85,Box Score,,,,MECCA Arena,
"Fri, Apr 18, 1980",Philadelphia 76ers,96,Boston Celtics,93,Box Score,,15320.0,2:08,Boston Garden,
"Sun, Apr 20, 1980",Philadelphia 76ers,90,Boston Celtics,96,Box Score,,15320.0,2:14,Boston Garden,
"Sun, Apr 20, 1980",Milwaukee Bucks,94,Seattle SuperSonics,98,Box Score,,,,Seattle Center Coliseum,
"Tue, Apr 22, 1980",Seattle SuperSonics,108,Los Angeles Lakers,107,Box Score,,,,The Forum,
"Wed, Apr 23, 1980",Seattle SuperSonics,99,Los Angeles Lakers,108,Box Score,,,,The Forum,
"Wed, Apr 23, 1980",Boston Celtics,97,Philadelphia 76ers,99,Box Score,,18276.0,1:59,The Spectrum,
"Fri, Apr 25, 1980",Boston Celtics,90,Philadelphia 76ers,102,Box Score,,18276.0,2:15,The Spectrum,
"Fri, Apr 25, 1980",Los Angeles Lakers,104,Seattle SuperSonics,100,Box Score,,,,Hec Edmunson Pavilion,
"Sun, Apr 27, 1980",Philadelphia 76ers,105,Boston Celtics,94,Box Score,,15320.0,2:16,Boston Garden,
"Sun, Apr 27, 1980",Los Angeles Lakers,98,Seattle SuperSonics,93,Box Score,,,,Hec Edmunson Pavilion,
"Wed, Apr 30, 1980",Seattle SuperSonics,105,Los Angeles Lakers,111,Box Score,,,,The Forum,
