Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Sun, Jan 1, 1967",New York Knicks,105,St. Louis Hawks,128,Box Score,,,,Kiel Auditorium,
"Sun, Jan 1, 1967",Boston Celtics,110,Los Angeles Lakers,111,Box Score,,8419.0,,Los Angeles Memorial Sports Arena,
"Mon, Jan 2, 1967",St. Louis Hawks,122,Detroit Pistons,120,Box Score,,,,Mid-South Coliseum,"at Memphis, TN"
"Tue, Jan 3, 1967",Detroit Pistons,117,Baltimore Bullets,110,Box Score,,,,Madison Square Garden (III),"at New York, NY"
"Tue, Jan 3, 1967",Cincinnati Royals,111,Chicago Bulls,116,Box Score,,,,International Amphitheatre,
"Tue, Jan 3, 1967",Philadelphia 76ers,148,New York Knicks,142,Box Score,OT,,,Madison Square Garden (III),
"Tue, Jan 3, 1967",Boston Celtics,126,San Francisco Warriors,121,Box Score,OT,6888.0,,San Francisco Civic Auditorium,
"Wed, Jan 4, 1967",Detroit Pistons,132,Baltimore Bullets,126,Box Score,2OT,,,Baltimore Civic Center,
"Wed, Jan 4, 1967",St. Louis Hawks,101,Los Angeles Lakers,122,Box Score,,,,Los Angeles Memorial Sports Arena,
"Wed, Jan 4, 1967",Chicago Bulls,115,Philadelphia 76ers,136,Box Score,,,,Convention Hall,
"Thu, Jan 5, 1967",Philadelphia 76ers,104,New York Knicks,112,Box Score,,,,Pittsburgh Civic Arena,"at Pittsburgh, PA"
"Thu, Jan 5, 1967",San Francisco Warriors,122,Los Angeles Lakers,91,Box Score,,11102.0,,Oakland-Alameda County Coliseum Arena,"at Oakland, CA"
"Fri, Jan 6, 1967",Chicago Bulls,135,Detroit Pistons,126,Box Score,,,,Cobo Arena,
"Fri, Jan 6, 1967",Boston Celtics,99,Los Angeles Lakers,102,Box Score,,14416.0,,Los Angeles Memorial Sports Arena,
"Fri, Jan 6, 1967",Baltimore Bullets,115,Philadelphia 76ers,121,Box Score,OT,,,Convention Hall,
"Fri, Jan 6, 1967",St. Louis Hawks,118,San Francisco Warriors,129,Box Score,,,,San Francisco Civic Auditorium,
"Sat, Jan 7, 1967",Chicago Bulls,112,Cincinnati Royals,125,Box Score,,,,Cincinnati Gardens,
"Sat, Jan 7, 1967",Baltimore Bullets,126,New York Knicks,129,Box Score,,,,Madison Square Garden (III),
"Sat, Jan 7, 1967",Boston Celtics,108,San Francisco Warriors,110,Box Score,,7281.0,,San Francisco Civic Auditorium,
"Sun, Jan 8, 1967",Detroit Pistons,115,St. Louis Hawks,117,Box Score,,,,Kiel Auditorium,
"Sun, Jan 8, 1967",New York Knicks,121,Los Angeles Lakers,118,Box Score,,,,Long Beach Arena,"at Long Beach, CA"
"Sun, Jan 8, 1967",Cincinnati Royals,126,Baltimore Bullets,94,Box Score,,,,Baltimore Civic Center,
"Sun, Jan 8, 1967",Philadelphia 76ers,117,Chicago Bulls,108,Box Score,,,,International Amphitheatre,
"Wed, Jan 11, 1967",Cincinnati Royals,106,Chicago Bulls,102,Box Score,,,,International Amphitheatre,
"Wed, Jan 11, 1967",San Francisco Warriors,126,Los Angeles Lakers,141,Box Score,,,,Los Angeles Memorial Sports Arena,
"Thu, Jan 12, 1967",St. Louis Hawks,116,Baltimore Bullets,137,Box Score,,,,Baltimore Civic Center,
"Thu, Jan 12, 1967",New York Knicks,123,San Francisco Warriors,127,Box Score,,,,San Francisco Civic Auditorium,
"Fri, Jan 13, 1967",St. Louis Hawks,107,Philadelphia 76ers,125,Box Score,,,,Convention Hall,
"Fri, Jan 13, 1967",San Francisco Warriors,117,New York Knicks,119,Box Score,,,,San Jose Civic Auditorium,"at San Jose, CA"
"Fri, Jan 13, 1967",Los Angeles Lakers,115,Cincinnati Royals,125,Box Score,,,,Cleveland Arena,"at Cleveland, OH"
"Fri, Jan 13, 1967",Chicago Bulls,102,Boston Celtics,122,Box Score,,5448.0,,Boston Garden,
"Fri, Jan 13, 1967",Detroit Pistons,119,Baltimore Bullets,118,Box Score,,,,Washington Coliseum,"at Washington, DC"
"Sat, Jan 14, 1967",Boston Celtics,115,Baltimore Bullets,106,Box Score,,4430.0,,Baltimore Civic Center,
"Sat, Jan 14, 1967",Los Angeles Lakers,121,Chicago Bulls,122,Box Score,,,,International Amphitheatre,
"Sat, Jan 14, 1967",St. Louis Hawks,105,Cincinnati Royals,116,Box Score,,,,Cincinnati Gardens,
"Sat, Jan 14, 1967",San Francisco Warriors,136,Detroit Pistons,121,Box Score,,,,Cobo Arena,
"Sun, Jan 15, 1967",Philadelphia 76ers,110,Boston Celtics,95,Box Score,,11242.0,,Boston Garden,
"Sun, Jan 15, 1967",New York Knicks,116,Chicago Bulls,131,Box Score,,,,International Amphitheatre,
"Sun, Jan 15, 1967",Los Angeles Lakers,127,Detroit Pistons,116,Box Score,,,,Cobo Arena,
"Sun, Jan 15, 1967",San Francisco Warriors,112,St. Louis Hawks,114,Box Score,,,,Kiel Auditorium,
"Mon, Jan 16, 1967",St. Louis Hawks,98,Baltimore Bullets,100,Box Score,,,,Baltimore Civic Center,"at Tampa, FL"
"Tue, Jan 17, 1967",New York Knicks,111,Philadelphia 76ers,119,Box Score,,,,Convention Hall,
"Tue, Jan 17, 1967",Boston Celtics,109,Chicago Bulls,101,Box Score,,4096.0,,International Amphitheatre,
"Wed, Jan 18, 1967",San Francisco Warriors,107,Chicago Bulls,111,Box Score,,,,Roberts Stadium,"at Evansville, IN"
"Wed, Jan 18, 1967",St. Louis Hawks,123,Los Angeles Lakers,121,Box Score,OT,,,Los Angeles Memorial Sports Arena,
"Wed, Jan 18, 1967",Boston Celtics,119,Cincinnati Royals,106,Box Score,,4331.0,,Cincinnati Gardens,
"Wed, Jan 18, 1967",Philadelphia 76ers,113,Detroit Pistons,105,Box Score,,,,Cobo Arena,
"Thu, Jan 19, 1967",Cincinnati Royals,118,Baltimore Bullets,122,Box Score,,,,Baltimore Civic Center,
