Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Sun, Apr 1, 1979",San Antonio Spurs,112,Boston Celtics,110,Box Score,,11714,2:02,Boston Garden,
"Sun, Apr 1, 1979",Houston Rockets,105,Cleveland Cavaliers,114,Box Score,,,,Coliseum at Richfield,
"Sun, Apr 1, 1979",Portland Trail Blazers,109,Milwaukee Bucks,107,Box Score,,,,MECCA Arena,
"Sun, Apr 1, 1979",Los Angeles Lakers,111,Philadelphia 76ers,112,Box Score,,,,The Spectrum,
"Sun, Apr 1, 1979",Detroit Pistons,105,Phoenix Suns,116,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Sun, Apr 1, 1979",New York Knicks,116,San Diego Clippers,126,Box Score,,,,San Diego Sports Arena,
"Sun, Apr 1, 1979",Golden State Warriors,97,Seattle SuperSonics,102,Box Score,,,,Seattle Kingdome,
"Sun, Apr 1, 1979",Denver Nuggets,89,Washington Bullets,105,Box Score,,,,Capital Centre,
"Sun, Apr 1, 1979",New Jersey Nets,98,Atlanta Hawks,109,Box Score,,,,Omni Coliseum,
"Tue, Apr 3, 1979",San Antonio Spurs,116,Cleveland Cavaliers,112,Box Score,,,,Coliseum at Richfield,
"Tue, Apr 3, 1979",Seattle SuperSonics,102,Portland Trail Blazers,106,Box Score,,,,Memorial Coliseum,
"Tue, Apr 3, 1979",Houston Rockets,116,New York Knicks,115,Box Score,,,,Madison Square Garden (IV),
"Tue, Apr 3, 1979",Boston Celtics,125,New Orleans Jazz,141,Box Score,,3460,,Louisiana Superdome,
"Tue, Apr 3, 1979",Denver Nuggets,110,New Jersey Nets,97,Box Score,,,,Rutgers Athletic Center,
"Tue, Apr 3, 1979",Washington Bullets,112,Milwaukee Bucks,108,Box Score,,,,MECCA Arena,
"Tue, Apr 3, 1979",Detroit Pistons,100,Golden State Warriors,104,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Tue, Apr 3, 1979",Los Angeles Lakers,97,Chicago Bulls,95,Box Score,,,,Chicago Stadium,
"Wed, Apr 4, 1979",Los Angeles Lakers,111,Kansas City Kings,115,Box Score,OT,,,Kemper Arena,
"Wed, Apr 4, 1979",Boston Celtics,119,Washington Bullets,145,Box Score,,10193,,Capital Centre,
"Wed, Apr 4, 1979",Seattle SuperSonics,115,San Diego Clippers,107,Box Score,,,,San Diego Sports Arena,
"Wed, Apr 4, 1979",New Jersey Nets,103,San Antonio Spurs,110,Box Score,,,,HemisFair Arena,
"Wed, Apr 4, 1979",Houston Rockets,120,Philadelphia 76ers,121,Box Score,,,,The Spectrum,
