Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Sun, Jan 1, 1978",Cleveland Cavaliers,87,New York Knicks,96,Box Score,,,,Madison Square Garden (IV),
"Sun, Jan 1, 1978",Kansas City Kings,102,Portland Trail Blazers,107,Box Score,,,,Memorial Coliseum,
"Sun, Jan 1, 1978",Chicago Bulls,96,Seattle SuperSonics,114,Box Score,,,,Seattle Center Coliseum,
"Tue, Jan 3, 1978",Detroit Pistons,106,Atlanta Hawks,103,Box Score,,,,Omni Coliseum,
"Tue, Jan 3, 1978",Phoenix Suns,125,Milwaukee Bucks,103,Box Score,,,,MECCA Arena,
"Tue, Jan 3, 1978",Indiana Pacers,104,New Orleans Jazz,103,Box Score,,,,Louisiana Superdome,
"Tue, Jan 3, 1978",Los Angeles Lakers,120,New York Knicks,117,Box Score,,,,Madison Square Garden (IV),
"Tue, Jan 3, 1978",Chicago Bulls,90,Portland Trail Blazers,92,Box Score,,,,Memorial Coliseum,
"Tue, Jan 3, 1978",Denver Nuggets,101,Washington Bullets,100,Box Score,,,,Capital Centre,
"Wed, Jan 4, 1978",Los Angeles Lakers,93,Buffalo Braves,94,Box Score,,,,Buffalo Memorial Auditorium,
"Wed, Jan 4, 1978",Atlanta Hawks,97,Detroit Pistons,111,Box Score,,,,Cobo Arena,
"Wed, Jan 4, 1978",Chicago Bulls,94,Golden State Warriors,115,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Wed, Jan 4, 1978",Indiana Pacers,96,Houston Rockets,104,Box Score,,,,The Summit,
"Wed, Jan 4, 1978",Phoenix Suns,83,New Jersey Nets,115,Box Score,,,,Rutgers Athletic Center,
"Wed, Jan 4, 1978",Cleveland Cavaliers,93,Philadelphia 76ers,108,Box Score,,,,The Spectrum,
"Wed, Jan 4, 1978",Denver Nuggets,119,San Antonio Spurs,114,Box Score,,,,HemisFair Arena,
