Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Tue, Feb 1, 1966",Baltimore Bullets,109,New York Knicks,112,Box Score,,,,Madison Square Garden (III),
"Tue, Feb 1, 1966",Detroit Pistons,81,Boston Celtics,100,Box Score,,11005.0,,Madison Square Garden (III),"at New York, NY"
"Tue, Feb 1, 1966",Cincinnati Royals,125,San Francisco Warriors,127,Box Score,,,,San Francisco Civic Auditorium,
"Wed, Feb 2, 1966",Boston Celtics,93,Detroit Pistons,99,Box Score,,3555.0,,Cobo Arena,
"Wed, Feb 2, 1966",Cincinnati Royals,118,Los Angeles Lakers,119,Box Score,,,,Los Angeles Memorial Sports Arena,
"Wed, Feb 2, 1966",St. Louis Hawks,96,Philadelphia 76ers,89,Box Score,,,,Greensboro Coliseum,"at Greensboro, NC"
"Thu, Feb 3, 1966",St. Louis Hawks,113,Baltimore Bullets,122,Box Score,,,,Baltimore Civic Center,
"Fri, Feb 4, 1966",St. Louis Hawks,95,Boston Celtics,117,Box Score,,4916.0,,Boston Garden,
"Fri, Feb 4, 1966",New York Knicks,115,Detroit Pistons,113,Box Score,,,,Cobo Arena,
"Fri, Feb 4, 1966",Cincinnati Royals,125,Los Angeles Lakers,132,Box Score,,,,Los Angeles Memorial Sports Arena,
"Sat, Feb 5, 1966",Boston Celtics,94,Baltimore Bullets,113,Box Score,,8578.0,,Baltimore Civic Center,
"Sat, Feb 5, 1966",Philadelphia 76ers,113,New York Knicks,120,Box Score,,,,Madison Square Garden (III),
"Sun, Feb 6, 1966",Philadelphia 76ers,99,Boston Celtics,100,Box Score,,11500.0,,Boston Garden,
"Sun, Feb 6, 1966",San Francisco Warriors,116,Cincinnati Royals,117,Box Score,,,,Arizona Veterans Memorial Coliseum,"at Phoenix, AZ"
"Sun, Feb 6, 1966",Los Angeles Lakers,105,St. Louis Hawks,109,Box Score,,,,Kiel Auditorium,
"Mon, Feb 7, 1966",Los Angeles Lakers,125,Philadelphia 76ers,132,Box Score,,,,Convention Hall,
"Mon, Feb 7, 1966",Detroit Pistons,124,Cincinnati Royals,118,Box Score,,,,Indiana State Fair Coliseum,"at Indianapolis, IN"
"Mon, Feb 7, 1966",St. Louis Hawks,104,Baltimore Bullets,111,Box Score,,,,Mid-South Coliseum,"at Memphis, TN"
"Mon, Feb 7, 1966",San Francisco Warriors,107,Boston Celtics,112,Box Score,,8439.0,,Convention Hall,"at Philadelphia, PA"
"Tue, Feb 8, 1966",Baltimore Bullets,113,Cincinnati Royals,128,Box Score,,,,Cincinnati Gardens,
"Tue, Feb 8, 1966",San Francisco Warriors,113,Detroit Pistons,103,Box Score,,,,Madison Square Garden (III),"at New York, NY"
"Tue, Feb 8, 1966",Philadelphia 76ers,123,New York Knicks,136,Box Score,,,,Madison Square Garden (III),
"Wed, Feb 9, 1966",Los Angeles Lakers,123,Baltimore Bullets,116,Box Score,OT,,,Baltimore Civic Center,
"Wed, Feb 9, 1966",New York Knicks,117,Boston Celtics,121,Box Score,,2580.0,,Boston Garden,
"Wed, Feb 9, 1966",Philadelphia 76ers,108,Detroit Pistons,91,Box Score,,,,Cobo Arena,
"Thu, Feb 10, 1966",San Francisco Warriors,128,Boston Celtics,117,Box Score,,4644.0,,Rhode Island Auditorium,"at Providence, RI"
