Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,LOG,Arena,Notes
"Tue, Mar 8, 1983",,Indiana Pacers,101,Detroit Pistons,107,Box Score,,6147.0,,Pontiac Silverdome,
"Tue, Mar 8, 1983",,Los Angeles Lakers,116,Golden State Warriors,112,Box Score,,13335.0,,Oakland-Alameda County Coliseum Arena,
"Tue, Mar 8, 1983",,Cleveland Cavaliers,102,Houston Rockets,99,Box Score,,7036.0,,The Summit,
"Tue, Mar 8, 1983",,Seattle SuperSonics,98,New York Knicks,107,Box Score,,8743.0,,Madison Square Garden (IV),
"Wed, Mar 9, 1983",,Seattle SuperSonics,112,Boston Celtics,106,Box Score,,15320.0,2:07,Boston Garden,
"Wed, Mar 9, 1983",,Portland Trail Blazers,101,Indiana Pacers,97,Box Score,,3036.0,,Market Square Arena,
"Wed, Mar 9, 1983",,Dallas Mavericks,113,Kansas City Kings,129,Box Score,,,,Kemper Arena,
"Wed, Mar 9, 1983",,San Diego Clippers,114,Los Angeles Lakers,119,Box Score,,17505.0,,The Forum,
"Wed, Mar 9, 1983",,Atlanta Hawks,100,Milwaukee Bucks,109,Box Score,,10897.0,,MECCA Arena,
"Wed, Mar 9, 1983",,Phoenix Suns,105,San Antonio Spurs,108,Box Score,,8201.0,,HemisFair Arena,
"Wed, Mar 9, 1983",,Denver Nuggets,122,Utah Jazz,109,Box Score,,10075.0,,Salt Palace,
"Wed, Mar 9, 1983",,Chicago Bulls,92,Washington Bullets,110,Box Score,,5622.0,,Capital Centre,
"Wed, Mar 9, 1983",7:40p,New York Knicks,103,New Jersey Nets,92,Box Score,,19347.0,1:59,Brendan Byrne Arena,
"Thu, Mar 10, 1983",,Golden State Warriors,119,Houston Rockets,109,Box Score,,6136.0,,The Summit,
"Fri, Mar 11, 1983",,Seattle SuperSonics,127,Indiana Pacers,121,Box Score,,4176.0,,Market Square Arena,
"Fri, Mar 11, 1983",,Kansas City Kings,100,Milwaukee Bucks,108,Box Score,,11052.0,,MECCA Arena,
"Fri, Mar 11, 1983",,Chicago Bulls,123,San Diego Clippers,130,Box Score,2OT,3722.0,,San Diego Sports Arena,
"Fri, Mar 11, 1983",,Dallas Mavericks,110,Utah Jazz,119,Box Score,,10338.0,,Salt Palace,
"Fri, Mar 11, 1983",7:40p,Boston Celtics,93,New Jersey Nets,98,Box Score,,20149.0,2:05,Brendan Byrne Arena,
"Sat, Mar 12, 1983",,Atlanta Hawks,120,Detroit Pistons,119,Box Score,,25312.0,,Pontiac Silverdome,
"Sat, Mar 12, 1983",,Phoenix Suns,105,Houston Rockets,94,Box Score,,6835.0,,The Summit,
"Sat, Mar 12, 1983",,Chicago Bulls,116,Los Angeles Lakers,123,Box Score,,17505.0,,The Forum,
"Sat, Mar 12, 1983",,Portland Trail Blazers,95,New York Knicks,97,Box Score,,9706.0,,Madison Square Garden (IV),
"Sat, Mar 12, 1983",,Golden State Warriors,120,San Antonio Spurs,131,Box Score,,9805.0,,HemisFair Arena,
"Sat, Mar 12, 1983",,Philadelphia 76ers,95,Washington Bullets,86,Box Score,,19035.0,2:11,Capital Centre,
"Sun, Mar 13, 1983",,New York Knicks,122,Boston Celtics,110,Box Score,,15320.0,2:08,Boston Garden,
"Sun, Mar 13, 1983",,San Diego Clippers,102,Dallas Mavericks,111,Box Score,,10976.0,,Reunion Arena,
"Sun, Mar 13, 1983",,Utah Jazz,117,Denver Nuggets,130,Box Score,,13188.0,,McNichols Sports Arena,
"Sun, Mar 13, 1983",,Detroit Pistons,114,Indiana Pacers,118,Box Score,,5771.0,,Market Square Arena,
"Sun, Mar 13, 1983",,Seattle SuperSonics,120,Kansas City Kings,115,Box Score,OT,7754.0,,Kemper Arena,
"Sun, Mar 13, 1983",,Cleveland Cavaliers,83,Milwaukee Bucks,117,Box Score,,10035.0,,MECCA Arena,
"Sun, Mar 13, 1983",,Washington Bullets,93,Philadelphia 76ers,97,Box Score,,18482.0,2:04,The Spectrum,
"Sun, Mar 13, 1983",7:11p,Portland Trail Blazers,94,New Jersey Nets,109,Box Score,,12576.0,1:58,Brendan Byrne Arena,
"Tue, Mar 15, 1983",,Golden State Warriors,115,Denver Nuggets,139,Box Score,,12558.0,,McNichols Sports Arena,
"Tue, Mar 15, 1983",,Dallas Mavericks,123,Houston Rockets,110,Box Score,,7030.0,,The Summit,
"Tue, Mar 15, 1983",,Philadelphia 76ers,132,Indiana Pacers,128,Box Score,,7929.0,2:12,Market Square Arena,
"Tue, Mar 15, 1983",,Atlanta Hawks,97,New York Knicks,119,Box Score,,11141.0,,Madison Square Garden (IV),
"Tue, Mar 15, 1983",,Chicago Bulls,108,Phoenix Suns,116,Box Score,,10307.0,,Arizona Veterans Memorial Coliseum,
"Tue, Mar 15, 1983",,Kansas City Kings,98,Portland Trail Blazers,115,Box Score,,12666.0,,Memorial Coliseum,
"Tue, Mar 15, 1983",,San Diego Clippers,109,San Antonio Spurs,130,Box Score,,8278.0,,HemisFair Arena,
"Tue, Mar 15, 1983",,Cleveland Cavaliers,92,Washington Bullets,95,Box Score,OT,5832.0,,Capital Centre,
"Tue, Mar 15, 1983",7:43p,Detroit Pistons,90,New Jersey Nets,109,Box Score,,12133.0,1:59,Brendan Byrne Arena,
"Wed, Mar 16, 1983",,Washington Bullets,81,Atlanta Hawks,94,Box Score,OT,7817.0,,Omni Coliseum,
"Wed, Mar 16, 1983",,New Jersey Nets,96,Cleveland Cavaliers,90,Box Score,,1814.0,,Coliseum at Richfield,
"Wed, Mar 16, 1983",,Utah Jazz,125,Detroit Pistons,115,Box Score,,5188.0,,Pontiac Silverdome,
"Wed, Mar 16, 1983",,Chicago Bulls,113,Golden State Warriors,111,Box Score,,8150.0,,Oakland-Alameda County Coliseum Arena,
"Wed, Mar 16, 1983",,Phoenix Suns,95,Los Angeles Lakers,104,Box Score,,16060.0,,The Forum,
"Wed, Mar 16, 1983",,New York Knicks,105,Milwaukee Bucks,93,Box Score,,9584.0,,MECCA Arena,
"Wed, Mar 16, 1983",,Boston Celtics,100,Philadelphia 76ers,105,Box Score,,18482.0,2:07,The Spectrum,
"Wed, Mar 16, 1983",,Kansas City Kings,102,Seattle SuperSonics,110,Box Score,,10981.0,,Seattle Kingdome,
"Thu, Mar 17, 1983",,Indiana Pacers,105,Dallas Mavericks,120,Box Score,,10236.0,,Reunion Arena,
"Thu, Mar 17, 1983",,Houston Rockets,99,Phoenix Suns,125,Box Score,,9069.0,,Arizona Veterans Memorial Coliseum,
"Thu, Mar 17, 1983",,San Antonio Spurs,111,San Diego Clippers,101,Box Score,,4076.0,,San Diego Sports Arena,
"Fri, Mar 18, 1983",,New Jersey Nets,103,Boston Celtics,116,Box Score,,15320.0,2:09,Boston Garden,
"Fri, Mar 18, 1983",,Atlanta Hawks,97,Cleveland Cavaliers,73,Box Score,,2461.0,,Coliseum at Richfield,
"Fri, Mar 18, 1983",,Milwaukee Bucks,99,Detroit Pistons,103,Box Score,OT,18057.0,,Pontiac Silverdome,
"Fri, Mar 18, 1983",,Houston Rockets,122,Golden State Warriors,120,Box Score,,6702.0,,Oakland-Alameda County Coliseum Arena,
"Fri, Mar 18, 1983",,Kansas City Kings,96,Los Angeles Lakers,109,Box Score,,15817.0,,The Forum,
"Fri, Mar 18, 1983",,Chicago Bulls,117,Portland Trail Blazers,101,Box Score,,12666.0,,Memorial Coliseum,
"Fri, Mar 18, 1983",,Denver Nuggets,117,Seattle SuperSonics,147,Box Score,,14268.0,,Seattle Kingdome,
"Fri, Mar 18, 1983",,New York Knicks,106,Washington Bullets,100,Box Score,,9358.0,,Capital Centre,
"Sat, Mar 19, 1983",,Utah Jazz,94,Atlanta Hawks,99,Box Score,,7174.0,,Omni Coliseum,
"Sat, Mar 19, 1983",,Philadelphia 76ers,105,Milwaukee Bucks,97,Box Score,,11052.0,2:12,MECCA Arena,
"Sat, Mar 19, 1983",,Washington Bullets,96,New York Knicks,90,Box Score,,13969.0,,Madison Square Garden (IV),
"Sat, Mar 19, 1983",,Dallas Mavericks,112,Phoenix Suns,115,Box Score,OT,13181.0,,Arizona Veterans Memorial Coliseum,
"Sat, Mar 19, 1983",,Indiana Pacers,118,San Antonio Spurs,138,Box Score,,10355.0,,HemisFair Arena,
"Sat, Mar 19, 1983",,Los Angeles Lakers,99,San Diego Clippers,107,Box Score,,13075.0,,San Diego Sports Arena,
"Sun, Mar 20, 1983",,Boston Celtics,90,Cleveland Cavaliers,79,Box Score,,7180.0,2:01,Coliseum at Richfield,
"Sun, Mar 20, 1983",,Portland Trail Blazers,118,Denver Nuggets,106,Box Score,,13710.0,,McNichols Sports Arena,
"Sun, Mar 20, 1983",,Philadelphia 76ers,121,Detroit Pistons,119,Box Score,,20077.0,2:14,Pontiac Silverdome,
"Sun, Mar 20, 1983",,Golden State Warriors,114,Kansas City Kings,128,Box Score,,5773.0,,Kemper Arena,
"Sun, Mar 20, 1983",,Dallas Mavericks,110,Los Angeles Lakers,117,Box Score,,17505.0,,The Forum,
"Sun, Mar 20, 1983",,New Jersey Nets,92,Milwaukee Bucks,107,Box Score,,9565.0,,MECCA Arena,
"Sun, Mar 20, 1983",,Chicago Bulls,116,Seattle SuperSonics,128,Box Score,,11139.0,,Seattle Kingdome,
"Tue, Mar 22, 1983",,Detroit Pistons,134,Chicago Bulls,116,Box Score,,6264.0,,Chicago Stadium,
"Tue, Mar 22, 1983",,Golden State Warriors,102,Dallas Mavericks,111,Box Score,,9978.0,,Reunion Arena,
"Tue, Mar 22, 1983",,Phoenix Suns,117,Denver Nuggets,130,Box Score,,10588.0,,McNichols Sports Arena,
"Tue, Mar 22, 1983",,Atlanta Hawks,111,Indiana Pacers,102,Box Score,,3517.0,,Market Square Arena,
"Tue, Mar 22, 1983",,Cleveland Cavaliers,94,Kansas City Kings,117,Box Score,,4924.0,,Kemper Arena,
"Tue, Mar 22, 1983",,Seattle SuperSonics,108,Los Angeles Lakers,123,Box Score,,17505.0,,The Forum,
"Tue, Mar 22, 1983",,Boston Celtics,108,Milwaukee Bucks,116,Box Score,,11052.0,,MECCA Arena,
"Tue, Mar 22, 1983",,Philadelphia 76ers,76,New York Knicks,89,Box Score,,19591.0,1:57,Madison Square Garden (IV),
"Tue, Mar 22, 1983",,San Antonio Spurs,102,Portland Trail Blazers,119,Box Score,,12666.0,,Memorial Coliseum,
"Tue, Mar 22, 1983",,Houston Rockets,98,San Diego Clippers,128,Box Score,,2856.0,,San Diego Sports Arena,
"Tue, Mar 22, 1983",,Utah Jazz,98,Washington Bullets,121,Box Score,,5173.0,,Capital Centre,
"Wed, Mar 23, 1983",,Atlanta Hawks,102,Boston Celtics,114,Box Score,,15320.0,2:09,Boston Garden,
"Wed, Mar 23, 1983",,New York Knicks,81,Cleveland Cavaliers,84,Box Score,,2145.0,,Coliseum at Richfield,
"Wed, Mar 23, 1983",,Indiana Pacers,96,Detroit Pistons,109,Box Score,,4425.0,,Pontiac Silverdome,
"Wed, Mar 23, 1983",,Milwaukee Bucks,101,Philadelphia 76ers,104,Box Score,OT,17842.0,2:26,The Spectrum,
"Wed, Mar 23, 1983",,San Antonio Spurs,117,Seattle SuperSonics,137,Box Score,,14203.0,,Seattle Kingdome,
"Wed, Mar 23, 1983",7:40p,Utah Jazz,104,New Jersey Nets,124,Box Score,,11457.0,1:56,Brendan Byrne Arena,
"Thu, Mar 24, 1983",,Washington Bullets,102,Chicago Bulls,96,Box Score,,5256.0,,Chicago Stadium,
"Thu, Mar 24, 1983",,Kansas City Kings,95,Phoenix Suns,112,Box Score,,10087.0,,Arizona Veterans Memorial Coliseum,
"Thu, Mar 24, 1983",,Houston Rockets,97,Portland Trail Blazers,104,Box Score,,12666.0,,Memorial Coliseum,
"Thu, Mar 24, 1983",,Dallas Mavericks,118,San Diego Clippers,113,Box Score,,3103.0,,San Diego Sports Arena,
"Fri, Mar 25, 1983",,New York Knicks,104,Atlanta Hawks,87,Box Score,,8695.0,,Omni Coliseum,
"Fri, Mar 25, 1983",,Cleveland Cavaliers,102,Boston Celtics,124,Box Score,,15320.0,1:53,Boston Garden,
"Fri, Mar 25, 1983",,Detroit Pistons,120,Denver Nuggets,131,Box Score,,14009.0,,McNichols Sports Arena,
"Fri, Mar 25, 1983",,Utah Jazz,117,Indiana Pacers,119,Box Score,,3065.0,,Market Square Arena,
"Fri, Mar 25, 1983",,San Antonio Spurs,132,Los Angeles Lakers,120,Box Score,,17505.0,,The Forum,
"Fri, Mar 25, 1983",,Washington Bullets,97,Milwaukee Bucks,96,Box Score,,10903.0,,MECCA Arena,
"Fri, Mar 25, 1983",,New Jersey Nets,101,Philadelphia 76ers,92,Box Score,,17311.0,2:01,The Spectrum,
"Fri, Mar 25, 1983",,Houston Rockets,106,Seattle SuperSonics,104,Box Score,,11884.0,,Seattle Kingdome,
"Sat, Mar 26, 1983",,Boston Celtics,108,Chicago Bulls,118,Box Score,,10415.0,2:12,Chicago Stadium,
"Sat, Mar 26, 1983",,Kansas City Kings,114,Dallas Mavericks,111,Box Score,,14574.0,,Reunion Arena,
"Sat, Mar 26, 1983",,Milwaukee Bucks,89,New York Knicks,81,Box Score,,13059.0,,Madison Square Garden (IV),
"Sat, Mar 26, 1983",,Denver Nuggets,110,Phoenix Suns,124,Box Score,,13143.0,,Arizona Veterans Memorial Coliseum,
"Sat, Mar 26, 1983",,Golden State Warriors,117,San Diego Clippers,121,Box Score,OT,4039.0,,San Diego Sports Arena,
"Sat, Mar 26, 1983",7:41p,Atlanta Hawks,81,New Jersey Nets,102,Box Score,,15281.0,2:03,Brendan Byrne Arena,
"Sun, Mar 27, 1983",,Portland Trail Blazers,95,Kansas City Kings,110,Box Score,,6495.0,,Kemper Arena,
"Sun, Mar 27, 1983",,Houston Rockets,93,Los Angeles Lakers,114,Box Score,,14719.0,,The Forum,
"Sun, Mar 27, 1983",,Cleveland Cavaliers,80,Philadelphia 76ers,94,Box Score,,13327.0,1:53,The Spectrum,
"Sun, Mar 27, 1983",,Seattle SuperSonics,122,Utah Jazz,108,Box Score,,8923.0,,Salt Palace,
"Sun, Mar 27, 1983",,Indiana Pacers,101,Washington Bullets,120,Box Score,,5307.0,,Capital Centre,
"Tue, Mar 29, 1983",,Cleveland Cavaliers,82,Atlanta Hawks,95,Box Score,,5064.0,,Omni Coliseum,
"Tue, Mar 29, 1983",,Philadelphia 76ers,95,Chicago Bulls,97,Box Score,,12189.0,2:09,Chicago Stadium,
"Tue, Mar 29, 1983",,Dallas Mavericks,106,Golden State Warriors,109,Box Score,,5972.0,,Oakland-Alameda County Coliseum Arena,
"Tue, Mar 29, 1983",,Kansas City Kings,111,Houston Rockets,95,Box Score,,6291.0,,The Summit,
"Tue, Mar 29, 1983",,Boston Celtics,101,Indiana Pacers,130,Box Score,,9789.0,2:07,Market Square Arena,
"Tue, Mar 29, 1983",,San Diego Clippers,109,Los Angeles Lakers,127,Box Score,,16581.0,,The Forum,
"Tue, Mar 29, 1983",,Utah Jazz,107,Phoenix Suns,115,Box Score,,11285.0,,Arizona Veterans Memorial Coliseum,
"Tue, Mar 29, 1983",,Detroit Pistons,107,Portland Trail Blazers,114,Box Score,,12666.0,,Memorial Coliseum,
"Tue, Mar 29, 1983",,Denver Nuggets,129,San Antonio Spurs,136,Box Score,,12477.0,,HemisFair Arena,
"Tue, Mar 29, 1983",,Milwaukee Bucks,81,Washington Bullets,94,Box Score,,6657.0,,Capital Centre,
"Wed, Mar 30, 1983",,Indiana Pacers,116,Boston Celtics,142,Box Score,,15320.0,2:04,Boston Garden,
"Wed, Mar 30, 1983",,Houston Rockets,95,Cleveland Cavaliers,102,Box Score,,4575.0,,Coliseum at Richfield,
"Wed, Mar 30, 1983",,Atlanta Hawks,113,Philadelphia 76ers,120,Box Score,,14330.0,2:11,The Spectrum,
"Wed, Mar 30, 1983",,New York Knicks,97,San Diego Clippers,103,Box Score,,4570.0,,San Diego Sports Arena,
"Wed, Mar 30, 1983",,Detroit Pistons,124,Seattle SuperSonics,135,Box Score,,10069.0,,Seattle Kingdome,
"Wed, Mar 30, 1983",,Dallas Mavericks,103,Utah Jazz,117,Box Score,,8581.0,,Salt Palace,
"Wed, Mar 30, 1983",7:40p,Washington Bullets,100,New Jersey Nets,97,Box Score,,12162.0,1:58,Brendan Byrne Arena,
"Thu, Mar 31, 1983",,Los Angeles Lakers,122,Denver Nuggets,116,Box Score,,17310.0,,McNichols Sports Arena,
"Thu, Mar 31, 1983",,Portland Trail Blazers,89,Phoenix Suns,106,Box Score,,10915.0,,Arizona Veterans Memorial Coliseum,
