Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Sun, Nov 1, 1959",St. Louis Hawks,138,Minneapolis Lakers,101,Box Score,,,,Minneapolis Armory,
"Sun, Nov 1, 1959",Boston Celtics,124,Cincinnati Royals,109,Box Score,,2800.0,,Cincinnati Gardens,
"Tue, Nov 3, 1959",Boston Celtics,103,St. Louis Hawks,98,Box Score,,8826.0,,Kiel Auditorium,
"Tue, Nov 3, 1959",New York Knicks,99,Minneapolis Lakers,93,Box Score,,,,Kiel Auditorium,"at St. Louis, MO"
"Wed, Nov 4, 1959",New York Knicks,107,Detroit Pistons,101,Box Score,,,,Detroit Olympia,
"Wed, Nov 4, 1959",Syracuse Nationals,113,Philadelphia Warriors,124,Box Score,,,,Convention Hall,
"Fri, Nov 6, 1959",Detroit Pistons,118,Minneapolis Lakers,113,Box Score,2OT,,,Minneapolis Armory,
"Sat, Nov 7, 1959",Philadelphia Warriors,106,Boston Celtics,115,Box Score,,13909.0,,Boston Garden,
"Sat, Nov 7, 1959",Syracuse Nationals,101,Cincinnati Royals,103,Box Score,,,,Rochester Community War Memorial,"at Rochester, NY"
"Sat, Nov 7, 1959",Minneapolis Lakers,113,Detroit Pistons,111,Box Score,OT,,,Detroit Olympia,
"Sat, Nov 7, 1959",New York Knicks,113,St. Louis Hawks,117,Box Score,,,,Kiel Auditorium,
"Sun, Nov 8, 1959",Boston Celtics,115,Minneapolis Lakers,136,Box Score,,2001.0,,Minneapolis Auditorium,
"Sun, Nov 8, 1959",Cincinnati Royals,106,Philadelphia Warriors,134,Box Score,,,,Convention Hall,
"Sun, Nov 8, 1959",Detroit Pistons,107,Syracuse Nationals,118,Box Score,,,,Onondaga War Memorial,
"Tue, Nov 10, 1959",Minneapolis Lakers,105,St. Louis Hawks,134,Box Score,,,,Kiel Auditorium,
"Tue, Nov 10, 1959",New York Knicks,125,Philadelphia Warriors,126,Box Score,,,,Convention Hall,
"Tue, Nov 10, 1959",Detroit Pistons,109,Boston Celtics,128,Box Score,,8646.0,,Kiel Auditorium,"at St. Louis, MO"
"Wed, Nov 11, 1959",Cincinnati Royals,118,Boston Celtics,151,Box Score,,6788.0,,Boston Garden,
"Wed, Nov 11, 1959",Philadelphia Warriors,119,Detroit Pistons,105,Box Score,,,,Detroit Olympia,
"Thu, Nov 12, 1959",Philadelphia Warriors,124,Cincinnati Royals,116,Box Score,,,,Cincinnati Gardens,
"Thu, Nov 12, 1959",Minneapolis Lakers,93,Detroit Pistons,107,Box Score,,,,Madison Square Garden (III),"at New York, NY"
"Thu, Nov 12, 1959",Syracuse Nationals,113,New York Knicks,104,Box Score,,,,Madison Square Garden (III),
"Sat, Nov 14, 1959",St. Louis Hawks,111,Boston Celtics,113,Box Score,,7246.0,,Boston Garden,
"Sat, Nov 14, 1959",Cincinnati Royals,103,Detroit Pistons,111,Box Score,,,,Detroit Olympia,
