Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Sat, Apr 1, 1978",Chicago Bulls,110,Buffalo Braves,102,Box Score,,,,Buffalo Memorial Auditorium,
"Sat, Apr 1, 1978",Detroit Pistons,99,Cleveland Cavaliers,113,Box Score,,,,Coliseum at Richfield,
"Sat, Apr 1, 1978",Philadelphia 76ers,112,Houston Rockets,116,Box Score,,,,The Summit,
"Sat, Apr 1, 1978",New Orleans Jazz,108,Boston Celtics,119,Box Score,,10254,,Boston Garden,
"Sun, Apr 2, 1978",New Jersey Nets,113,Atlanta Hawks,124,Box Score,,,,Omni Coliseum,
"Sun, Apr 2, 1978",Indiana Pacers,123,Boston Celtics,120,Box Score,,12236,,Boston Garden,
"Sun, Apr 2, 1978",Houston Rockets,100,Denver Nuggets,109,Box Score,,,,McNichols Sports Arena,
"Sun, Apr 2, 1978",Milwaukee Bucks,129,Detroit Pistons,121,Box Score,,,,Cobo Arena,
"Sun, Apr 2, 1978",Kansas City Kings,127,Los Angeles Lakers,133,Box Score,,,,The Forum,
"Sun, Apr 2, 1978",Golden State Warriors,99,Phoenix Suns,105,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Sun, Apr 2, 1978",Philadelphia 76ers,107,San Antonio Spurs,111,Box Score,,,,HemisFair Arena,
"Sun, Apr 2, 1978",Portland Trail Blazers,86,Seattle SuperSonics,101,Box Score,,,,Seattle Center Coliseum,
"Sun, Apr 2, 1978",New York Knicks,114,Washington Bullets,109,Box Score,,,,Capital Centre,
"Mon, Apr 3, 1978",Denver Nuggets,104,Buffalo Braves,95,Box Score,,,,Buffalo Memorial Auditorium,
"Tue, Apr 4, 1978",Boston Celtics,104,Chicago Bulls,116,Box Score,,11732,,Chicago Stadium,
"Tue, Apr 4, 1978",Buffalo Braves,105,Cleveland Cavaliers,116,Box Score,,,,Coliseum at Richfield,
"Tue, Apr 4, 1978",Kansas City Kings,119,Golden State Warriors,130,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Tue, Apr 4, 1978",New Jersey Nets,129,Indiana Pacers,121,Box Score,,,,Market Square Arena,
"Tue, Apr 4, 1978",Los Angeles Lakers,103,Milwaukee Bucks,102,Box Score,,,,MECCA Arena,
"Tue, Apr 4, 1978",Philadelphia 76ers,119,New Orleans Jazz,120,Box Score,,,,Louisiana Superdome,
"Tue, Apr 4, 1978",Atlanta Hawks,105,New York Knicks,101,Box Score,,,,Madison Square Garden (IV),
"Tue, Apr 4, 1978",Houston Rockets,101,Portland Trail Blazers,89,Box Score,,,,Memorial Coliseum,
"Tue, Apr 4, 1978",Phoenix Suns,119,San Antonio Spurs,125,Box Score,,,,HemisFair Arena,
"Wed, Apr 5, 1978",Atlanta Hawks,87,Buffalo Braves,74,Box Score,,,,Buffalo Memorial Auditorium,
"Wed, Apr 5, 1978",Los Angeles Lakers,119,Washington Bullets,125,Box Score,,,,Capital Centre,
"Wed, Apr 5, 1978",Houston Rockets,100,Seattle SuperSonics,113,Box Score,,,,Seattle Center Coliseum,
"Wed, Apr 5, 1978",New Jersey Nets,121,Denver Nuggets,129,Box Score,,,,McNichols Sports Arena,
"Wed, Apr 5, 1978",Detroit Pistons,115,Philadelphia 76ers,126,Box Score,,,,The Spectrum,
"Thu, Apr 6, 1978",Washington Bullets,112,Boston Celtics,103,Box Score,,10755,,Providence Civic Center,"at Providence, RI"
"Thu, Apr 6, 1978",Milwaukee Bucks,105,Cleveland Cavaliers,117,Box Score,,,,Coliseum at Richfield,
"Thu, Apr 6, 1978",Portland Trail Blazers,96,Golden State Warriors,115,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Thu, Apr 6, 1978",Detroit Pistons,125,New York Knicks,129,Box Score,OT,,,Madison Square Garden (IV),
"Thu, Apr 6, 1978",Denver Nuggets,111,Phoenix Suns,105,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Thu, Apr 6, 1978",Kansas City Kings,116,San Antonio Spurs,123,Box Score,,,,HemisFair Arena,
"Fri, Apr 7, 1978",Buffalo Braves,113,Chicago Bulls,103,Box Score,,,,Chicago Stadium,
"Fri, Apr 7, 1978",Phoenix Suns,83,Seattle SuperSonics,95,Box Score,,,,Seattle Center Coliseum,
"Fri, Apr 7, 1978",Denver Nuggets,93,Portland Trail Blazers,97,Box Score,,,,Memorial Coliseum,
"Fri, Apr 7, 1978",Indiana Pacers,127,Philadelphia 76ers,118,Box Score,,,,The Spectrum,
"Fri, Apr 7, 1978",San Antonio Spurs,102,Milwaukee Bucks,108,Box Score,,,,MECCA Arena,
"Fri, Apr 7, 1978",New Jersey Nets,106,Los Angeles Lakers,114,Box Score,,,,The Forum,
"Fri, Apr 7, 1978",New York Knicks,125,Kansas City Kings,112,Box Score,,,,Kemper Arena,
"Fri, Apr 7, 1978",New Orleans Jazz,117,Houston Rockets,114,Box Score,,,,The Summit,
"Fri, Apr 7, 1978",Detroit Pistons,111,Boston Celtics,109,Box Score,,11520,,Boston Garden,
"Fri, Apr 7, 1978",Cleveland Cavaliers,111,Atlanta Hawks,109,Box Score,,,,Omni Coliseum,
"Sat, Apr 8, 1978",Milwaukee Bucks,123,Boston Celtics,111,Box Score,,14172,,Boston Garden,
"Sat, Apr 8, 1978",New Jersey Nets,109,Phoenix Suns,120,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Sat, Apr 8, 1978",Washington Bullets,114,Philadelphia 76ers,131,Box Score,,,,The Spectrum,
"Sat, Apr 8, 1978",Seattle SuperSonics,87,Golden State Warriors,102,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Sat, Apr 8, 1978",Houston Rockets,112,Indiana Pacers,111,Box Score,,,,Market Square Arena,
"Sat, Apr 8, 1978",New York Knicks,118,Buffalo Braves,107,Box Score,,,,Buffalo Memorial Auditorium,
"Sun, Apr 9, 1978",Chicago Bulls,85,Atlanta Hawks,99,Box Score,,,,Omni Coliseum,
"Sun, Apr 9, 1978",Buffalo Braves,114,Boston Celtics,131,Box Score,,15276,,Boston Garden,
"Sun, Apr 9, 1978",Denver Nuggets,137,Detroit Pistons,139,Box Score,,,,Cobo Arena,
"Sun, Apr 9, 1978",Cleveland Cavaliers,120,Kansas City Kings,117,Box Score,,,,Kemper Arena,
"Sun, Apr 9, 1978",San Antonio Spurs,132,New Orleans Jazz,153,Box Score,,,,Louisiana Superdome,
"Sun, Apr 9, 1978",Los Angeles Lakers,99,Portland Trail Blazers,114,Box Score,,,,Memorial Coliseum,
"Sun, Apr 9, 1978",Golden State Warriors,105,Seattle SuperSonics,111,Box Score,,,,Seattle Center Coliseum,
"Sun, Apr 9, 1978",Philadelphia 76ers,113,Washington Bullets,123,Box Score,,,,Capital Centre,
