Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Fri, Dec 1, 1967",Los Angeles Lakers,119,Boston Celtics,123,Box Score,,12639.0,,Boston Garden,
"Fri, Dec 1, 1967",New York Knicks,100,Chicago Bulls,102,Box Score,,,,Chicago Stadium,
"Fri, Dec 1, 1967",Seattle SuperSonics,109,Philadelphia 76ers,133,Box Score,,,,Boston Garden,"at Boston, MA"
"Fri, Dec 1, 1967",St. Louis Hawks,101,San Francisco Warriors,124,Box Score,,,,Cow Palace,
"Fri, Dec 1, 1967",Cincinnati Royals,109,Baltimore Bullets,123,Box Score,,,,Baltimore Civic Center,
"Sat, Dec 2, 1967",Chicago Bulls,126,Cincinnati Royals,110,Box Score,,,,Cincinnati Gardens,
"Sat, Dec 2, 1967",Boston Celtics,107,Detroit Pistons,112,Box Score,,7309.0,,Cobo Arena,
"Sat, Dec 2, 1967",Los Angeles Lakers,122,New York Knicks,106,Box Score,,,,Madison Square Garden (III),
"Sat, Dec 2, 1967",Baltimore Bullets,121,Philadelphia 76ers,130,Box Score,,,,The Spectrum,
"Sat, Dec 2, 1967",San Francisco Warriors,103,San Diego Rockets,127,Box Score,,,,San Diego Sports Arena,
"Sun, Dec 3, 1967",St. Louis Hawks,123,Seattle SuperSonics,109,Box Score,,,,Seattle Center Coliseum,
"Tue, Dec 5, 1967",San Diego Rockets,110,Detroit Pistons,111,Box Score,,,,Madison Square Garden (III),"at New York, NY"
"Tue, Dec 5, 1967",Seattle SuperSonics,121,San Francisco Warriors,133,Box Score,,,,Oakland-Alameda County Coliseum Arena,"at Oakland, CA"
"Tue, Dec 5, 1967",Los Angeles Lakers,128,Philadelphia 76ers,122,Box Score,OT,,,The Spectrum,
"Tue, Dec 5, 1967",Baltimore Bullets,117,New York Knicks,148,Box Score,,,,Madison Square Garden (III),
"Tue, Dec 5, 1967",Cincinnati Royals,104,Chicago Bulls,105,Box Score,,,,Roberts Stadium,"at Evansville, IN"
"Wed, Dec 6, 1967",Los Angeles Lakers,136,Baltimore Bullets,125,Box Score,,,,Baltimore Civic Center,
"Wed, Dec 6, 1967",New York Knicks,113,Boston Celtics,115,Box Score,,4542.0,,Boston Garden,
"Wed, Dec 6, 1967",Philadelphia 76ers,108,Cincinnati Royals,107,Box Score,,,,Cincinnati Gardens,
"Wed, Dec 6, 1967",Chicago Bulls,121,Detroit Pistons,135,Box Score,,,,Cobo Arena,
"Thu, Dec 7, 1967",San Diego Rockets,118,Chicago Bulls,108,Box Score,,,,Chicago Stadium,
"Fri, Dec 8, 1967",San Diego Rockets,137,San Francisco Warriors,107,Box Score,,,,Oakland-Alameda County Coliseum Arena,"at Oakland, CA"
"Fri, Dec 8, 1967",Cincinnati Royals,95,St. Louis Hawks,101,Box Score,,,,Kiel Auditorium,
"Fri, Dec 8, 1967",Chicago Bulls,115,Seattle SuperSonics,114,Box Score,,,,Seattle Center Coliseum,
"Fri, Dec 8, 1967",New York Knicks,109,Philadelphia 76ers,117,Box Score,,,,The Spectrum,
"Fri, Dec 8, 1967",Baltimore Bullets,108,Boston Celtics,123,Box Score,,13020.0,,Boston Garden,
"Fri, Dec 8, 1967",Los Angeles Lakers,115,Detroit Pistons,103,Box Score,,,,Cobo Arena,
"Sat, Dec 9, 1967",Philadelphia 76ers,123,Baltimore Bullets,109,Box Score,,,,Baltimore Civic Center,
"Sat, Dec 9, 1967",Boston Celtics,104,Cincinnati Royals,108,Box Score,,4046.0,,Cincinnati Gardens,
"Sat, Dec 9, 1967",Detroit Pistons,124,New York Knicks,121,Box Score,,,,Madison Square Garden (III),
"Sat, Dec 9, 1967",Los Angeles Lakers,127,San Diego Rockets,109,Box Score,,,,San Diego Sports Arena,
"Sat, Dec 9, 1967",Chicago Bulls,112,San Francisco Warriors,119,Box Score,,,,Cow Palace,
"Sun, Dec 10, 1967",Los Angeles Lakers,123,Seattle SuperSonics,133,Box Score,,,,Seattle Center Coliseum,
"Sun, Dec 10, 1967",Baltimore Bullets,112,St. Louis Hawks,114,Box Score,OT,,,Kiel Auditorium,
