Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,LOG,Arena,Notes
"Tue, Nov 2, 1982",,Washington Bullets,88,Atlanta Hawks,105,Box Score,,5149.0,,Omni Coliseum,
"Tue, Nov 2, 1982",,Detroit Pistons,128,Cleveland Cavaliers,119,Box Score,,2976.0,,Coliseum at Richfield,
"Tue, Nov 2, 1982",,Dallas Mavericks,113,Houston Rockets,103,Box Score,,8491.0,,The Summit,
"Tue, Nov 2, 1982",,Milwaukee Bucks,112,Kansas City Kings,119,Box Score,,7442.0,,Kemper Arena,
"Tue, Nov 2, 1982",,Portland Trail Blazers,87,Phoenix Suns,92,Box Score,,10274.0,,Arizona Veterans Memorial Coliseum,
"Tue, Nov 2, 1982",,Seattle SuperSonics,120,Utah Jazz,92,Box Score,,7378.0,,Salt Palace,
"Tue, Nov 2, 1982",7:42p,San Diego Clippers,100,New Jersey Nets,110,Box Score,,10220.0,2:05,Brendan Byrne Arena,
"Wed, Nov 3, 1982",,Indiana Pacers,104,Boston Celtics,111,Box Score,,15320.0,2:16,Boston Garden,
"Wed, Nov 3, 1982",,Houston Rockets,101,Dallas Mavericks,102,Box Score,,7798.0,,Reunion Arena,
"Wed, Nov 3, 1982",,Los Angeles Lakers,135,Denver Nuggets,134,Box Score,OT,14807.0,,McNichols Sports Arena,
"Wed, Nov 3, 1982",,Chicago Bulls,144,Detroit Pistons,152,Box Score,,6288.0,,Pontiac Silverdome,
"Wed, Nov 3, 1982",,New York Knicks,97,Golden State Warriors,99,Box Score,,13335.0,,Oakland-Alameda County Coliseum Arena,
"Wed, Nov 3, 1982",,San Diego Clippers,111,Philadelphia 76ers,130,Box Score,,13674.0,1:56,The Spectrum,
"Wed, Nov 3, 1982",,San Antonio Spurs,107,Seattle SuperSonics,109,Box Score,,9808.0,,Seattle Kingdome,
"Wed, Nov 3, 1982",,New Jersey Nets,85,Washington Bullets,104,Box Score,,14872.0,,Capital Centre,
"Thu, Nov 4, 1982",,Milwaukee Bucks,104,Atlanta Hawks,100,Box Score,,8895.0,,Omni Coliseum,
"Thu, Nov 4, 1982",,Cleveland Cavaliers,111,Chicago Bulls,118,Box Score,,4520.0,,Chicago Stadium,
"Thu, Nov 4, 1982",,Denver Nuggets,108,Los Angeles Lakers,131,Box Score,,12815.0,,The Forum,
"Thu, Nov 4, 1982",,Utah Jazz,104,Phoenix Suns,119,Box Score,,10095.0,,Arizona Veterans Memorial Coliseum,
"Thu, Nov 4, 1982",,San Antonio Spurs,108,Portland Trail Blazers,107,Box Score,OT,12666.0,,Memorial Coliseum,
"Fri, Nov 5, 1982",,Washington Bullets,97,Boston Celtics,104,Box Score,,15320.0,2:07,Boston Garden,
"Fri, Nov 5, 1982",,New Jersey Nets,99,Cleveland Cavaliers,91,Box Score,,2981.0,,Coliseum at Richfield,
"Fri, Nov 5, 1982",,Philadelphia 76ers,120,Detroit Pistons,109,Box Score,,28222.0,2:01,Pontiac Silverdome,
"Fri, Nov 5, 1982",,San Antonio Spurs,105,Golden State Warriors,104,Box Score,,10590.0,,Oakland-Alameda County Coliseum Arena,
"Fri, Nov 5, 1982",,Dallas Mavericks,118,Kansas City Kings,113,Box Score,,7357.0,,Kemper Arena,
"Fri, Nov 5, 1982",,San Diego Clippers,99,Milwaukee Bucks,130,Box Score,,10685.0,,MECCA Arena,
"Fri, Nov 5, 1982",,New York Knicks,103,Seattle SuperSonics,112,Box Score,,14665.0,,Seattle Kingdome,
"Sat, Nov 6, 1982",,Detroit Pistons,93,Atlanta Hawks,95,Box Score,,8008.0,,Omni Coliseum,
"Sat, Nov 6, 1982",,San Diego Clippers,124,Chicago Bulls,129,Box Score,,11162.0,,Chicago Stadium,
"Sat, Nov 6, 1982",,Phoenix Suns,112,Dallas Mavericks,100,Box Score,,12780.0,,Reunion Arena,
"Sat, Nov 6, 1982",,Golden State Warriors,118,Denver Nuggets,127,Box Score,,12929.0,,McNichols Sports Arena,
"Sat, Nov 6, 1982",,Boston Celtics,115,Philadelphia 76ers,119,Box Score,2OT,18482.0,2:46,The Spectrum,
"Sat, Nov 6, 1982",,New York Knicks,102,Portland Trail Blazers,110,Box Score,,12666.0,,Memorial Coliseum,
"Sat, Nov 6, 1982",,Los Angeles Lakers,104,Utah Jazz,101,Box Score,,11869.0,,Salt Palace,
"Sat, Nov 6, 1982",,Indiana Pacers,115,Washington Bullets,119,Box Score,OT,7821.0,,Capital Centre,
"Sun, Nov 7, 1982",,Portland Trail Blazers,89,Los Angeles Lakers,103,Box Score,,13526.0,,The Forum,
"Sun, Nov 7, 1982",,Seattle SuperSonics,102,Milwaukee Bucks,90,Box Score,,10975.0,,MECCA Arena,
