Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Fri, Oct 30, 1981",Golden State Warriors,121,Denver Nuggets,134,Box Score,,11989,,McNichols Sports Arena,
"Fri, Oct 30, 1981",Dallas Mavericks,89,Utah Jazz,105,Box Score,,6709,,Salt Palace,
"Fri, Oct 30, 1981",Phoenix Suns,95,Portland Trail Blazers,103,Box Score,,12666,,Memorial Coliseum,
"Fri, Oct 30, 1981",Cleveland Cavaliers,104,Philadelphia 76ers,128,Box Score,,14102,1:55,The Spectrum,
"Fri, Oct 30, 1981",New York Knicks,103,New Jersey Nets,99,Box Score,,17150,,Brendan Byrne Arena,
"Fri, Oct 30, 1981",Houston Rockets,113,Los Angeles Lakers,112,Box Score,2OT,15884,,The Forum,
"Fri, Oct 30, 1981",San Antonio Spurs,113,Kansas City Kings,102,Box Score,,11010,,Kemper Arena,
"Fri, Oct 30, 1981",Chicago Bulls,94,Indiana Pacers,96,Box Score,,8492,,Market Square Arena,
"Fri, Oct 30, 1981",Milwaukee Bucks,113,Detroit Pistons,118,Box Score,,9182,,Pontiac Silverdome,
"Fri, Oct 30, 1981",Washington Bullets,100,Boston Celtics,124,Box Score,,15320,1:55,Boston Garden,
"Sat, Oct 31, 1981",Philadelphia 76ers,108,Atlanta Hawks,106,Box Score,,9820,2:20,Omni Coliseum,
"Sat, Oct 31, 1981",Detroit Pistons,119,Chicago Bulls,106,Box Score,,18633,,Chicago Stadium,
"Sat, Oct 31, 1981",Kansas City Kings,89,Dallas Mavericks,95,Box Score,,7865,2:04,Reunion Arena,
"Sat, Oct 31, 1981",Utah Jazz,91,Golden State Warriors,106,Box Score,,7193,,Oakland-Alameda County Coliseum Arena,
"Sat, Oct 31, 1981",Boston Celtics,103,Milwaukee Bucks,119,Box Score,,11052,1:54,MECCA Arena,
"Sat, Oct 31, 1981",Indiana Pacers,106,New York Knicks,99,Box Score,,15952,,Madison Square Garden (IV),
"Sat, Oct 31, 1981",Denver Nuggets,120,San Antonio Spurs,145,Box Score,,9487,,HemisFair Arena,
"Sat, Oct 31, 1981",Houston Rockets,110,San Diego Clippers,125,Box Score,,6539,,San Diego Sports Arena,
"Sat, Oct 31, 1981",Phoenix Suns,84,Seattle SuperSonics,94,Box Score,,33014,,Seattle Kingdome,
