Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Sat, Oct 15, 1966",San Francisco Warriors,113,Boston Celtics,121,Box Score,,13909.0,,Boston Garden,
"Sat, Oct 15, 1966",Los Angeles Lakers,126,Baltimore Bullets,115,Box Score,,,,Baltimore Civic Center,
"Sat, Oct 15, 1966",Chicago Bulls,104,St. Louis Hawks,97,Box Score,,,,St. Louis Arena,
"Sat, Oct 15, 1966",New York Knicks,112,Philadelphia 76ers,128,Box Score,,,,Convention Hall,
"Sat, Oct 15, 1966",Detroit Pistons,99,Cincinnati Royals,103,Box Score,,,,Cincinnati Gardens,
"Tue, Oct 18, 1966",San Francisco Warriors,116,Chicago Bulls,119,Box Score,,,,International Amphitheatre,
"Tue, Oct 18, 1966",Cincinnati Royals,112,Detroit Pistons,114,Box Score,,,,Cobo Arena,
"Tue, Oct 18, 1966",Los Angeles Lakers,119,New York Knicks,122,Box Score,,,,Madison Square Garden (III),
"Wed, Oct 19, 1966",New York Knicks,131,Baltimore Bullets,109,Box Score,,,,Baltimore Civic Center,
"Wed, Oct 19, 1966",Los Angeles Lakers,124,Chicago Bulls,134,Box Score,,,,International Amphitheatre,
"Thu, Oct 20, 1966",San Francisco Warriors,121,Chicago Bulls,111,Box Score,,,,San Jose Civic Auditorium,"at San Jose, CA"
"Thu, Oct 20, 1966",St. Louis Hawks,113,Detroit Pistons,105,Box Score,,,,Cobo Arena,
"Fri, Oct 21, 1966",Baltimore Bullets,91,Boston Celtics,111,Box Score,,12048.0,,Boston Garden,
"Fri, Oct 21, 1966",Chicago Bulls,108,Los Angeles Lakers,101,Box Score,,,,Los Angeles Memorial Sports Arena,
"Fri, Oct 21, 1966",St. Louis Hawks,110,Philadelphia 76ers,119,Box Score,,,,Convention Hall,
"Fri, Oct 21, 1966",Detroit Pistons,119,San Francisco Warriors,136,Box Score,,,,San Francisco Civic Auditorium,
"Sat, Oct 22, 1966",Cincinnati Royals,123,St. Louis Hawks,133,Box Score,OT,,,Kiel Auditorium,
"Sat, Oct 22, 1966",Boston Celtics,126,New York Knicks,97,Box Score,,18499.0,,Madison Square Garden (III),
"Sat, Oct 22, 1966",Philadelphia 76ers,141,Baltimore Bullets,112,Box Score,,,,Baltimore Civic Center,
"Sun, Oct 23, 1966",New York Knicks,124,Chicago Bulls,105,Box Score,,,,International Amphitheatre,
"Sun, Oct 23, 1966",San Francisco Warriors,110,Detroit Pistons,119,Box Score,,,,Seattle Center Coliseum,"at Seattle, WA"
"Tue, Oct 25, 1966",Baltimore Bullets,110,Philadelphia 76ers,130,Box Score,,,,Convention Hall,
"Wed, Oct 26, 1966",Cincinnati Royals,116,Baltimore Bullets,122,Box Score,,,,Baltimore Civic Center,
"Wed, Oct 26, 1966",New York Knicks,133,Los Angeles Lakers,122,Box Score,,,,Los Angeles Memorial Sports Arena,
"Thu, Oct 27, 1966",Chicago Bulls,100,Boston Celtics,123,Box Score,,5901.0,,Rhode Island Auditorium,"at Providence, RI"
"Thu, Oct 27, 1966",St. Louis Hawks,118,Cincinnati Royals,121,Box Score,,,,Cincinnati Gardens,
"Fri, Oct 28, 1966",San Francisco Warriors,105,Baltimore Bullets,104,Box Score,,,,Baltimore Civic Center,
"Fri, Oct 28, 1966",Detroit Pistons,129,Chicago Bulls,117,Box Score,,,,War Memorial Coliseum,"at Fort Wayne, IN"
"Fri, Oct 28, 1966",New York Knicks,114,Los Angeles Lakers,124,Box Score,,,,Los Angeles Memorial Sports Arena,
"Sat, Oct 29, 1966",San Francisco Warriors,127,Cincinnati Royals,115,Box Score,,,,Cincinnati Gardens,
"Sat, Oct 29, 1966",Baltimore Bullets,97,Detroit Pistons,103,Box Score,,,,Cobo Arena,
"Sat, Oct 29, 1966",Boston Celtics,96,Philadelphia 76ers,138,Box Score,,11914.0,,Convention Hall,
"Sat, Oct 29, 1966",Los Angeles Lakers,109,St. Louis Hawks,110,Box Score,,,,Kiel Auditorium,
"Sun, Oct 30, 1966",Los Angeles Lakers,121,Detroit Pistons,124,Box Score,,,,Montreal Forum,"at Montreal, Canada"
