Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Sat, Mar 1, 1975",Kansas City-Omaha Kings,95,Atlanta Hawks,108,Box Score,,,,Omni Coliseum,
"Sat, Mar 1, 1975",Chicago Bulls,94,Detroit Pistons,95,Box Score,,,,Cobo Arena,
"Sat, Mar 1, 1975",Cleveland Cavaliers,95,Golden State Warriors,110,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Sat, Mar 1, 1975",New Orleans Jazz,109,Houston Rockets,121,Box Score,,,,Hofheinz Pavilion,
"Sat, Mar 1, 1975",Buffalo Braves,100,Milwaukee Bucks,104,Box Score,,,,MECCA Arena,
"Sat, Mar 1, 1975",Philadelphia 76ers,100,New York Knicks,94,Box Score,,,,Madison Square Garden (IV),
"Sun, Mar 2, 1975",Seattle SuperSonics,104,Boston Celtics,97,Box Score,,11283.0,,Hartford Civic Center,"at Hartford, CT"
"Sun, Mar 2, 1975",Phoenix Suns,104,Houston Rockets,110,Box Score,,,,Hofheinz Pavilion,
"Sun, Mar 2, 1975",Detroit Pistons,112,Kansas City-Omaha Kings,122,Box Score,,,,Kemper Arena,
"Sun, Mar 2, 1975",New York Knicks,87,Philadelphia 76ers,91,Box Score,,,,The Spectrum,
"Sun, Mar 2, 1975",Golden State Warriors,86,Portland Trail Blazers,122,Box Score,,,,Memorial Coliseum,
"Sun, Mar 2, 1975",Los Angeles Lakers,104,Washington Bullets,117,Box Score,,,,Capital Centre,
"Tue, Mar 4, 1975",Los Angeles Lakers,97,Atlanta Hawks,109,Box Score,,,,Omni Coliseum,
"Tue, Mar 4, 1975",Seattle SuperSonics,97,Buffalo Braves,104,Box Score,,,,Buffalo Memorial Auditorium,
"Tue, Mar 4, 1975",Chicago Bulls,102,Golden State Warriors,117,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Tue, Mar 4, 1975",Phoenix Suns,99,Kansas City-Omaha Kings,103,Box Score,,,,Omaha Civic Auditorium,"at Omaha, NE"
"Tue, Mar 4, 1975",Detroit Pistons,83,Milwaukee Bucks,101,Box Score,,,,MECCA Arena,
"Tue, Mar 4, 1975",Boston Celtics,126,New York Knicks,111,Box Score,,19694.0,,Madison Square Garden (IV),
"Tue, Mar 4, 1975",Cleveland Cavaliers,98,Portland Trail Blazers,117,Box Score,,,,Memorial Coliseum,
"Wed, Mar 5, 1975",Los Angeles Lakers,117,New Orleans Jazz,123,Box Score,,,,Municipal Auditorium,
"Wed, Mar 5, 1975",Boston Celtics,116,Philadelphia 76ers,107,Box Score,,9087.0,,The Spectrum,
"Wed, Mar 5, 1975",Atlanta Hawks,112,Washington Bullets,118,Box Score,,,,Capital Centre,
"Thu, Mar 6, 1975",Golden State Warriors,106,Atlanta Hawks,110,Box Score,,,,Omni Coliseum,
"Thu, Mar 6, 1975",Buffalo Braves,110,Kansas City-Omaha Kings,111,Box Score,,,,Kemper Arena,
"Thu, Mar 6, 1975",Seattle SuperSonics,92,Milwaukee Bucks,102,Box Score,,,,MECCA Arena,
"Thu, Mar 6, 1975",Chicago Bulls,65,Phoenix Suns,88,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Fri, Mar 7, 1975",Cleveland Cavaliers,86,Houston Rockets,93,Box Score,,,,Hofheinz Pavilion,
"Fri, Mar 7, 1975",Chicago Bulls,89,Los Angeles Lakers,87,Box Score,,,,The Forum,
"Fri, Mar 7, 1975",Golden State Warriors,107,New Orleans Jazz,110,Box Score,,,,Municipal Auditorium,
"Fri, Mar 7, 1975",Phoenix Suns,98,Portland Trail Blazers,120,Box Score,,,,Memorial Coliseum,
"Sat, Mar 8, 1975",New Orleans Jazz,101,Atlanta Hawks,113,Box Score,,,,Omni Coliseum,
"Sat, Mar 8, 1975",Milwaukee Bucks,95,Buffalo Braves,110,Box Score,,,,Buffalo Memorial Auditorium,
"Sat, Mar 8, 1975",Seattle SuperSonics,103,Kansas City-Omaha Kings,99,Box Score,,,,Kemper Arena,
"Sat, Mar 8, 1975",Detroit Pistons,100,New York Knicks,118,Box Score,,,,Madison Square Garden (IV),
"Sat, Mar 8, 1975",Washington Bullets,113,Philadelphia 76ers,92,Box Score,,,,The Spectrum,
"Sat, Mar 8, 1975",Houston Rockets,112,Phoenix Suns,107,Box Score,,,,Arizona Veterans Memorial Coliseum,
