Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Mon, Apr 1, 1974",Chicago Bulls,108,Detroit Pistons,103,Box Score,,,,Cobo Arena,
"Tue, Apr 2, 1974",Boston Celtics,105,Buffalo Braves,115,Box Score,,17507.0,,Buffalo Memorial Auditorium,
"Tue, Apr 2, 1974",Milwaukee Bucks,96,Los Angeles Lakers,98,Box Score,,,,The Forum,
"Tue, Apr 2, 1974",Capital Bullets,88,New York Knicks,79,Box Score,,,,Madison Square Garden (IV),
"Wed, Apr 3, 1974",Buffalo Braves,107,Boston Celtics,120,Box Score,,14656.0,,Boston Garden,
"Thu, Apr 4, 1974",Milwaukee Bucks,112,Los Angeles Lakers,90,Box Score,,17505.0,2:00,The Forum,
"Fri, Apr 5, 1974",New York Knicks,101,Capital Bullets,93,Box Score,OT,,,Capital Centre,
"Fri, Apr 5, 1974",Detroit Pistons,83,Chicago Bulls,84,Box Score,,,,Chicago Stadium,
"Sat, Apr 6, 1974",Boston Celtics,102,Buffalo Braves,104,Box Score,,18119.0,,Buffalo Memorial Auditorium,
"Sun, Apr 7, 1974",Chicago Bulls,87,Detroit Pistons,102,Box Score,,,,Cobo Arena,
"Sun, Apr 7, 1974",Los Angeles Lakers,92,Milwaukee Bucks,114,Box Score,,,,Milwaukee Arena,
"Sun, Apr 7, 1974",Capital Bullets,105,New York Knicks,106,Box Score,,,,Madison Square Garden (IV),
"Tue, Apr 9, 1974",Buffalo Braves,97,Boston Celtics,100,Box Score,,15320.0,,Boston Garden,
"Tue, Apr 9, 1974",Detroit Pistons,94,Chicago Bulls,98,Box Score,,,,Chicago Stadium,
"Wed, Apr 10, 1974",New York Knicks,92,Capital Bullets,109,Box Score,,,,Capital Centre,
"Thu, Apr 11, 1974",Chicago Bulls,88,Detroit Pistons,92,Box Score,,,,Cobo Arena,
"Fri, Apr 12, 1974",Boston Celtics,106,Buffalo Braves,104,Box Score,,18257.0,,Buffalo Memorial Auditorium,
"Fri, Apr 12, 1974",Capital Bullets,81,New York Knicks,91,Box Score,,,,Madison Square Garden (IV),
"Sat, Apr 13, 1974",Detroit Pistons,94,Chicago Bulls,96,Box Score,,,,Chicago Stadium,
"Sun, Apr 14, 1974",New York Knicks,88,Boston Celtics,113,Box Score,,14101.0,,Boston Garden,
"Tue, Apr 16, 1974",Chicago Bulls,85,Milwaukee Bucks,101,Box Score,,,,Milwaukee Arena,
"Tue, Apr 16, 1974",Boston Celtics,111,New York Knicks,99,Box Score,,19694.0,,Madison Square Garden (IV),
"Thu, Apr 18, 1974",Milwaukee Bucks,113,Chicago Bulls,111,Box Score,,,,Chicago Stadium,
"Fri, Apr 19, 1974",New York Knicks,103,Boston Celtics,100,Box Score,,15320.0,,Boston Garden,
"Sat, Apr 20, 1974",Chicago Bulls,90,Milwaukee Bucks,113,Box Score,,,,Milwaukee Arena,
"Sun, Apr 21, 1974",Boston Celtics,98,New York Knicks,91,Box Score,,19694.0,,Madison Square Garden (IV),
"Mon, Apr 22, 1974",Milwaukee Bucks,115,Chicago Bulls,99,Box Score,,,,Chicago Stadium,
"Wed, Apr 24, 1974",New York Knicks,94,Boston Celtics,105,Box Score,,15320.0,,Boston Garden,
"Sun, Apr 28, 1974",Boston Celtics,98,Milwaukee Bucks,83,Box Score,,10938.0,,Milwaukee Arena,
"Tue, Apr 30, 1974",Boston Celtics,96,Milwaukee Bucks,105,Box Score,OT,10938.0,,Milwaukee Arena,
