Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,LOG,Arena,Notes
"Sun, Feb 6, 1983",,Dallas Mavericks,112,Portland Trail Blazers,105,Box Score,,12666.0,,Memorial Coliseum,
"Sun, Feb 6, 1983",,Philadelphia 76ers,97,Seattle SuperSonics,96,Box Score,,22217.0,2:15,Seattle Kingdome,
"Sun, Feb 6, 1983",,Indiana Pacers,99,Washington Bullets,103,Box Score,,3683.0,,Capital Centre,
"Mon, Feb 7, 1983",,Indiana Pacers,99,New York Knicks,105,Box Score,,7555.0,,Madison Square Garden (IV),
"Tue, Feb 8, 1983",,New Jersey Nets,115,Atlanta Hawks,109,Box Score,,6187.0,,Omni Coliseum,
"Tue, Feb 8, 1983",,Portland Trail Blazers,109,Chicago Bulls,93,Box Score,,5136.0,,Chicago Stadium,
"Tue, Feb 8, 1983",,Kansas City Kings,115,Houston Rockets,116,Box Score,OT,6506.0,,The Summit,
"Tue, Feb 8, 1983",,Dallas Mavericks,112,Phoenix Suns,100,Box Score,,11037.0,,Arizona Veterans Memorial Coliseum,
"Tue, Feb 8, 1983",,Detroit Pistons,143,San Antonio Spurs,147,Box Score,OT,7518.0,,HemisFair Arena,
"Tue, Feb 8, 1983",,Denver Nuggets,98,San Diego Clippers,125,Box Score,,3341.0,,San Diego Sports Arena,
"Tue, Feb 8, 1983",,Los Angeles Lakers,121,Seattle SuperSonics,118,Box Score,,19726.0,,Seattle Kingdome,
"Tue, Feb 8, 1983",,Boston Celtics,101,Washington Bullets,104,Box Score,OT,10841.0,2:30,Capital Centre,
"Wed, Feb 9, 1983",,New York Knicks,96,Boston Celtics,106,Box Score,,15320.0,1:55,Boston Garden,
"Wed, Feb 9, 1983",,Milwaukee Bucks,94,Cleveland Cavaliers,104,Box Score,,2088.0,,Coliseum at Richfield,
"Wed, Feb 9, 1983",,Detroit Pistons,113,Dallas Mavericks,122,Box Score,,11464.0,,Reunion Arena,
"Wed, Feb 9, 1983",,Seattle SuperSonics,125,Denver Nuggets,134,Box Score,,12847.0,,McNichols Sports Arena,
"Wed, Feb 9, 1983",,Golden State Warriors,98,Kansas City Kings,103,Box Score,,6084.0,,Kemper Arena,
"Wed, Feb 9, 1983",,Utah Jazz,99,Los Angeles Lakers,113,Box Score,,13656.0,,The Forum,
"Wed, Feb 9, 1983",,Atlanta Hawks,93,Philadelphia 76ers,106,Box Score,,16609.0,2:05,The Spectrum,
"Wed, Feb 9, 1983",7:41p,Indiana Pacers,90,New Jersey Nets,105,Box Score,,12664.0,2:07,Brendan Byrne Arena,
"Thu, Feb 10, 1983",,Philadelphia 76ers,116,Chicago Bulls,110,Box Score,,12222.0,1:59,Chicago Stadium,
"Thu, Feb 10, 1983",,Cleveland Cavaliers,99,Indiana Pacers,95,Box Score,,3059.0,,Market Square Arena,
"Thu, Feb 10, 1983",,Portland Trail Blazers,92,Milwaukee Bucks,102,Box Score,,9765.0,,MECCA Arena,
"Thu, Feb 10, 1983",,Golden State Warriors,109,San Antonio Spurs,128,Box Score,,8384.0,,HemisFair Arena,
"Thu, Feb 10, 1983",,Phoenix Suns,100,San Diego Clippers,101,Box Score,,4813.0,,San Diego Sports Arena,
"Thu, Feb 10, 1983",,Seattle SuperSonics,105,Utah Jazz,99,Box Score,,8939.0,,Salt Palace,
"Thu, Feb 10, 1983",,Houston Rockets,100,Washington Bullets,104,Box Score,,6688.0,,Capital Centre,
"Tue, Feb 15, 1983",,Indiana Pacers,113,Chicago Bulls,110,Box Score,,4132.0,,Chicago Stadium,
"Tue, Feb 15, 1983",,Washington Bullets,93,Golden State Warriors,111,Box Score,,7543.0,,Oakland-Alameda County Coliseum Arena,
"Tue, Feb 15, 1983",,Atlanta Hawks,101,Houston Rockets,91,Box Score,,7306.0,,The Summit,
"Tue, Feb 15, 1983",,San Antonio Spurs,124,Los Angeles Lakers,103,Box Score,,15111.0,,The Forum,
"Tue, Feb 15, 1983",,San Diego Clippers,106,Portland Trail Blazers,115,Box Score,,12666.0,,Memorial Coliseum,
"Wed, Feb 16, 1983",,Dallas Mavericks,96,Cleveland Cavaliers,99,Box Score,,3587.0,,Coliseum at Richfield,
"Wed, Feb 16, 1983",,Chicago Bulls,117,Indiana Pacers,113,Box Score,,2745.0,,Market Square Arena,
"Wed, Feb 16, 1983",,Phoenix Suns,111,Kansas City Kings,102,Box Score,,6078.0,2:14,Checkerdome,"at St. Louis, MO"
"Wed, Feb 16, 1983",,Detroit Pistons,121,Milwaukee Bucks,126,Box Score,OT,11052.0,,MECCA Arena,
"Wed, Feb 16, 1983",,Denver Nuggets,95,Philadelphia 76ers,116,Box Score,,13216.0,1:46,The Spectrum,
"Wed, Feb 16, 1983",,Boston Celtics,108,Seattle SuperSonics,100,Box Score,,17870.0,1:49,Seattle Kingdome,
"Wed, Feb 16, 1983",,San Antonio Spurs,101,Utah Jazz,112,Box Score,,8085.0,,Salt Palace,
"Thu, Feb 17, 1983",,Los Angeles Lakers,127,Dallas Mavericks,110,Box Score,,17134.0,,Reunion Arena,
"Thu, Feb 17, 1983",,Houston Rockets,110,Detroit Pistons,113,Box Score,,7171.0,,Pontiac Silverdome,
"Thu, Feb 17, 1983",,San Diego Clippers,112,Golden State Warriors,102,Box Score,,8061.0,,Oakland-Alameda County Coliseum Arena,
"Thu, Feb 17, 1983",,Cleveland Cavaliers,92,New York Knicks,108,Box Score,,8092.0,,Madison Square Garden (IV),
"Thu, Feb 17, 1983",,Boston Celtics,114,Portland Trail Blazers,121,Box Score,,12666.0,2:08,Memorial Coliseum,
"Thu, Feb 17, 1983",7:42p,Denver Nuggets,117,New Jersey Nets,108,Box Score,,12037.0,2:09,Brendan Byrne Arena,
"Fri, Feb 18, 1983",,Los Angeles Lakers,118,Kansas City Kings,124,Box Score,,15116.0,,Kemper Arena,
"Fri, Feb 18, 1983",,Indiana Pacers,94,Milwaukee Bucks,121,Box Score,,11052.0,,MECCA Arena,
"Fri, Feb 18, 1983",,Houston Rockets,98,Philadelphia 76ers,127,Box Score,,12812.0,1:59,The Spectrum,
"Fri, Feb 18, 1983",,Washington Bullets,112,Seattle SuperSonics,115,Box Score,,12661.0,,Seattle Kingdome,
"Fri, Feb 18, 1983",,Portland Trail Blazers,101,Utah Jazz,97,Box Score,,8329.0,,Salt Palace,
"Sat, Feb 19, 1983",,Atlanta Hawks,100,Dallas Mavericks,122,Box Score,,13818.0,,Reunion Arena,
"Sat, Feb 19, 1983",,Phoenix Suns,101,Detroit Pistons,112,Box Score,,25253.0,,Pontiac Silverdome,
"Sat, Feb 19, 1983",,Boston Celtics,109,Golden State Warriors,115,Box Score,,13335.0,2:05,Oakland-Alameda County Coliseum Arena,
"Sat, Feb 19, 1983",,Denver Nuggets,115,New York Knicks,124,Box Score,,10068.0,,Madison Square Garden (IV),
"Sun, Feb 20, 1983",,Dallas Mavericks,111,Chicago Bulls,124,Box Score,,9144.0,,Chicago Stadium,
"Sun, Feb 20, 1983",,Phoenix Suns,103,Cleveland Cavaliers,81,Box Score,,3782.0,1:51,Coliseum at Richfield,
"Sun, Feb 20, 1983",,Los Angeles Lakers,126,Indiana Pacers,112,Box Score,,10952.0,,Market Square Arena,
"Sun, Feb 20, 1983",,Houston Rockets,106,Kansas City Kings,128,Box Score,,5737.0,,Kemper Arena,
"Sun, Feb 20, 1983",,New Jersey Nets,108,Milwaukee Bucks,109,Box Score,,11052.0,,MECCA Arena,
"Sun, Feb 20, 1983",,New York Knicks,89,Philadelphia 76ers,104,Box Score,,15820.0,2:06,The Spectrum,
"Sun, Feb 20, 1983",,Washington Bullets,95,Portland Trail Blazers,104,Box Score,,12666.0,,Memorial Coliseum,
"Sun, Feb 20, 1983",,Atlanta Hawks,100,San Antonio Spurs,103,Box Score,,9408.0,,HemisFair Arena,
"Sun, Feb 20, 1983",,Utah Jazz,97,San Diego Clippers,107,Box Score,,4377.0,,San Diego Sports Arena,
"Sun, Feb 20, 1983",,Golden State Warriors,112,Seattle SuperSonics,116,Box Score,,15006.0,,Seattle Kingdome,
"Tue, Feb 22, 1983",,Golden State Warriors,109,Atlanta Hawks,97,Box Score,,5532.0,,Omni Coliseum,
"Tue, Feb 22, 1983",,Denver Nuggets,133,Chicago Bulls,144,Box Score,,5754.0,,Chicago Stadium,
"Tue, Feb 22, 1983",,Portland Trail Blazers,113,Houston Rockets,107,Box Score,,6144.0,,The Summit,
"Tue, Feb 22, 1983",,New Jersey Nets,110,Indiana Pacers,108,Box Score,,2993.0,,Market Square Arena,
"Tue, Feb 22, 1983",,Dallas Mavericks,106,New York Knicks,108,Box Score,,7638.0,,Madison Square Garden (IV),
"Tue, Feb 22, 1983",,Milwaukee Bucks,105,Phoenix Suns,112,Box Score,,12908.0,,Arizona Veterans Memorial Coliseum,
"Tue, Feb 22, 1983",,San Diego Clippers,101,Seattle SuperSonics,117,Box Score,,19732.0,,Seattle Kingdome,
"Tue, Feb 22, 1983",,Washington Bullets,99,Utah Jazz,98,Box Score,,7428.0,,Salt Palace,
"Wed, Feb 23, 1983",,Golden State Warriors,98,Cleveland Cavaliers,99,Box Score,,3412.0,,Coliseum at Richfield,
"Wed, Feb 23, 1983",,New York Knicks,120,Detroit Pistons,107,Box Score,,10108.0,,Pontiac Silverdome,
"Wed, Feb 23, 1983",,Washington Bullets,107,Kansas City Kings,113,Box Score,,5525.0,,Kemper Arena,
"Wed, Feb 23, 1983",,Boston Celtics,113,Los Angeles Lakers,104,Box Score,,17505.0,2:04,The Forum,
"Wed, Feb 23, 1983",,Dallas Mavericks,101,Philadelphia 76ers,133,Box Score,,14223.0,1:50,The Spectrum,
"Wed, Feb 23, 1983",,Portland Trail Blazers,114,San Antonio Spurs,124,Box Score,,8450.0,,HemisFair Arena,
"Wed, Feb 23, 1983",7:43p,Chicago Bulls,86,New Jersey Nets,119,Box Score,,10046.0,2:13,Brendan Byrne Arena,
"Thu, Feb 24, 1983",,Detroit Pistons,107,Atlanta Hawks,116,Box Score,,6149.0,,Omni Coliseum,
"Thu, Feb 24, 1983",,Seattle SuperSonics,129,Denver Nuggets,138,Box Score,,15748.0,,McNichols Sports Arena,
"Thu, Feb 24, 1983",,Milwaukee Bucks,114,Houston Rockets,103,Box Score,,7356.0,,The Summit,
"Thu, Feb 24, 1983",,Boston Celtics,107,San Diego Clippers,122,Box Score,,13838.0,2:08,San Diego Sports Arena,
"Thu, Feb 24, 1983",,Phoenix Suns,110,Utah Jazz,103,Box Score,,8479.0,,Salt Palace,
"Fri, Feb 25, 1983",,Portland Trail Blazers,117,Dallas Mavericks,133,Box Score,,11794.0,,Reunion Arena,
"Fri, Feb 25, 1983",,New York Knicks,113,Indiana Pacers,101,Box Score,,3514.0,,Market Square Arena,
"Fri, Feb 25, 1983",,San Antonio Spurs,131,Kansas City Kings,125,Box Score,,9079.0,,Kemper Arena,
"Fri, Feb 25, 1983",,Chicago Bulls,111,Philadelphia 76ers,116,Box Score,,16267.0,2:11,The Spectrum,
"Fri, Feb 25, 1983",,Phoenix Suns,106,Seattle SuperSonics,101,Box Score,,15688.0,,Seattle Kingdome,
"Fri, Feb 25, 1983",7:42p,Golden State Warriors,107,New Jersey Nets,115,Box Score,,12458.0,1:56,Brendan Byrne Arena,
"Sat, Feb 26, 1983",,New Jersey Nets,88,Atlanta Hawks,95,Box Score,,10451.0,,Omni Coliseum,
"Sat, Feb 26, 1983",,Detroit Pistons,122,Cleveland Cavaliers,102,Box Score,,4668.0,,Coliseum at Richfield,
"Sat, Feb 26, 1983",,Kansas City Kings,107,Dallas Mavericks,118,Box Score,,14039.0,,Reunion Arena,
"Sat, Feb 26, 1983",,Washington Bullets,111,Denver Nuggets,125,Box Score,,15035.0,,McNichols Sports Arena,
"Sat, Feb 26, 1983",,San Diego Clippers,108,Houston Rockets,120,Box Score,,10316.0,,The Summit,
"Sat, Feb 26, 1983",,Chicago Bulls,79,New York Knicks,94,Box Score,,9076.0,,Madison Square Garden (IV),
"Sat, Feb 26, 1983",,Boston Celtics,103,Phoenix Suns,101,Box Score,,14660.0,2:05,Arizona Veterans Memorial Coliseum,
"Sat, Feb 26, 1983",,Milwaukee Bucks,107,San Antonio Spurs,104,Box Score,,12439.0,,HemisFair Arena,
"Sat, Feb 26, 1983",,Los Angeles Lakers,92,Utah Jazz,101,Box Score,,12097.0,,Salt Palace,
"Sun, Feb 27, 1983",,Portland Trail Blazers,92,Cleveland Cavaliers,98,Box Score,,2697.0,,Coliseum at Richfield,
"Sun, Feb 27, 1983",,Atlanta Hawks,125,Indiana Pacers,107,Box Score,,4059.0,,Market Square Arena,
"Sun, Feb 27, 1983",,Denver Nuggets,135,Los Angeles Lakers,120,Box Score,,17505.0,,The Forum,
"Sun, Feb 27, 1983",,Golden State Warriors,104,Philadelphia 76ers,115,Box Score,,17584.0,2:02,The Spectrum,
"Sun, Feb 27, 1983",,Utah Jazz,98,Seattle SuperSonics,101,Box Score,,20167.0,,Seattle Kingdome,
