Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Fri, Nov 2, 1962",New York Knicks,121,San Francisco Warriors,143,Box Score,,,,University of San Francisco,
"Fri, Nov 2, 1962",Boston Celtics,107,Chicago Zephyrs,97,Box Score,,6984.0,,Chicago Coliseum,
"Sat, Nov 3, 1962",San Francisco Warriors,115,Los Angeles Lakers,127,Box Score,,,,Los Angeles Memorial Sports Arena,
"Sat, Nov 3, 1962",Chicago Zephyrs,109,St. Louis Hawks,114,Box Score,,,,Kiel Auditorium,
"Sat, Nov 3, 1962",Cincinnati Royals,111,Syracuse Nationals,130,Box Score,,,,Onondaga War Memorial,
"Sat, Nov 3, 1962",Detroit Pistons,114,Boston Celtics,125,Box Score,,5885.0,,Boston Garden,
"Sun, Nov 4, 1962",New York Knicks,106,Los Angeles Lakers,125,Box Score,,,,Los Angeles Memorial Sports Arena,
"Wed, Nov 7, 1962",Boston Celtics,106,Cincinnati Royals,105,Box Score,,5210.0,,Cincinnati Gardens,
"Wed, Nov 7, 1962",Los Angeles Lakers,132,San Francisco Warriors,108,Box Score,,,,Cow Palace,
"Wed, Nov 7, 1962",New York Knicks,122,St. Louis Hawks,112,Box Score,,,,Kiel Auditorium,
"Thu, Nov 8, 1962",Cincinnati Royals,114,Detroit Pistons,116,Box Score,,,,Cobo Arena,
"Fri, Nov 9, 1962",Los Angeles Lakers,133,Boston Celtics,120,Box Score,,10713.0,,Boston Garden,
"Fri, Nov 9, 1962",St. Louis Hawks,93,Syracuse Nationals,101,Box Score,,,,Onondaga War Memorial,
"Fri, Nov 9, 1962",Chicago Zephyrs,126,San Francisco Warriors,134,Box Score,,,,University of San Francisco,
"Fri, Nov 9, 1962",Cincinnati Royals,122,New York Knicks,119,Box Score,,,,Madison Square Garden (III),
"Sat, Nov 10, 1962",Detroit Pistons,124,Cincinnati Royals,135,Box Score,,,,Cincinnati Gardens,
"Sat, Nov 10, 1962",Chicago Zephyrs,108,San Francisco Warriors,113,Box Score,,,,University of San Francisco,
"Sat, Nov 10, 1962",Los Angeles Lakers,96,St. Louis Hawks,97,Box Score,,,,Kiel Auditorium,
"Sun, Nov 11, 1962",New York Knicks,98,Boston Celtics,117,Box Score,,7118.0,,Kiel Auditorium,"at St. Louis, MO"
"Sun, Nov 11, 1962",Detroit Pistons,100,St. Louis Hawks,117,Box Score,,,,Kiel Auditorium,
"Sun, Nov 11, 1962",Chicago Zephyrs,109,Los Angeles Lakers,105,Box Score,OT,,,Los Angeles Memorial Sports Arena,
"Mon, Nov 12, 1962",Cincinnati Royals,126,Boston Celtics,137,Box Score,,6446.0,,Boston Garden,
"Tue, Nov 13, 1962",Detroit Pistons,109,Cincinnati Royals,127,Box Score,,,,Madison Square Garden (III),"at New York, NY"
"Tue, Nov 13, 1962",Chicago Zephyrs,84,Los Angeles Lakers,107,Box Score,,,,Los Angeles Memorial Sports Arena,
"Tue, Nov 13, 1962",Boston Celtics,116,New York Knicks,102,Box Score,,8249.0,,Madison Square Garden (III),
"Tue, Nov 13, 1962",San Francisco Warriors,100,St. Louis Hawks,132,Box Score,,,,Kiel Auditorium,
"Wed, Nov 14, 1962",Syracuse Nationals,120,Cincinnati Royals,125,Box Score,,,,Cincinnati Gardens,
"Wed, Nov 14, 1962",San Francisco Warriors,115,Detroit Pistons,123,Box Score,,,,Cobo Arena,
"Thu, Nov 15, 1962",New York Knicks,92,Chicago Zephyrs,95,Box Score,,,,Chicago Coliseum,
"Thu, Nov 15, 1962",Syracuse Nationals,120,Los Angeles Lakers,98,Box Score,,,,Baltimore Civic Center,"at Baltimore, MD"
"Fri, Nov 16, 1962",St. Louis Hawks,111,Cincinnati Royals,120,Box Score,,,,Cincinnati Gardens,
"Fri, Nov 16, 1962",San Francisco Warriors,127,New York Knicks,111,Box Score,,,,Madison Square Garden (III),
"Fri, Nov 16, 1962",Boston Celtics,105,Syracuse Nationals,113,Box Score,,7887.0,,Onondaga War Memorial,
"Sat, Nov 17, 1962",Syracuse Nationals,107,St. Louis Hawks,113,Box Score,,,,Kiel Auditorium,
"Sat, Nov 17, 1962",Los Angeles Lakers,110,Chicago Zephyrs,109,Box Score,,,,Chicago Coliseum,
"Sat, Nov 17, 1962",San Francisco Warriors,109,Boston Celtics,127,Box Score,,13413.0,,Boston Garden,
"Sat, Nov 17, 1962",New York Knicks,113,Detroit Pistons,121,Box Score,OT,,,Boston Garden,"at Boston, MA"
"Sun, Nov 18, 1962",Syracuse Nationals,110,Chicago Zephyrs,107,Box Score,,,,Cobo Arena,"at Detroit, MI"
"Sun, Nov 18, 1962",San Francisco Warriors,120,Cincinnati Royals,132,Box Score,,,,Cincinnati Gardens,
"Sun, Nov 18, 1962",Los Angeles Lakers,116,Detroit Pistons,98,Box Score,,,,Cobo Arena,
"Tue, Nov 20, 1962",Chicago Zephyrs,106,Boston Celtics,113,Box Score,,9074.0,,Madison Square Garden (III),"at New York, NY"
"Tue, Nov 20, 1962",St. Louis Hawks,95,New York Knicks,103,Box Score,,,,Madison Square Garden (III),
"Wed, Nov 21, 1962",St. Louis Hawks,106,Boston Celtics,115,Box Score,,7511.0,,Boston Garden,
"Wed, Nov 21, 1962",New York Knicks,137,Chicago Zephyrs,108,Box Score,,,,Boston Garden,"at Boston, MA"
"Wed, Nov 21, 1962",Syracuse Nationals,122,Detroit Pistons,120,Box Score,,,,Cobo Arena,
"Wed, Nov 21, 1962",Cincinnati Royals,143,San Francisco Warriors,139,Box Score,,,,Cow Palace,
"Thu, Nov 22, 1962",Syracuse Nationals,130,Boston Celtics,120,Box Score,,4490.0,,Convention Hall,"at Philadelphia, PA"
"Thu, Nov 22, 1962",Cincinnati Royals,110,Los Angeles Lakers,134,Box Score,,,,Los Angeles Memorial Sports Arena,
"Thu, Nov 22, 1962",Detroit Pistons,91,St. Louis Hawks,106,Box Score,,,,Kiel Auditorium,
"Fri, Nov 23, 1962",Syracuse Nationals,110,New York Knicks,116,Box Score,,,,Madison Square Garden (III),
"Fri, Nov 23, 1962",Los Angeles Lakers,129,San Francisco Warriors,124,Box Score,,,,Cow Palace,
"Fri, Nov 23, 1962",Chicago Zephyrs,104,Boston Celtics,116,Box Score,,4327.0,,Rhode Island Auditorium,"at Providence, RI"
"Fri, Nov 23, 1962",St. Louis Hawks,121,Detroit Pistons,93,Box Score,,,,Cobo Arena,
"Sat, Nov 24, 1962",Detroit Pistons,103,Chicago Zephyrs,104,Box Score,,,,Chicago Coliseum,
"Sat, Nov 24, 1962",Cincinnati Royals,123,Los Angeles Lakers,129,Box Score,,,,Los Angeles Memorial Sports Arena,
"Sat, Nov 24, 1962",Boston Celtics,95,St. Louis Hawks,97,Box Score,,10612.0,,Kiel Auditorium,
"Sat, Nov 24, 1962",New York Knicks,126,Syracuse Nationals,137,Box Score,,,,Onondaga War Memorial,
"Sun, Nov 25, 1962",Cincinnati Royals,128,San Francisco Warriors,115,Box Score,,,,Cow Palace,
"Mon, Nov 26, 1962",Chicago Zephyrs,106,Los Angeles Lakers,128,Box Score,,,,Los Angeles Memorial Sports Arena,
