Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Sun, Apr 1, 1973",Chicago Bulls,93,Los Angeles Lakers,108,Box Score,,,,The Forum,
"Sun, Apr 1, 1973",Atlanta Hawks,109,Boston Celtics,134,Box Score,,11909.0,,Boston Garden,
"Sun, Apr 1, 1973",Baltimore Bullets,103,New York Knicks,123,Box Score,,,,Madison Square Garden (IV),
"Sun, Apr 1, 1973",Golden State Warriors,95,Milwaukee Bucks,92,Box Score,,,,Milwaukee Arena,
"Wed, Apr 4, 1973",Boston Celtics,126,Atlanta Hawks,113,Box Score,,,,Omni Coliseum,
"Wed, Apr 4, 1973",New York Knicks,103,Baltimore Bullets,96,Box Score,,,,Baltimore Civic Center,
"Thu, Apr 5, 1973",Milwaukee Bucks,113,Golden State Warriors,93,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Fri, Apr 6, 1973",New York Knicks,89,Baltimore Bullets,97,Box Score,,,,Baltimore Civic Center,
"Fri, Apr 6, 1973",Atlanta Hawks,118,Boston Celtics,105,Box Score,,15320.0,,Boston Garden,
"Fri, Apr 6, 1973",Los Angeles Lakers,86,Chicago Bulls,96,Box Score,,,,Chicago Stadium,
"Sat, Apr 7, 1973",Milwaukee Bucks,97,Golden State Warriors,102,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Sun, Apr 8, 1973",Boston Celtics,94,Atlanta Hawks,97,Box Score,,,,Omni Coliseum,
"Sun, Apr 8, 1973",Los Angeles Lakers,94,Chicago Bulls,98,Box Score,,,,Chicago Stadium,
"Sun, Apr 8, 1973",Baltimore Bullets,99,New York Knicks,109,Box Score,,,,Madison Square Garden (IV),
"Tue, Apr 10, 1973",Chicago Bulls,102,Los Angeles Lakers,123,Box Score,,,,The Forum,
"Tue, Apr 10, 1973",Golden State Warriors,100,Milwaukee Bucks,97,Box Score,,,,University of Wisconsin Fieldhouse,"at Madison, WI"
"Wed, Apr 11, 1973",Atlanta Hawks,101,Boston Celtics,108,Box Score,,12525.0,,Boston Garden,
"Fri, Apr 13, 1973",Boston Celtics,121,Atlanta Hawks,103,Box Score,,,,Omni Coliseum,
"Fri, Apr 13, 1973",Los Angeles Lakers,93,Chicago Bulls,101,Box Score,,,,Chicago Stadium,
"Fri, Apr 13, 1973",Milwaukee Bucks,86,Golden State Warriors,100,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Sun, Apr 15, 1973",New York Knicks,108,Boston Celtics,134,Box Score,,15320.0,,Boston Garden,
"Sun, Apr 15, 1973",Chicago Bulls,92,Los Angeles Lakers,95,Box Score,,,,The Forum,
"Tue, Apr 17, 1973",Golden State Warriors,99,Los Angeles Lakers,101,Box Score,,,,The Forum,
"Wed, Apr 18, 1973",Boston Celtics,96,New York Knicks,129,Box Score,,,,Madison Square Garden (IV),
"Thu, Apr 19, 1973",Golden State Warriors,93,Los Angeles Lakers,104,Box Score,,,,The Forum,
"Fri, Apr 20, 1973",New York Knicks,98,Boston Celtics,91,Box Score,,15320.0,,Boston Garden,
"Sat, Apr 21, 1973",Los Angeles Lakers,126,Golden State Warriors,70,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Sun, Apr 22, 1973",Boston Celtics,110,New York Knicks,117,Box Score,2OT,,,Madison Square Garden (IV),
"Mon, Apr 23, 1973",Los Angeles Lakers,109,Golden State Warriors,117,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Wed, Apr 25, 1973",New York Knicks,97,Boston Celtics,98,Box Score,,15320.0,,Boston Garden,
"Wed, Apr 25, 1973",Golden State Warriors,118,Los Angeles Lakers,128,Box Score,,,,The Forum,
"Fri, Apr 27, 1973",Boston Celtics,110,New York Knicks,100,Box Score,,,,Madison Square Garden (IV),
"Sun, Apr 29, 1973",New York Knicks,94,Boston Celtics,78,Box Score,,15320.0,,Boston Garden,
