Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,LOG,Arena,Notes
"Wed, Jan 7, 1976",,Los Angeles Lakers,103,Boston Celtics,109,Box Score,,14839.0,,Boston Garden,
"Wed, Jan 7, 1976",,Cleveland Cavaliers,118,Detroit Pistons,119,Box Score,OT,,,Cobo Arena,
"Wed, Jan 7, 1976",,Kansas City Kings,108,Houston Rockets,106,Box Score,,,,The Summit,
"Wed, Jan 7, 1976",,Milwaukee Bucks,102,Philadelphia 76ers,112,Box Score,,,,The Spectrum,
"Wed, Jan 7, 1976",,Golden State Warriors,114,Phoenix Suns,110,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Wed, Jan 7, 1976",,New York Knicks,89,Seattle SuperSonics,91,Box Score,,,,Seattle Center Coliseum,
"Thu, Jan 8, 1976",,Houston Rockets,115,Atlanta Hawks,106,Box Score,,,,Omni Coliseum,
"Thu, Jan 8, 1976",,Philadelphia 76ers,105,Cleveland Cavaliers,115,Box Score,,,,Coliseum at Richfield,
"Thu, Jan 8, 1976",,Phoenix Suns,113,Golden State Warriors,129,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Thu, Jan 8, 1976",,New Orleans Jazz,107,Kansas City Kings,97,Box Score,,,,Kemper Arena,
"Fri, Jan 9, 1976",,Washington Bullets,113,Boston Celtics,118,Box Score,,15320.0,,Boston Garden,
"Fri, Jan 9, 1976",,Chicago Bulls,107,Buffalo Braves,100,Box Score,,,,Buffalo Memorial Auditorium,
"Fri, Jan 9, 1976",,Detroit Pistons,95,Milwaukee Bucks,102,Box Score,,,,MECCA Arena,
"Fri, Jan 9, 1976",,Los Angeles Lakers,106,Philadelphia 76ers,109,Box Score,,,,The Spectrum,
"Fri, Jan 9, 1976",,Seattle SuperSonics,112,Phoenix Suns,110,Box Score,OT,,,Arizona Veterans Memorial Coliseum,
"Sat, Jan 10, 1976",,Cleveland Cavaliers,106,Atlanta Hawks,100,Box Score,,,,Omni Coliseum,
"Sat, Jan 10, 1976",,Kansas City Kings,84,Chicago Bulls,111,Box Score,,,,Chicago Stadium,
"Sat, Jan 10, 1976",,New Orleans Jazz,104,Detroit Pistons,99,Box Score,,,,Cobo Arena,
"Sat, Jan 10, 1976",,New York Knicks,87,Golden State Warriors,117,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Sat, Jan 10, 1976",,Portland Trail Blazers,94,Houston Rockets,105,Box Score,,,,The Summit,
"Sat, Jan 10, 1976",,Milwaukee Bucks,87,Washington Bullets,107,Box Score,,,,Capital Centre,
"Sun, Jan 11, 1976",,Portland Trail Blazers,116,Atlanta Hawks,109,Box Score,,,,Omni Coliseum,
"Sun, Jan 11, 1976",,Washington Bullets,104,Cleveland Cavaliers,106,Box Score,,,,Coliseum at Richfield,
"Sun, Jan 11, 1976",,Detroit Pistons,99,Kansas City Kings,105,Box Score,,,,Kemper Arena,
"Sun, Jan 11, 1976",,Los Angeles Lakers,89,Milwaukee Bucks,95,Box Score,,,,MECCA Arena,
"Sun, Jan 11, 1976",,Boston Celtics,107,Philadelphia 76ers,118,Box Score,,11640.0,,The Spectrum,
"Sun, Jan 11, 1976",,New York Knicks,99,Phoenix Suns,98,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Sun, Jan 11, 1976",,Buffalo Braves,125,Seattle SuperSonics,104,Box Score,,,,Seattle Center Coliseum,
"Tue, Jan 13, 1976",,Portland Trail Blazers,94,Boston Celtics,106,Box Score,,11243.0,,Hartford Civic Center,"at Hartford, CT"
"Tue, Jan 13, 1976",,Los Angeles Lakers,104,Chicago Bulls,102,Box Score,,,,Chicago Stadium,
"Tue, Jan 13, 1976",,Buffalo Braves,101,Golden State Warriors,127,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Tue, Jan 13, 1976",,Seattle SuperSonics,108,Milwaukee Bucks,114,Box Score,,,,MECCA Arena,
"Wed, Jan 14, 1976",,Seattle SuperSonics,112,Atlanta Hawks,110,Box Score,,,,Omni Coliseum,
"Wed, Jan 14, 1976",,New York Knicks,107,Houston Rockets,103,Box Score,OT,,,The Summit,
"Wed, Jan 14, 1976",,Boston Celtics,101,Kansas City Kings,106,Box Score,,7199.0,,Kemper Arena,
"Wed, Jan 14, 1976",,New Orleans Jazz,95,Philadelphia 76ers,100,Box Score,,,,The Spectrum,
"Wed, Jan 14, 1976",,Cleveland Cavaliers,88,Washington Bullets,92,Box Score,,,,Capital Centre,
"Thu, Jan 15, 1976",,Atlanta Hawks,98,Cleveland Cavaliers,91,Box Score,,,,Coliseum at Richfield,
"Thu, Jan 15, 1976",,Buffalo Braves,126,Phoenix Suns,119,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Fri, Jan 16, 1976",,Philadelphia 76ers,110,Boston Celtics,118,Box Score,,15320.0,,Boston Garden,
"Fri, Jan 16, 1976",,Buffalo Braves,110,Chicago Bulls,104,Box Score,,,,Chicago Stadium,
"Fri, Jan 16, 1976",,Portland Trail Blazers,111,Detroit Pistons,104,Box Score,,,,Cobo Arena,
"Fri, Jan 16, 1976",,Golden State Warriors,128,Houston Rockets,103,Box Score,,,,The Summit,
"Fri, Jan 16, 1976",,New York Knicks,102,Kansas City Kings,90,Box Score,,,,Kemper Arena,
"Fri, Jan 16, 1976",,New Orleans Jazz,94,Milwaukee Bucks,92,Box Score,,,,MECCA Arena,
"Fri, Jan 16, 1976",,Seattle SuperSonics,85,Washington Bullets,100,Box Score,,,,Capital Centre,
"Sat, Jan 17, 1976",,Golden State Warriors,91,Atlanta Hawks,97,Box Score,,,,Omni Coliseum,
"Sat, Jan 17, 1976",,Seattle SuperSonics,101,Buffalo Braves,110,Box Score,,,,Buffalo Memorial Auditorium,
"Sat, Jan 17, 1976",,Boston Celtics,94,Chicago Bulls,92,Box Score,,11079.0,,Chicago Stadium,
"Sat, Jan 17, 1976",,Phoenix Suns,85,Cleveland Cavaliers,105,Box Score,,,,Coliseum at Richfield,
"Sat, Jan 17, 1976",,New Orleans Jazz,103,Houston Rockets,97,Box Score,,,,The Summit,
"Sat, Jan 17, 1976",,Portland Trail Blazers,102,Kansas City Kings,94,Box Score,,,,Omaha Civic Auditorium,"at Omaha, NE"
"Sat, Jan 17, 1976",,Philadelphia 76ers,103,Washington Bullets,105,Box Score,,,,Capital Centre,
"Sun, Jan 18, 1976",,Phoenix Suns,122,Detroit Pistons,118,Box Score,,,,Cobo Arena,
"Sun, Jan 18, 1976",,Boston Celtics,97,Milwaukee Bucks,94,Box Score,,10579.0,,MECCA Arena,
"Mon, Jan 19, 1976",,Washington Bullets,96,Houston Rockets,115,Box Score,,,,The Summit,
"Tue, Jan 20, 1976",,Phoenix Suns,103,Buffalo Braves,112,Box Score,,,,Buffalo Memorial Auditorium,
"Tue, Jan 20, 1976",,Atlanta Hawks,100,Chicago Bulls,86,Box Score,,,,Chicago Stadium,
"Tue, Jan 20, 1976",,Boston Celtics,85,Cleveland Cavaliers,98,Box Score,,13654.0,,Coliseum at Richfield,
"Tue, Jan 20, 1976",,Golden State Warriors,116,Kansas City Kings,103,Box Score,,,,Kemper Arena,
"Tue, Jan 20, 1976",,Philadelphia 76ers,111,Milwaukee Bucks,108,Box Score,,,,MECCA Arena,
"Tue, Jan 20, 1976",,Portland Trail Blazers,104,New York Knicks,107,Box Score,,,,Madison Square Garden (IV),
"Tue, Jan 20, 1976",,Detroit Pistons,114,Washington Bullets,107,Box Score,,,,Capital Centre,
"Wed, Jan 21, 1976",,Buffalo Braves,102,Atlanta Hawks,94,Box Score,,,,Omni Coliseum,
"Wed, Jan 21, 1976",,Phoenix Suns,100,Boston Celtics,114,Box Score,,11562.0,,Boston Garden,
"Wed, Jan 21, 1976",,Seattle SuperSonics,104,Detroit Pistons,111,Box Score,,,,Cobo Arena,
"Wed, Jan 21, 1976",,Chicago Bulls,102,New Orleans Jazz,93,Box Score,,,,Louisiana Superdome,
"Thu, Jan 22, 1976",,Seattle SuperSonics,99,Cleveland Cavaliers,109,Box Score,,,,Coliseum at Richfield,
"Thu, Jan 22, 1976",,Los Angeles Lakers,105,Golden State Warriors,129,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Thu, Jan 22, 1976",,New Orleans Jazz,86,Washington Bullets,109,Box Score,,,,Capital Centre,
"Fri, Jan 23, 1976",,Detroit Pistons,91,Boston Celtics,108,Box Score,,14028.0,,Boston Garden,
"Fri, Jan 23, 1976",,Atlanta Hawks,104,Buffalo Braves,119,Box Score,,,,Buffalo Memorial Auditorium,
"Fri, Jan 23, 1976",,Kansas City Kings,97,Milwaukee Bucks,113,Box Score,,,,MECCA Arena,
"Fri, Jan 23, 1976",,Philadelphia 76ers,92,New York Knicks,104,Box Score,,,,Madison Square Garden (IV),
"Fri, Jan 23, 1976",,Houston Rockets,115,Phoenix Suns,124,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Fri, Jan 23, 1976",,Los Angeles Lakers,96,Portland Trail Blazers,119,Box Score,,,,Memorial Coliseum,
"Sat, Jan 24, 1976",,Milwaukee Bucks,89,Cleveland Cavaliers,132,Box Score,,,,Coliseum at Richfield,
"Sat, Jan 24, 1976",,New York Knicks,117,Detroit Pistons,100,Box Score,,,,Cobo Arena,
"Sat, Jan 24, 1976",,Portland Trail Blazers,125,Golden State Warriors,123,Box Score,OT,,,Oakland-Alameda County Coliseum Arena,
"Sat, Jan 24, 1976",,Seattle SuperSonics,103,Houston Rockets,110,Box Score,,,,The Summit,
"Sat, Jan 24, 1976",,Atlanta Hawks,116,Philadelphia 76ers,130,Box Score,,,,The Spectrum,
"Sat, Jan 24, 1976",,Washington Bullets,100,Phoenix Suns,84,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Sun, Jan 25, 1976",,Philadelphia 76ers,112,Atlanta Hawks,109,Box Score,,,,Omni Coliseum,
"Sun, Jan 25, 1976",,Buffalo Braves,107,Boston Celtics,135,Box Score,,15320.0,,Boston Garden,
"Sun, Jan 25, 1976",,Chicago Bulls,110,Kansas City Kings,118,Box Score,,,,Kemper Arena,
"Sun, Jan 25, 1976",,Washington Bullets,105,Los Angeles Lakers,101,Box Score,,,,The Forum,
"Mon, Jan 26, 1976",,Golden State Warriors,115,Milwaukee Bucks,104,Box Score,,,,MECCA Arena,
"Tue, Jan 27, 1976",,New Orleans Jazz,105,Buffalo Braves,129,Box Score,,,,Buffalo Memorial Auditorium,
"Tue, Jan 27, 1976",,Golden State Warriors,103,Chicago Bulls,110,Box Score,,,,Chicago Stadium,
"Tue, Jan 27, 1976",,Detroit Pistons,83,Cleveland Cavaliers,85,Box Score,,,,Coliseum at Richfield,
"Tue, Jan 27, 1976",,Philadelphia 76ers,116,Houston Rockets,127,Box Score,,,,The Summit,
"Tue, Jan 27, 1976",,Milwaukee Bucks,89,Kansas City Kings,107,Box Score,,,,Kemper Arena,
"Tue, Jan 27, 1976",,Atlanta Hawks,114,New York Knicks,113,Box Score,,,,Madison Square Garden (IV),
"Tue, Jan 27, 1976",,Washington Bullets,105,Portland Trail Blazers,118,Box Score,,,,Memorial Coliseum,
"Wed, Jan 28, 1976",,Atlanta Hawks,99,Boston Celtics,110,Box Score,,12572.0,,Boston Garden,
"Wed, Jan 28, 1976",,Chicago Bulls,87,Detroit Pistons,84,Box Score,,,,Cobo Arena,
"Wed, Jan 28, 1976",,Cleveland Cavaliers,93,Houston Rockets,108,Box Score,,,,The Summit,
"Wed, Jan 28, 1976",,Phoenix Suns,118,Los Angeles Lakers,121,Box Score,,,,The Forum,
"Wed, Jan 28, 1976",,Buffalo Braves,126,New Orleans Jazz,112,Box Score,,,,Louisiana Superdome,
"Wed, Jan 28, 1976",,Seattle SuperSonics,104,Portland Trail Blazers,124,Box Score,,,,Memorial Coliseum,
"Thu, Jan 29, 1976",,New York Knicks,109,Atlanta Hawks,112,Box Score,,,,Omni Coliseum,
"Thu, Jan 29, 1976",,Philadelphia 76ers,114,Golden State Warriors,123,Box Score,,,,Oakland-Alameda County Coliseum Arena,
"Thu, Jan 29, 1976",,Houston Rockets,86,Kansas City Kings,119,Box Score,,,,Kemper Arena,
"Thu, Jan 29, 1976",,Milwaukee Bucks,105,Phoenix Suns,96,Box Score,,,,Arizona Veterans Memorial Coliseum,
"Fri, Jan 30, 1976",,Cleveland Cavaliers,91,Chicago Bulls,89,Box Score,,,,Chicago Stadium,
"Fri, Jan 30, 1976",,Kansas City Kings,94,Detroit Pistons,101,Box Score,,,,Cobo Arena,
"Fri, Jan 30, 1976",,Portland Trail Blazers,121,Los Angeles Lakers,113,Box Score,,,,The Forum,
"Fri, Jan 30, 1976",,New York Knicks,97,New Orleans Jazz,119,Box Score,,,,Louisiana Superdome,
"Fri, Jan 30, 1976",,Washington Bullets,100,Seattle SuperSonics,123,Box Score,,,,Seattle Center Coliseum,
"Sat, Jan 31, 1976",,New Orleans Jazz,108,Atlanta Hawks,95,Box Score,,,,Omni Coliseum,
"Sat, Jan 31, 1976",,Boston Celtics,109,Buffalo Braves,100,Box Score,,19226.0,,Buffalo Memorial Auditorium,
"Sat, Jan 31, 1976",,Kansas City Kings,104,Chicago Bulls,96,Box Score,,,,Chicago Stadium,
"Sat, Jan 31, 1976",,Milwaukee Bucks,88,Golden State Warriors,90,Box Score,OT,,,Oakland-Alameda County Coliseum Arena,
"Sat, Jan 31, 1976",,Houston Rockets,130,New York Knicks,114,Box Score,,,,Madison Square Garden (IV),
"Sat, Jan 31, 1976",,Philadelphia 76ers,105,Phoenix Suns,119,Box Score,,,,Arizona Veterans Memorial Coliseum,
