Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Tue, Feb 2, 1982",Detroit Pistons,106,Atlanta Hawks,105,Box Score,,6016.0,,Omni Coliseum,
"Tue, Feb 2, 1982",New Jersey Nets,116,Chicago Bulls,112,Box Score,,5116.0,,Chicago Stadium,
"Tue, Feb 2, 1982",New York Knicks,117,Denver Nuggets,128,Box Score,,10906.0,,McNichols Sports Arena,
"Tue, Feb 2, 1982",Los Angeles Lakers,117,Golden State Warriors,119,Box Score,,13329.0,,Oakland-Alameda County Coliseum Arena,
"Tue, Feb 2, 1982",San Diego Clippers,106,Houston Rockets,122,Box Score,,8178.0,,The Summit,
"Tue, Feb 2, 1982",Boston Celtics,109,Indiana Pacers,105,Box Score,,13435.0,2:08,Market Square Arena,
"Tue, Feb 2, 1982",Kansas City Kings,97,Portland Trail Blazers,102,Box Score,,12666.0,,Memorial Coliseum,
"Tue, Feb 2, 1982",Dallas Mavericks,98,San Antonio Spurs,103,Box Score,,7017.0,,HemisFair Arena,
"Tue, Feb 2, 1982",Cleveland Cavaliers,100,Washington Bullets,99,Box Score,,6430.0,,Capital Centre,
"Wed, Feb 3, 1982",Indiana Pacers,104,Cleveland Cavaliers,108,Box Score,,3257.0,,Coliseum at Richfield,
"Wed, Feb 3, 1982",San Diego Clippers,113,Dallas Mavericks,106,Box Score,,6601.0,,Reunion Arena,
"Wed, Feb 3, 1982",New York Knicks,98,Los Angeles Lakers,94,Box Score,,12913.0,,The Forum,
"Wed, Feb 3, 1982",Chicago Bulls,98,Milwaukee Bucks,113,Box Score,,10920.0,,MECCA Arena,
"Wed, Feb 3, 1982",Atlanta Hawks,103,New Jersey Nets,112,Box Score,,13267.0,,Brendan Byrne Arena,
"Wed, Feb 3, 1982",Washington Bullets,96,Philadelphia 76ers,122,Box Score,,8709.0,1:53,The Spectrum,
"Wed, Feb 3, 1982",Golden State Warriors,90,Phoenix Suns,88,Box Score,,11185.0,,Arizona Veterans Memorial Coliseum,
"Wed, Feb 3, 1982",Kansas City Kings,87,Seattle SuperSonics,97,Box Score,,14188.0,,Seattle Kingdome,
"Wed, Feb 3, 1982",Portland Trail Blazers,118,Utah Jazz,122,Box Score,,8925.0,,Salt Palace,
"Thu, Feb 4, 1982",Denver Nuggets,114,Indiana Pacers,131,Box Score,,7134.0,,Market Square Arena,
"Thu, Feb 4, 1982",Phoenix Suns,112,San Antonio Spurs,118,Box Score,,10838.0,,HemisFair Arena,
"Fri, Feb 5, 1982",Denver Nuggets,144,Boston Celtics,145,Box Score,,15320.0,2:11,Boston Garden,
"Fri, Feb 5, 1982",Detroit Pistons,110,Chicago Bulls,103,Box Score,,14126.0,2:03,Chicago Stadium,
"Fri, Feb 5, 1982",Seattle SuperSonics,108,Golden State Warriors,99,Box Score,,13239.0,,Oakland-Alameda County Coliseum Arena,
"Fri, Feb 5, 1982",Phoenix Suns,104,Houston Rockets,106,Box Score,,11896.0,,The Summit,
"Fri, Feb 5, 1982",San Antonio Spurs,102,Kansas City Kings,109,Box Score,,7505.0,,Kemper Arena,
"Fri, Feb 5, 1982",Dallas Mavericks,92,Milwaukee Bucks,117,Box Score,,11052.0,,MECCA Arena,
"Fri, Feb 5, 1982",New Jersey Nets,112,Philadelphia 76ers,116,Box Score,,10429.0,,The Spectrum,
"Fri, Feb 5, 1982",Utah Jazz,100,Portland Trail Blazers,121,Box Score,,12666.0,,Memorial Coliseum,
"Fri, Feb 5, 1982",New York Knicks,90,San Diego Clippers,85,Box Score,,6274.0,,San Diego Sports Arena,
"Fri, Feb 5, 1982",Los Angeles Lakers,90,Washington Bullets,87,Box Score,,19035.0,,Capital Centre,
"Sat, Feb 6, 1982",Cleveland Cavaliers,88,Atlanta Hawks,87,Box Score,,10094.0,,Omni Coliseum,
"Sat, Feb 6, 1982",New Jersey Nets,125,Detroit Pistons,120,Box Score,,12080.0,,Pontiac Silverdome,
"Sat, Feb 6, 1982",Dallas Mavericks,95,Indiana Pacers,89,Box Score,,6680.0,,Market Square Arena,
"Sat, Feb 6, 1982",Utah Jazz,103,Seattle SuperSonics,129,Box Score,,15015.0,,Seattle Kingdome,
"Sun, Feb 7, 1982",Los Angeles Lakers,119,Boston Celtics,113,Box Score,,15320.0,2:14,Boston Garden,
"Sun, Feb 7, 1982",New Jersey Nets,110,Cleveland Cavaliers,94,Box Score,,4611.0,,Coliseum at Richfield,
"Sun, Feb 7, 1982",San Antonio Spurs,111,Golden State Warriors,116,Box Score,,10777.0,,Oakland-Alameda County Coliseum Arena,
"Sun, Feb 7, 1982",Houston Rockets,126,Kansas City Kings,110,Box Score,,7372.0,,Kemper Arena,
