Date,Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 5,Unnamed: 6,Attend.,LOG,Arena,Notes
"Wed, Nov 1, 1978",Chicago Bulls,112,Boston Celtics,118,Box Score,,8014.0,2:17,Boston Garden,
"Wed, Nov 1, 1978",Golden State Warriors,112,Houston Rockets,105,Box Score,,,,The Summit,
"Wed, Nov 1, 1978",Washington Bullets,124,Indiana Pacers,113,Box Score,,,,Market Square Arena,
"Wed, Nov 1, 1978",Cleveland Cavaliers,107,Kansas City Kings,122,Box Score,,,,Kemper Arena,
"Wed, Nov 1, 1978",Milwaukee Bucks,110,New Jersey Nets,131,Box Score,,,,Rutgers Athletic Center,
"Wed, Nov 1, 1978",San Antonio Spurs,115,Philadelphia 76ers,116,Box Score,,,,The Spectrum,
"Thu, Nov 2, 1978",Golden State Warriors,113,Atlanta Hawks,106,Box Score,,,,Omni Coliseum,
"Thu, Nov 2, 1978",Seattle SuperSonics,95,Detroit Pistons,94,Box Score,,,,Pontiac Silverdome,
"Thu, Nov 2, 1978",Phoenix Suns,106,New Orleans Jazz,99,Box Score,,,,Louisiana Superdome,
"Thu, Nov 2, 1978",New York Knicks,127,San Diego Clippers,122,Box Score,,,,San Diego Sports Arena,
"Fri, Nov 3, 1978",San Antonio Spurs,110,Boston Celtics,103,Box Score,,10177.0,1:59,Boston Garden,
"Fri, Nov 3, 1978",Detroit Pistons,99,Chicago Bulls,93,Box Score,,,,Chicago Stadium,
"Fri, Nov 3, 1978",Cleveland Cavaliers,93,Denver Nuggets,110,Box Score,,,,McNichols Sports Arena,
"Fri, Nov 3, 1978",Kansas City Kings,108,Indiana Pacers,115,Box Score,,,,Market Square Arena,
"Fri, Nov 3, 1978",New York Knicks,124,Los Angeles Lakers,147,Box Score,,,,The Forum,
"Fri, Nov 3, 1978",Seattle SuperSonics,102,New Jersey Nets,81,Box Score,,,,Rutgers Athletic Center,
"Fri, Nov 3, 1978",Milwaukee Bucks,103,Philadelphia 76ers,118,Box Score,,,,The Spectrum,
"Fri, Nov 3, 1978",San Diego Clippers,98,Portland Trail Blazers,119,Box Score,,,,Memorial Coliseum,
"Sat, Nov 4, 1978",New Jersey Nets,118,Atlanta Hawks,117,Box Score,OT,,,Omni Coliseum,
"Sat, Nov 4, 1978",Indiana Pacers,84,Chicago Bulls,97,Box Score,,,,Chicago Stadium,
"Sat, Nov 4, 1978",Golden State Warriors,103,Detroit Pistons,95,Box Score,,,,Pontiac Silverdome,
