,League,Season,Team,Sequence,c1,c2,c3
401,D1,2022,FC Koln,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0]",1.0001711688931327,1.0,1.4947683109118086
402,D1,2022,Freiburg,"[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0]",1.0040079250847682,1.4396280507508077,2.0408163265306123
403,D1,2022,Hertha,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",1.0000000390499972,1.4844573025701862,1.2121212121212122
404,D1,2022,Hoffenheim,"[0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1]",1.0000005492724295,1.0,1.529051987767584
405,D1,2022,Leverkusen,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",1.0003199999365238,2.213958889667524,1.1587485515643106
406,D1,2022,MGladbach,"[1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1]",1.0000859438183252,1.4333673072174375,1.9305019305019304
407,D1,2022,Mainz,"[1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",1.0002442002442002,2.2917545642708785,1.124859392575928
408,D1,2022,RB Leipzig,"[0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",1.0090809969140144,1.0,1.597444089456869
409,D1,2022,Schalke 04,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0]",1.0000003790022123,5.1439609420045835,1.0319917440660475
410,D1,2022,Stuttgart,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1]",1.000003384000517,1.5021085513242054,1.2330456226880395
411,D1,2022,Union Berlin,"[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1]",1.008463484833925,1.0,1.5037593984962405
412,D1,2022,Werder Bremen,"[1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1.0000005492724295,2.22691717797517,2.7624309392265194
413,D1,2022,Wolfsburg,"[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",1.0006383553064375,4.218379289520601,4.545454545454546
414,D1,2023,Augsburg,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]",1.0000167774974797,1.1404610508219608,1.3986013986013985
415,D1,2023,Bayern Munich,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0]",1.0114935784029138,10.976640461341248,12.345679012345679
416,D1,2023,Bochum,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",1.000003384000517,1.5021085513242054,2.028397565922921
417,D1,2023,Darmstadt,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1.0000000000006433,1.7905461134065503,2.0408163265306123
418,D1,2023,Dortmund,"[1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1]",1.01979255192369,1.6978030366995638,2.237136465324385
419,D1,2023,Ein Frankfurt,"[1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0]",1.0025393837573966,1.485173431318231,2.0120724346076457
420,D1,2023,FC Koln,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",1.0000000835642648,1.584788408070831,1.179245283018868
421,D1,2023,Freiburg,"[1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]",1.0000526568633756,3.114541575338692,3.717472118959108
422,D1,2023,Heidenheim,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1]",1.0001711688931327,10.547128916596174,1.017293997965412
423,D1,2023,Hoffenheim,"[0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1]",1.0000747424113352,1.1779206329654481,1.7452006980802792
424,D1,2023,Leverkusen,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",inf,,1.0
425,D1,2023,MGladbach,"[0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0]",1.0000169353746098,1.296914653057904,1.7793594306049823
426,D1,2023,Mainz,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1]",1.0000275862345145,50.700600625372125,1.001001001001001
427,D1,2023,RB Leipzig,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",1.0172411895220552,1.4844573025701866,1.8726591760299625
428,D1,2023,Stuttgart,"[1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",1.0189341066500277,1.472908481613415,1.221001221001221
429,D1,2023,Union Berlin,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]",1.0000001256558595,1.4307425518952905,1.2820512820512822
430,D1,2023,Werder Bremen,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1]",1.0000526568633756,1.7213174941320748,1.1820330969267139
431,D1,2023,Wolfsburg,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0]",1.0000024675850911,1.8755823130992606,2.380952380952381
432,D1,2024,Augsburg,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0]",1.0000859438183252,4.2183792895206045,1.0615711252653928
433,D1,2024,Bayern Munich,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",1.5815225649569464,1.0431039090115772,1.342281879194631
434,D1,2024,Bochum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]",1.00000000049199,6.672036047305906,1.0224948875255624
435,D1,2024,Dortmund,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]",1.0009257086133403,3.8151830986750905,1.0672358591248665
436,D1,2024,Ein Frankfurt,"[0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1]",1.0098712685905176,1.1155165308852732,1.6863406408094435
437,D1,2024,Freiburg,"[1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0]",1.0011125351463466,1.2125502788520512,1.3550135501355014
438,D1,2024,Heidenheim,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0]",1.0000000147804569,1.095567430935781,1.404494382022472
439,D1,2024,Hoffenheim,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",1.0000020752630105,1.732946032892913,1.1534025374855825
440,D1,2024,Holstein Kiel,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0]",1.0000000032228296,3.0484830975519905,1.0729613733905579
441,D1,2024,Leverkusen,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]",1.24900230065827,1.7942172152006988,2.1413276231263385
442,D1,2024,M'gladbach,"[0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]",1.000391219066876,2.98844910741025,3.289473684210526
443,D1,2024,MGladbach,"[0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1]",1.041016478200768,10.636370995044368,1.0090817356205852
444,D1,2024,Mainz,"[0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1]",1.0015548061397215,2.3266471565855458,2.5839793281653747
445,D1,2024,RB Leipzig,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0]",1.0030765321379522,4.725704293047141,5.128205128205129
446,D1,2024,St Pauli,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",1.0000002215727783,1.0,1.4727540500736378
447,D1,2024,Stuttgart,"[0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]",1.0003199999365238,7.994539031723141,8.771929824561404
448,D1,2024,Union Berlin,"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1]",1.0001049637617005,3.040002952394883,1.092896174863388
449,D1,2024,Werder Bremen,"[1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1]",1.0009520715919464,1.20449348329532,1.392757660167131
450,D1,2024,Wolfsburg,"[0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1]",1.0000859438183252,1.4333673072174375,2.0876826722338206
451,E0,2000,Arsenal,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0]",1.0090809969140144,1.0,1.51285930408472
452,E0,2000,Aston Villa,"[0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0]",1.001884466069514,1.158976390528136,1.7301038062283738
453,E0,2000,Bradford,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",1.0000000003012175,1.7317027855544465,1.183431952662722
454,E0,2000,Charlton,"[1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0]",1.0000610388817677,2.1352407823389097,1.1494252873563218
455,E0,2000,Chelsea,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1]",1.0009257086133403,3.8151830986750914,1.0582010582010581
456,E0,2000,Coventry,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0]",1.0000000241572442,1.0,1.5151515151515151
457,E0,2000,Derby,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1]",1.0000040304007103,2.2702128930571153,1.1389521640091116
458,E0,2000,Everton,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0]",1.0000012762218502,1.2194514456293808,1.694915254237288
459,E0,2000,Ipswich,"[0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1]",1.000542395119226,1.0,1.5625
460,E0,2000,Leeds,"[1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",1.0022888852923264,49.11303404082587,1.002004008016032
461,E0,2000,Leicester,"[1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1.0000018015640217,30.27273078592355,25.641025641025642
462,E0,2000,Liverpool,"[1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1]",1.0055366346526524,3.401934864321009,1.079913606911447
463,E0,2000,Man City,"[0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0]",1.0000000241572442,1.0,1.5748031496062993
464,E0,2000,Man United,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0]",1.036467456652839,2.6370103335038713,3.225806451612903
465,E0,2000,Middlesbrough,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1]",1.000032936368384,44.21906315550619,1.0030090270812437
466,E0,2000,Newcastle,"[0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1]",1.00003734536836,1.6990428015780104,2.320185614849188
467,E0,2000,Southampton,"[0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1]",1.0000610388817677,2.1352407823389097,1.1402508551881414
468,E0,2000,Sunderland,"[1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1]",1.0007850071902127,1.4175845623977883,1.976284584980237
469,E0,2000,Tottenham,"[1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1]",1.0000216273787577,1.394191536215651,2.032520325203252
470,E0,2000,West Ham,"[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",1.0000040304007103,8.62936914340093,9.803921568627452
471,E0,2001,Arsenal,"[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.2768095126070789,12.133289836245524,1.0
472,E0,2001,Aston Villa,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]",1.0002442002442002,2.2917545642708785,2.8011204481792715
473,E0,2001,Blackburn,"[0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",1.0000070522559947,2.156578207112444,1.160092807424594
474,E0,2001,Bolton,"[1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0]",1.0000047384037907,1.2504075805649362,1.757469244288225
475,E0,2001,Charlton,"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]",1.0000273827455919,2.326647156585547,3.125
476,E0,2001,Chelsea,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0]",1.0098712685905176,1.1155165308852732,1.6366612111292962
477,E0,2001,Derby,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1.0000000002328306,2.321324498611079,2.9154518950437316
478,E0,2001,Everton,"[1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]",1.0000020858643386,1.405422818414341,1.968503937007874
479,E0,2001,Fulham,"[0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",1.0000273827455919,9.399600179321332,9.615384615384615
480,E0,2001,Ipswich,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1.0000000768817379,1.6255712684154735,1.2004801920768307
481,E0,2001,Leeds,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]",1.008463484833925,10.272154226659369,9.25925925925926
482,E0,2001,Leicester,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",1.0000000040959993,1.4240369358458118,1.7730496453900708
483,E0,2001,Liverpool,"[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",1.036467456652839,2.6370103335038713,1.0764262648008611
484,E0,2001,Man United,"[1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]",1.006163471264842,3.35387161971146,1.0559662090813093
485,E0,2001,Middlesbrough,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0]",1.0000043148663462,2.6198523848362028,1.1261261261261262
486,E0,2001,Newcastle,"[1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0]",1.0047702083675836,1.423522612105947,1.953125
487,E0,2001,Southampton,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1]",1.0000043148663462,2.6198523848362028,1.1123470522803114
488,E0,2001,Sunderland,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]",1.0000005492724295,8.078941288262076,9.345794392523365
489,E0,2001,Tottenham,"[0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0]",1.0000108419256055,2.077102443916055,2.7624309392265194
490,E0,2001,West Ham,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1]",1.000030518509476,1.3768000610028868,1.3513513513513513
491,E0,2002,Arsenal,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1]",1.0405392976648786,2.3505626523084286,1.0964912280701755
492,E0,2002,Aston Villa,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0]",1.0000043148663462,1.1345588586097761,1.4285714285714286
493,E0,2002,Birmingham,"[0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]",1.0000132324636137,1.6546326752135534,1.2048192771084338
494,E0,2002,Blackburn,"[1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1]",1.0018184244638189,2.2702128930571153,1.1198208286674132
495,E0,2002,Bolton,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1]",1.0000273827455919,9.399600179321332,1.0141987829614605
496,E0,2002,Charlton,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1.0000066297630519,1.692877136198446,2.331002331002331
497,E0,2002,Chelsea,"[1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1]",1.0044080667937543,1.4307425518952903,1.9569471624266144
498,E0,2002,Everton,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]",1.0001995269871187,1.381306779628721,1.9305019305019304
499,E0,2002,Fulham,"[1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1]",1.0000132324636137,1.6546326752135534,1.2285012285012284
500,E0,2002,Leeds,"[1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]",1.0000011010980951,1.1290080254731292,1.4388489208633093
501,E0,2002,Liverpool,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0]",1.002062992532928,1.0,1.4814814814814814
502,E0,2002,Man City,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0]",1.0000054332895676,1.3633443364812856,1.288659793814433
503,E0,2002,Man United,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1.06941059918755,52.116934098412635,1.0
504,E0,2002,Middlesbrough,"[1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0]",1.0000216273787577,1.394191536215651,2.028397565922921
505,E0,2002,Newcastle,"[1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1]",1.0011847406349192,1.3878914311033805,1.3003901170351104
506,E0,2002,Southampton,"[0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",1.0003910298510639,2.92916459192525,3.875968992248062
507,E0,2002,Sunderland,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.000000000000046,24.408725501279132,20.833333333333332
508,E0,2002,Tottenham,"[1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0]",1.0000108419256055,6.520023336532439,7.936507936507937
509,E0,2002,West Brom,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1.0000000000327671,2.63701033350387,3.257328990228013
510,E0,2002,West Ham,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1]",1.0000040304007103,8.62936914340093,1.0266940451745379
511,E0,2003,Arsenal,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",inf,,1.0
512,E0,2003,Aston Villa,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1]",1.0009520715919464,3.1145415753386905,1.0706638115631693
513,E0,2003,Birmingham,"[1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0]",1.0012732005270761,1.0,1.550387596899225
514,E0,2003,Blackburn,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0]",1.0000040304007103,1.0,1.550387596899225
515,E0,2003,Bolton,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1]",1.0002442002442002,2.2917545642708785,1.1098779134295227
